t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.254046,180,65535,-1,-1,0,0
2.254046,140,65535,-1,-1,0,0
2.254046,400,65535,-1,-1,0,0
2.254046,360,65535,-1,-1,0,0
2.254046,400,65535,-1,-1,0,0
2.590369,160,65535,-1,-1,0,0
3.090552,120,65535,-1,-1,0,0
3.351496,240,65535,-1,-1,0,0
4.136050,72,65535,-1,-1,0,0
4.636037,111,65535,-1,-1,0,0
5.135779,160,65535,-1,-1,0,0
5.636781,120,65535,-1,-1,0,0
6.135967,200,65535,-1,-1,0,0
6.635466,200,65535,-1,-1,0,0
7.135100,160,65535,-1,-1,0,0
7.635771,100,65535,-1,-1,0,0
8.135064,200,65535,-1,-1,0,0
8.635731,80,65535,-1,-1,0,0
9.136246,100,65535,-1,-1,0,0
9.635350,360,65535,-1,-1,0,0
10.135098,260,65535,-1,-1,0,0
10.635257,80,65535,-1,-1,0,0
11.135375,100,65535,-1,-1,0,0
11.635937,80,65535,-1,-1,0,0
12.136477,80,65535,-1,-1,0,0
12.636019,80,65535,-1,-1,0,0
13.136199,100,65535,-1,-1,0,0
13.636184,80,65535,-1,-1,0,0
14.135753,100,65535,-1,-1,0,0
14.635894,380,65535,-1,-1,0,0
15.135209,360,65535,-1,-1,0,0
15.635789,60,65535,-1,-1,0,0
16.135885,100,65535,-1,-1,0,0
16.635706,80,65535,-1,-1,0,0
17.135002,100,65535,-1,-1,0,0
17.636185,60,65535,-1,-1,0,0
18.135828,100,65535,-1,-1,0,0
18.635468,80,65535,-1,-1,0,0
19.136179,100,65535,-1,-1,0,0
19.635994,80,65535,-1,-1,0,0
20.136691,100,65535,-1,-1,0,0
20.635300,80,65535,-1,-1,0,0
21.136898,80,65535,-1,-1,0,0
21.636777,80,65535,-1,-1,0,0
22.136807,60,65535,-1,-1,0,0
22.636218,100,65535,-1,-1,0,0
23.135429,80,65535,-1,-1,0,0
23.635855,80,65535,-1,-1,0,0
24.136255,80,65535,-1,-1,0,0
24.636446,100,65535,-1,-1,0,0
25.136118,60,65535,-1,-1,0,0
25.636443,100,65535,-1,-1,0,0
26.135951,80,65535,-1,-1,0,0
26.636500,100,65535,-1,-1,0,0
27.136189,80,65535,-1,-1,0,0
27.635805,80,65535,-1,-1,0,0
28.135087,80,65535,-1,-1,0,0
28.635000,100,65535,-1,-1,0,0
29.135743,60,65535,-1,-1,0,0
29.635422,100,65535,-1,-1,0,0
30.136066,60,65535,-1,-1,0,0
30.635252,100,65535,-1,-1,0,0
31.135963,60,65535,-1,-1,0,0
31.635736,80,65535,-1,-1,0,0
32.136004,100,65535,-1,-1,0,0
32.636259,60,65535,-1,-1,0,0
33.136184,160,65535,-1,-1,0,0
33.635679,60,65535,-1,-1,0,0
34.136420,100,65535,-1,-1,0,0
34.635334,60,65535,-1,-1,0,0
35.135314,100,65535,-1,-1,0,0
35.635341,80,65535,-1,-1,0,0
36.135943,80,65535,-1,-1,0,0
36.635342,80,65535,-1,-1,0,0
37.136211,100,65535,-1,-1,0,0
37.638640,80,65535,-1,-1,0,0
38.135953,100,65535,-1,-1,0,0
38.635895,60,65535,-1,-1,0,0
39.135976,100,65535,-1,-1,0,0
39.635789,80,65535,-1,-1,0,0
40.136111,100,65535,-1,-1,0,0
40.635673,60,65535,-1,-1,0,0
41.135818,80,65535,-1,-1,0,0
41.635007,100,65535,-1,-1,0,0
42.134878,60,65535,-1,-1,0,0
42.634470,100,65535,-1,-1,0,0
43.135922,60,65535,-1,-1,0,0
43.635909,100,65535,-1,-1,0,0
44.136273,80,65535,-1,-1,0,0
44.636126,100,65535,-1,-1,0,0
45.136121,60,65535,-1,-1,0,0
45.635366,100,65535,-1,-1,0,0
46.135926,60,65535,-1,-1,0,0
46.636981,120,65535,-1,-1,0,0
47.136133,60,65535,-1,-1,0,0
47.635948,100,65535,-1,-1,0,0
48.135715,60,65535,-1,-1,0,0
48.636094,100,65535,-1,-1,0,0
49.136615,80,65535,-1,-1,0,0
49.636557,100,65535,-1,-1,0,0
50.136197,60,65535,-1,-1,0,0
50.636636,120,65535,-1,-1,0,0
51.136588,60,65535,-1,-1,0,0
51.636718,120,65535,-1,-1,0,0
