t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.253893,35068121,781.5244,0.0000,40.40
2.255028,35069124,781.5120,0.0000,40.40
2.342238,35070121,781.5186,0.0000,39.70
3.343304,35071122,781.5210,0.0000,39.70
4.341253,35072122,781.5291,0.0000,39.70
5.342566,35073123,781.5327,0.0000,39.70
6.344058,35074122,781.5132,0.0000,40.00
7.344161,35075123,781.5188,0.0000,40.00
8.343625,35076122,781.5176,0.0000,40.00
9.346295,35077122,781.5217,0.0000,40.00
10.339453,35078123,781.5188,0.0000,40.00
11.344346,35079123,781.5068,0.0000,40.00
12.343689,35080122,781.5342,0.0000,40.00
13.344193,35081123,781.5180,0.0000,40.00
14.339736,35082122,781.5227,0.0000,39.40
15.343171,35083123,781.4828,0.0000,39.40
16.346401,35084122,781.4965,0.0000,39.40
17.343434,35085124,781.5024,0.0000,39.40
18.340685,35086123,781.5124,0.0000,39.40
19.344752,35087128,781.5198,0.0000,39.40
20.345162,35088123,781.5308,0.0000,39.40
21.340910,35089123,781.5325,0.0000,39.40
22.341186,35090123,781.5104,0.0000,39.40
23.344561,35091123,781.5129,0.0000,39.40
24.303786,35092124,781.4983,0.0000,39.40
25.308883,35093123,781.5266,0.0000,39.40
26.319804,35094123,781.5190,0.0000,39.70
27.310620,35095122,781.5161,0.0000,39.70
28.318897,35096122,781.5229,0.0000,39.40
29.322969,35097124,781.5317,0.0000,39.40
30.323767,35098123,781.5059,0.0000,39.40
31.343067,35099122,781.5051,0.0000,39.40
32.328059,35100123,781.5212,0.0000,39.40
33.330026,35101121,781.5225,0.0000,39.40
34.342004,35102124,781.5117,0.0000,39.00
35.335278,35103123,781.5303,0.0000,39.00
36.340670,35104124,781.5132,0.0000,39.00
37.343991,35105123,781.4990,0.0000,39.00
38.341086,35106123,781.5024,0.0000,39.40
39.343248,35107122,781.5104,0.0000,39.40
40.345483,35108125,781.5159,0.0000,39.40
41.342395,35109123,781.5247,0.0000,39.40
42.345305,35110123,781.5249,0.0000,39.40
43.342806,35111124,781.5237,0.0000,39.40
44.345812,35112122,781.5188,0.0000,39.40
45.345855,35113122,781.5065,0.0000,39.40
46.342952,35114123,781.5168,0.0000,39.70
47.342479,35115121,781.5022,0.0000,39.70
48.342302,35116122,781.5081,0.0000,39.40
49.343522,35117122,781.5121,0.0000,39.40
50.344272,35118122,781.5110,0.0000,40.00
51.345188,35119123,781.5293,0.0000,40.00
52.344130,35120122,781.5325,0.0000,40.00
53.342834,35121122,781.5241,0.0000,40.00
54.344407,35122122,781.5178,0.0000,40.00
55.346168,35123123,781.5163,0.0000,40.00
56.344501,35124123,781.5068,0.0000,40.40
57.344641,35125123,781.5004,0.0000,40.40
58.344551,35126123,781.5171,0.0000,40.40
59.345013,35127123,781.5186,0.0000,40.40
60.343658,35128122,781.5085,0.0000,40.40
61.344598,35129122,781.5225,0.0000,40.40
62.344159,35130123,781.5208,0.0000,40.40
63.344070,35131124,781.5141,0.0000,40.40
64.345157,35132125,781.5171,0.0000,40.40
65.343509,35133121,781.5232,0.0000,40.40
66.346730,35134123,781.5225,0.0000,40.40
