t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253189,35067944,0.007406,-0.005110,-0.663324,-0.000362,-0.000029,0.003555
2.253189,35067975,0.007405,-0.005091,-0.663304,-0.000446,0.000534,0.003619
2.253189,35068008,0.007403,-0.005084,-0.663281,0.000408,0.000211,0.004019
2.253189,35068042,0.007398,-0.005082,-0.663270,-0.000250,-0.000140,0.004074
2.253189,35068077,0.007402,-0.005094,-0.663224,-0.000487,-0.000285,0.003275
2.253648,35068108,0.007416,-0.005124,-0.663182,0.001349,0.000400,0.003239
2.253648,35068143,0.007412,-0.005142,-0.663200,-0.000139,0.000711,0.003719
2.253648,35068177,0.007400,-0.005134,-0.663157,-0.000839,0.000784,0.004160
2.253648,35068208,0.007394,-0.005144,-0.663125,0.000532,0.000514,0.002857
2.253893,35068242,0.007406,-0.005146,-0.663094,-0.000403,0.000488,0.002876
2.253893,35068274,0.007412,-0.005145,-0.663056,0.000513,-0.000440,0.004165
2.253893,35068308,0.007407,-0.005157,-0.663004,-0.000719,-0.000326,0.003782
2.253893,35068338,0.007397,-0.005144,-0.662966,0.000369,0.000461,0.004265
2.253893,35068376,0.007398,-0.005145,-0.662923,0.000767,-0.000550,0.005227
2.254154,35068409,0.007407,-0.005152,-0.662879,0.000116,0.000377,0.003774
2.254154,35068442,0.007405,-0.005145,-0.662810,-0.000614,0.000649,0.005067
2.254154,35068477,0.007404,-0.005145,-0.662744,-0.000018,-0.000212,0.003825
2.254154,35068505,0.007406,-0.005123,-0.662707,0.000826,0.001529,0.003950
2.254154,35068541,0.007410,-0.005116,-0.662697,0.000584,-0.000245,0.003562
2.254330,35068575,0.007424,-0.005098,-0.662664,0.000447,-0.000458,0.004506
2.254330,35068609,0.007421,-0.005098,-0.662653,-0.000884,0.000830,0.003668
2.254330,35068641,0.007410,-0.005086,-0.662606,-0.000396,-0.000805,0.003613
2.254330,35068676,0.007396,-0.005079,-0.662566,-0.000808,0.000859,0.003177
