t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
46.244842,35114164394,nan,nan,0.0005,nan,nan,nan,0.02,0.53,0x00A5
46.743534,35114662104,nan,nan,0.0005,nan,nan,nan,0.01,0.53,0x00A5
47.243053,35115167221,nan,nan,0.0008,nan,nan,nan,0.02,0.53,0x00A5
47.742172,35115661122,nan,nan,0.0009,nan,nan,nan,0.01,0.53,0x00A5
48.244660,35116162774,nan,nan,0.0010,nan,nan,nan,0.02,0.53,0x00A5
48.743942,35116666586,nan,nan,0.0008,nan,nan,nan,0.01,0.53,0x00A5
49.242474,35117155269,nan,nan,0.0006,nan,nan,nan,0.02,0.53,0x00A5
49.743298,35117659219,nan,nan,0.0005,nan,nan,nan,0.01,0.53,0x00A5
50.243336,35118155154,nan,nan,0.0004,nan,nan,nan,0.02,0.53,0x00A5
50.743693,35118665611,nan,nan,0.0006,nan,nan,nan,0.01,0.52,0x00A5
51.244929,35119165653,nan,nan,0.0004,nan,nan,nan,0.02,0.52,0x00A5
51.742620,35119662875,nan,nan,0.0003,nan,nan,nan,0.02,0.52,0x00A5
52.242837,35120161501,nan,nan,0.0005,nan,nan,nan,0.01,0.52,0x00A5
52.742417,35120662207,nan,nan,0.0005,nan,nan,nan,0.02,0.52,0x00A5
53.244169,35121161021,nan,nan,0.0002,nan,nan,nan,0.01,0.52,0x00A5
53.744409,35121664312,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
54.245347,35122161783,nan,nan,0.0002,nan,nan,nan,0.01,0.52,0x00A5
54.744690,35122667111,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
55.243877,35123164654,nan,nan,0.0005,nan,nan,nan,0.01,0.52,0x00A5
55.743652,35123659788,nan,nan,0.0005,nan,nan,nan,0.02,0.52,0x00A5
56.243424,35124164824,nan,nan,0.0005,nan,nan,nan,0.01,0.52,0x00A5
56.743407,35124657985,nan,nan,0.0007,nan,nan,nan,0.02,0.52,0x00A5
57.244834,35125161018,nan,nan,0.0007,nan,nan,nan,0.01,0.52,0x00A5
57.744893,35125666086,nan,nan,0.0006,nan,nan,nan,0.02,0.52,0x00A5
58.245442,35126165821,nan,nan,0.0002,nan,nan,nan,0.01,0.52,0x00A5
58.744441,35126667151,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
59.244297,35127164207,nan,nan,0.0004,nan,nan,nan,0.02,0.52,0x00A5
59.744538,35127666403,nan,nan,0.0005,nan,nan,nan,0.02,0.52,0x00A5
60.243505,35128163757,nan,nan,0.0003,nan,nan,nan,0.02,0.52,0x00A5
60.744955,35128664101,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
61.244868,35129166585,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
61.745273,35129666337,nan,nan,0.0001,nan,nan,nan,0.01,0.51,0x00A5
62.247264,35130165579,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
62.743214,35130662960,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
63.244901,35131161774,nan,nan,0.0001,nan,nan,nan,0.02,0.51,0x00A5
63.743493,35131663675,nan,nan,0.0001,nan,nan,nan,0.01,0.51,0x00A5
64.243944,35132164723,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
64.744066,35132665446,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
65.244604,35133164164,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
65.744520,35133666963,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
66.244155,35134164081,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
66.746105,35134662053,nan,nan,0.0000,nan,nan,nan,0.02,0.51,0x00A5
67.246518,35135167981,nan,nan,0.0001,nan,nan,nan,0.02,0.51,0x00A5
