t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.253189,35067937544,-0.041015,-0.076078,-9.836378,-0.000189,0.000265,0.002951,0.154638,1.048918,2.730280,781.51,40.40,highres
2.253189,35067959377,-0.050592,-0.078472,-9.835180,0.000728,-0.000040,0.003562,0.154638,1.048918,2.730280,781.51,40.40,highres
2.253189,35067974294,-0.047000,-0.073684,-9.831591,-0.000189,0.000265,0.002951,0.154638,1.048918,2.730280,781.51,40.40,highres
2.253189,35067999789,-0.048198,-0.068896,-9.842363,0.000117,0.000876,0.003257,0.154638,1.048918,2.730280,781.51,40.40,highres
2.253189,35068016942,-0.048198,-0.080867,-9.841166,0.001949,0.000265,0.002951,0.154638,1.048918,2.730280,781.51,40.40,highres
2.253189,35068037021,-0.050592,-0.073684,-9.837576,-0.000494,-0.000346,0.004173,0.156982,1.051873,2.708423,781.52,40.40,highres
2.253189,35068057576,-0.048198,-0.067699,-9.855532,-0.000494,0.000571,0.003868,0.156982,1.051873,2.708423,781.52,40.40,highres
2.253648,35068079090,-0.041015,-0.072487,-9.843561,0.000422,-0.001262,0.003257,0.152535,1.050033,2.715812,781.52,40.40,highres
2.253648,35068104931,-0.050592,-0.086852,-9.848351,0.001644,0.000265,0.003257,0.152535,1.050033,2.715812,781.52,40.40,highres
2.253648,35068124657,-0.056577,-0.078472,-9.842363,-0.000189,-0.000651,0.002340,0.152535,1.050033,2.715812,781.53,40.40,highres
2.253648,35068142455,-0.049395,-0.079670,-9.836377,0.000422,0.001487,0.004173,0.152535,1.050033,2.715812,781.53,40.40,highres
2.253648,35068157193,-0.044606,-0.058123,-9.838773,-0.000494,-0.000040,0.004173,0.152535,1.050033,2.715812,781.53,40.40,highres
2.253648,35068180623,-0.042212,-0.070093,-9.836379,-0.001105,0.000265,0.004478,0.150977,1.048820,2.716768,781.53,40.40,highres
2.253648,35068200236,-0.064956,-0.062911,-9.842364,0.000422,0.000571,0.002646,0.150977,1.048820,2.716768,781.52,40.40,highres
2.253648,35068221330,-0.052986,-0.072487,-9.841166,-0.000494,0.000265,0.004173,0.162309,1.050065,2.715139,781.52,40.40,highres
2.253893,35068240306,-0.038621,-0.067699,-9.829196,-0.000494,-0.000040,0.002646,0.162309,1.050065,2.715139,781.52,40.40,highres
2.253893,35068260753,-0.044606,-0.080867,-9.848350,0.000117,0.001487,0.002035,0.162309,1.050065,2.715139,781.52,40.40,highres
2.253893,35068282196,-0.056577,-0.079670,-9.843561,-0.000189,0.000265,0.003257,0.162309,1.050065,2.715139,781.52,40.40,highres
2.253893,35068300247,-0.049395,-0.082064,-9.842364,-0.000189,-0.000040,0.003562,0.162309,1.050065,2.715139,781.52,40.40,highres
2.253893,35068322415,-0.050592,-0.085655,-9.845955,-0.000800,0.001487,0.004478,0.154638,1.051333,2.718242,781.52,40.40,highres
2.253893,35068337137,-0.057774,-0.073684,-9.837576,0.000422,-0.000040,0.004173,0.154638,1.051333,2.718242,781.52,40.40,highres
2.253893,35068360724,-0.054183,-0.068896,-9.844757,0.000117,0.000265,0.003257,0.156634,1.048566,2.724596,781.52,40.40,highres
2.254154,35068380629,-0.052986,-0.078472,-9.832787,0.000728,0.001181,0.005395,0.156634,1.048566,2.724596,781.52,40.40,highres
2.254154,35068400373,-0.049395,-0.077275,-9.839970,-0.000494,-0.000346,0.003562,0.156634,1.048566,2.724596,781.52,40.40,highres
2.254154,35068422546,-0.044606,-0.067699,-9.842364,-0.000189,-0.000040,0.004784,0.156634,1.048566,2.724596,781.52,40.40,highres
2.254154,35068444638,-0.049395,-0.070093,-9.826801,0.000728,0.000265,0.003868,0.156634,1.048566,2.724596,781.53,40.40,highres
2.254154,35068465336,-0.043409,-0.065305,-9.836377,-0.000494,-0.000346,0.003868,0.150818,1.051468,2.712983,781.53,40.40,highres
2.254154,35068484232,-0.052980,-0.068896,-9.834090,-0.000187,-0.000039,0.003218,0.150818,1.051468,2.712983,781.53,40.40,highres
2.254154,35068505136,-0.046994,-0.084457,-9.850849,0.000119,0.001793,0.003828,0.148733,1.047806,2.705772,781.53,40.40,highres
2.254154,35068522638,-0.032630,-0.073684,-9.847259,-0.000798,-0.000039,0.004439,0.148733,1.047806,2.705772,781.52,40.40,highres
2.254154,35068542167,-0.066147,-0.080866,-9.841272,-0.000187,-0.000345,0.003218,0.148733,1.047806,2.705772,781.52,40.40,highres
2.254330,35068562505,-0.045797,-0.076078,-9.848454,0.000119,0.000877,0.004745,0.148733,1.047806,2.705772,781.52,40.40,highres
2.254330,35068584995,-0.043403,-0.076078,-9.848455,-0.000492,0.000571,0.003218,0.148733,1.047806,2.705772,781.52,40.40,highres
2.254330,35068602213,-0.054177,-0.068896,-9.846061,-0.001409,0.001488,0.003828,0.149487,1.051896,2.719469,781.52,40.40,highres
2.254330,35068622402,-0.044600,-0.070093,-9.841275,0.001035,0.001182,0.004745,0.149487,1.051896,2.719469,781.52,40.40,highres
2.254330,35068642441,-0.042206,-0.082063,-9.831697,0.000424,-0.000039,0.003218,0.156329,1.044988,2.710693,781.52,40.40,highres
2.254330,35068665146,-0.054177,-0.084457,-9.850849,-0.000798,0.000266,0.003523,0.156329,1.044988,2.710693,781.52,40.40,highres
2.254330,35068684918,-0.050585,-0.078472,-9.849652,0.000424,0.001182,0.003218,0.156329,1.044988,2.710693,781.52,40.40,highres
2.254502,35068700986,-0.050585,-0.066502,-9.844864,-0.000798,-0.000345,0.003828,0.156329,1.044988,2.710693,781.52,40.40,highres
2.254502,35068718107,-0.055374,-0.071290,-9.841273,0.000119,0.000266,0.003523,0.156329,1.044988,2.710693,781.52,40.40,highres
2.254502,35068735751,-0.051782,-0.074881,-9.846061,0.000119,-0.000650,0.004439,0.145695,1.049199,2.720621,781.52,40.40,highres
2.254502,35068755111,-0.051782,-0.067699,-9.844864,0.000119,-0.000650,0.004439,0.145695,1.049199,2.720621,781.51,40.40,highres
2.254502,35068780705,-0.052980,-0.060516,-9.846062,-0.000187,-0.000345,0.002912,0.141832,1.043068,2.713198,781.51,40.40,highres
2.254502,35068797871,-0.049388,-0.082063,-9.842470,0.000119,-0.000039,0.003218,0.141832,1.043068,2.713198,781.51,40.40,highres
2.254502,35068812620,-0.051782,-0.074881,-9.842470,-0.000798,-0.000039,0.003218,0.141832,1.043068,2.713198,781.51,40.40,highres
2.254502,35068830881,-0.045797,-0.076078,-9.840075,-0.002019,0.000266,0.004134,0.141832,1.043068,2.713198,781.52,40.40,highres
2.254688,35068852672,-0.054177,-0.073684,-9.832893,-0.000187,-0.001261,0.003523,0.141832,1.043068,2.713198,781.52,40.40,highres
2.254688,35068872626,-0.054177,-0.089246,-9.840075,0.000730,-0.000650,0.003523,0.152294,1.049287,2.720466,781.52,40.40,highres
2.254688,35068901167,-0.045797,-0.067699,-9.847259,-0.000187,0.000571,0.003828,0.152294,1.049287,2.720466,781.52,40.40,highres
2.254688,35068922780,-0.049388,-0.066502,-9.840075,-0.000187,-0.000345,0.003828,0.155149,1.050124,2.720667,781.53,40.40,highres
2.254688,35068943451,-0.056571,-0.084457,-9.829302,-0.000798,-0.000650,0.003523,0.155149,1.050124,2.720667,781.53,40.40,highres
2.254688,35068960914,-0.054177,-0.065305,-9.843667,0.000119,0.000877,0.005050,0.155149,1.050124,2.720667,781.53,40.40,highres
2.254688,35068982292,-0.056571,-0.071290,-9.846060,-0.000187,-0.000650,0.005050,0.155149,1.050124,2.720667,781.53,40.40,highres
2.254845,35069001228,-0.044600,-0.076078,-9.841275,0.000119,-0.000650,0.003828,0.155149,1.050124,2.720667,781.52,40.40,highres
2.254845,35069025304,-0.043403,-0.076078,-9.841273,-0.000492,0.000266,0.003523,0.152722,1.052563,2.715440,781.52,40.40,highres
2.254845,35069042873,-0.046994,-0.076078,-9.842469,0.000730,-0.000345,0.002912,0.152722,1.052563,2.715440,781.52,40.40,highres
2.254845,35069065421,-0.050585,-0.070093,-9.841272,-0.000798,-0.000039,0.003828,0.160838,1.043145,2.708227,781.52,40.40,highres
