t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.252868,67307241254,-0.033724,-0.330746,-9.762775,0.000152,-0.004842,0.000052,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307257287,-0.097127,-0.333526,-9.758567,-0.000190,-0.003620,0.001392,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307280861,-0.120553,-0.345497,-9.759185,-0.002315,0.000537,-0.001357,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307300296,-0.074664,-0.343433,-9.743876,-0.001412,0.004317,0.000086,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307324618,-0.061307,-0.326807,-9.764705,-0.002634,0.006362,-0.001051,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307341938,-0.039619,-0.314373,-9.771128,-0.001031,0.003841,-0.000708,0.688671,0.568302,3.603679,782.09,41.70,highres
2.252868,67307359516,-0.027905,-0.305842,-9.766234,-0.000476,0.006085,-0.001194,0.688671,0.568302,3.603679,782.09,41.70,highres
2.253118,67307376167,-0.021544,-0.316228,-9.775257,0.002757,0.005056,-0.001601,0.697903,0.570687,3.581398,782.09,41.70,highres
2.253118,67307398016,-0.010889,-0.300009,-9.802250,0.004086,0.003193,-0.000746,0.697903,0.570687,3.581398,782.09,41.70,highres
2.253118,67307417672,-0.005632,-0.332276,-9.782734,0.004036,-0.000345,0.000426,0.697903,0.570687,3.581398,782.10,41.70,highres
2.253118,67307440315,-0.005079,-0.364036,-9.768326,0.004086,-0.001007,0.000323,0.697903,0.570687,3.581398,782.10,41.70,highres
2.253118,67307460186,-0.034353,-0.380598,-9.748167,0.002596,-0.002297,0.001018,0.697903,0.570687,3.581398,782.10,41.70,highres
2.253118,67307475709,-0.031698,-0.368662,-9.773322,0.001007,-0.003945,-0.001042,0.697903,0.570687,3.581398,782.10,41.70,highres
2.253118,67307498275,-0.037843,-0.359639,-9.747789,-0.002632,-0.004130,0.000180,0.697903,0.570687,3.581398,782.10,41.70,highres
2.253118,67307513020,-0.050329,-0.353806,-9.752912,-0.002937,-0.006102,-0.000549,0.667956,0.554106,3.624364,782.10,41.70,highres
2.253118,67307536305,-0.058708,-0.333456,-9.770867,-0.004036,-0.003032,0.000491,0.667956,0.554106,3.624364,782.10,41.70,highres
2.253198,67307557723,-0.070678,-0.319091,-9.756503,-0.001715,-0.000465,-0.000126,0.667956,0.554106,3.624364,782.10,41.70,highres
2.253198,67307582597,-0.052260,-0.325539,-9.772082,-0.000799,0.002446,0.000647,0.667956,0.554106,3.624364,782.09,41.70,highres
2.253198,67307596417,-0.059106,-0.315678,-9.759428,-0.001590,0.003506,-0.000431,0.667956,0.554106,3.624364,782.09,41.70,highres
2.253198,67307618434,-0.056038,-0.325077,-9.777774,-0.000494,0.005338,0.000485,0.667956,0.554106,3.624364,782.09,41.70,highres
2.253198,67307635751,-0.006279,-0.325559,-9.804144,-0.000799,0.003566,-0.001042,0.667956,0.554106,3.624364,782.09,41.70,highres
2.253198,67307657906,-0.059905,-0.338244,-9.677497,-0.001105,0.005033,-0.000431,0.674547,0.564314,3.602849,782.09,41.70,highres
2.253198,67307680880,-0.088634,-0.351545,-9.758100,0.000165,0.005271,0.000485,0.674547,0.564314,3.602849,782.09,41.70,highres
