t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
15.487020,67322717831,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
15.987598,67323221796,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
16.488480,67323719753,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
16.994731,67324220935,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
17.487371,67324722293,nan,nan,0.0001,nan,nan,nan,0.01,0.52,0x00A5
17.988163,67325220202,nan,nan,0.0001,nan,nan,nan,0.02,0.52,0x00A5
18.487528,67325723048,nan,nan,0.0004,nan,nan,nan,0.01,0.52,0x00A5
18.993866,67326221719,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
19.488762,67326723244,nan,nan,0.0001,nan,nan,nan,0.01,0.52,0x00A5
19.987065,67327225331,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
20.487793,67327718841,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
20.986670,67328221620,nan,nan,0.0004,nan,nan,nan,0.02,0.52,0x00A5
21.487061,67328722507,nan,nan,0.0005,nan,nan,nan,0.01,0.51,0x00A5
21.987152,67329216685,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
22.486129,67329722156,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
22.986998,67330223189,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
23.486568,67330721013,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
23.986941,67331222147,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
24.487602,67331722878,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
24.987465,67332220722,nan,nan,0.0001,nan,nan,nan,0.01,0.51,0x00A5
25.489531,67332722362,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
25.987078,67333218885,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
26.489443,67333722071,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
26.987086,67334222321,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
27.494318,67334719928,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
27.997016,67335222752,nan,nan,0.0000,nan,nan,nan,0.01,0.51,0x00A5
28.495361,67335720444,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
28.991962,67336219623,nan,nan,0.0007,nan,nan,nan,0.01,0.51,0x00A5
29.487186,67336716034,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
29.987242,67337221697,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
30.487857,67337719350,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
30.993978,67338219739,nan,nan,0.0001,nan,nan,nan,0.02,0.51,0x00A5
31.486898,67338721830,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
31.987000,67339221244,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
32.488664,67339717049,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
32.987007,67340218866,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
33.486905,67340722209,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
33.987438,67341219993,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
34.494198,67341720742,nan,nan,0.0001,nan,nan,nan,0.01,0.51,0x00A5
34.988499,67342218994,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
35.488327,67342723762,nan,nan,0.0007,nan,nan,nan,0.01,0.51,0x00A5
35.987504,67343222832,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
36.488123,67343721443,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
36.995988,67344224838,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
37.487953,67344718305,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
37.986935,67345216850,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
38.487446,67345718944,nan,nan,0.0000,nan,nan,nan,0.02,0.51,0x00A5
38.987151,67346215626,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
39.487214,67346721295,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
39.987875,67347220998,nan,nan,0.0009,nan,nan,nan,0.01,0.51,0x00A5
40.487879,67347721913,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
40.987489,67348221920,nan,nan,0.0008,nan,nan,nan,0.01,0.51,0x00A5
41.487468,67348722963,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
41.987737,67349219704,nan,nan,0.0007,nan,nan,nan,0.01,0.51,0x00A5
42.487593,67349722346,nan,nan,0.0007,nan,nan,nan,0.01,0.51,0x00A5
42.988047,67350220397,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
43.496111,67350718580,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
43.987719,67351223036,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
44.487260,67351724490,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
44.994272,67352222648,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
45.488964,67352718670,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
45.989517,67353218100,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
46.493366,67353720866,nan,nan,0.0002,nan,nan,nan,0.01,0.51,0x00A5
46.987248,67354223241,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
47.488102,67354725023,nan,nan,0.0004,nan,nan,nan,0.01,0.51,0x00A5
47.987584,67355220910,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
48.486789,67355716746,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
48.986608,67356222992,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
49.486376,67356721474,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
49.987808,67357217806,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
50.487070,67357721473,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
50.987169,67358223118,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
51.488460,67358719655,nan,nan,0.0010,nan,nan,nan,0.02,0.51,0x00A5
51.994561,67359223586,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
52.490485,67359718855,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
52.994434,67360220220,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
53.488677,67360721303,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
53.995224,67361219041,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
54.487897,67361719968,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
54.988667,67362220916,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
55.487538,67362721256,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
55.987020,67363219579,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
56.488540,67363721337,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
56.994634,67364222720,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
57.486994,67364724761,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
57.995756,67365221770,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
58.487415,67365718557,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
58.988613,67366220857,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
59.486939,67366719699,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
59.987276,67367222793,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
60.495547,67367722598,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
60.987979,67368219714,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
61.486903,67368718341,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
61.987014,67369220127,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
62.486646,67369723664,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
62.987455,67370219090,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
63.486684,67370719616,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
63.994838,67371222531,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
64.491924,67371722256,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
64.987409,67372221206,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
65.495730,67372723236,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
65.994409,67373220143,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
66.494013,67373721705,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
66.988568,67374222975,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
67.492985,67374718113,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
67.988356,67375221162,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
68.492954,67375722972,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
68.986970,67376221721,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
69.458119,67376719478,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
69.987186,67377224235,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
70.456227,67377723338,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
70.986239,67378220327,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
71.463326,67378719794,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
71.986590,67379224134,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
72.469292,67379720345,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
72.991919,67380219936,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
73.475090,67380718510,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
73.988199,67381223294,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
74.476405,67381718490,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
74.988722,67382215642,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
75.483101,67382722759,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
75.986260,67383223019,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
76.486319,67383723396,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
76.990977,67384221932,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
77.488115,67384721432,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
77.994918,67385221089,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
78.488636,67385715746,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
78.988834,67386221779,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
79.487193,67386722988,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
79.989738,67387224873,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
80.487336,67387723299,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
80.995662,67388219616,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
81.486544,67388716253,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
81.987777,67389223006,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
82.487320,67389718372,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
82.988195,67390219400,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
83.488686,67390718470,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
83.992893,67391220372,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
84.494653,67391722337,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
84.987352,67392218513,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
85.494389,67392724267,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
85.989007,67393218669,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
86.487292,67393719906,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
86.988952,67394218637,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
87.490926,67394718680,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
87.990074,67395223837,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
88.492092,67395719906,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
88.986776,67396216592,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
89.487073,67396724038,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
89.993283,67397222035,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
90.487354,67397717832,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
90.987268,67398220370,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
91.488029,67398721810,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
91.987075,67399222398,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
92.487078,67399721696,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
92.988550,67400222037,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
93.486486,67400722431,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
93.992572,67401219610,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
94.487868,67401721464,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
94.989886,67402223219,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
95.487531,67402721619,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
95.993133,67403220905,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
96.493055,67403719819,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
96.987475,67404220812,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
97.494506,67404720932,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
97.987392,67405223129,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
98.487795,67405722184,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
98.997712,67406220689,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
99.492041,67406717757,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
99.987575,67407220240,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
100.487385,67407721232,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
100.988295,67408221550,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
101.487883,67408722916,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
101.991885,67409219948,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
102.495673,67409724425,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
102.988276,67410222502,nan,nan,0.0010,nan,nan,nan,0.01,0.50,0x00A5
103.486854,67410719442,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
103.988432,67411223015,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
104.488727,67411724273,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
104.994667,67412221392,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
105.486786,67412720640,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
105.987603,67413221715,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
106.488499,67413722990,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
106.988238,67414222366,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
107.487867,67414719128,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
107.986636,67415218787,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
108.489554,67415721692,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
108.988294,67416220413,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
109.488139,67416720285,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
109.987691,67417218994,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
110.488202,67417723219,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
110.986838,67418221894,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
111.494725,67418722301,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
111.987494,67419221920,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
112.487360,67419719024,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
112.987632,67420221315,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
113.488279,67420723322,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
113.986427,67421219936,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
114.491412,67421719272,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
114.988392,67422217696,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
115.490699,67422722588,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
115.988922,67423217609,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
116.487417,67423724241,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
116.988280,67424222735,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
117.495251,67424720247,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
117.987871,67425222335,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
118.488659,67425722830,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
118.987000,67426218856,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
119.486650,67426722962,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
119.987619,67427219148,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
120.492874,67427720754,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
120.987379,67428219759,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
121.488220,67428721719,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
121.989783,67429221506,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
122.487422,67429719122,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
122.987526,67430221909,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
123.486352,67430720621,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
123.988495,67431221064,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
124.488642,67431721944,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
124.987040,67432220172,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
125.487709,67432715444,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
125.991527,67433221685,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
126.487957,67433723057,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
126.988111,67434221429,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
127.487676,67434722159,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
127.986535,67435217183,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
128.488820,67435723215,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
128.986561,67436217610,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
129.487324,67436721364,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
129.992177,67437221401,nan,nan,0.0009,nan,nan,nan,0.01,0.50,0x00A5
130.494438,67437723805,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
130.988066,67438219941,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
131.489032,67438720917,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
131.990448,67439222563,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
