t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.253118,900,65535,-1,-1,0,0
2.253337,820,65535,-1,-1,0,0
2.253592,980,65535,-1,-1,0,0
2.253835,840,65535,-1,-1,0,0
2.293988,900,65535,-1,-1,0,0
2.797528,960,65535,-1,-1,0,0
3.256091,820,65535,-1,-1,0,0
3.793997,820,65535,-1,-1,0,0
4.262598,860,65535,-1,-1,0,0
4.787221,820,65535,-1,-1,0,0
5.269118,860,65535,-1,-1,0,0
5.788556,800,65535,-1,-1,0,0
6.270132,880,65535,-1,-1,0,0
6.793890,600,65535,-1,-1,0,0
7.275992,860,65535,-1,-1,0,0
7.791662,800,65535,-1,-1,0,0
8.283054,880,65535,-1,-1,0,0
8.787029,780,65535,-1,-1,0,0
9.282885,860,65535,-1,-1,0,0
9.797253,800,65535,-1,-1,0,0
10.285377,800,65535,-1,-1,0,0
10.796011,780,65535,-1,-1,0,0
11.283048,800,65535,-1,-1,0,0
11.787915,800,65535,-1,-1,0,0
12.287474,840,65535,-1,-1,0,0
12.793657,800,65535,-1,-1,0,0
13.286728,780,65535,-1,-1,0,0
13.787042,800,65535,-1,-1,0,0
14.288322,860,65535,-1,-1,0,0
14.787772,820,65535,-1,-1,0,0
15.289717,800,65535,-1,-1,0,0
15.794108,800,65535,-1,-1,0,0
16.287013,800,65535,-1,-1,0,0
16.795258,800,65535,-1,-1,0,0
17.286949,860,65535,-1,-1,0,0
17.794259,820,65535,-1,-1,0,0
18.295836,880,65535,-1,-1,0,0
18.794895,800,65535,-1,-1,0,0
19.296690,860,65535,-1,-1,0,0
19.793720,800,65535,-1,-1,0,0
20.294895,880,65535,-1,-1,0,0
20.793994,780,65535,-1,-1,0,0
21.286272,780,65535,-1,-1,0,0
21.796071,800,65535,-1,-1,0,0
22.287361,820,65535,-1,-1,0,0
22.788548,780,65535,-1,-1,0,0
23.287264,820,65535,-1,-1,0,0
23.793576,840,65535,-1,-1,0,0
24.294497,840,65535,-1,-1,0,0
24.787110,820,65535,-1,-1,0,0
25.289691,800,65535,-1,-1,0,0
25.787153,740,65535,-1,-1,0,0
26.287255,940,65535,-1,-1,0,0
26.787951,780,65535,-1,-1,0,0
27.295994,820,65535,-1,-1,0,0
27.787425,800,65535,-1,-1,0,0
28.287613,840,65535,-1,-1,0,0
28.795858,840,65535,-1,-1,0,0
29.294893,840,65535,-1,-1,0,0
29.788217,800,65535,-1,-1,0,0
30.296358,840,65535,-1,-1,0,0
30.787268,780,65535,-1,-1,0,0
31.287450,820,65535,-1,-1,0,0
31.791309,820,65535,-1,-1,0,0
32.287538,840,65535,-1,-1,0,0
32.798198,860,65535,-1,-1,0,0
33.296251,880,65535,-1,-1,0,0
33.795874,760,65535,-1,-1,0,0
34.287298,920,65535,-1,-1,0,0
34.787541,800,65535,-1,-1,0,0
35.295947,840,65535,-1,-1,0,0
35.794185,840,65535,-1,-1,0,0
36.295431,860,65535,-1,-1,0,0
36.786783,780,65535,-1,-1,0,0
37.296409,900,65535,-1,-1,0,0
37.796623,800,65535,-1,-1,0,0
38.287281,820,65535,-1,-1,0,0
38.798306,740,65535,-1,-1,0,0
39.287640,880,65535,-1,-1,0,0
39.789031,740,65535,-1,-1,0,0
40.294574,800,65535,-1,-1,0,0
40.787445,800,65535,-1,-1,0,0
41.294657,800,65535,-1,-1,0,0
41.786821,840,65535,-1,-1,0,0
42.287520,860,65535,-1,-1,0,0
42.789295,780,65535,-1,-1,0,0
43.288098,800,65535,-1,-1,0,0
43.793888,780,65535,-1,-1,0,0
44.286875,820,65535,-1,-1,0,0
44.796714,820,65535,-1,-1,0,0
45.285953,800,65535,-1,-1,0,0
45.790126,800,65535,-1,-1,0,0
46.296738,760,65535,-1,-1,0,0
46.793837,820,65535,-1,-1,0,0
47.287401,840,65535,-1,-1,0,0
47.793735,780,65535,-1,-1,0,0
48.295998,780,65535,-1,-1,0,0
48.787916,880,65535,-1,-1,0,0
49.287905,780,65535,-1,-1,0,0
49.793894,800,65535,-1,-1,0,0
50.295157,840,65535,-1,-1,0,0
50.788687,800,65535,-1,-1,0,0
51.289345,820,65535,-1,-1,0,0
51.797514,840,65535,-1,-1,0,0
52.296337,780,65535,-1,-1,0,0
52.795022,860,65535,-1,-1,0,0
53.287261,800,65535,-1,-1,0,0
53.795665,880,65535,-1,-1,0,0
54.294546,880,65535,-1,-1,0,0
54.791650,820,65535,-1,-1,0,0
55.287552,820,65535,-1,-1,0,0
55.788303,840,65535,-1,-1,0,0
56.295876,820,65535,-1,-1,0,0
56.797442,780,65535,-1,-1,0,0
57.296150,760,65535,-1,-1,0,0
57.787648,860,65535,-1,-1,0,0
58.296229,780,65535,-1,-1,0,0
58.787471,820,65535,-1,-1,0,0
59.287290,780,65535,-1,-1,0,0
59.796544,840,65535,-1,-1,0,0
60.295448,800,65535,-1,-1,0,0
60.795860,840,65535,-1,-1,0,0
61.287614,820,65535,-1,-1,0,0
61.787233,800,65535,-1,-1,0,0
62.291749,760,65535,-1,-1,0,0
62.797192,860,65535,-1,-1,0,0
63.287413,800,65535,-1,-1,0,0
63.793662,880,65535,-1,-1,0,0
64.287853,880,65535,-1,-1,0,0
64.787975,720,65535,-1,-1,0,0
65.294459,800,65535,-1,-1,0,0
65.788874,820,65535,-1,-1,0,0
66.287056,780,65535,-1,-1,0,0
66.796204,900,65535,-1,-1,0,0
67.294841,820,65535,-1,-1,0,0
67.787578,840,65535,-1,-1,0,0
68.296801,820,65535,-1,-1,0,0
68.788573,840,65535,-1,-1,0,0
69.287264,740,65535,-1,-1,0,0
69.792573,820,65535,-1,-1,0,0
70.287979,760,65535,-1,-1,0,0
70.795897,860,65535,-1,-1,0,0
71.287347,780,65535,-1,-1,0,0
71.796436,860,65535,-1,-1,0,0
72.287566,760,65535,-1,-1,0,0
72.794029,860,65535,-1,-1,0,0
73.287438,820,65535,-1,-1,0,0
73.787650,780,65535,-1,-1,0,0
74.288103,860,65535,-1,-1,0,0
74.795210,820,65535,-1,-1,0,0
75.286312,800,65535,-1,-1,0,0
75.795225,760,65535,-1,-1,0,0
76.290750,800,65535,-1,-1,0,0
76.796261,840,65535,-1,-1,0,0
77.287198,760,65535,-1,-1,0,0
77.787777,800,65535,-1,-1,0,0
78.289201,840,65535,-1,-1,0,0
78.786931,760,65535,-1,-1,0,0
79.289344,820,65535,-1,-1,0,0
79.795372,820,65535,-1,-1,0,0
80.287547,740,65535,-1,-1,0,0
80.794034,860,65535,-1,-1,0,0
81.290510,780,65535,-1,-1,0,0
81.787250,820,65535,-1,-1,0,0
82.288707,820,65535,-1,-1,0,0
82.798062,860,65535,-1,-1,0,0
83.295175,740,65535,-1,-1,0,0
83.788011,820,65535,-1,-1,0,0
84.295778,760,65535,-1,-1,0,0
84.796295,900,65535,-1,-1,0,0
85.287434,800,65535,-1,-1,0,0
85.796138,820,65535,-1,-1,0,0
86.296444,780,65535,-1,-1,0,0
86.788040,840,65535,-1,-1,0,0
87.288398,820,65535,-1,-1,0,0
87.793562,800,65535,-1,-1,0,0
88.287432,780,65535,-1,-1,0,0
88.797722,860,65535,-1,-1,0,0
89.293008,820,65535,-1,-1,0,0
89.795233,780,65535,-1,-1,0,0
90.287295,800,65535,-1,-1,0,0
90.787000,780,65535,-1,-1,0,0
91.288440,740,65535,-1,-1,0,0
91.788290,820,65535,-1,-1,0,0
92.295523,800,65535,-1,-1,0,0
92.787994,780,65535,-1,-1,0,0
93.295158,800,65535,-1,-1,0,0
93.787858,820,65535,-1,-1,0,0
94.295984,780,65535,-1,-1,0,0
94.795915,800,65535,-1,-1,0,0
95.295666,800,65535,-1,-1,0,0
95.797732,780,65535,-1,-1,0,0
96.287325,740,65535,-1,-1,0,0
96.794084,820,65535,-1,-1,0,0
97.296257,760,65535,-1,-1,0,0
97.793487,860,65535,-1,-1,0,0
98.288783,880,65535,-1,-1,0,0
98.788011,760,65535,-1,-1,0,0
99.294686,860,65535,-1,-1,0,0
99.796685,840,65535,-1,-1,0,0
100.286939,760,65535,-1,-1,0,0
100.795444,840,65535,-1,-1,0,0
101.288127,820,65535,-1,-1,0,0
101.786530,780,65535,-1,-1,0,0
102.287106,800,65535,-1,-1,0,0
102.787683,820,65535,-1,-1,0,0
103.297063,780,65535,-1,-1,0,0
103.794294,760,65535,-1,-1,0,0
104.286983,800,65535,-1,-1,0,0
104.795677,800,65535,-1,-1,0,0
105.294105,780,65535,-1,-1,0,0
105.796109,840,65535,-1,-1,0,0
106.296073,800,65535,-1,-1,0,0
106.786904,800,65535,-1,-1,0,0
107.289382,840,65535,-1,-1,0,0
107.797423,800,65535,-1,-1,0,0
108.286854,780,65535,-1,-1,0,0
108.787633,800,65535,-1,-1,0,0
109.287988,800,65535,-1,-1,0,0
109.795479,780,65535,-1,-1,0,0
110.297291,780,65535,-1,-1,0,0
110.795768,880,65535,-1,-1,0,0
111.288186,780,65535,-1,-1,0,0
111.795955,860,65535,-1,-1,0,0
112.295535,840,65535,-1,-1,0,0
112.795027,540,65535,-1,-1,0,0
113.296005,620,65535,-1,-1,0,0
113.796175,780,65535,-1,-1,0,0
114.287024,820,65535,-1,-1,0,0
114.796698,740,65535,-1,-1,0,0
115.295686,780,65535,-1,-1,0,0
115.797058,760,65535,-1,-1,0,0
116.287665,700,65535,-1,-1,0,0
116.795414,840,65535,-1,-1,0,0
117.286917,780,65535,-1,-1,0,0
117.796571,780,65535,-1,-1,0,0
118.288601,780,65535,-1,-1,0,0
118.796335,820,65535,-1,-1,0,0
119.286873,760,65535,-1,-1,0,0
119.796118,820,65535,-1,-1,0,0
120.287897,860,65535,-1,-1,0,0
120.796360,780,65535,-1,-1,0,0
121.295716,840,65535,-1,-1,0,0
121.794095,800,65535,-1,-1,0,0
122.295908,840,65535,-1,-1,0,0
122.796326,800,65535,-1,-1,0,0
123.289150,820,65535,-1,-1,0,0
123.788906,820,65535,-1,-1,0,0
124.286564,800,65535,-1,-1,0,0
124.794795,840,65535,-1,-1,0,0
125.287195,740,65535,-1,-1,0,0
125.796824,860,65535,-1,-1,0,0
126.288976,840,65535,-1,-1,0,0
126.797454,840,65535,-1,-1,0,0
127.287921,760,65535,-1,-1,0,0
127.788824,840,65535,-1,-1,0,0
128.286567,740,65535,-1,-1,0,0
128.795572,840,65535,-1,-1,0,0
129.295254,760,65535,-1,-1,0,0
129.788158,800,65535,-1,-1,0,0
130.295654,780,65535,-1,-1,0,0
130.788503,840,65535,-1,-1,0,0
131.288151,780,65535,-1,-1,0,0
131.794096,800,65535,-1,-1,0,0
