t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.253337,67307891,782.0935,0.0000,41.70
2.253835,67308892,782.1016,0.0000,41.70
2.796266,67309892,782.0913,0.0000,41.70
3.793997,67310890,782.0928,0.0000,41.70
4.787221,67311894,782.0911,0.0000,41.30
5.788556,67312891,782.0901,0.0000,41.30
6.793890,67313893,782.0801,0.0000,41.00
7.791662,67314892,782.1061,0.0000,41.00
8.787029,67315890,782.0959,0.0000,41.70
9.797253,67316892,782.0952,0.0000,41.70
10.796011,67317891,782.0901,0.0000,41.30
11.787915,67318891,782.0957,0.0000,41.30
12.793657,67319892,782.0983,0.0000,41.30
13.787042,67320891,782.1018,0.0000,41.30
14.787772,67321890,782.0786,0.0000,41.30
15.794108,67322891,782.1067,0.0000,41.30
16.795258,67323890,782.0974,0.0000,41.00
17.794259,67324891,782.0844,0.0000,41.00
18.794895,67325891,782.0879,0.0000,41.30
19.793720,67326890,782.0911,0.0000,41.30
20.793994,67327890,782.1050,0.0000,41.00
21.796071,67328893,782.0994,0.0000,41.00
22.788548,67329890,782.1057,0.0000,41.00
23.793576,67330891,782.1022,0.0000,41.00
24.787110,67331891,782.0896,0.0000,41.00
25.787153,67332891,782.1000,0.0000,41.00
26.787951,67333891,782.1006,0.0000,41.00
27.787425,67334890,782.0957,0.0000,41.00
28.795858,67335891,782.1098,0.0000,41.00
29.788217,67336890,782.0889,0.0000,41.00
30.787268,67337892,782.0977,0.0000,41.00
31.791309,67338890,782.0955,0.0000,41.00
32.796533,67339890,782.0967,0.0000,41.30
33.795874,67340890,782.0972,0.0000,41.30
34.787541,67341891,782.1133,0.0000,41.70
35.794185,67342892,782.0911,0.0000,41.70
36.786783,67343892,782.0935,0.0000,41.00
37.796623,67344892,782.0903,0.0000,41.00
38.798306,67345892,782.0896,0.0000,41.00
39.789031,67346891,782.0788,0.0000,41.00
40.787445,67347891,782.0886,0.0000,41.00
41.786821,67348890,782.0852,0.0000,41.00
42.789295,67349901,782.0928,0.0000,40.70
43.793888,67350890,782.1025,0.0000,40.70
44.796714,67351893,782.1057,0.0000,40.70
45.790126,67352890,782.0938,0.0000,40.70
46.793837,67353891,782.0950,0.0000,40.70
47.793735,67354891,782.0842,0.0000,40.70
48.787916,67355890,782.0771,0.0000,41.00
49.793894,67356890,782.0898,0.0000,41.00
50.788687,67357890,782.1018,0.0000,40.70
51.796097,67358890,782.0918,0.0000,40.70
52.795022,67359892,782.0918,0.0000,40.40
53.795665,67360892,782.1016,0.0000,40.40
54.791650,67361892,782.0955,0.0000,41.00
55.788303,67362892,782.0879,0.0000,41.00
56.797442,67363889,782.0950,0.0000,41.30
57.787648,67364891,782.0883,0.0000,41.30
58.787471,67365891,782.0952,0.0000,40.70
59.796544,67366892,782.0850,0.0000,40.70
60.795860,67367890,782.0950,0.0000,41.00
61.787233,67368891,782.0972,0.0000,41.00
62.797192,67369889,782.0852,0.0000,41.00
63.793662,67370891,782.0940,0.0000,41.00
64.787975,67371892,782.0829,0.0000,41.00
65.788874,67372891,782.0935,0.0000,41.00
66.796204,67373890,782.0818,0.0000,41.30
67.787578,67374890,782.0842,0.0000,41.30
68.788573,67375892,782.0876,0.0000,41.00
69.792573,67376891,782.0950,0.0000,41.00
70.794676,67377892,782.0866,0.0000,41.00
71.796436,67378891,782.1008,0.0000,41.00
72.794029,67379891,782.0883,0.0000,41.00
73.787650,67380891,782.0942,0.0000,41.00
74.795210,67381892,782.1078,0.0000,41.30
75.795225,67382892,782.0829,0.0000,41.30
76.796261,67383892,782.1018,0.0000,40.70
