t_s,cmd_deg,fb_deg
0.0,0.0,-0.07959631893476285
0.009999999999999787,0.0,-0.09220737576404753
0.019999999999999574,0.0,-0.10481843259333218
0.02999999999999936,0.0,-0.0556
0.03999999999999915,0.0,-0.0556
0.049999999999998934,0.0,-0.0556
0.05999999999999872,0.0,-0.0556
0.06999999999999851,0.0,-0.0556
0.0799999999999983,0.0,-0.0556
0.08999999999999808,0.0,-0.0556
0.09999999999999787,0.0,-0.0556
0.10999999999999766,0.0,-0.0556
0.11999999999999744,0.0,-0.0556
0.12999999999999723,0.0,-0.0556
0.13999999999999702,0.0,-0.08368772819463599
0.1499999999999968,0.0,-0.0556
0.1599999999999966,0.0,-0.0556
0.16999999999999638,0.0,-0.0556
0.17999999999999616,0.0,-0.0556
0.18999999999999595,0.0,-0.0556
0.19999999999999574,0.0,-0.06152643930044992
0.20999999999999552,0.0,-0.07333444747031478
0.2199999999999953,0.0,-0.08514245564017965
0.2299999999999951,0.0,-0.09695046381004452
0.23999999999999488,0.0,-0.10875847197990937
0.24999999999999467,0.0,-0.1018451900077025
0.25999999999999446,0.0,-0.09030120847807323
0.26999999999999424,0.0,-0.07875722694844395
0.27999999999999403,0.0,-0.06721324541881468
0.2899999999999938,0.0,-0.0556692638891854
0.2999999999999936,0.0,-0.08313309496097789
0.3099999999999934,0.0,-0.0556
0.3199999999999932,0.0,-0.0556
0.32999999999999297,0.0,-0.07161539777581762
0.33999999999999275,0.0,-0.1111
0.34999999999999254,0.0,-0.10095771433770592
0.3599999999999923,0.0,-0.0556
0.3699999999999921,0.0,-0.0556
0.3799999999999919,0.0,-0.0556
0.3899999999999917,0.0,-0.0556
0.3999999999999915,0.0,-0.0556
0.40999999999999126,0.0,-0.0556
0.41999999999999105,0.0,-0.0556
0.42999999999999083,0.0,-0.0556
0.4399999999999906,0.0,-0.0556
0.4499999999999904,0.0,-0.0556
0.4599999999999902,0.0,-0.0556
0.46999999999999,0.0,-0.0556
0.47999999999998977,0.0,-0.0556
0.48999999999998956,0.0,-0.0556
0.49999999999998934,0.0,-0.0556
0.5099999999999891,0.0,-0.06242492763791552
0.5199999999999889,0.0,-0.07216091570913725
0.5299999999999887,0.0,-0.08189690378035899
0.5399999999999885,0.0,-0.09163289185158072
0.5499999999999883,0.0,-0.10136887992280245
0.5599999999999881,0.0,-0.1111
0.5699999999999878,0.0,-0.1111
0.5799999999999876,0.0,-0.1111
0.5899999999999874,0.0,-0.1111
0.5999999999999872,0.0,-0.1111
0.609999999999987,0.0,-0.1111
0.6199999999999868,0.0,-0.06959746044956239
0.6299999999999866,0.0,-0.0925939463353304
0.6399999999999864,0.0,-0.0556
0.6499999999999861,0.0,-0.0556
0.6599999999999859,0.0,-0.0556
0.6699999999999857,0.0,-0.0556
0.6799999999999855,0.0,-0.0556
0.6899999999999853,0.0,-0.1096180337788278
0.6999999999999851,0.0,-0.09501738135327834
0.7099999999999849,0.0,-0.08041672892772889
0.7199999999999847,0.0,-0.06581607650217942
0.7299999999999844,0.0,-0.0556
0.7399999999999842,0.0,-0.0556
0.749999999999984,0.0,-0.0556
0.7599999999999838,0.0,-0.0556
0.7699999999999836,0.0,-0.0556
0.7799999999999834,0.0,-0.0556
0.7899999999999832,0.0,-0.055700281067864815
0.799999999999983,0.0,-0.09467829694585779
0.8099999999999827,0.0,-0.062017789678158804
0.8199999999999825,0.0,-0.09276187499991856
0.8299999999999823,0.0,-0.08322297128597539
0.8399999999999821,0.0,-0.0556
0.8499999999999819,0.0,-0.0556
0.8599999999999817,0.0,-0.10197760767142872
0.8699999999999815,0.0,-0.06947269326691966
0.8799999999999812,0.0,-0.0556
0.889999999999981,0.0,-0.0556
0.8999999999999808,0.0,-0.0556
0.9099999999999806,0.0,-0.0556
0.9199999999999804,0.0,-0.0556
0.9299999999999802,0.0,-0.0556
0.93999999999998,0.0,-0.0556
0.9499999999999797,0.0,-0.0556
0.9599999999999795,0.0,-0.0556
0.9699999999999793,0.0,-0.0556
0.9799999999999791,0.0,-0.05562773208966824
0.9899999999999789,0.0,-0.06718276946136524
0.9999999999999787,0.0,-0.07873780683306225
1.0099999999999785,0.0,-0.09029284420475925
1.0199999999999783,0.0,-0.10184788157645625
1.029999999999978,0.0,-0.07404422110594369
1.0399999999999778,0.0,-0.0556261099676322
1.0499999999999776,0.0,-0.06650526315787023
1.0599999999999774,0.0,-0.07738441634810825
1.0699999999999772,0.0,-0.08826356953834627
1.079999999999977,0.0,-0.09914272272858429
1.0899999999999768,0.0,-0.11002187591882231
1.0999999999999766,0.0,-0.0556
1.1099999999999763,0.0,-0.0556
1.1199999999999761,0.0,-0.0556
1.129999999999976,0.0,-0.0556
1.1399999999999757,0.0,-0.0556
1.1499999999999755,0.0,-0.0556
1.1599999999999753,0.0,-0.0556
1.169999999999975,0.0,-0.0556
1.1799999999999748,0.0,-0.0556
1.1899999999999746,0.0,-0.0556
1.1999999999999744,0.0,-0.056150868485646495
1.2099999999999742,0.0,-0.0556
1.219999999999974,0.0,-0.0556
1.2299999999999738,0.0,-0.0556
1.2399999999999736,0.0,-0.0556
1.2499999999999734,0.0,-0.0556
1.2599999999999731,0.0,-0.0556
1.269999999999973,0.0,-0.0556
1.2799999999999727,0.0,-0.0556
1.2899999999999725,0.0,-0.0556
1.2999999999999723,0.0,-0.0556
1.309999999999972,0.0,-0.0556
1.3199999999999719,0.0,-0.0556
1.3299999999999716,0.0,-0.0556
1.3399999999999714,0.0,-0.0556
1.3499999999999712,0.0,-0.11073061564113791
1.359999999999971,0.0,-0.0556
1.3699999999999708,0.0,-0.0556
1.3799999999999706,0.0,-0.0556
1.3899999999999704,0.0,-0.0556
1.3999999999999702,0.0,-0.0556
1.40999999999997,0.0,-0.0556
1.4199999999999697,0.0,-0.0556
1.4299999999999695,0.0,-0.06949352469945604
1.4399999999999693,0.0,-0.1111
1.449999999999969,0.0,-0.1111
1.4599999999999689,0.0,-0.1111
1.4699999999999687,0.0,-0.1111
1.4799999999999685,0.0,-0.1111
1.4899999999999682,0.0,-0.0924251771858874
1.499999999999968,0.0,-0.10395898388465077
1.5099999999999678,0.0,-0.08973951730680255
1.5199999999999676,0.0,-0.07552005072895432
1.5299999999999674,0.0,-0.0613005841511061
1.5399999999999672,0.0,-0.06935676691775547
1.549999999999967,0.0,-0.0556
1.5599999999999667,0.0,-0.0556
1.5699999999999665,0.0,-0.0556
1.5799999999999663,0.0,-0.0556
1.589999999999966,0.0,-0.07394680357796432
1.599999999999966,0.0,-0.06873797727984916
1.6099999999999657,0.0,-0.08333248658877887
1.6199999999999655,0.0,-0.09792699589770859
1.6299999999999653,0.0,-0.09286829679661099
1.639999999999965,0.0,-0.0556
1.6499999999999648,0.0,-0.0556
1.6599999999999646,0.0,-0.0556
1.6699999999999644,0.0,-0.0556
1.6799999999999642,0.0,-0.0556
1.689999999999964,0.0,-0.0556
1.6999999999999638,0.0,-0.0556
1.7099999999999635,0.0,-0.0556
1.7199999999999633,0.0,-0.0556
1.7299999999999631,0.0,-0.0556
1.739999999999963,0.0,-0.0556
1.7499999999999627,0.0,-0.08329472111449908
1.7599999999999625,0.0,-0.062142214030780955
1.7699999999999623,0.0,-0.07302414022975341
1.779999999999962,0.0,-0.08390606642872586
1.7899999999999618,0.0,-0.09478799262769833
1.7999999999999616,0.0,-0.10566991882667078
1.8099999999999614,0.0,-0.0556
1.8199999999999612,0.0,-0.0556
1.829999999999961,0.0,-0.0556
1.8399999999999608,0.0,-0.0556
1.8499999999999606,0.0,-0.0556
1.8599999999999604,0.0,-0.0556
1.8699999999999601,0.0,-0.1111
1.87999999999996,0.0,-0.1111
1.8899999999999597,0.0,-0.1111
1.8999999999999595,0.0,-0.1111
1.9099999999999593,0.0,-0.0556
1.919999999999959,0.0,-0.0556
1.9299999999999589,0.0,-0.0556
