t_s,t_sim_s,kind,servo_idx,value_deg
1.341886,,fb,0,-0.0556
1.380914,,fb,2,0.1111
1.381904,,fb,2,0.0556
1.382875,,fb,3,-0.1111
1.383877,,fb,1,0.0556
1.384902,,fb,3,-0.1111
1.385889,,fb,1,0.0556
1.386911,,fb,3,-0.1111
1.425976,,fb,1,0.0556
1.426993,,fb,1,0.0556
1.427880,,fb,2,0.1111
1.428926,,fb,0,-0.1111
1.429902,,fb,3,-0.1111
1.430879,,fb,0,-0.1111
1.431865,,fb,2,0.1111
1.469913,,fb,0,-0.1111
1.470866,,fb,2,0.0556
1.471902,,fb,3,-0.1111
1.472878,,fb,1,0.0556
1.473877,,fb,2,0.0556
1.474903,,fb,0,-0.0556
1.475864,,fb,2,0.0556
1.476990,,fb,0,-0.1111
1.514887,,fb,3,-0.1667
1.515880,,fb,2,0.1111
1.516898,,fb,3,-0.1111
1.517871,,fb,0,-0.1111
1.520891,,fb,3,-0.1111
1.521909,,fb,0,-0.1111
1.522873,,fb,3,-0.1111
1.569909,,fb,2,0.0556
1.571884,,fb,2,0.0556
1.572897,,fb,2,0.1111
1.573871,,fb,3,-0.1111
1.574899,,fb,0,-0.1111
1.575891,,fb,1,0.0556
1.576884,,fb,2,0.0556
1.577882,,fb,1,0.0556
1.578889,,fb,2,0.0556
1.615903,,fb,1,1.0000
1.616893,,fb,3,1.1667
1.617893,,fb,0,1.2222
1.618887,,fb,3,1.2222
1.619883,,fb,0,1.2222
1.620882,,fb,2,1.2778
1.621886,,fb,3,1.1667
1.622875,,fb,2,1.3333
1.660931,,fb,0,1.1111
1.661881,,fb,3,1.0556
1.662891,,fb,0,1.1111
1.663887,,fb,2,1.0556
1.664883,,fb,3,1.0556
1.665880,,fb,1,1.1111
1.666872,,fb,3,1.0556
1.667892,,fb,1,1.1111
1.705913,,fb,3,1.1111
1.706888,,fb,2,1.0556
1.707892,,fb,3,1.0556
1.708895,,fb,1,1.1111
1.709893,,fb,2,1.0556
1.710889,,fb,2,1.1111
1.711900,,fb,3,1.0556
1.712890,,fb,0,1.1111
