t_s,t_sim_s,kind,servo_idx,value_deg
1.347386,,fb,0,-0.0556
1.386340,,fb,2,0.0556
1.387335,,fb,2,0.0556
1.388311,,fb,0,-0.1111
1.389292,,fb,1,-0.0556
1.390309,,fb,3,0.1111
1.391306,,fb,1,-0.0556
1.392711,,fb,3,0.0556
1.430329,,fb,1,-0.0556
1.431293,,fb,0,-0.0556
1.432324,,fb,1,0.0000
1.433308,,fb,3,0.0556
1.434292,,fb,0,-0.0556
1.435317,,fb,2,0.0556
1.436308,,fb,1,-0.0556
1.437292,,fb,2,0.1111
1.486367,,fb,0,-0.1111
1.487315,,fb,1,0.0000
1.488297,,fb,3,0.0556
1.489330,,fb,0,-0.0556
1.490313,,fb,2,0.0556
1.491290,,fb,0,-0.0556
1.492325,,fb,2,0.0556
1.493301,,fb,1,-0.0556
1.494289,,fb,2,0.0556
1.506343,,fb,1,-0.0556
1.507329,,fb,3,0.0556
1.544307,,fb,2,0.0556
1.545307,,fb,3,0.0556
1.546308,,fb,2,0.1111
1.547302,,fb,0,-0.0556
1.548302,,fb,1,-0.0556
1.549306,,fb,3,0.1111
1.560354,,fb,1,0.0000
1.566062,,fb,3,0.0556
1.570648,,fb,0,-0.1111
1.575631,,fb,2,0.0556
1.585507,,fb,3,0.0556
1.595472,,fb,0,-0.0556
1.634764,,fb,2,0.0556
1.640451,,fb,0,-0.0556
1.646077,,fb,1,-0.0556
1.652390,,fb,1,0.0000
1.660097,,fb,2,0.1111
1.709154,,fb,0,-0.1111
1.751152,,fb,3,0.0556
1.790309,,fb,1,-0.0556
1.792305,,fb,1,-0.0556
1.793318,,fb,1,-0.0556
1.794305,,fb,2,0.0556
1.795300,,fb,0,-0.0556
1.834322,,fb,2,0.0556
1.835309,,fb,2,0.0556
1.836321,,fb,0,-0.0556
1.837314,,fb,1,-0.0556
1.838316,,fb,3,0.0556
1.839300,,fb,1,-0.0556
1.840316,,fb,3,0.0556
1.843307,,fb,0,-0.1111
1.882318,,fb,2,0.0556
1.883315,,fb,2,0.0556
1.884297,,fb,0,-0.0556
1.885309,,fb,1,0.0000
1.886310,,fb,3,0.0556
1.887313,,fb,1,-0.0556
1.888298,,fb,3,0.0556
1.926314,,fb,1,0.0000
1.927298,,fb,2,0.0556
1.928345,,fb,1,0.0000
1.929315,,fb,2,0.1111
1.930374,,fb,0,-0.0556
1.931332,,fb,3,0.0556
1.932306,,fb,0,-0.0556
1.933306,,fb,2,0.0556
1.983314,,fb,1,-0.0556
1.984311,,fb,0,-0.0556
1.985362,,fb,2,0.1111
1.986303,,fb,1,0.0000
1.987304,,fb,2,0.0556
1.988312,,fb,1,-0.0556
1.989304,,fb,2,0.0556
2.036329,,fb,2,0.0556
2.037318,,fb,1,-0.0556
2.038300,,fb,0,-0.0556
2.039305,,fb,1,0.0000
2.040307,,fb,3,0.0556
2.041295,,fb,1,-0.0556
2.042298,,fb,0,-0.1111
2.052318,,fb,1,-0.0556
2.053298,,fb,2,0.1111
2.054307,,fb,3,0.0556
