time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q0,q1,q2,q3,omega_x,omega_y,omega_z,mass,altitude,ground_range,alpha,beta,mach,fin_cmd_1,fin_cmd_2,fin_cmd_3,fin_cmd_4,fin_act_1,fin_act_2,fin_act_3,fin_act_4,force_x,force_y,force_z,accel_x,accel_y,accel_z,lat,lon,alt_msl
0.010000,4393519.068823,4259900.831105,1795674.980977,0.275136,0.266767,0.264128,0.79335324,0.00039634,0.60876135,-0.00030451,0.10000000,0.00000000,0.00000000,12.7370,0.0000,0.0000,0.00000000,0.00000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,0.0000,0.0000,0.0000,9.472497,-0.002531,-2.538147,16.45747200,44.11536100,1200.0000
0.020000,4393519.072636,4259900.834802,1795674.984671,0.476228,0.461742,0.465161,0.79335294,0.00079267,0.60876112,-0.00060902,0.10000000,0.00000000,0.00000000,12.7344,0.0018,0.0006,0.00000000,0.00000000,0.001357,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,647.7998,0.0000,0.0000,60.342540,-0.005063,-2.538143,16.45747201,44.11536100,1200.0018
0.030000,4393519.078300,4259900.840293,1795674.990240,0.658224,0.638201,0.649921,0.79335245,0.00118901,0.60876074,-0.00091353,0.10000000,0.00000000,0.00000000,12.7321,0.0079,0.0027,0.00000000,0.00000000,0.002362,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,508.4595,0.0000,0.0000,49.407772,-0.007594,-2.538136,16.45747202,44.11536100,1200.0079
0.040000,4393519.085816,4259900.847581,1795674.997683,0.848247,0.822441,0.841521,0.79335176,0.00158534,0.60876021,-0.00121805,0.10000000,0.00000000,0.00000000,12.7297,0.0171,0.0058,0.00000000,0.00000000,0.003276,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,528.3638,0.0000,0.0000,50.978983,-0.010125,-2.538128,16.45747205,44.11536100,1200.0171
0.050000,4393519.095361,4259900.856835,1795675.007152,1.066259,1.033818,1.056971,0.79335087,0.00198168,0.60875952,-0.00152256,0.10000000,0.00000000,0.00000000,12.7270,0.0292,0.0099,0.00000000,0.00000000,0.004228,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,568.1792,0.0000,0.0000,54.116187,-0.012656,-2.538116,16.45747209,44.11536100,1200.0292
0.060000,4393519.107269,4259900.868382,1795675.018932,1.321059,1.280863,1.303768,0.79334978,0.00237801,0.60875869,-0.00182707,0.10000000,0.00000000,0.00000000,12.7240,0.0447,0.0152,0.00000000,0.00000000,0.005314,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,637.8509,0.0000,0.0000,59.602372,-0.015188,-2.538102,16.45747214,44.11536100,1200.0447
0.070000,4393519.121894,4259900.882561,1795675.033323,1.607081,1.558180,1.577171,0.79334849,0.00277435,0.60875770,-0.00213158,0.10000000,0.00000000,0.00000000,12.7207,0.0639,0.0218,0.00000000,0.00000000,0.006574,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,707.5198,0.0000,0.0000,65.092122,-0.017719,-2.538086,16.45747220,44.11536100,1200.0639
0.080000,4393519.139475,4259900.899607,1795675.050530,1.912368,1.854173,1.866989,0.79334700,0.00317068,0.60875655,-0.00243609,0.10000000,0.00000000,0.00000000,12.7172,0.0875,0.0299,0.00000000,0.00000000,0.007982,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,747.3386,0.0000,0.0000,68.238361,-0.020250,-2.538067,16.45747227,44.11536100,1200.0875
0.090000,4393519.160174,4259900.919676,1795675.070690,2.228144,2.160336,2.165744,0.79334532,0.00356702,0.60875526,-0.00274060,0.10000000,0.00000000,0.00000000,12.7137,0.1159,0.0394,0.00000000,0.00000000,0.009482,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,787.1478,0.0000,0.0000,71.385967,-0.022781,-2.538046,16.45747236,44.11536100,1200.1159
0.100000,4393519.184038,4259900.942814,1795675.093845,2.544028,2.466601,2.464590,0.79334344,0.00396335,0.60875381,-0.00304510,0.10000000,0.00000000,0.00000000,12.7101,0.1492,0.0506,0.00000000,0.00000000,0.011032,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,-0.00193925,-0.00193925,797.1012,0.0000,0.0000,72.186310,-0.025312,-2.538022,16.45747246,44.11536100,1200.1492
