t_s,t_sim_s,kind,servo_idx,value_deg
1.346223,,fb,0,0.1111
1.384148,,fb,2,0.0556
1.385194,,fb,0,0.1111
1.502181,,fb,3,0.0000
1.504155,,fb,1,0.0556
1.505145,,fb,0,0.0556
1.506164,,fb,1,0.0556
1.508117,,fb,2,0.0556
1.511124,,fb,3,0.0000
1.514143,,fb,0,0.0556
1.517185,,fb,1,0.0556
1.519150,,fb,2,0.0556
1.523140,,fb,3,0.0000
1.526148,,fb,0,0.1111
1.529163,,fb,1,0.1111
1.531145,,fb,2,0.0556
1.534153,,fb,3,0.0000
1.549219,,fb,1,0.1111
1.550299,,fb,2,0.0556
1.551474,,fb,3,0.0000
1.552163,,fb,0,0.0556
1.555142,,fb,1,0.0556
1.558139,,fb,2,0.0556
1.561144,,fb,3,0.0000
1.564171,,fb,0,0.0556
1.567162,,fb,1,0.0556
1.569149,,fb,2,0.0556
1.573142,,fb,3,0.0000
1.576169,,fb,0,0.1111
1.579153,,fb,1,0.1111
1.581161,,fb,2,0.0556
1.632155,,fb,1,0.1111
1.633137,,fb,0,0.0556
1.634348,,fb,2,0.0556
1.636454,,fb,0,0.1111
1.638650,,fb,2,0.0556
1.639418,,fb,0,0.1111
1.650535,,fb,0,0.0556
1.651278,,fb,1,0.1111
1.652328,,fb,2,0.0556
1.653352,,fb,3,0.0000
1.655700,,fb,1,0.1111
1.657519,,fb,2,0.0556
1.660389,,fb,3,0.0000
1.664524,,fb,0,0.1111
1.667774,,fb,1,0.0556
1.669363,,fb,2,0.0556
1.681321,,fb,3,0.0000
1.712926,,fb,1,0.0556
1.721144,,fb,2,0.0556
1.725427,,fb,3,0.0000
1.731637,,fb,0,0.1111
1.733416,,fb,1,0.0556
1.741550,,fb,2,0.0556
1.749496,,fb,3,0.0000
1.792990,,fb,1,0.0556
1.799208,,fb,2,0.0556
1.804957,,fb,1,0.1111
1.813235,,fb,3,0.0000
1.831439,,fb,0,0.0556
1.864293,,fb,2,0.0556
1.873652,,fb,3,0.0000
1.885694,,fb,0,0.0556
1.922195,,fb,2,0.0556
