t_s,t_sim_s,kind,servo_idx,value_deg
1.348419,,fb,0,-0.0556
1.387620,,fb,2,0.0556
1.388589,,fb,2,0.0556
1.389546,,fb,0,-0.0556
1.390500,,fb,2,0.0556
1.391561,,fb,0,-0.0556
1.392471,,fb,1,-0.0556
1.393451,,fb,3,0.0556
1.431446,,fb,1,-0.0556
1.432416,,fb,2,0.0556
1.433428,,fb,1,0.0000
1.434429,,fb,2,0.0556
1.435422,,fb,0,-0.0556
1.436490,,fb,3,0.0556
1.437414,,fb,0,-0.0556
1.438410,,fb,2,0.0556
1.452426,,fb,0,-0.0556
1.453413,,fb,1,-0.0556
1.454405,,fb,2,0.0556
1.455426,,fb,3,0.0556
1.457471,,fb,0,-0.0556
1.460410,,fb,1,-0.0556
1.463435,,fb,2,0.1111
1.466408,,fb,3,0.0556
1.468427,,fb,0,-0.1111
1.471427,,fb,1,0.0000
1.475456,,fb,2,0.1111
1.478436,,fb,3,0.0556
1.481420,,fb,0,-0.0556
1.483406,,fb,1,0.0000
1.498447,,fb,3,0.0556
1.499421,,fb,2,0.0556
1.502417,,fb,3,0.0556
1.505402,,fb,0,-0.0556
1.508402,,fb,1,-0.0556
1.511416,,fb,2,0.0556
1.514413,,fb,3,0.0556
1.517411,,fb,0,-0.0556
1.519411,,fb,1,-0.0556
1.523416,,fb,2,0.1111
1.526414,,fb,3,0.0556
1.529413,,fb,0,-0.0556
1.531411,,fb,1,-0.0556
1.573766,,fb,3,0.0556
1.576236,,fb,1,0.0000
1.580876,,fb,2,0.1111
1.834413,,fb,1,-0.0556
1.835405,,fb,2,0.0556
1.836415,,fb,0,-0.0556
1.837413,,fb,1,-0.0556
1.839431,,fb,2,0.0556
1.842408,,fb,3,0.0556
1.845417,,fb,0,-0.0556
1.847406,,fb,1,-0.0556
1.851431,,fb,2,0.0556
1.854404,,fb,3,0.0556
1.856408,,fb,0,-0.0556
1.860409,,fb,1,0.0000
1.863407,,fb,2,0.0556
1.866410,,fb,3,0.0556
1.880406,,fb,1,-0.0556
1.881407,,fb,2,0.1111
1.882409,,fb,3,0.0556
1.884438,,fb,1,-0.0556
1.887408,,fb,2,0.0556
1.890417,,fb,3,0.0556
1.893408,,fb,0,-0.0556
1.895411,,fb,1,-0.0556
1.899413,,fb,2,0.0556
1.902418,,fb,3,0.0556
1.904405,,fb,0,-0.0556
1.907411,,fb,1,0.0000
1.911415,,fb,2,0.1111
1.914409,,fb,3,0.0556
1.952429,,fb,1,0.0000
1.953472,,fb,2,0.0556
1.954429,,fb,1,-0.0556
1.955416,,fb,2,0.0556
1.956425,,fb,0,-0.0556
1.957708,,fb,2,0.0556
1.958418,,fb,1,-0.0556
1.959408,,fb,2,0.1111
2.008457,,fb,1,0.0000
2.009415,,fb,2,0.1111
2.010410,,fb,1,-0.0556
2.012409,,fb,0,-0.0556
2.013407,,fb,0,-0.0556
2.014419,,fb,1,0.0000
2.015405,,fb,3,0.0556
2.060442,,fb,0,-0.0556
2.061415,,fb,2,0.0556
2.063445,,fb,1,-0.0556
2.065417,,fb,1,-0.0556
2.066411,,fb,1,0.0000
2.067398,,fb,2,0.0556
2.068408,,fb,1,-0.0556
2.080430,,fb,3,0.0556
2.081416,,fb,0,-0.0556
2.082434,,fb,3,0.0556
2.085411,,fb,0,-0.1111
2.087415,,fb,1,0.0000
2.091438,,fb,2,0.0556
2.094405,,fb,3,0.0556
2.097422,,fb,0,-0.1111
2.099417,,fb,1,-0.0556
2.103439,,fb,2,0.1111
2.106419,,fb,3,0.0556
2.108420,,fb,0,-0.0556
2.112414,,fb,1,0.0000
2.161433,,fb,0,-0.0556
2.162403,,fb,1,-0.0556
2.163398,,fb,0,-0.0556
2.164405,,fb,1,-0.0556
2.165411,,fb,3,0.0556
2.166407,,fb,0,-0.1111
2.167418,,fb,3,0.0556
2.168409,,fb,1,-0.0556
2.169430,,fb,3,0.0556
2.215422,,fb,1,-0.0556
2.216412,,fb,1,-0.0556
2.217400,,fb,3,0.0556
2.218420,,fb,0,-0.0556
2.219410,,fb,2,0.0556
2.220405,,fb,0,-0.0556
2.221404,,fb,2,0.0556
2.222404,,fb,3,0.0556
2.258415,,fb,3,0.0556
2.259401,,fb,0,-0.0556
2.260422,,fb,3,0.0556
2.261415,,fb,0,-0.0556
2.262408,,fb,2,0.0556
2.263422,,fb,1,-0.0556
2.264411,,fb,2,0.1111
2.265400,,fb,0,-0.0556
2.314420,,fb,3,0.0556
2.315454,,fb,1,-0.0556
2.316402,,fb,2,0.0556
2.317444,,fb,3,0.0556
2.319426,,fb,2,0.0556
2.434423,,fb,0,-0.0556
2.436608,,fb,1,-0.0556
2.439460,,fb,2,0.0556
2.442439,,fb,3,0.0556
2.444432,,fb,0,-0.0556
2.447442,,fb,1,-0.0556
2.451417,,fb,2,0.0556
2.454418,,fb,3,0.0556
2.456444,,fb,0,-0.0556
2.460410,,fb,1,-0.0556
2.463404,,fb,2,0.0556
2.466420,,fb,3,0.0556
2.504440,,fb,1,-0.0556
2.505438,,fb,2,0.0556
2.923431,,fb,0,-0.0556
2.924458,,fb,2,0.0556
2.925443,,fb,3,0.0556
2.926417,,fb,1,-0.0556
2.927406,,fb,3,0.0556
2.928433,,fb,1,0.0000
2.967583,,fb,0,-0.0556
2.968532,,fb,3,0.0556
2.969484,,fb,0,-0.0556
2.971516,,fb,0,-0.0556
3.016430,,fb,3,0.0556
3.017420,,fb,0,-0.1111
3.018421,,fb,2,0.1111
3.019417,,fb,1,-0.0556
3.020433,,fb,2,0.0556
