t_s,t_sim_s,kind,servo_idx,value_deg
1.342413,,fb,0,0.0556
1.381772,,fb,2,-0.1111
1.382614,,fb,0,0.1111
1.383762,,fb,2,-0.1111
1.384665,,fb,0,0.1111
1.385752,,fb,1,-0.1111
1.386632,,fb,0,0.1111
1.387620,,fb,1,-0.1111
1.388621,,fb,3,0.0556
1.426637,,fb,1,-0.1111
1.427697,,fb,3,0.0556
1.428656,,fb,0,0.0556
1.429907,,fb,2,-0.1111
1.431762,,fb,1,-0.1111
1.432719,,fb,3,0.0556
1.435485,,fb,2,-0.1111
1.473531,,fb,0,0.0556
1.474495,,fb,1,-0.1111
1.475491,,fb,0,0.1111
1.476491,,fb,1,-0.1111
1.477477,,fb,3,0.0556
1.478523,,fb,0,0.0556
1.479553,,fb,3,0.0556
1.490441,,fb,0,0.0556
1.491402,,fb,2,-0.1111
1.492416,,fb,3,0.0556
1.493422,,fb,1,-0.1111
1.495405,,fb,2,-0.1111
1.498413,,fb,3,0.0556
1.501417,,fb,0,0.0556
1.504448,,fb,1,-0.1111
1.507409,,fb,2,-0.1111
1.510470,,fb,3,0.0556
1.512426,,fb,0,0.1111
1.516460,,fb,1,-0.1111
1.519435,,fb,2,-0.1111
1.521449,,fb,3,0.0556
1.524416,,fb,0,0.1111
1.564454,,fb,2,-0.1111
1.566417,,fb,2,-0.1111
1.567411,,fb,1,-0.1111
1.568422,,fb,2,-0.1111
1.569434,,fb,0,0.1111
1.570404,,fb,1,-0.1111
1.580423,,fb,3,0.0556
1.581411,,fb,0,0.1111
1.582400,,fb,1,0.0000
1.583408,,fb,2,0.1111
1.585417,,fb,0,0.1111
1.588418,,fb,1,0.1667
1.591400,,fb,2,0.2222
1.594398,,fb,3,0.6667
1.597390,,fb,0,0.6111
1.600392,,fb,1,0.7778
1.603418,,fb,2,0.7222
1.606394,,fb,3,1.0556
1.609426,,fb,0,1.2778
1.612409,,fb,1,1.0000
1.615423,,fb,2,1.3333
1.653439,,fb,0,1.1111
1.654418,,fb,3,1.0556
1.655430,,fb,0,1.1111
1.656412,,fb,2,1.0000
1.657471,,fb,3,1.0556
1.658420,,fb,1,1.1111
1.659401,,fb,3,1.0556
1.660407,,fb,1,1.1111
1.698429,,fb,3,1.0556
1.699414,,fb,1,1.1111
1.700415,,fb,2,1.0556
1.701412,,fb,0,1.1111
1.702410,,fb,2,1.0556
1.703608,,fb,1,1.1111
1.704439,,fb,2,1.0556
1.705419,,fb,0,1.1111
1.745586,,fb,2,1.0556
1.746433,,fb,2,1.0000
1.747511,,fb,1,1.1111
1.748429,,fb,2,1.0000
1.750434,,fb,1,1.1111
1.788448,,fb,3,1.0556
1.790439,,fb,2,1.0556
1.791512,,fb,0,1.1111
1.792529,,fb,2,1.0556
1.793429,,fb,1,1.1111
1.794415,,fb,2,1.0556
1.795418,,fb,0,1.1111
1.833441,,fb,2,1.0556
1.834449,,fb,0,1.1111
1.835440,,fb,2,1.0556
1.836421,,fb,1,1.1111
1.837632,,fb,2,1.0556
1.838568,,fb,0,1.1111
1.839426,,fb,1,1.1111
1.840436,,fb,3,1.0556
1.878534,,fb,1,1.1111
1.879532,,fb,0,1.1111
1.880541,,fb,1,1.1111
1.881526,,fb,2,1.0556
1.883423,,fb,3,1.0556
1.884489,,fb,3,1.0556
1.885430,,fb,0,1.1111
1.931426,,fb,2,1.0556
1.933431,,fb,0,1.1111
1.935465,,fb,0,1.1111
1.936436,,fb,0,1.1111
1.937417,,fb,1,1.1111
1.938439,,fb,3,1.0556
1.939413,,fb,0,1.1111
1.950468,,fb,2,1.0556
1.986482,,fb,1,1.1111
1.988439,,fb,1,1.1111
1.989450,,fb,0,1.1111
1.991442,,fb,3,1.0556
1.992434,,fb,3,1.0556
2.000453,,fb,0,1.1111
2.038445,,fb,0,1.1111
2.039445,,fb,3,1.0556
2.040448,,fb,0,1.1111
2.041437,,fb,2,1.0000
2.042444,,fb,3,1.0556
2.043419,,fb,2,1.0000
2.044421,,fb,0,1.1111
2.055449,,fb,3,1.0556
