t_s,t_sim_s,kind,servo_idx,value_deg
1.343076,,fb,0,-15.6667
1.381055,,fb,2,-10.3889
1.382074,,fb,1,-6.9444
1.383036,,fb,2,-10.3889
1.384046,,fb,0,-15.6667
1.385047,,fb,2,-10.3889
1.386033,,fb,3,-19.1111
1.387034,,fb,1,-6.9444
1.388045,,fb,3,-19.1111
1.427073,,fb,1,-6.9444
1.429061,,fb,1,-6.9444
1.431055,,fb,1,-6.9444
1.432050,,fb,1,-6.9444
1.433045,,fb,2,-10.3889
1.471462,,fb,0,-15.6667
1.472059,,fb,2,-10.3889
1.473069,,fb,0,-15.6667
1.474044,,fb,1,-6.9444
1.475078,,fb,2,-10.3889
1.476053,,fb,0,-15.6111
1.477030,,fb,3,-19.1111
1.478041,,fb,0,-15.6667
1.479050,,fb,1,-6.9444
1.516057,,fb,3,-19.1111
1.518054,,fb,2,-10.3889
1.521036,,fb,2,-10.3889
1.522034,,fb,0,-15.6667
1.523050,,fb,1,-6.9444
1.524031,,fb,2,-10.3333
1.571132,,fb,2,-10.3889
1.572148,,fb,1,-6.9444
1.573135,,fb,2,-10.3333
1.574177,,fb,1,-6.9444
1.575132,,fb,2,-10.3889
1.576171,,fb,0,-15.6667
1.578153,,fb,1,-6.9444
1.579304,,fb,1,-6.9444
1.580055,,fb,2,-10.3889
1.617082,,fb,1,-2.8333
1.618049,,fb,0,-8.7222
1.619058,,fb,1,-2.6667
1.620056,,fb,3,-11.5556
1.621088,,fb,0,-8.3889
1.622053,,fb,2,-4.7222
1.623040,,fb,0,-8.1667
1.624051,,fb,2,-4.3333
1.662072,,fb,0,-2.1667
1.663037,,fb,1,0.5556
1.664061,,fb,3,-3.6111
1.665045,,fb,1,0.7778
1.666037,,fb,3,-3.3333
1.667057,,fb,1,0.9444
1.668054,,fb,3,-3.1111
1.669042,,fb,1,1.1111
1.707065,,fb,3,0.6111
1.708045,,fb,0,0.6667
1.710269,,fb,3,0.6667
1.712147,,fb,3,0.6667
1.713145,,fb,3,0.6111
1.714146,,fb,0,1.0556
1.752075,,fb,2,1.0000
1.754066,,fb,1,1.1111
1.755031,,fb,3,1.0556
1.756030,,fb,1,1.1111
1.757056,,fb,3,1.0556
1.758045,,fb,1,1.1111
1.759112,,fb,3,1.0556
1.798142,,fb,1,1.1111
1.800125,,fb,1,1.1111
1.801257,,fb,1,1.1111
1.802136,,fb,0,1.1111
1.803142,,fb,1,1.1111
1.804118,,fb,2,1.0556
1.842291,,fb,0,1.1111
1.843463,,fb,1,1.1111
1.845242,,fb,0,1.1667
1.847145,,fb,0,1.1667
1.848253,,fb,0,1.1111
1.849123,,fb,1,1.1111
1.887072,,fb,3,1.0556
1.889052,,fb,2,1.0556
1.890043,,fb,3,1.0556
1.891040,,fb,0,1.1667
1.892126,,fb,2,1.0556
1.893052,,fb,0,1.1111
1.894046,,fb,2,1.0000
1.895035,,fb,0,1.1111
1.932048,,fb,2,1.0556
1.933047,,fb,1,1.1111
1.934055,,fb,2,1.0556
1.935042,,fb,0,1.1111
1.936031,,fb,1,1.1111
1.937052,,fb,3,1.0556
1.938031,,fb,0,1.1111
1.939033,,fb,3,1.0556
1.978078,,fb,1,1.1111
1.980155,,fb,1,1.1111
1.982076,,fb,1,1.1111
1.983246,,fb,1,1.1111
1.984050,,fb,2,1.0556
2.022281,,fb,0,1.1111
2.023418,,fb,1,1.1111
2.025211,,fb,0,1.1667
2.026291,,fb,0,1.1111
2.027270,,fb,3,1.0556
2.028140,,fb,0,1.1111
2.029045,,fb,1,1.1111
2.067051,,fb,3,1.0556
2.068047,,fb,0,1.1111
2.070044,,fb,0,1.1111
2.071060,,fb,3,1.0556
2.072174,,fb,2,1.0000
2.073032,,fb,3,1.0556
2.074043,,fb,0,1.0556
2.112055,,fb,2,1.0556
2.113048,,fb,1,1.1111
2.114064,,fb,2,1.0556
2.115045,,fb,0,1.1111
2.116052,,fb,1,1.1111
2.117053,,fb,0,1.1111
2.118044,,fb,1,1.1111
2.119041,,fb,3,1.0556
2.158052,,fb,1,1.1111
2.160060,,fb,1,1.1111
2.161050,,fb,1,1.1111
2.162056,,fb,0,1.1111
2.163042,,fb,1,1.1111
2.164046,,fb,2,1.0556
2.202069,,fb,0,1.1111
2.203036,,fb,1,1.1111
2.204039,,fb,2,1.0556
2.205045,,fb,3,1.0556
2.206036,,fb,1,1.1111
2.207052,,fb,3,1.0556
2.208042,,fb,2,1.0000
2.209049,,fb,3,1.0556
2.210043,,fb,1,1.1111
2.247067,,fb,3,-0.1111
2.248035,,fb,2,0.0556
2.249041,,fb,3,-0.1667
2.250049,,fb,1,-0.1667
2.251033,,fb,2,0.0556
2.252034,,fb,0,-0.2222
2.253037,,fb,2,0.0000
2.254043,,fb,0,-0.2778
2.292075,,fb,2,-0.0556
2.294060,,fb,1,-0.0556
2.295040,,fb,3,-0.1667
2.297047,,fb,3,-0.1667
2.298032,,fb,1,0.0000
2.299034,,fb,3,-0.1667
2.338048,,fb,1,0.0000
2.340044,,fb,1,-0.0556
2.341037,,fb,1,-0.0556
2.342051,,fb,0,-0.0556
2.343038,,fb,1,-0.0556
2.344041,,fb,2,-0.0556
2.382067,,fb,0,-0.0556
2.383042,,fb,3,-0.1667
2.384053,,fb,0,-0.0556
2.385031,,fb,2,-0.0556
2.386033,,fb,3,-0.1667
2.387050,,fb,2,-0.0556
2.388042,,fb,3,-0.1667
2.389033,,fb,1,-0.0556
2.427046,,fb,3,-0.1667
2.428035,,fb,0,-0.0556
2.430041,,fb,0,-0.0556
2.431029,,fb,3,-0.1667
2.432031,,fb,2,-0.0556
2.433046,,fb,3,-0.1667
2.434041,,fb,0,-0.0556
2.472045,,fb,2,-0.0556
2.473034,,fb,1,0.0000
2.479133,,fb,2,-0.0556
2.485123,,fb,0,-0.0556
2.491430,,fb,1,-0.0556
2.492162,,fb,1,-0.0556
2.498683,,fb,3,-0.1667
2.545468,,fb,1,-0.0556
2.546498,,fb,3,-0.1667
2.558705,,fb,1,-0.0556
2.568815,,fb,2,-0.0556
2.580344,,fb,3,-0.1667
2.585069,,fb,0,-0.0556
2.587043,,fb,1,-0.0556
2.590381,,fb,2,-0.0556
2.632250,,fb,0,-0.0556
2.643892,,fb,3,-0.1667
2.650277,,fb,0,-0.0556
2.656143,,fb,1,0.0000
2.710010,,fb,3,-0.1667
2.716353,,fb,0,-0.0556
2.722179,,fb,0,-0.0556
2.727748,,fb,1,0.0000
2.740181,,fb,2,-0.0556
2.752069,,fb,3,-0.1667
2.793836,,fb,1,-0.0556
2.799942,,fb,2,-0.0556
2.826542,,fb,0,-0.0556
2.838240,,fb,1,0.0000
2.856226,,fb,2,-0.0556
2.874286,,fb,3,-0.1667
2.892174,,fb,0,-0.0556
2.897047,,fb,1,-0.0556
2.936050,,fb,3,-0.1667
2.937032,,fb,2,-0.0556
2.938039,,fb,3,-0.1667
2.939044,,fb,1,-0.0556
2.940043,,fb,2,-0.0556
2.941038,,fb,0,-0.0556
2.942054,,fb,3,-0.1667
2.988042,,fb,0,-0.0556
2.990045,,fb,2,-0.0556
2.991032,,fb,1,0.0000
2.992068,,fb,0,-0.0556
2.993409,,fb,1,0.0000
2.994073,,fb,3,-0.1667
2.995039,,fb,1,-0.0556
2.996062,,fb,0,-0.0556
2.997034,,fb,1,0.0000
2.998047,,fb,2,-0.0556
3.035070,,fb,0,-0.0556
3.037032,,fb,3,-0.1667
3.038048,,fb,1,-0.0556
3.039034,,fb,3,-0.1111
3.040038,,fb,1,0.0000
3.041047,,fb,2,-0.0556
3.088053,,fb,3,-0.1667
3.089033,,fb,0,-0.0556
3.091053,,fb,0,-0.0556
3.093041,,fb,3,-0.1667
3.095042,,fb,2,-0.0556
3.143050,,fb,1,0.0000
3.144047,,fb,0,-0.0556
3.145039,,fb,1,-0.0556
3.146033,,fb,0,-0.0556
3.147037,,fb,2,-0.0556
3.148040,,fb,3,-0.1667
3.149050,,fb,1,-0.0556
3.150031,,fb,3,-0.1667
3.151051,,fb,1,-0.0556
3.188055,,fb,3,-0.1667
3.189033,,fb,2,-0.0556
3.190075,,fb,3,-0.1667
3.191045,,fb,1,0.0000
3.192110,,fb,2,-0.0556
3.193068,,fb,1,0.0000
3.194049,,fb,2,-0.0556
3.240080,,fb,0,-0.0556
3.241046,,fb,2,-0.0556
3.242033,,fb,0,-0.0556
3.243044,,fb,1,-0.0556
3.244060,,fb,0,-0.0556
3.245033,,fb,1,-0.0556
3.246059,,fb,3,-0.1667
3.247053,,fb,1,0.0000
3.248031,,fb,3,-0.1667
3.258041,,fb,1,0.0000
3.259074,,fb,2,-0.0556
3.260070,,fb,3,-0.1667
3.261110,,fb,0,-0.1111
3.264034,,fb,3,-0.1667
3.266041,,fb,0,-0.0556
3.269028,,fb,1,0.0000
3.272036,,fb,2,-0.0556
3.275042,,fb,3,-0.1667
3.279043,,fb,0,-0.0556
3.281041,,fb,1,0.0000
3.284070,,fb,2,-0.0556
3.287035,,fb,3,-0.1667
3.291033,,fb,0,-0.0556
3.293033,,fb,1,-0.0556
3.332075,,fb,3,-0.1667
3.333040,,fb,2,-0.0556
3.334057,,fb,3,-0.1667
3.335043,,fb,1,-0.0556
3.336078,,fb,2,-0.0556
3.337068,,fb,1,-0.0556
3.338052,,fb,2,-0.0556
3.350075,,fb,1,-0.0556
3.351055,,fb,2,-0.0556
3.352040,,fb,3,-0.1111
3.354040,,fb,1,-0.0556
3.356043,,fb,2,-0.0556
3.359035,,fb,3,-0.1667
3.363045,,fb,0,-0.0556
3.365043,,fb,1,-0.0556
3.369043,,fb,2,-0.0556
3.371060,,fb,3,-0.1667
3.374050,,fb,0,-0.0556
3.377057,,fb,1,0.0000
3.380035,,fb,2,-0.0556
3.383046,,fb,3,-0.1667
3.423067,,fb,1,0.0000
3.425031,,fb,1,0.0000
3.469069,,fb,0,-0.0556
3.470034,,fb,1,-0.0556
3.471037,,fb,0,-0.0556
3.472034,,fb,3,-0.1111
3.473028,,fb,0,-0.0556
3.521047,,fb,3,-0.1667
3.522038,,fb,2,-0.0556
3.523050,,fb,3,-0.1667
3.524031,,fb,2,-0.0556
3.525049,,fb,3,-0.1667
3.526052,,fb,2,-0.0556
3.527041,,fb,3,-0.1667
3.538048,,fb,1,-0.0556
3.539028,,fb,0,-0.0556
3.540032,,fb,1,0.0000
3.541037,,fb,3,-0.1667
3.543043,,fb,0,-0.1111
3.545056,,fb,1,-0.0556
