t_s,t_sim_s,kind,servo_idx,value_deg
10.397316,0.400000,cmd,0,0.0000
10.397316,0.400000,cmd,1,0.0000
10.397316,0.400000,cmd,2,0.0000
10.397316,0.400000,cmd,3,0.0000
10.407540,0.410000,cmd,0,0.0000
10.407540,0.410000,cmd,1,0.0000
10.407540,0.410000,cmd,2,0.0000
10.407540,0.410000,cmd,3,0.0000
10.419419,0.420000,cmd,0,0.0000
10.419419,0.420000,cmd,1,0.0000
10.419419,0.420000,cmd,2,0.0000
10.419419,0.420000,cmd,3,0.0000
10.431455,0.430000,cmd,0,0.0000
10.431455,0.430000,cmd,1,0.0000
10.431455,0.430000,cmd,2,0.0000
10.431455,0.430000,cmd,3,0.0000
10.446726,0.450000,cmd,0,0.0000
10.446726,0.450000,cmd,1,0.0000
10.446726,0.450000,cmd,2,0.0000
10.446726,0.450000,cmd,3,0.0000
10.458399,0.460000,cmd,0,0.0000
10.458399,0.460000,cmd,1,0.0000
10.458399,0.460000,cmd,2,0.0000
10.458399,0.460000,cmd,3,0.0000
10.470435,0.470000,cmd,0,0.0000
10.470435,0.470000,cmd,1,0.0000
10.470435,0.470000,cmd,2,0.0000
10.470435,0.470000,cmd,3,0.0000
10.482397,0.480000,cmd,0,0.0000
10.482397,0.480000,cmd,1,0.0000
10.482397,0.480000,cmd,2,0.0000
10.482397,0.480000,cmd,3,0.0000
10.494441,0.490000,cmd,0,0.0000
10.494441,0.490000,cmd,1,0.0000
10.494441,0.490000,cmd,2,0.0000
10.494441,0.490000,cmd,3,0.0000
10.509671,0.510000,cmd,0,0.0000
10.509671,0.510000,cmd,1,0.0000
10.509671,0.510000,cmd,2,0.0000
10.509671,0.510000,cmd,3,0.0000
10.521417,0.520000,cmd,0,0.0000
10.521417,0.520000,cmd,1,0.0000
10.521417,0.520000,cmd,2,0.0000
10.521417,0.520000,cmd,3,0.0000
10.533453,0.530000,cmd,0,0.0000
10.533453,0.530000,cmd,1,0.0000
10.533453,0.530000,cmd,2,0.0000
10.533453,0.530000,cmd,3,0.0000
10.545366,0.540000,cmd,0,0.0000
10.545366,0.540000,cmd,1,0.0000
10.545366,0.540000,cmd,2,0.0000
10.545366,0.540000,cmd,3,0.0000
10.557475,0.550000,cmd,0,0.0000
10.557475,0.550000,cmd,1,0.0000
10.557475,0.550000,cmd,2,0.0000
10.557475,0.550000,cmd,3,0.0000
10.569383,0.560000,cmd,0,0.0000
10.569383,0.560000,cmd,1,0.0000
10.569383,0.560000,cmd,2,0.0000
10.569383,0.560000,cmd,3,0.0000
10.581473,0.570000,cmd,0,0.0000
10.581473,0.570000,cmd,1,0.0000
10.581473,0.570000,cmd,2,0.0000
10.581473,0.570000,cmd,3,0.0000
10.593392,0.580000,cmd,0,0.0000
10.593392,0.580000,cmd,1,0.0000
10.593392,0.580000,cmd,2,0.0000
10.593392,0.580000,cmd,3,0.0000
10.605472,0.590000,cmd,0,0.0000
