time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q0,q1,q2,q3,omega_x,omega_y,omega_z,mass,altitude,ground_range,alpha,beta,mach,fin_cmd_1,fin_cmd_2,fin_cmd_3,fin_cmd_4,fin_act_1,fin_act_2,fin_act_3,fin_act_4,force_x,force_y,force_z,accel_x,accel_y,accel_z,lat,lon,alt_msl
0.210000,4393518.890787,4259900.658487,1795676.477133,-1.701077,-1.649285,15.186444,0.99139416,0.01039758,0.13048999,-0.00136862,0.09977921,-0.00180731,0.00002169,12.6508,0.1682,1.3572,0.13008417,0.00259439,0.042409,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,0.00000000,-0.00290888,1051.7810,-0.0084,-0.4705,85.677353,-0.199337,-9.507750,16.45748426,44.11536100,1200.1682
0.220000,4393518.873363,4259900.641594,1795676.633117,-1.783624,-1.729315,16.008733,0.99139019,0.01089172,0.13047911,-0.00143363,0.09973729,-0.00232086,0.00003179,12.6460,0.1878,1.5054,0.12924508,0.00270660,0.044804,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,0.00000000,-0.00290888,1077.6149,-0.0113,-0.5826,87.751502,-0.209007,-9.516482,16.45748560,44.11536100,1200.1878
0.230000,4393518.855115,4259900.623901,1795676.797308,-1.866142,-1.809317,16.833028,0.99138636,0.01138565,0.13046537,-0.00149858,0.09969123,-0.00294712,0.00004484,12.6412,0.2088,1.6619,0.12840975,0.00281721,0.047224,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,0.00000000,-0.00290888,1064.6521,-0.0145,-0.7144,86.758157,-0.218702,-9.526781,16.45748702,44.11536100,1200.2088
0.240000,4393518.836040,4259900.605407,1795676.969813,-1.948776,-1.889432,17.667839,0.99138273,0.01187934,0.13044817,-0.00156346,0.09964115,-0.00370493,0.00006150,12.6363,0.2309,1.8265,0.12762744,0.00292736,0.049650,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,0.00000000,-0.00290888,1090.4729,-0.0185,-0.8676,88.833585,-0.228449,-9.538790,16.45748851,44.11536100,1200.2309
0.250000,4393518.816139,4259900.586113,1795677.150666,-2.031362,-1.969499,18.504648,0.99137940,0.01237277,0.13042682,-0.00162827,0.09958474,-0.00461388,0.00008203,12.6315,0.2543,1.9994,0.12682793,0.00303554,0.052106,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,0.00000000,-0.00290888,1090.4221,-0.0233,-1.0459,88.862400,-0.238259,-9.552806,16.45749007,44.11536100,1200.2543
0.260000,4393518.795413,4259900.566017,1795677.339941,-2.114013,-2.049629,19.350282,0.99137647,0.01286588,0.13040052,-0.00169299,0.09951069,-0.00569434,0.00010504,12.6265,0.2790,2.1807,0.12606901,0.00314313,0.054568,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1103.3026,-0.0283,-1.2513,89.915614,-0.248081,-9.568996,16.45749171,44.11536100,1200.2790
0.270000,4393518.773860,4259900.545121,1795677.537673,-2.196563,-2.129660,20.196205,0.99137407,0.01335861,0.13036835,-0.00175760,0.09943055,-0.00697279,0.00013371,12.6216,0.3049,2.3704,0.12529853,0.00324895,0.057055,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1103.2513,-0.0351,-1.4865,89.944964,-0.258034,-9.587580,16.45749342,44.11536100,1200.3049
0.280000,4393518.751482,4259900.523424,1795677.743866,-2.279001,-2.209582,21.042418,0.99137234,0.01385093,0.13032926,-0.00182210,0.09934457,-0.00847488,0.00016909,12.6167,0.3321,2.5685,0.12456703,0.00335431,0.059543,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1103.1755,-0.0431,-1.7531,89.972257,-0.268076,-9.608694,16.45749521,44.11536100,1200.3321
0.290000,4393518.728280,4259900.500929,1795677.958522,-2.361347,-2.289414,21.890613,0.99137143,0.01434282,0.13028208,-0.00188646,0.09925309,-0.01022829,0.00021240,12.6118,0.3606,2.7750,0.12386562,0.00345908,0.062032,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1103.0898,-0.0525,-2.0537,89.998705,-0.278222,-9.632550,16.45749708,44.11536100,1200.3606
0.300000,4393518.704254,4259900.477635,1795678.181747,-2.443876,-2.369424,22.756158,0.99137151,0.01483425,0.13022549,-0.00195065,0.09915650,-0.01226544,0.00026501,12.6068,0.3905,2.9900,0.12317677,0.00356287,0.064527,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1115.9324,-0.0634,-2.3914,91.051154,-0.288484,-9.659409,16.45749902,44.11536100,1200.3905
0.310000,4393518.679403,4259900.453541,1795678.413646,-2.526289,-2.449321,23.623670,0.99137277,0.01532521,0.13015799,-0.00201465,0.09905534,-0.01462160,0.00032852,12.6017,0.4216,3.2135,0.12241233,0.00366311,0.067072,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1128.7240,-0.0762,-2.7745,92.100256,-0.298889,-9.689942,16.45750104,44.11536100,1200.4216
0.320000,4393518.653729,4259900.428649,1795678.654221,-2.608543,-2.529064,24.491442,0.99137545,0.01581567,0.13007791,-0.00207844,0.09895036,-0.01733171,0.00040463,12.5967,0.4541,3.4457,0.12165448,0.00376213,0.069622,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1128.6188,-0.0910,-3.2017,92.126138,-0.309444,-9.724050,16.45750314,44.11536100,1200.4541
0.330000,4393518.627233,4259900.402961,1795678.903442,-2.690468,-2.608488,25.350916,0.99137977,0.01630562,0.12998340,-0.00214197,0.09884250,-0.02043142,0.00049520,12.5917,0.4880,3.6865,0.12090474,0.00386001,0.072174,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1128.4615,-0.1080,-3.6751,92.147282,-0.320166,-9.761923,16.45750531,44.11536100,1200.4880
0.340000,4393518.599920,4259900.376480,1795679.161241,-2.772218,-2.687742,26.210637,0.99138600,0.01679506,0.12987245,-0.00220521,0.09873283,-0.02395671,0.00060225,12.5868,0.5232,3.9359,0.12019556,0.00395788,0.074701,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1115.4122,-0.1272,-4.1934,91.143894,-0.331061,-9.803466,16.45750757,44.11536100,1200.5232
0.350000,4393518.571789,4259900.349206,1795679.427689,-2.853946,-2.766976,27.079128,0.99139443,0.01728398,0.12974285,-0.00226812,0.09862254,-0.02795062,0.00072809,12.5817,0.5597,4.1938,0.11947657,0.00405419,0.077228,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1128.1649,-0.1491,-4.7627,92.190430,-0.342156,-9.849177,16.45750990,44.11536100,1200.5597
0.360000,4393518.542842,4259900.321141,1795679.702824,-2.935449,-2.845992,27.946107,0.99140536,0.01777239,0.12959214,-0.00233065,0.09851300,-0.03245698,0.00087521,12.5767,0.5976,4.4604,0.11870364,0.00414742,0.079781,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1127.9593,-0.1739,-5.3904,92.206991,-0.353482,-9.899668,16.45751231,44.11536100,1200.5976
0.370000,4393518.513081,4259900.292288,1795679.986578,-3.016555,-2.924625,28.803019,0.99141913,0.01826030,0.12941770,-0.00239274,0.09840578,-0.03751611,0.00104619,12.5718,0.6369,4.7357,0.11791656,0.00423887,0.082330,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00096963,0.00000000,-0.00290888,1114.8411,-0.2018,-6.0737,91.195594,-0.365046,-9.954730,16.45751479,44.11536100,1200.6369
0.380000,4393518.482512,4259900.262650,1795680.278851,-3.097297,-3.002905,29.651577,0.99143610,0.01874775,0.12921668,-0.00245435,0.09830255,-0.04316681,0.00124373,12.5668,0.6776,5.0195,0.11714165,0.00432953,0.084849,0.04897287,0.05199242,-0.03875861,-0.04177815,-0.00096963,-0.00096963,0.00000000,-0.00290888,1101.7313,-0.2327,-6.8086,90.183238,-0.376852,-10.014064,16.45751736,44.11536100,1200.6776
0.390000,4393518.451136,4259900.232230,1795680.579610,-3.177877,-3.081031,30.501976,0.99145666,0.01923475,0.12898604,-0.00251539,0.09820513,-0.04945170,0.00147078,12.5619,0.7195,5.3118,0.11636081,0.00441880,0.087344,0.04897287,0.05199242,-0.03875861,-0.04177815,-0.00096963,-0.00096963,0.00000000,-0.00290888,1101.4993,-0.2669,-7.5966,90.194732,-0.388916,-10.077808,16.45752000,44.11536100,1200.7195
0.400000,4393518.418955,4259900.201030,1795680.888891,-3.258229,-3.158937,31.350785,0.99148119,0.01972136,0.12872251,-0.00257581,0.09811553,-0.05641793,0.00173055,12.5570,0.7628,5.6125,0.11552530,0.00450484,0.089844,0.04897287,0.05199242,-0.03875861,-0.04177815,-0.00096963,-0.00096963,0.00000000,-0.00290888,1114.1135,-0.3048,-8.4459,91.228577,-0.401278,-10.146645,16.45752272,44.11536100,1200.7628
0.410000,4393518.385973,4259900.169053,1795681.206592,-3.338185,-3.236462,32.189424,0.99151013,0.02020762,0.12842261,-0.00263551,0.09803581,-0.06410347,0.00202619,12.5522,0.8075,5.9218,0.11464076,0.00458778,0.092340,0.04897287,0.05199242,-0.03875861,-0.04177815,-0.00096963,-0.00096963,0.00000000,-0.00290888,1087.9863,-0.3466,-9.3551,89.175693,-0.413948,-10.220466,16.45752551,44.11536100,1200.8075
0.420000,4393518.352192,4259900.136301,1795681.532679,-3.417971,-3.313826,33.028169,0.99154392,0.02069361,0.12808266,-0.00269443,0.09796820,-0.07254977,0.00236108,12.5473,0.8534,6.2394,0.11372937,0.00466846,0.094806,0.06097054,0.06521477,-0.05365613,-0.05790035,-0.00096963,-0.00096963,0.00000000,-0.00290888,1087.6950,-0.3921,-10.3162,89.179542,-0.426920,-10.298679,16.45752838,44.11536100,1200.8534
0.430000,4393518.317614,4259900.102777,1795681.867155,-3.497604,-3.391045,33.866987,0.99158302,0.02117940,0.12769879,-0.00275245,0.09791508,-0.08179958,0.00273881,12.5424,0.9007,6.5654,0.11274535,0.00474496,0.097272,0.06097054,0.06521477,-0.05365613,-0.05790035,-0.00096963,-0.00096963,0.00000000,-0.00290888,1087.3817,-0.4418,-11.3378,89.180803,-0.440234,-10.381977,16.45753133,44.11536100,1200.9007
0.440000,4393518.282240,4259900.068481,1795682.209985,-3.577023,-3.468063,34.695634,0.99162785,0.02166508,0.12726720,-0.00280948,0.09787965,-0.09169050,0.00315608,12.5376,0.9492,6.8998,0.11168111,0.00481684,0.099738,0.06097054,0.06521477,-0.05365613,-0.05790035,-0.00096963,-0.00096963,0.00000000,-0.00290888,1087.0187,-0.4959,-12.4193,89.176799,-0.453908,-10.470327,16.45753435,44.11536100,1200.9492
0.450000,4393518.246073,4259900.033415,1795682.561034,-3.656480,-3.545125,35.514175,0.99167866,0.02215076,0.12678553,-0.00286544,0.09786410,-0.10194895,0.00360512,12.5329,0.9991,7.2425,0.11056763,0.00488529,0.102175,0.06097054,0.06521477,-0.05365613,-0.05790035,-0.00096963,-0.00096963,0.00000000,-0.00290888,1061.0089,-0.5308,-12.9784,87.125083,-0.466061,-10.517298,16.45753745,44.11536100,1200.9991
0.460000,4393518.209116,4259899.997581,1795682.920270,-3.734972,-3.621865,36.332939,0.99173286,0.02266105,0.12626919,-0.00291649,0.10746070,-0.10549037,0.00667965,12.5282,1.0503,7.5933,0.10940607,0.00495024,0.104583,0.07073144,0.07568798,-0.06366002,-0.06861656,0.06399541,-0.00096963,-0.05720801,-0.05914727,1060.8422,-1.1794,-15.1407,87.133956,-0.527703,-10.692401,16.45754062,44.11536100,1201.0503
0.470000,4393518.171373,4259899.960977,1795683.287693,-3.813795,-3.698921,37.151866,0.99178768,0.02322175,0.12573464,-0.00295851,0.11742458,-0.10905904,0.00990126,12.5234,1.1027,7.9524,0.10815845,0.00498881,0.106991,0.07073144,0.07568798,-0.06366002,-0.06861656,0.06399541,-0.00096963,-0.05720801,-0.05914727,1060.6441,-1.2370,-15.6885,87.139986,-0.543190,-10.738736,16.45754386,44.11536100,1201.1027
0.480000,4393518.132839,4259899.923601,1795683.663307,-3.892946,-3.776251,37.969235,0.99184298,0.02383479,0.12518174,-0.00299097,0.12775842,-0.11264422,0.01327151,12.5187,1.1563,8.3196,0.10689522,0.00500666,0.109400,0.07073144,0.07568798,-0.06366002,-0.06861656,0.06399541,-0.00096963,-0.05720801,-0.05914727,1060.4713,-1.2933,-16.2361,87.147620,-0.559628,-10.785106,16.45754718,44.11536100,1201.1563
0.490000,4393518.093513,4259899.885455,1795684.047079,-3.972415,-3.853071,38.786818,0.99189853,0.02445973,0.12461916,-0.00301426,0.12160664,-0.11278777,0.01421025,12.5140,1.2113,8.6949,0.10562036,0.00500337,0.111804,0.07073144,0.07568798,-0.06366002,-0.06861656,0.07272205,0.06496503,-0.05720801,-0.05914727,1047.3571,-0.7366,-17.6054,86.120925,-0.527345,-10.897187,16.45755057,44.11536100,1201.2113
0.500000,4393518.053389,4259899.846539,1795684.439044,-4.052281,-3.930139,39.604561,0.99195423,0.02505432,0.12405609,-0.00302896,0.11512910,-0.11260116,0.01514242,12.5092,1.2674,9.0784,0.10432870,0.00499458,0.114209,0.07728562,0.08372222,-0.06674144,-0.07317804,0.07272205,0.06496503,-0.05720801,-0.05914727,1060.1184,-0.7669,-18.1818,87.161955,-0.541382,-10.945964,16.45755404,44.11536100,1201.2674
0.510000,4393518.012467,4259899.806854,1795684.839136,-4.132224,-4.006958,40.413888,0.99200934,0.02562027,0.12349834,-0.00303684,0.11006975,-0.11079788,0.01546467,12.5045,1.3249,9.4701,0.10305377,0.00497116,0.116615,0.07728562,0.08372222,-0.06674144,-0.07317804,0.07272205,0.07853982,-0.06690429,-0.06884354,1046.9992,-0.6377,-19.1564,86.133868,-0.542127,-11.026593,16.45755758,44.11536100,1201.3249
0.520000,4393517.970744,4259899.766399,1795685.247323,-4.212493,-4.084029,41.223385,0.99206340,0.02615661,0.12295045,-0.00303850,0.10273542,-0.10853566,0.01611230,12.4999,1.3836,9.8699,0.10182159,0.00494101,0.118996,0.07728562,0.08372222,-0.06674144,-0.07317804,0.07272205,0.07853982,-0.06593466,-0.06787392,1046.8185,-0.6594,-19.7239,86.140288,-0.554373,-11.074667,16.45756119,44.11536100,1201.3836
0.530000,4393517.928216,4259899.725173,1795685.663605,-4.293133,-4.161162,42.033054,0.99211642,0.02664780,0.12241617,-0.00303202,0.09205457,-0.10538016,0.01626423,12.4952,1.4435,10.2777,0.10062307,0.00490007,0.121378,0.07728562,0.08372222,-0.06674144,-0.07317804,0.08047907,0.08920572,-0.06593466,-0.06787392,1046.6354,-0.6426,-20.5620,86.146784,-0.562675,-11.144397,16.45756487,44.11536100,1201.4435
0.540000,4393517.884880,4259899.683175,1795686.087984,-4.374193,-4.238537,42.844609,0.99216837,0.02708545,0.12189828,-0.00301777,0.08110423,-0.10195942,0.01639674,12.4905,1.5046,10.6936,0.09946252,0.00484937,0.123760,0.07593725,0.08308434,-0.06940220,-0.07654928,0.08047907,0.08920572,-0.06593466,-0.06787392,1046.4499,-0.6597,-21.1739,86.153476,-0.572678,-11.196028,16.45756863,44.11536100,1201.5046
0.550000,4393517.840731,4259899.640402,1795686.520497,-4.455605,-4.316048,43.656336,0.99221913,0.02747046,0.12139852,-0.00299640,0.07118700,-0.09818941,0.01638022,12.4858,1.5669,11.1177,0.09834313,0.00478786,0.126149,0.07593725,0.08308434,-0.06940220,-0.07654928,0.08047907,0.08920572,-0.06593466,-0.07078280,1059.1673,-0.6353,-21.8364,87.193920,-0.578342,-11.251698,16.45757246,44.11536100,1201.5669
0.560000,4393517.795767,4259899.596853,1795686.961112,-4.537344,-4.393775,44.468244,0.99226850,0.02781050,0.12091725,-0.00296839,0.06256035,-0.09445705,0.01658695,12.4811,1.6305,11.5498,0.09727057,0.00471780,0.128537,0.07593725,0.08308434,-0.06940220,-0.07654928,0.07950944,0.08338795,-0.06593466,-0.07078280,1046.1055,-0.7159,-22.3682,86.170057,-0.591557,-11.296881,16.45757637,44.11536100,1201.6305
0.570000,4393517.749982,4259899.552525,1795687.409897,-4.619600,-4.471819,45.287182,0.99231643,0.02810742,0.12045525,-0.00293358,0.05373445,-0.09044535,0.01677574,12.4764,1.6953,11.9900,0.09624591,0.00463825,0.130927,0.07593725,0.08308434,-0.06940220,-0.07654928,0.07950944,0.08338795,-0.06593466,-0.07078280,1058.7830,-0.7280,-23.0063,87.209083,-0.598461,-11.350568,16.45758035,44.11536100,1201.6953
0.580000,4393517.703375,4259899.507418,1795687.866821,-4.701873,-4.549587,46.097697,0.99236262,0.02836545,0.12001442,-0.00289364,0.04687706,-0.08595693,0.01651212,12.4717,1.7614,12.4384,0.09525356,0.00454934,0.133337,0.07258266,0.07922366,-0.07020843,-0.07684943,0.07757019,0.08338795,-0.06593466,-0.07563093,1045.6824,-0.6344,-23.7049,86.182050,-0.596150,-11.409064,16.45758440,44.11536100,1201.7614
0.590000,4393517.655943,4259899.461532,1795688.331886,-4.784657,-4.627668,46.916973,0.99240672,0.02858979,0.11959686,-0.00285019,0.04019382,-0.08110805,0.01627978,12.4670,1.8286,12.8949,0.09432770,0.00445772,0.135723,0.07258266,0.07922366,-0.07020843,-0.07684943,0.07757019,0.08338795,-0.06690429,-0.07563093,1045.4860,-0.6548,-24.3805,86.190081,-0.602317,-11.465691,16.45758852,44.11536100,1201.8286
0.600000,4393517.607681,4259899.414865,1795688.805161,-4.867700,-4.705807,47.738141,0.99244858,0.02878054,0.11920421,-0.00280323,0.03337037,-0.07595664,0.01601531,12.4622,1.8971,13.3595,0.09343639,0.00436277,0.138134,0.07258266,0.07922366,-0.07020843,-0.07684943,0.07757019,0.08338795,-0.06690429,-0.07563093,1058.1879,-0.6590,-25.0585,87.233652,-0.606542,-11.522467,16.45759272,44.11536100,1201.8971
0.610000,4393517.558589,4259899.367417,1795689.286615,-4.950676,-4.783727,48.552606,0.99248803,0.02894125,0.11883744,-0.00275314,0.02812514,-0.07071773,0.01578720,12.4575,1.9668,13.8323,0.09259622,0.00426547,0.140551,0.07258266,0.07922366,-0.07020843,-0.07684943,0.07563093,0.08144870,-0.06787392,-0.07563093,1057.9843,-0.6782,-25.7002,87.242301,-0.611394,-11.576262,16.45759699,44.11536100,1201.9668
