t_s,t_sim_s,kind,servo_idx,value_deg
1.351833,,fb,0,-0.0556
1.390823,,fb,2,-0.1111
1.391783,,fb,1,0.1111
1.392754,,fb,2,-0.1111
1.394815,,fb,1,0.1111
1.395741,,fb,3,-0.1667
1.396819,,fb,1,0.0556
1.397808,,fb,3,-0.1667
1.435790,,fb,1,0.1111
1.436799,,fb,3,-0.1667
1.437832,,fb,0,-0.0556
1.438792,,fb,3,-0.1667
1.440072,,fb,0,-0.0556
1.440948,,fb,2,-0.0556
1.441924,,fb,0,-0.0556
1.442852,,fb,2,-0.0556
1.445916,,fb,3,-0.1667
1.483861,,fb,1,0.1111
1.484896,,fb,2,-0.0556
1.485878,,fb,3,-0.1667
1.486842,,fb,1,0.0556
1.487928,,fb,3,-0.1667
1.488876,,fb,1,0.1111
1.489997,,fb,3,-0.1667
1.537629,,fb,3,-0.1667
1.538605,,fb,0,-0.1111
1.539604,,fb,2,-0.1111
1.540604,,fb,3,-0.1667
1.543916,,fb,3,-0.1667
1.544671,,fb,1,0.0556
1.545639,,fb,2,-0.1111
1.546629,,fb,0,-0.0556
1.547609,,fb,2,-0.1111
1.584614,,fb,1,0.1111
1.585618,,fb,0,-0.0556
1.586612,,fb,1,0.1111
1.587644,,fb,3,-0.1667
1.589605,,fb,0,-0.0556
1.590607,,fb,0,-0.0556
1.591617,,fb,2,-0.1111
1.639904,,fb,1,1.1667
1.640780,,fb,2,1.3889
1.641810,,fb,0,1.2222
1.642801,,fb,1,1.2222
1.643776,,fb,0,1.2222
1.644747,,fb,2,1.3333
1.645820,,fb,0,1.2222
1.646880,,fb,2,1.2778
1.647834,,fb,0,1.2222
1.683757,,fb,2,1.0556
1.684849,,fb,3,1.1111
1.686639,,fb,2,1.0556
1.687899,,fb,2,1.0556
1.688799,,fb,0,1.1111
1.689735,,fb,1,1.1111
1.690818,,fb,3,1.0556
1.705689,,fb,1,1.1111
1.706689,,fb,0,1.1111
1.708721,,fb,1,1.1111
1.710609,,fb,2,1.0556
1.714613,,fb,3,1.0556
1.716607,,fb,0,1.1111
1.720604,,fb,1,1.1111
1.722606,,fb,2,1.0556
1.726604,,fb,3,1.1111
1.729605,,fb,0,1.1111
1.732604,,fb,1,1.1111
1.734608,,fb,2,1.0556
1.785793,,fb,1,1.1111
1.786885,,fb,0,1.1111
1.788712,,fb,0,1.1111
1.789776,,fb,3,1.1111
1.790637,,fb,0,1.1111
1.791615,,fb,2,1.0000
1.837619,,fb,2,1.0556
1.838632,,fb,0,1.1111
1.839599,,fb,1,1.1111
1.840672,,fb,2,1.0556
1.842609,,fb,2,1.0556
1.843610,,fb,1,1.1111
1.844639,,fb,0,1.1111
1.855599,,fb,1,1.1111
1.856627,,fb,3,1.0556
1.857613,,fb,0,1.1111
1.892640,,fb,2,1.0556
1.893620,,fb,0,1.1111
1.894616,,fb,1,1.1111
1.895612,,fb,3,1.1111
1.896610,,fb,1,1.1111
1.897610,,fb,2,1.0000
1.898609,,fb,0,1.1111
1.899608,,fb,2,1.0556
1.948967,,fb,0,1.1111
1.950784,,fb,0,1.1111
1.951775,,fb,3,1.0556
1.952697,,fb,1,1.1111
1.953806,,fb,2,1.0556
1.966622,,fb,0,1.1111
1.967645,,fb,2,1.0556
1.968609,,fb,3,1.0556
1.969610,,fb,0,1.1111
1.972604,,fb,1,1.1111
1.974608,,fb,2,1.1111
1.978604,,fb,3,1.0556
1.981612,,fb,0,1.1111
1.984593,,fb,1,1.1111
1.986612,,fb,2,1.1111
1.990600,,fb,3,1.1111
1.993602,,fb,0,1.1111
1.996596,,fb,1,1.1111
1.998605,,fb,2,1.1111
2.037753,,fb,0,1.1111
2.038765,,fb,1,1.1111
2.040826,,fb,0,1.1111
2.041790,,fb,0,1.1111
2.042634,,fb,1,1.1111
