t_s,t_sim_s,kind,servo_idx,value_deg
1.346641,,fb,0,-0.1111
1.384636,,fb,2,0.0000
1.385604,,fb,0,-0.0556
1.386617,,fb,1,0.0000
1.387602,,fb,0,-0.1111
1.388631,,fb,1,0.0000
1.389609,,fb,3,0.0000
1.390612,,fb,1,0.0556
1.391604,,fb,3,0.0000
1.429639,,fb,1,0.0000
1.431609,,fb,0,-0.0556
1.432603,,fb,2,0.0000
1.433595,,fb,1,0.0000
1.434599,,fb,2,0.0000
1.435612,,fb,0,-0.0556
1.436614,,fb,2,0.0000
1.484628,,fb,1,0.0000
1.485614,,fb,2,0.0000
1.486602,,fb,3,0.0000
1.487639,,fb,1,0.0556
1.488611,,fb,3,0.0000
1.489613,,fb,2,0.0000
1.490614,,fb,3,0.0000
1.491616,,fb,1,0.0000
1.501633,,fb,3,0.0000
1.502598,,fb,0,-0.1111
1.503615,,fb,1,0.0000
1.504609,,fb,2,0.0000
1.508620,,fb,1,0.0000
1.510600,,fb,2,0.0000
1.513602,,fb,3,0.0000
1.516605,,fb,0,-0.1111
1.519609,,fb,1,0.0000
1.521626,,fb,2,0.0000
1.524635,,fb,3,0.0000
1.528619,,fb,0,-0.0556
1.531589,,fb,1,0.0000
1.533600,,fb,2,0.0000
1.586130,,fb,1,0.0000
1.587913,,fb,0,-0.1111
1.598112,,fb,1,0.0000
1.598783,,fb,1,0.0000
1.599822,,fb,2,0.0000
1.604758,,fb,3,0.0000
1.609960,,fb,0,-0.0556
1.616730,,fb,1,0.0000
1.618596,,fb,2,0.0000
1.621606,,fb,3,0.0000
1.631931,,fb,0,-0.1111
1.667729,,fb,2,0.0000
1.681590,,fb,3,0.0000
1.712574,,fb,1,0.0000
1.718280,,fb,2,0.0000
1.730751,,fb,3,0.0000
1.759599,,fb,0,-0.0556
1.771713,,fb,1,0.0000
1.789699,,fb,2,0.0000
1.846635,,fb,1,0.0000
1.848177,,fb,2,0.0000
1.849607,,fb,1,0.0000
1.851608,,fb,0,-0.0556
1.912621,,fb,0,-0.0556
1.919621,,fb,3,0.0000
1.929610,,fb,2,0.0000
1.935608,,fb,0,-0.1111
1.940598,,fb,2,0.0000
1.982679,,fb,1,0.0000
1.985615,,fb,3,0.0000
1.988592,,fb,0,-0.0556
2.028723,,fb,0,-0.0556
2.029708,,fb,0,-0.0556
2.030718,,fb,1,0.0000
2.048630,,fb,0,-0.0556
2.052671,,fb,3,0.0000
2.063601,,fb,3,0.0000
2.076608,,fb,3,0.0000
2.121602,,fb,2,0.0000
2.122626,,fb,0,-0.0556
2.124673,,fb,2,0.0000
2.127606,,fb,0,-0.0556
2.178618,,fb,2,0.0000
2.179596,,fb,3,0.0000
2.180606,,fb,2,0.0000
2.234716,,fb,0,-0.0556
2.237776,,fb,3,0.0000
2.303626,,fb,3,0.0000
2.304606,,fb,2,0.0000
2.305642,,fb,3,0.0000
2.308611,,fb,0,-0.0556
2.310606,,fb,1,0.0000
2.314604,,fb,2,0.0000
2.316894,,fb,3,0.0000
2.320619,,fb,0,-0.0556
2.322603,,fb,1,0.0556
2.326603,,fb,2,0.0000
2.329603,,fb,3,0.0000
2.332601,,fb,0,-0.0556
2.334596,,fb,1,0.0556
2.384643,,fb,3,0.0000
2.385631,,fb,3,0.0000
2.387645,,fb,2,0.0000
2.390619,,fb,1,0.0000
2.391630,,fb,2,0.0000
2.427638,,fb,1,0.0000
2.429635,,fb,0,-0.0556
2.430607,,fb,2,0.0000
2.431637,,fb,0,-0.0556
2.432610,,fb,2,-0.0556
2.433602,,fb,3,0.0000
2.434624,,fb,2,0.0000
2.447642,,fb,3,0.0556
2.448613,,fb,0,-0.0556
2.449746,,fb,3,0.0000
2.452594,,fb,0,-0.1111
2.454614,,fb,1,0.0000
2.458647,,fb,2,0.0000
2.461615,,fb,3,0.0000
2.464610,,fb,0,-0.1111
2.466629,,fb,1,0.0000
2.469604,,fb,2,0.0000
2.473616,,fb,3,0.0000
2.476617,,fb,0,-0.1111
2.478607,,fb,1,0.0000
2.481602,,fb,2,0.0000
2.521651,,fb,0,-0.0556
2.524659,,fb,0,-0.1111
2.526606,,fb,3,0.0000
2.527630,,fb,1,0.0556
2.565645,,fb,3,0.0000
2.566913,,fb,2,0.0000
2.567630,,fb,3,0.0000
2.568604,,fb,1,0.0000
2.569626,,fb,2,0.0000
2.623612,,fb,2,0.0000
2.624675,,fb,0,-0.0556
2.626606,,fb,0,-0.0556
2.628604,,fb,0,-0.0556
2.641647,,fb,0,-0.0556
2.644621,,fb,0,-0.0556
2.650636,,fb,2,0.0000
2.656622,,fb,0,-0.0556
2.665608,,fb,3,0.0000
2.674697,,fb,2,0.0000
2.714615,,fb,0,-0.0556
2.716917,,fb,3,0.0000
2.717623,,fb,2,0.0000
2.718628,,fb,3,0.0000
2.719632,,fb,1,0.0000
2.757633,,fb,3,0.0000
2.758612,,fb,2,0.0000
2.759615,,fb,0,-0.0556
2.761633,,fb,2,0.0000
2.815619,,fb,2,0.0000
2.816852,,fb,0,-0.0556
2.818917,,fb,0,-0.1111
2.833800,,fb,0,-0.0556
2.836693,,fb,0,-0.0556
2.844703,,fb,3,0.0000
2.857674,,fb,3,0.0000
2.904802,,fb,0,-0.0556
2.906721,,fb,0,-0.0556
2.908609,,fb,0,-0.0556
2.909621,,fb,2,0.0000
2.910610,,fb,3,0.0000
2.911607,,fb,1,0.0000
2.926624,,fb,3,0.0000
2.998687,,fb,2,0.0000
2.999701,,fb,0,-0.0556
3.001815,,fb,2,0.0000
3.136615,,fb,0,-0.0556
3.139652,,fb,0,-0.1111
3.142614,,fb,2,0.0000
3.181612,,fb,3,0.0000
3.182614,,fb,0,-0.0556
3.183616,,fb,3,0.0000
3.184642,,fb,0,-0.0556
3.186636,,fb,0,-0.0556
3.236626,,fb,0,-0.0556
3.237608,,fb,0,-0.0556
3.239615,,fb,0,-0.0556
3.240603,,fb,2,0.0000
3.320640,,fb,0,-0.1111
3.323605,,fb,0,-0.1111
3.325626,,fb,0,-0.0556
