t_s,t_sim_s,kind,servo_idx,value_deg
1.349184,,fb,0,-0.0556
1.388164,,fb,2,-0.0556
1.389171,,fb,1,-0.1111
1.390168,,fb,2,-0.0556
1.391145,,fb,0,-0.0556
1.392150,,fb,1,-0.1111
1.393180,,fb,3,0.0556
1.394147,,fb,1,-0.1111
1.395153,,fb,3,0.0556
1.433196,,fb,1,-0.1111
1.434153,,fb,0,-0.0556
1.435172,,fb,1,-0.1111
1.436142,,fb,3,0.0556
1.437524,,fb,0,-0.0556
1.438168,,fb,2,-0.0556
1.439153,,fb,0,-0.1111
1.486173,,fb,3,0.0556
1.488297,,fb,2,-0.0556
1.489148,,fb,2,-0.0556
1.490146,,fb,0,-0.0556
1.491147,,fb,1,-0.1111
1.492133,,fb,0,-0.0556
1.493171,,fb,2,-0.0556
1.505177,,fb,0,-0.0556
1.506174,,fb,2,-0.0556
1.507163,,fb,3,0.0556
1.508166,,fb,0,-0.0556
1.545151,,fb,2,-0.0556
1.546155,,fb,0,-0.0556
1.547134,,fb,1,-0.1111
1.548145,,fb,0,-0.0556
1.549148,,fb,1,-0.1111
1.550153,,fb,3,0.0556
1.551142,,fb,1,-0.1111
1.588194,,fb,0,-0.1111
1.592974,,fb,1,-0.1111
1.598837,,fb,3,0.0556
1.602103,,fb,0,-0.0556
1.647867,,fb,2,-0.0556
1.653870,,fb,0,-0.0556
1.659749,,fb,2,-0.0556
1.665292,,fb,1,-0.1111
1.682340,,fb,2,-0.0556
1.700300,,fb,3,0.1111
1.743782,,fb,1,-0.1111
1.749236,,fb,2,-0.0556
1.755219,,fb,3,0.0556
1.799198,,fb,1,-0.1111
1.800164,,fb,3,0.0556
1.801168,,fb,0,-0.1111
1.802155,,fb,2,-0.0556
1.803143,,fb,1,-0.1111
1.804165,,fb,3,0.0556
1.805142,,fb,0,-0.0556
1.842192,,fb,0,-0.0556
1.843168,,fb,3,0.0556
1.844145,,fb,0,-0.0556
1.845189,,fb,3,0.0556
1.846147,,fb,1,-0.1111
1.847138,,fb,2,-0.0556
1.848134,,fb,0,-0.0556
1.850151,,fb,1,-0.1111
1.889196,,fb,3,0.0556
1.891134,,fb,2,-0.0556
1.892129,,fb,0,-0.0556
1.893158,,fb,3,0.0556
1.894156,,fb,0,-0.0556
1.895146,,fb,2,-0.0556
1.896136,,fb,0,-0.1111
1.934193,,fb,2,-0.0556
1.935138,,fb,0,-0.0556
1.936189,,fb,2,-0.0556
1.937137,,fb,0,-0.0556
1.938145,,fb,2,-0.0556
1.939139,,fb,0,-0.0556
1.940138,,fb,1,-0.1111
1.951155,,fb,3,0.0556
1.952153,,fb,0,-0.0556
1.953164,,fb,2,-0.0556
1.954160,,fb,3,0.0556
1.956233,,fb,0,-0.0556
1.958156,,fb,1,-0.1111
1.962164,,fb,2,-0.0556
1.965202,,fb,3,0.0556
1.967149,,fb,0,-0.0556
1.970145,,fb,1,-0.1111
1.974142,,fb,2,-0.0556
1.977166,,fb,3,0.0556
1.979145,,fb,0,-0.0556
1.982190,,fb,1,-0.1111
1.986150,,fb,2,-0.0556
2.025182,,fb,0,-0.0556
2.027153,,fb,0,-0.0556
2.028143,,fb,0,-0.0556
2.029156,,fb,2,-0.0556
2.030138,,fb,3,0.0556
2.077173,,fb,3,0.1111
2.078150,,fb,1,-0.0556
2.079167,,fb,2,-0.0556
2.080165,,fb,0,-0.0556
2.081193,,fb,1,-0.1111
2.082165,,fb,0,-0.0556
2.083153,,fb,2,-0.0556
2.084144,,fb,0,-0.0556
2.130151,,fb,2,-0.0556
2.132162,,fb,1,-0.1111
2.134159,,fb,1,-0.1111
2.135150,,fb,1,-0.1111
2.136147,,fb,2,-0.1111
2.137155,,fb,0,-0.0556
2.138145,,fb,2,-0.0556
2.149177,,fb,3,0.0556
2.150145,,fb,2,-0.0556
2.151190,,fb,0,-0.0556
2.152155,,fb,1,-0.1111
2.154134,,fb,2,-0.0556
2.157157,,fb,3,0.0556
2.159136,,fb,0,-0.0556
2.162142,,fb,1,-0.1111
2.166139,,fb,2,-0.0556
2.169139,,fb,3,0.0556
2.171147,,fb,0,-0.0556
2.174140,,fb,1,-0.1111
2.177168,,fb,2,-0.0556
2.181190,,fb,3,0.0556
2.196158,,fb,1,-0.1111
2.197169,,fb,0,-0.0556
2.199174,,fb,1,-0.1111
2.202151,,fb,2,-0.0556
2.205146,,fb,3,0.1111
2.207175,,fb,0,-0.0556
2.210174,,fb,1,-0.1111
2.213157,,fb,2,-0.0556
2.217145,,fb,3,0.1111
2.219148,,fb,0,-0.0556
2.222687,,fb,1,-0.1111
2.226172,,fb,2,-0.0556
2.239466,,fb,3,0.0556
2.240151,,fb,0,-0.0556
2.241154,,fb,3,0.0556
2.243158,,fb,0,-0.0556
2.246157,,fb,1,-0.1111
2.250138,,fb,2,-0.0556
2.253139,,fb,3,0.0556
2.255148,,fb,0,-0.0556
2.258149,,fb,1,-0.1111
2.261158,,fb,2,-0.0556
2.265148,,fb,3,0.0556
2.267149,,fb,0,-0.0556
2.270180,,fb,1,-0.1111
2.319183,,fb,2,-0.0556
2.320180,,fb,0,-0.0556
2.321151,,fb,3,0.0556
2.322164,,fb,0,-0.0556
2.324251,,fb,0,-0.0556
2.325155,,fb,3,0.0556
2.326173,,fb,0,-0.0556
2.327158,,fb,2,-0.0556
2.362174,,fb,3,0.0556
2.364161,,fb,1,-0.1111
2.366154,,fb,1,-0.1111
2.367148,,fb,1,-0.1111
2.368154,,fb,2,-0.0556
2.369145,,fb,0,-0.0556
2.370196,,fb,2,-0.0556
2.420176,,fb,1,-0.1111
2.421156,,fb,0,-0.0556
2.422174,,fb,1,-0.1111
2.423156,,fb,0,-0.0556
2.424183,,fb,2,-0.0556
2.425150,,fb,1,-0.1111
2.426152,,fb,2,-0.0556
2.473171,,fb,2,-0.0556
2.474150,,fb,1,-0.1111
2.475168,,fb,3,0.0556
2.476182,,fb,1,-0.1111
2.477153,,fb,3,0.1111
2.478217,,fb,1,-0.1111
2.479166,,fb,0,-0.0556
2.524172,,fb,2,-0.0556
2.526155,,fb,0,-0.0556
2.527151,,fb,2,-0.0556
2.528172,,fb,0,-0.0556
2.529137,,fb,2,-0.0556
2.530173,,fb,0,-0.0556
2.532151,,fb,3,0.0556
2.543163,,fb,3,0.1111
2.544149,,fb,1,-0.1111
2.545158,,fb,2,-0.0556
2.546149,,fb,0,-0.0556
2.547146,,fb,1,-0.1111
2.550152,,fb,2,-0.0556
2.553149,,fb,3,0.0556
2.555146,,fb,0,-0.0556
2.558149,,fb,1,-0.0556
2.561157,,fb,2,-0.0556
2.565187,,fb,3,0.0556
2.567156,,fb,0,-0.0556
2.570148,,fb,1,-0.1111
2.573131,,fb,2,-0.0556
2.577164,,fb,3,0.0556
2.615201,,fb,1,-0.1111
2.616161,,fb,0,-0.0556
2.617171,,fb,1,-0.1111
2.618147,,fb,3,0.0556
2.619143,,fb,0,-0.0556
2.620152,,fb,3,0.0556
2.621143,,fb,0,-0.0556
2.622143,,fb,2,-0.0556
2.661252,,fb,0,-0.0556
2.663242,,fb,0,-0.0556
2.664255,,fb,0,-0.0556
2.665244,,fb,1,-0.1111
2.666239,,fb,3,0.0556
2.667236,,fb,1,-0.1111
2.706178,,fb,0,-0.0556
2.708148,,fb,3,0.1111
2.709151,,fb,3,0.1111
2.710172,,fb,0,-0.0556
2.711171,,fb,2,-0.0556
2.712167,,fb,0,-0.0556
2.750284,,fb,2,-0.0556
2.752322,,fb,1,-0.1111
2.753234,,fb,3,0.0556
2.754412,,fb,1,-0.1111
2.755235,,fb,0,-0.0556
