t_s,t_sim_s,kind,servo_idx,value_deg
1.341228,,fb,0,0.0556
1.380418,,fb,2,-0.1111
1.382305,,fb,1,0.1111
1.383298,,fb,3,-0.1667
1.384291,,fb,1,0.1111
1.385290,,fb,0,0.0556
1.386288,,fb,1,0.1111
1.387340,,fb,3,-0.1667
1.425290,,fb,1,0.0556
1.426221,,fb,0,0.0556
1.427229,,fb,1,0.1111
1.428208,,fb,0,0.1111
1.429205,,fb,1,0.1111
1.430213,,fb,3,-0.1667
1.431218,,fb,0,0.0556
1.432225,,fb,2,-0.1111
1.470241,,fb,0,0.0556
1.471218,,fb,1,0.0556
1.472229,,fb,2,-0.1111
1.473230,,fb,1,0.1111
1.474334,,fb,2,-0.1111
1.475208,,fb,0,0.1111
1.476207,,fb,2,-0.1111
1.477196,,fb,0,0.1111
1.478211,,fb,1,0.1111
1.515238,,fb,3,-0.1667
1.517314,,fb,2,-0.1111
1.521210,,fb,3,-0.1667
1.522240,,fb,0,0.1111
1.523207,,fb,2,-0.1111
1.569219,,fb,2,-0.1111
1.570228,,fb,0,0.1111
1.571200,,fb,2,-0.1111
1.572215,,fb,3,-0.1667
1.573214,,fb,1,0.1111
1.574297,,fb,2,-0.1111
1.575220,,fb,3,-0.1667
1.576219,,fb,1,0.1111
1.577211,,fb,3,-0.1667
1.578226,,fb,0,0.0556
1.579208,,fb,3,-0.1667
1.616242,,fb,1,1.0556
1.617223,,fb,2,0.8333
1.618214,,fb,0,1.2778
1.619213,,fb,2,1.0000
1.620219,,fb,0,1.2778
1.621231,,fb,2,1.1667
1.622210,,fb,0,1.2778
1.623214,,fb,2,1.3333
1.661297,,fb,0,1.1111
1.662310,,fb,2,1.0000
1.663360,,fb,3,1.0556
1.664246,,fb,2,1.0556
1.665220,,fb,3,1.0556
1.666215,,fb,1,1.1111
1.667229,,fb,3,1.0556
1.668206,,fb,1,1.1111
1.706247,,fb,3,1.0556
1.707223,,fb,2,1.0556
1.708250,,fb,3,1.0556
1.710273,,fb,2,1.0556
1.711238,,fb,2,1.0556
1.712222,,fb,3,1.0556
1.713250,,fb,0,1.1111
1.751243,,fb,2,1.0000
1.753257,,fb,1,1.1111
1.754273,,fb,3,1.0556
1.755225,,fb,1,1.1111
1.756252,,fb,0,1.1111
1.757222,,fb,1,1.1111
1.758258,,fb,3,1.0556
1.796219,,fb,1,1.1111
1.797215,,fb,0,1.1111
1.798235,,fb,1,1.1111
1.799217,,fb,3,1.0556
1.800266,,fb,0,1.1111
1.801230,,fb,2,1.0556
1.802215,,fb,0,1.1667
1.803235,,fb,2,1.0556
1.841248,,fb,0,1.1667
1.842225,,fb,2,1.0000
1.843279,,fb,3,1.0556
1.844219,,fb,1,1.1111
1.846219,,fb,0,1.1111
1.847219,,fb,0,1.1111
1.848257,,fb,1,1.1111
1.886231,,fb,3,1.0556
1.888247,,fb,1,1.1111
1.889232,,fb,2,1.0556
1.890281,,fb,0,1.1111
1.891237,,fb,3,1.0556
1.892216,,fb,0,1.1111
1.893234,,fb,2,1.0556
1.894227,,fb,0,1.1111
1.932241,,fb,2,1.0000
1.933220,,fb,2,1.0556
1.935213,,fb,1,1.1111
1.936226,,fb,1,1.1111
1.937251,,fb,2,1.0000
1.938229,,fb,3,1.0556
1.987317,,fb,1,1.1111
1.989232,,fb,1,1.1111
1.990228,,fb,1,1.1111
1.991218,,fb,2,1.0000
1.992227,,fb,0,1.1111
1.993211,,fb,2,1.0556
2.004279,,fb,0,1.1111
2.039266,,fb,2,1.0556
2.041229,,fb,2,1.0000
2.042228,,fb,1,1.1111
2.043253,,fb,2,1.0000
2.044238,,fb,0,1.1111
2.045216,,fb,2,1.0556
2.046233,,fb,0,1.1111
2.057259,,fb,1,1.1111
2.058226,,fb,0,1.1111
2.059229,,fb,1,1.1111
2.060220,,fb,3,1.0556
2.061222,,fb,0,1.1667
2.064233,,fb,1,1.1111
2.067226,,fb,2,1.0556
2.069216,,fb,3,1.0556
2.073239,,fb,0,1.1667
2.076227,,fb,1,1.1111
2.079212,,fb,2,1.0556
2.081232,,fb,3,1.0556
2.084215,,fb,0,1.1111
2.088261,,fb,1,1.1111
2.091228,,fb,2,1.0556
2.104306,,fb,3,1.0556
2.105233,,fb,0,1.1111
2.106231,,fb,2,1.0000
2.107225,,fb,3,1.0556
2.109220,,fb,0,1.1111
2.112245,,fb,1,1.1111
2.115281,,fb,2,1.0556
2.117220,,fb,3,1.1111
2.121291,,fb,0,1.1667
2.124235,,fb,1,1.1111
2.127224,,fb,2,1.0556
2.130234,,fb,3,1.1111
2.133235,,fb,0,1.1111
2.136229,,fb,1,1.1111
2.184240,,fb,2,1.0556
2.185229,,fb,0,1.1111
2.186220,,fb,2,1.0556
2.187262,,fb,3,1.1111
2.188255,,fb,1,1.1111
2.189226,,fb,3,1.0556
2.191225,,fb,0,1.1111
2.193233,,fb,0,1.1111
2.205269,,fb,1,1.1111
2.206249,,fb,2,0.7222
2.207232,,fb,0,0.7222
2.208228,,fb,1,0.7222
2.211236,,fb,2,0.7778
2.214238,,fb,3,0.5556
2.217228,,fb,0,0.1667
2.220276,,fb,1,0.0556
2.223235,,fb,2,0.1111
2.225224,,fb,3,0.0556
2.229211,,fb,0,0.0556
2.232245,,fb,1,0.0556
2.235263,,fb,2,0.0556
2.237269,,fb,3,-0.1111
2.276259,,fb,1,-0.0556
2.277217,,fb,2,0.0000
2.278248,,fb,0,-0.0556
2.279212,,fb,2,0.0000
2.280228,,fb,0,-0.0556
2.281243,,fb,2,0.0000
2.282225,,fb,1,0.0000
2.283236,,fb,2,0.0000
2.321275,,fb,0,-0.0556
2.322240,,fb,1,-0.0556
2.323233,,fb,0,-0.1111
2.324223,,fb,1,-0.0556
2.325222,,fb,0,-0.1111
2.326227,,fb,1,-0.0556
2.327219,,fb,3,-0.2222
2.328228,,fb,1,-0.0556
2.366241,,fb,3,-0.1667
2.367228,,fb,0,-0.0556
2.368228,,fb,3,-0.1667
2.369218,,fb,0,-0.0556
2.370216,,fb,2,0.0000
2.371223,,fb,0,-0.0556
2.372216,,fb,2,0.0000
