time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q0,q1,q2,q3,omega_x,omega_y,omega_z,mass,altitude,ground_range,alpha,beta,mach,fin_cmd_1,fin_cmd_2,fin_cmd_3,fin_cmd_4,fin_act_1,fin_act_2,fin_act_3,fin_act_4,force_x,force_y,force_z,accel_x,accel_y,accel_z,lat,lon,alt_msl
0.010000,4393519.067317,4259900.829642,1795674.982769,-0.079811,-0.078202,0.686558,0.99144486,-0.00000036,0.13052619,0.00000006,-0.00000000,0.00000001,-0.00000002,12.7359,0.0000,0.0000,0.00000000,0.00000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,-0.00193925,0.00193925,0.0000,0.0000,0.0000,2.538148,0.000007,-9.472497,16.45747200,44.11536100,1200.0000
0.020000,4393519.066132,4259900.828480,1795674.992415,-0.156939,-0.153626,1.219422,0.99144486,-0.00000072,0.13052619,0.00000011,-0.00000000,0.00000003,-0.00000007,12.7328,0.0003,0.0029,0.00000000,0.00000000,0.002028,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,-0.00193925,0.00096963,828.2578,-0.6810,-0.2753,67.587518,-0.053472,-9.494118,16.45747203,44.11536100,1200.0003
0.030000,4393519.064180,4259900.826571,1795675.007058,-0.233374,-0.228333,1.712571,0.99144486,-0.00000108,0.13052619,0.00000017,-0.00000000,0.00000006,-0.00000014,12.7298,0.0014,0.0126,0.00000000,0.00000000,0.003612,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,-0.00193925,0.00096963,650.6390,-0.5350,-0.2163,53.649683,-0.042005,-9.489485,16.45747211,44.11536100,1200.0014
0.040000,4393519.061463,4259900.823913,1795675.026700,-0.310102,-0.303342,2.222452,0.99144486,-0.00000144,0.13052619,0.00000023,-0.00000000,0.00000010,-0.00000025,12.7267,0.0030,0.0275,0.00000000,0.00000000,0.005082,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,-0.00193925,0.00096963,676.0112,-0.5558,-0.2247,55.655597,-0.043647,-9.490152,16.45747225,44.11536100,1200.0030
0.050000,4393519.057975,4259900.820500,1795675.051707,-0.387846,-0.379404,2.790613,0.99144486,-0.00000180,0.13052619,0.00000028,-0.00000000,0.00000016,-0.00000039,12.7233,0.0049,0.0474,0.00000000,0.00000000,0.006601,0.00000000,0.00000000,0.00000000,0.00000000,-0.00096963,-0.00193925,-0.00193925,0.00096963,726.7641,-0.5976,-0.2416,59.658708,-0.046932,-9.491483,16.45747243,44.11536100,1200.0049
0.060000,4393519.053702,4259900.816320,1795675.082778,-0.466928,-0.456850,3.435381,0.99144486,-0.00000216,0.13052619,0.00000033,-0.00000000,0.00000024,-0.00000059,12.7195,0.0073,0.0727,0.00000000,0.00000000,0.008287,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,815.5754,-0.6706,-0.2711,66.658134,-0.052680,-9.493809,16.45747266,44.11536100,1200.0073
0.070000,4393519.048632,4259900.811359,1795675.120648,-0.547146,-0.535471,4.145185,0.99144486,-0.00000252,0.13052620,0.00000039,-0.00000000,0.00000034,-0.00000085,12.7153,0.0104,0.1042,0.00000000,0.00000000,0.010193,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,904.3830,-0.7436,-0.3006,73.663512,-0.058433,-9.496138,16.45747294,44.11536100,1200.0104
0.080000,4393519.042757,4259900.805608,1795675.165816,-0.628064,-0.614818,4.895145,0.99144486,-0.00000288,0.13052620,0.00000044,-0.00000000,0.00000048,-0.00000119,12.7109,0.0143,0.1425,0.00000000,0.00000000,0.012287,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,955.1402,-0.7853,-0.3175,77.681362,-0.061730,-9.497473,16.45747329,44.11536100,1200.0143
0.090000,4393519.036070,4259900.799062,1795675.218618,-0.709360,-0.694555,5.666997,0.99144486,-0.00000324,0.13052619,0.00000049,0.00000037,-0.00000664,-0.00000156,12.7064,0.0192,0.1882,0.00000000,0.00000000,0.014497,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1005.8852,-0.8271,-0.3343,81.701795,-0.065029,-9.498809,16.45747370,44.11536100,1200.0192
0.100000,4393519.028569,4259900.791717,1795675.279157,-0.790657,-0.774293,6.439132,0.99144487,-0.00000360,0.13052612,0.00000054,0.00000109,-0.00002041,-0.00000196,12.7019,0.0252,0.2415,0.14798549,-0.00084569,0.016771,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1018.5687,-0.8375,-0.3514,82.728560,-0.065863,-9.500159,16.45747418,44.11536100,1200.0252
0.110000,4393519.020258,4259900.783577,1795675.347335,-0.871692,-0.853760,7.196566,0.99144489,-0.00000395,0.13052597,0.00000058,0.00000224,-0.00004215,-0.00000237,12.6974,0.0323,0.3025,0.14476015,-0.00084535,0.019045,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1005.8789,-0.8270,-0.3552,81.757224,-0.065055,-9.500470,16.45747473,44.11536100,1200.0323
0.120000,4393519.011136,4259900.774642,1795675.423089,-0.952666,-0.933165,7.950941,0.99144493,-0.00000430,0.13052569,0.00000062,0.00000400,-0.00007483,-0.00000278,12.6930,0.0404,0.3711,0.14250804,-0.00084508,0.021277,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1005.8689,-0.8269,-0.3663,81.784043,-0.065067,-9.501358,16.45747535,44.11536100,1200.0404
0.130000,4393519.001205,4259900.764914,1795675.506321,-1.033461,-1.012385,8.695591,0.99144499,-0.00000464,0.13052521,0.00000066,0.00000655,-0.00012195,-0.00000317,12.6886,0.0496,0.4474,0.14073538,-0.00084486,0.023501,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,980.4965,-0.8060,-0.3729,79.811703,-0.063435,-9.501890,16.45747604,44.11536100,1200.0496
0.140000,4393518.990466,4259900.754394,1795675.597002,-1.114250,-1.091598,9.440501,0.99144509,-0.00000496,0.13052445,0.00000070,0.00001015,-0.00018777,-0.00000353,12.6843,0.0599,0.5311,0.13942079,-0.00084467,0.025696,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,980.4907,-0.8059,-0.3925,79.837852,-0.063444,-9.503446,16.45747680,44.11536100,1200.0599
0.150000,4393518.978919,4259900.743082,1795675.695166,-1.195202,-1.170982,10.195675,0.99144524,-0.00000526,0.13052331,0.00000073,0.00001631,-0.00027720,-0.00000407,12.6798,0.0712,0.6223,0.13830693,-0.00084449,0.027892,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,980.4835,-0.8058,-0.4176,79.864234,-0.063449,-9.505446,16.45747762,44.11536100,1200.0712
0.160000,4393518.966562,4259900.730974,1795675.800949,-1.276374,-1.250593,10.964455,0.99144546,-0.00000552,0.13052165,0.00000075,0.00002460,-0.00039681,-0.00000463,12.6753,0.0835,0.7211,0.13721630,-0.00084430,0.030118,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1005.8490,-0.8265,-0.4580,81.892822,-0.065101,-9.508655,16.45747852,44.11536099,1200.0835
0.170000,4393518.953391,4259900.718069,1795675.914489,-1.357672,-1.330337,11.741843,0.99144577,-0.00000574,0.13051931,0.00000076,0.00003558,-0.00055420,-0.00000517,12.6708,0.0968,0.8274,0.13610524,-0.00084408,0.032383,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1031.2026,-0.8472,-0.5067,83.922196,-0.066751,-9.512524,16.45747948,44.11536099,1200.0968
0.180000,4393518.939408,4259900.704367,1795676.035787,-1.438919,-1.410028,12.517842,0.99144619,-0.00000589,0.13051608,0.00000077,0.00004946,-0.00075776,-0.00000559,12.6663,0.1113,0.9415,0.13503717,-0.00084384,0.034673,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1018.5010,-0.8366,-0.5522,82.948488,-0.065940,-9.516147,16.45748051,44.11536099,1200.1113
0.190000,4393518.924613,4259900.689869,1795676.164847,-1.520138,-1.489692,13.294123,0.99144677,-0.00000597,0.13051170,0.00000076,0.00006462,-0.00101737,-0.00000542,12.6617,0.1269,1.0633,0.13411073,-0.00084359,0.036959,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1018.4950,-0.8362,-0.6127,82.976749,-0.065931,-9.520958,16.45748161,44.11536099,1200.1269
0.200000,4393518.909005,4259900.674573,1795676.301704,-1.601469,-1.569474,14.079028,0.99144753,-0.00000596,0.13050588,0.00000074,0.00008685,-0.00134294,-0.00000562,12.6571,0.1436,1.1929,0.13328298,-0.00084332,0.039246,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1018.4757,-0.8359,-0.6849,83.004237,-0.065928,-9.526714,16.45748278,44.11536099,1200.1436
0.210000,4393518.892583,4259900.658479,1795676.446462,-1.682963,-1.649429,14.875896,0.99144854,-0.00000584,0.13049826,0.00000070,0.00010993,-0.00174869,-0.00000475,12.6525,0.1614,1.3304,0.13245855,-0.00084301,0.041557,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1031.1506,-0.8462,-0.7753,84.035426,-0.066766,-9.533917,16.45748402,44.11536099,1200.1614
0.220000,4393518.875346,4259900.641584,1795676.599256,-1.764556,-1.729487,15.681407,0.99144984,-0.00000559,0.13048839,0.00000066,0.00013853,-0.00224884,-0.00000349,12.6478,0.1804,1.4757,0.13160734,-0.00084268,0.043904,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1056.4836,-0.8666,-0.8865,86.068453,-0.068411,-9.542785,16.45748533,44.11536099,1200.1804
0.230000,4393518.857292,4259900.623889,1795676.760091,-1.846123,-1.809523,16.488879,0.99145150,-0.00000518,0.13047578,0.00000060,0.00017359,-0.00285890,-0.00000172,12.6431,0.2005,1.6290,0.13076056,-0.00084231,0.046275,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1043.7749,-0.8557,-1.0035,85.094106,-0.067579,-9.552122,16.45748672,44.11536099,1200.2005
0.240000,4393518.838423,4259900.605393,1795676.929068,-1.927802,-1.889677,17.306657,0.99145360,-0.00000458,0.13045983,0.00000053,0.00021623,-0.00359728,0.00000063,12.6383,0.2219,1.7904,0.12996858,-0.00084191,0.048652,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1069.0956,-0.8759,-1.1527,87.128386,-0.069218,-9.564040,16.45748818,44.11536099,1200.2219
0.250000,4393518.818737,4259900.586096,1795677.106225,-2.009438,-1.969790,18.126388,0.99145622,-0.00000374,0.13043987,0.00000044,0.00026766,-0.00448359,0.00000368,12.6336,0.2444,1.9599,0.12915977,-0.00084146,0.051059,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1069.0482,-0.8752,-1.3165,87.156198,-0.069205,-9.577146,16.45748971,44.11536098,1200.2444
0.260000,4393518.798234,4259900.565997,1795677.291630,-2.091138,-2.049975,18.954768,0.99145948,-0.00000258,0.13041511,0.00000032,0.00034473,-0.00553691,0.00000450,12.6287,0.2681,2.1376,0.12839324,-0.00084097,0.053471,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1081.6811,-0.8842,-1.5095,88.188329,-0.069962,-9.592593,16.45749132,44.11536098,1200.2681
0.270000,4393518.776914,4259900.545097,1795677.485321,-2.172747,-2.130070,19.783428,0.99146348,-0.00000101,0.13038465,0.00000014,0.00043634,-0.00678351,0.00000571,12.6239,0.2931,2.3235,0.12761581,-0.00084036,0.055908,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1081.6343,-0.8831,-1.7257,88.216717,-0.069935,-9.609918,16.45749300,44.11536098,1200.2931
0.280000,4393518.754779,4259900.523396,1795677.687300,-2.254256,-2.210065,20.612367,0.99146837,0.00000106,0.13034749,-0.00000008,0.00054442,-0.00824849,0.00000737,12.6191,0.3194,2.5177,0.12687922,-0.00083964,0.058346,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1081.5637,-0.8819,-1.9707,88.243123,-0.069905,-9.629580,16.45749475,44.11536098,1200.3194
0.290000,4393518.731829,4259900.500896,1795677.897569,-2.335683,-2.289983,21.443246,0.99147429,0.00000358,0.13030247,-0.00000037,0.00061994,-0.00995894,0.00000955,12.6143,0.3469,2.7201,0.12617453,-0.00083878,0.060785,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00096963,-0.00193925,0.00193925,1081.4840,-0.8805,-2.2470,88.268737,-0.069871,-9.651776,16.45749658,44.11536098,1200.3469
0.300000,4393518.708065,4259900.477596,1795678.116233,-2.417287,-2.370089,22.291133,0.99148141,0.00000652,0.13024829,-0.00000069,0.00070806,-0.01194662,0.00001232,12.6094,0.3756,2.9308,0.12548395,-0.00083780,0.063230,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00096963,-0.00193925,0.00193925,1094.0816,-0.8894,-2.5618,89.300216,-0.070659,-9.677081,16.45749848,44.11536098,1200.3756
0.310000,4393518.683484,4259900.453495,1795678.343393,-2.498789,-2.450096,23.140944,0.99148992,0.00000992,0.13018350,-0.00000105,0.00081043,-0.01424612,0.00001580,12.6044,0.4056,3.1499,0.12471755,-0.00083671,0.065723,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00096963,-0.00193925,0.00193925,1106.6299,-0.8980,-2.9183,90.328451,-0.071437,-9.705778,16.45750046,44.11536097,1200.4056
0.320000,4393518.658089,4259900.428594,1795678.579052,-2.580151,-2.529966,23.991008,0.99150003,0.00001398,0.13010645,-0.00000147,0.00096890,-0.01689978,0.00002803,12.5995,0.4370,3.3775,0.12395948,-0.00083550,0.068223,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1106.5329,-0.8978,-3.3094,90.353626,-0.071529,-9.737306,16.45750252,44.11536097,1200.4370
0.330000,4393518.631882,4259900.402896,1795678.823180,-2.661212,-2.609533,24.832935,0.99151199,0.00001888,0.13001531,-0.00000193,0.00114255,-0.01993417,0.00004079,12.5946,0.4696,3.6135,0.12321148,-0.00083424,0.070722,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1106.3854,-0.8959,-3.7447,90.374216,-0.071496,-9.772434,16.45750465,44.11536097,1200.4696
0.340000,4393518.604866,4259900.376404,1795679.075712,-2.742119,-2.688947,25.675103,0.99152604,0.00002472,0.12990810,-0.00000244,0.00135015,-0.02338809,0.00005756,12.5897,0.5036,3.8580,0.12250679,-0.00083286,0.073199,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1093.5974,-0.8834,-4.2172,89.390491,-0.070642,-9.810626,16.45750686,44.11536097,1200.5036
0.350000,4393518.577040,4259900.349117,1795679.336717,-2.823017,-2.768360,26.525868,0.99154247,0.00003167,0.12978265,-0.00000300,0.00158615,-0.02730244,0.00007698,12.5848,0.5389,4.1108,0.12179414,-0.00083136,0.075675,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1106.1102,-0.8915,-4.7451,90.416390,-0.071445,-9.853344,16.45750915,44.11536097,1200.5389
0.360000,4393518.548406,4259900.321037,1795679.606230,-2.903716,-2.847573,27.375151,0.99156158,0.00003988,0.12963655,-0.00000363,0.00185335,-0.03172063,0.00009942,12.5799,0.5754,4.3722,0.12102860,-0.00082973,0.078177,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00193925,1105.9176,-0.8889,-5.3228,90.432659,-0.071424,-9.900153,16.45751151,44.11536097,1200.5754
0.370000,4393518.518967,4259900.292167,1795679.884187,-2.984058,-2.926420,28.214564,0.99158370,0.00004970,0.12946726,-0.00000438,0.00223188,-0.03666716,0.00010987,12.5750,0.6133,4.6419,0.12025105,-0.00082796,0.080674,0.00000000,0.00000000,0.00000000,0.00000000,-0.00193925,-0.00193925,-0.00193925,0.00096963,1093.0644,-0.8721,-5.9511,89.441301,-0.070308,-9.951141,16.45751395,44.11536096,1200.6133
0.380000,4393518.488726,4259900.262510,1795680.170488,-3.064072,-3.004935,29.045790,0.99160917,0.00006151,0.12927201,-0.00000534,0.00265583,-0.04219432,0.00012215,12.5702,0.6525,4.9201,0.11948862,-0.00082580,0.083143,0.04627385,0.04570695,-0.04492342,-0.04435653,-0.00193925,-0.00193925,-0.00193925,0.00096963,1080.2202,-0.8582,-6.6242,88.449085,-0.069459,-10.005864,16.45751646,44.11536096,1200.6525
