t_s,servo_idx,node_id,cmd_deg,fb_deg
11.869045,0,0x01,0.0000,
11.869045,1,0x02,0.0000,
11.869045,2,0x03,0.0000,
11.869045,3,0x04,0.0000,
11.876608,0,0x01,0.0000,
11.876608,1,0x02,0.0000,
11.876608,2,0x03,0.0000,
11.876608,3,0x04,0.0000,
11.877678,0,0x01,0.0000,
11.877678,1,0x02,0.0000,
11.877678,2,0x03,0.0000,
11.877678,3,0x04,0.0000,
11.878748,0,0x01,0.0000,
11.878748,1,0x02,0.0000,
11.878748,2,0x03,0.0000,
11.878748,3,0x04,0.0000,
11.879825,0,0x01,0.0000,
11.879825,1,0x02,0.0000,
11.879825,2,0x03,0.0000,
11.879825,3,0x04,0.0000,
11.886599,0,0x01,0.0000,
11.886599,1,0x02,0.0000,
11.886599,2,0x03,0.0000,
11.886599,3,0x04,0.0000,
11.887669,0,0x01,0.0000,
11.887669,1,0x02,0.0000,
11.887669,2,0x03,0.0000,
11.887669,3,0x04,0.0000,
11.888759,0,0x01,0.0000,
11.888759,1,0x02,0.0000,
11.888759,2,0x03,0.0000,
11.888759,3,0x04,0.0000,
11.889848,0,0x01,0.0000,
11.889848,1,0x02,0.0000,
11.889848,2,0x03,0.0000,
11.889848,3,0x04,0.0000,
11.897584,0,0x01,0.0000,
11.897584,1,0x02,0.0000,
11.897584,2,0x03,0.0000,
11.897584,3,0x04,0.0000,
11.898661,0,0x01,0.0000,
11.898661,1,0x02,0.0000,
11.898661,2,0x03,0.0000,
11.898661,3,0x04,0.0000,
11.899740,0,0x01,0.0000,
11.899740,1,0x02,0.0000,
11.899740,2,0x03,0.0000,
11.899740,3,0x04,0.0000,
11.906577,0,0x01,0.0000,
11.906577,1,0x02,0.0000,
11.906577,2,0x03,0.0000,
11.906577,3,0x04,0.0000,
11.907640,0,0x01,0.0000,
11.907640,1,0x02,0.0000,
11.907640,2,0x03,0.0000,
11.907640,3,0x04,0.0000,
11.908700,0,0x01,0.0000,
11.908700,1,0x02,0.0000,
11.908700,2,0x03,0.0000,
11.908700,3,0x04,0.0000,
11.909772,0,0x01,0.0000,
11.909772,1,0x02,0.0000,
11.909772,2,0x03,0.0000,
11.909772,3,0x04,0.0000,
11.915571,0,0x01,0.0000,
11.915571,1,0x02,0.0000,
11.915571,2,0x03,0.0000,
11.915571,3,0x04,0.0000,
11.916652,0,0x01,0.0000,
11.916652,1,0x02,0.0000,
11.916652,2,0x03,0.0000,
11.916652,3,0x04,0.0000,
11.917722,0,0x01,0.0000,
11.917722,1,0x02,0.0000,
11.917722,2,0x03,0.0000,
11.917722,3,0x04,0.0000,
11.918804,0,0x01,0.0000,
11.918804,1,0x02,0.0000,
11.918804,2,0x03,0.0000,
11.918804,3,0x04,0.0000,
11.919894,0,0x01,0.0000,
11.919894,1,0x02,0.0000,
11.919894,2,0x03,0.0000,
11.919894,3,0x04,0.0000,
11.927601,0,0x01,0.0000,
11.927601,1,0x02,0.0000,
11.927601,2,0x03,0.0000,
11.927601,3,0x04,0.0000,
11.928671,0,0x01,0.0000,
11.928671,1,0x02,0.0000,
11.928671,2,0x03,0.0000,
11.928671,3,0x04,0.0000,
11.929749,0,0x01,0.0000,
11.929749,1,0x02,0.0000,
11.929749,2,0x03,0.0000,
11.929749,3,0x04,0.0000,
11.936624,0,0x01,0.0000,
11.936624,1,0x02,0.0000,
11.936624,2,0x03,0.0000,
11.936624,3,0x04,0.0000,
11.937721,0,0x01,0.0000,
11.937721,1,0x02,0.0000,
11.937721,2,0x03,0.0000,
11.937721,3,0x04,0.0000,
11.938804,0,0x01,0.0000,
11.938804,1,0x02,0.0000,
11.938804,2,0x03,0.0000,
11.938804,3,0x04,0.0000,
11.939890,0,0x01,0.0000,
11.939890,1,0x02,0.0000,
11.939890,2,0x03,0.0000,
11.939890,3,0x04,0.0000,
11.947576,0,0x01,0.0000,
11.947576,1,0x02,0.0000,
11.947576,2,0x03,0.0000,
11.947576,3,0x04,0.0000,
11.948651,0,0x01,0.0000,
11.948651,1,0x02,0.0000,
11.948651,2,0x03,0.0000,
11.948651,3,0x04,0.0000,
11.949743,0,0x01,0.0000,
11.949743,1,0x02,0.0000,
11.949743,2,0x03,0.0000,
11.949743,3,0x04,0.0000,
11.956570,0,0x01,0.0000,
11.956570,1,0x02,0.0000,
11.956570,2,0x03,0.0000,
11.956570,3,0x04,0.0000,
11.957645,0,0x01,0.0000,
11.957645,1,0x02,0.0000,
11.957645,2,0x03,0.0000,
11.957645,3,0x04,0.0000,
11.958711,0,0x01,0.0000,
11.958711,1,0x02,0.0000,
11.958711,2,0x03,0.0000,
