edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
0,0,up,65.2510,,3.3944,,0.1111,59
1,0,down,56.2520,58.0140,2.1976,161.2390,-0.1111,43
2,1,up,63.2640,,1.6487,117.2550,0.1111,48
3,1,down,74.2620,5.9960,1.0976,128.2650,-0.1111,53
4,2,up,86.2850,,1.6487,154.2750,0.1111,47
5,2,down,84.2810,,1.0979,144.2740,-0.1111,54
6,3,up,104.2910,,1.6487,148.2790,0.1111,56
7,3,down,44.3040,45.9740,1.6487,164.3010,-0.1111,56
8,4,up,36.3050,45.9990,1.6487,156.3120,0.1111,57
9,4,down,86.3140,,3.2912,207.3030,-0.1111,54
10,5,up,56.3210,47.0010,1.6487,126.2980,0.1111,52
11,5,down,65.3170,,1.0988,112.3460,-0.1111,60
12,6,up,97.3420,5.9950,1.6487,164.3280,0.1111,59
13,6,down,34.3340,51.0180,3.2964,203.3460,-0.1111,57
14,7,up,93.3490,,1.6487,144.3470,0.1111,53
15,7,down,76.3530,,1.6451,133.3610,-0.1111,59
16,8,up,31.3670,71.9880,1.6487,155.3870,0.1111,52
17,8,down,30.3690,76.0150,3.2964,157.4990,-0.1111,52
18,9,up,65.3780,8.0220,1.6487,162.4980,0.1111,57
19,9,down,60.3610,32.0340,1.0988,135.3750,-0.1111,59
20,10,up,84.3930,2.9860,1.6487,179.3820,0.1111,59
21,10,down,58.3830,8.9910,1.0988,111.4000,-0.1111,51
22,11,up,55.3960,19.9970,1.6487,120.3790,0.1111,58
23,11,down,44.4150,21.9940,3.2903,184.4220,-0.1111,58
24,12,up,79.3900,,1.6500,137.4040,0.1111,47
25,12,down,107.4170,,3.8463,225.4290,-0.1111,52
26,13,up,28.4530,57.9830,1.6487,134.4310,0.1111,56
27,13,down,79.4380,,1.6472,130.4170,-0.1111,49
28,14,up,68.4450,11.9860,1.6487,133.4430,0.1111,55
29,14,down,64.4490,2.9920,1.0988,125.4620,-0.1111,55
30,15,up,35.4650,49.0030,1.6487,144.4640,0.1111,52
31,15,down,96.4730,,1.0976,134.4950,-0.1111,57
32,16,up,64.4880,2.9700,1.6487,129.4630,0.1111,51
33,16,down,73.5080,3.9610,1.0968,125.5140,-0.1111,50
34,17,up,52.5090,5.9860,2.1976,162.4970,0.1111,55
35,17,down,57.4790,49.0260,3.2928,228.4820,-0.1111,57
36,18,up,57.5070,46.0050,1.6487,147.5070,0.1111,51
37,18,down,63.5150,55.0480,1.0988,118.5630,-0.1111,53
38,19,up,50.4920,38.0510,1.6487,153.5320,0.1111,55
39,19,down,54.5460,3.9720,1.0988,109.5220,-0.1111,57
40,20,up,54.5330,18.9980,1.6487,124.5360,0.1111,57
41,20,down,85.5450,,2.7475,196.5440,-0.1111,54
42,21,up,86.6470,,1.6487,140.5490,0.1111,48
43,21,down,83.5610,9.9980,1.0988,141.5560,-0.1111,55
44,22,up,86.5800,6.9800,1.6487,154.5710,0.1111,51
45,22,down,64.5720,3.9910,1.0988,121.5570,-0.1111,58
46,23,up,26.7610,50.9730,1.6487,119.5550,0.1111,48
47,23,down,115.5870,,1.0988,166.9120,-0.1111,49
48,24,up,91.5920,9.9940,1.6487,185.6090,0.1111,59
49,24,down,63.7260,,1.6487,118.6200,-0.1111,55
50,25,up,84.6090,3.6490,1.6487,184.6100,0.1111,53
51,25,down,56.6100,6.0090,1.0988,113.6060,-0.1111,57
52,26,up,92.6310,,1.6500,143.6280,0.1111,57
53,26,down,81.6560,,2.1976,193.6570,-0.1111,53
54,27,up,18.7300,38.8760,1.6487,113.6830,0.1111,52
55,27,down,63.6290,23.9970,1.0988,135.6730,-0.1111,49
56,28,up,60.6330,8.1070,1.6487,172.6610,0.1111,48
57,28,down,48.6630,25.9830,3.8463,187.6750,-0.0556,52
58,29,up,73.6690,,1.6532,137.6450,0.1111,51
59,29,down,73.6650,51.9960,1.0988,128.6420,-0.1111,46
60,30,up,68.6550,7.0120,1.6487,133.6670,0.1111,47
61,30,down,36.7170,67.9730,1.0968,165.7410,-0.1111,47
62,31,up,62.7520,,2.1976,140.6810,0.1111,48
63,31,down,52.7230,50.9720,1.0988,116.6840,-0.1111,47
64,32,up,82.7090,42.9860,1.6487,173.7050,0.1667,41
65,32,down,64.7160,,3.2934,146.7100,-0.1111,44
66,33,up,73.7140,,1.6487,131.6890,0.1111,51
67,33,down,74.7480,41.0000,1.0988,125.7250,-0.1111,52
68,34,up,77.7180,7.0480,1.6487,136.7490,0.1111,50
69,34,down,55.7570,11.4250,1.0988,108.7350,-0.1111,50
70,35,up,42.7750,48.9770,1.6517,108.7530,0.1111,45
71,35,down,85.7980,,1.0978,130.7290,-0.1111,43
72,36,up,86.7550,,1.6487,148.0070,0.1111,46
73,36,down,75.7620,,1.0978,135.8190,-0.1111,41
74,37,up,76.7660,,1.6487,124.7750,0.1111,42
75,37,down,29.7690,57.0150,1.6442,145.7770,-0.1111,48
76,38,up,20.8120,45.9930,1.6487,124.7930,0.1111,40
77,38,down,101.8000,,2.1976,213.8100,-0.1111,44
78,39,up,41.8160,33.9800,1.6487,114.7950,0.1111,45
79,39,down,40.7990,57.9870,1.0988,109.7840,-0.1111,49
