t_s,servo_idx,node_id,cmd_deg,fb_deg
1.699662,0,0x01,0.0000,0.0556
1.699662,1,0x02,0.0000,0.0000
1.699662,2,0x03,0.0000,0.0556
1.699662,3,0x04,0.0000,0.1111
1.708487,0,0x01,0.0000,0.0556
1.708487,1,0x02,0.0000,0.0000
1.708487,2,0x03,0.0000,0.0556
1.708487,3,0x04,0.0000,0.1111
1.709756,0,0x01,0.0000,0.0556
1.709756,1,0x02,0.0000,0.0000
1.709756,2,0x03,0.0000,0.0556
1.709756,3,0x04,0.0000,0.1111
1.714935,0,0x01,0.0000,0.0556
1.714935,1,0x02,0.0000,0.0000
1.714935,2,0x03,0.0000,0.0556
1.714935,3,0x04,0.0000,0.1111
1.716014,0,0x01,0.0000,0.0556
1.716014,1,0x02,0.0000,0.0000
1.716014,2,0x03,0.0000,0.0556
1.716014,3,0x04,0.0000,0.1111
1.717112,0,0x01,0.0000,0.0556
1.717112,1,0x02,0.0000,0.0000
1.717112,2,0x03,0.0000,0.0556
1.717112,3,0x04,0.0000,0.1111
1.718365,0,0x01,0.0000,0.0556
1.718365,1,0x02,0.0000,0.0000
1.718365,2,0x03,0.0000,0.0556
1.718365,3,0x04,0.0000,0.1111
1.719455,0,0x01,0.0000,0.0556
1.719455,1,0x02,0.0000,0.0000
1.719455,2,0x03,0.0000,0.0556
1.719455,3,0x04,0.0000,0.1111
1.720527,0,0x01,0.0000,0.0556
1.720527,1,0x02,0.0000,0.0000
1.720527,2,0x03,0.0000,0.0556
1.720527,3,0x04,0.0000,0.1111
1.725919,0,0x01,0.0000,0.0556
1.725919,1,0x02,0.0000,0.0000
1.725919,2,0x03,0.0000,0.0556
1.725919,3,0x04,0.0000,0.0556
1.727061,0,0x01,0.0000,0.0556
1.727061,1,0x02,0.0000,0.0000
1.727061,2,0x03,0.0000,0.0556
1.727061,3,0x04,0.0000,0.0556
1.728165,0,0x01,0.0000,0.0556
1.728165,1,0x02,0.0000,0.0000
1.728165,2,0x03,0.0000,0.0556
1.728165,3,0x04,0.0000,0.0556
1.729259,0,0x01,0.0000,0.0556
1.729259,1,0x02,0.0000,0.0000
1.729259,2,0x03,0.0000,0.0556
1.729259,3,0x04,0.0000,0.0556
1.730355,0,0x01,0.0000,0.0556
1.730355,1,0x02,0.0000,-0.0556
1.730355,2,0x03,0.0000,0.0556
1.730355,3,0x04,0.0000,0.0556
1.734894,0,0x01,0.0000,0.0556
1.734894,1,0x02,0.0000,-0.0556
1.734894,2,0x03,0.0000,0.0556
1.734894,3,0x04,0.0000,0.0556
1.736009,0,0x01,0.0000,0.0556
1.736009,1,0x02,0.0000,-0.0556
1.736009,2,0x03,0.0000,0.0556
1.736009,3,0x04,0.0000,0.0556
1.737113,0,0x01,0.0000,0.0556
1.737113,1,0x02,0.0000,-0.0556
1.737113,2,0x03,0.0000,0.0556
1.737113,3,0x04,0.0000,0.0556
1.738224,0,0x01,0.0000,0.0556
1.738224,1,0x02,0.0000,-0.0556
1.738224,2,0x03,0.0000,0.0556
1.738224,3,0x04,0.0000,0.0556
1.739299,0,0x01,0.0000,0.0556
1.739299,1,0x02,0.0000,-0.0556
1.739299,2,0x03,0.0000,0.0556
1.739299,3,0x04,0.0000,0.0556
1.740365,0,0x01,0.0000,0.0556
1.740365,1,0x02,0.0000,-0.0556
1.740365,2,0x03,0.0000,0.0556
1.740365,3,0x04,0.0000,0.1111
1.745914,0,0x01,0.0000,0.0556
1.745914,1,0x02,0.0000,-0.0556
1.745914,2,0x03,0.0000,0.0556
1.745914,3,0x04,0.0000,0.1111
1.747014,0,0x01,0.0000,0.0556
1.747014,1,0x02,0.0000,-0.0556
1.747014,2,0x03,0.0000,0.0556
1.747014,3,0x04,0.0000,0.1111
1.748104,0,0x01,0.0000,0.0556
1.748104,1,0x02,0.0000,-0.0556
1.748104,2,0x03,0.0000,0.0556
1.748104,3,0x04,0.0000,0.1111
1.749177,0,0x01,0.0000,0.0556
1.749177,1,0x02,0.0000,-0.0556
1.749177,2,0x03,0.0000,0.0556
1.749177,3,0x04,0.0000,0.1111
1.750278,0,0x01,0.0000,0.0556
1.750278,1,0x02,0.0000,-0.0556
1.750278,2,0x03,0.0000,0.0556
1.750278,3,0x04,0.0000,0.1111
1.755894,0,0x01,0.0000,0.0556
1.755894,1,0x02,0.0000,-0.0556
1.755894,2,0x03,0.0000,0.0556
1.755894,3,0x04,0.0000,0.1111
1.757007,0,0x01,0.0000,0.0556
1.757007,1,0x02,0.0000,-0.0556
1.757007,2,0x03,0.0000,0.0556
1.757007,3,0x04,0.0000,0.1111
1.758099,0,0x01,0.0000,0.0556
1.758099,1,0x02,0.0000,-0.0556
1.758099,2,0x03,0.0000,0.0556
1.758099,3,0x04,0.0000,0.1111
1.759170,0,0x01,0.0000,0.0556
1.759170,1,0x02,0.0000,-0.0556
1.759170,2,0x03,0.0000,0.0556
1.759170,3,0x04,0.0000,0.1111
1.760265,0,0x01,0.0000,0.0556
1.760265,1,0x02,0.0000,-0.0556
1.760265,2,0x03,0.0000,0.0556
1.760265,3,0x04,0.0000,0.1111
1.764847,0,0x01,0.0000,0.0556
1.764847,1,0x02,0.0000,-0.0556
1.764847,2,0x03,0.0000,0.0556
1.764847,3,0x04,0.0000,0.1111
1.765919,0,0x01,0.0000,0.0556
1.765919,1,0x02,0.0000,-0.0556
1.765919,2,0x03,0.0000,0.0556
1.765919,3,0x04,0.0000,0.1111
1.766991,0,0x01,0.0000,0.0556
1.766991,1,0x02,0.0000,-0.0556
1.766991,2,0x03,0.0000,0.0556
1.766991,3,0x04,0.0000,0.1111
1.768068,0,0x01,0.0000,0.0556
1.768068,1,0x02,0.0000,-0.0556
1.768068,2,0x03,0.0000,0.0556
1.768068,3,0x04,0.0000,0.1111
1.769155,0,0x01,0.0000,0.0556
1.769155,1,0x02,0.0000,-0.0556
1.769155,2,0x03,0.0000,0.0556
1.769155,3,0x04,0.0000,0.1111
1.770227,0,0x01,0.0000,0.0556
1.770227,1,0x02,0.0000,-0.0556
1.770227,2,0x03,0.0000,0.0556
1.770227,3,0x04,0.0000,0.1111
1.775865,0,0x01,0.0000,0.0556
1.775865,1,0x02,0.0000,-0.0556
1.775865,2,0x03,0.0000,0.0556
1.775865,3,0x04,0.0000,0.1111
1.776954,0,0x01,0.0000,0.0556
1.776954,1,0x02,0.0000,-0.0556
1.776954,2,0x03,0.0000,0.0556
1.776954,3,0x04,0.0000,0.1111
1.778041,0,0x01,0.0000,0.0556
1.778041,1,0x02,0.0000,-0.0556
1.778041,2,0x03,0.0000,0.0556
1.778041,3,0x04,0.0000,0.1111
1.779129,0,0x01,0.0000,0.0556
1.779129,1,0x02,0.0000,-0.0556
1.779129,2,0x03,0.0000,0.0556
1.779129,3,0x04,0.0000,0.1111
1.780202,0,0x01,0.0000,0.0556
1.780202,1,0x02,0.0000,0.0000
1.780202,2,0x03,0.0000,0.0556
1.780202,3,0x04,0.0000,0.1111
1.784881,0,0x01,0.0000,0.0556
1.784881,1,0x02,0.0000,0.0000
1.784881,2,0x03,0.0000,0.0556
1.784881,3,0x04,0.0000,0.1111
1.785979,0,0x01,0.0000,0.0556
1.785979,1,0x02,0.0000,0.0000
1.785979,2,0x03,0.0000,0.0556
1.785979,3,0x04,0.0000,0.1111
1.787080,0,0x01,0.0000,0.0556
1.787080,1,0x02,0.0000,0.0000
1.787080,2,0x03,0.0000,0.0556
1.787080,3,0x04,0.0000,0.1111
1.788193,0,0x01,0.0000,0.0556
1.788193,1,0x02,0.0000,0.0000
1.788193,2,0x03,0.0000,0.0556
1.788193,3,0x04,0.0000,0.1111
1.789276,0,0x01,0.0000,0.0556
1.789276,1,0x02,0.0000,0.0000
1.789276,2,0x03,0.0000,0.0556
1.789276,3,0x04,0.0000,0.1111
1.790345,0,0x01,0.0000,0.0556
1.790345,1,0x02,0.0000,0.0000
1.790345,2,0x03,0.0000,0.0556
1.790345,3,0x04,0.0000,0.1111
1.795882,0,0x01,0.0000,0.0556
1.795882,1,0x02,0.0000,0.0000
