servo_idx,pos_limit_deg,pos_cmd_at_limit,neg_limit_deg,neg_cmd_at_limit,total_travel_deg,midpoint_deg,asymmetry_deg
0,14.168087500000002,15.0,-54.83330294117647,-55.0,69.00139044117647,-20.332607720588236,-40.66521544117647
1,46.74735238095237,50.0,-54.8003,-55.0,101.54765238095237,-4.026473809523814,-8.052947619047629
2,38.944400000000016,40.0,-54.802628947368426,-55.0,93.74702894736845,-7.929114473684205,-15.85822894736841
3,49.0033696969697,50.0,-55.0,-55.0,104.0033696969697,-2.9983151515151505,-5.996630303030301
