t_s,servo_idx,node_id,cmd_deg,fb_deg
2.000338,0,0x01,0.0000,-0.1111
2.000338,1,0x02,0.0000,0.0556
2.000338,2,0x03,0.0000,0.1111
2.000338,3,0x04,0.0000,0.0556
2.007065,0,0x01,0.0000,-0.1111
2.007065,1,0x02,0.0000,0.0556
2.007065,2,0x03,0.0000,0.1111
2.007065,3,0x04,0.0000,0.0556
2.008144,0,0x01,0.0000,-0.1111
2.008144,1,0x02,0.0000,0.0556
2.008144,2,0x03,0.0000,0.1111
2.008144,3,0x04,0.0000,0.0556
2.009284,0,0x01,0.0000,-0.1111
2.009284,1,0x02,0.0000,0.0556
2.009284,2,0x03,0.0000,0.1111
2.009284,3,0x04,0.0000,0.0556
2.010380,0,0x01,0.0000,-0.1111
2.010380,1,0x02,0.0000,0.0556
2.010380,2,0x03,0.0000,0.0556
2.010380,3,0x04,0.0000,0.0556
2.015767,0,0x01,0.0000,-0.1111
2.015767,1,0x02,0.0000,0.0556
2.015767,2,0x03,0.0000,0.0556
2.015767,3,0x04,0.0000,0.0556
2.016892,0,0x01,0.0000,-0.1111
2.016892,1,0x02,0.0000,0.0556
2.016892,2,0x03,0.0000,0.0556
2.016892,3,0x04,0.0000,0.0556
2.018211,0,0x01,0.0000,-0.1111
2.018211,1,0x02,0.0000,0.0556
2.018211,2,0x03,0.0000,0.0556
2.018211,3,0x04,0.0000,0.0556
2.019338,0,0x01,0.0000,-0.1111
2.019338,1,0x02,0.0000,0.0556
2.019338,2,0x03,0.0000,0.0556
2.019338,3,0x04,0.0000,0.0556
2.020461,0,0x01,0.0000,-0.1111
2.020461,1,0x02,0.0000,0.0556
2.020461,2,0x03,0.0000,0.0556
2.020461,3,0x04,0.0000,0.0556
2.029686,0,0x01,0.0000,-0.1111
2.029686,1,0x02,0.0000,0.0556
2.029686,2,0x03,0.0000,0.0556
2.029686,3,0x04,0.0000,0.0556
2.030766,0,0x01,0.0000,-0.0556
2.030766,1,0x02,0.0000,0.0556
2.030766,2,0x03,0.0000,0.1111
2.030766,3,0x04,0.0000,0.0556
2.037768,0,0x01,0.0000,-0.0556
2.037768,1,0x02,0.0000,0.0556
2.037768,2,0x03,0.0000,0.1111
2.037768,3,0x04,0.0000,0.0556
2.038870,0,0x01,0.0000,-0.0556
2.038870,1,0x02,0.0000,0.0556
2.038870,2,0x03,0.0000,0.1111
2.038870,3,0x04,0.0000,0.0556
2.040017,0,0x01,0.0000,-0.0556
2.040017,1,0x02,0.0000,0.0556
2.040017,2,0x03,0.0000,0.1111
2.040017,3,0x04,0.0000,0.0556
2.041108,0,0x01,0.0000,-0.1111
2.041108,1,0x02,0.0000,0.0556
2.041108,2,0x03,0.0000,0.0556
2.041108,3,0x04,0.0000,0.0556
2.047764,0,0x01,0.0000,-0.1111
2.047764,1,0x02,0.0000,0.0556
2.047764,2,0x03,0.0000,0.0556
2.047764,3,0x04,0.0000,0.0556
2.048829,0,0x01,0.0000,-0.1111
2.048829,1,0x02,0.0000,0.0556
2.048829,2,0x03,0.0000,0.0556
2.048829,3,0x04,0.0000,0.0556
2.049901,0,0x01,0.0000,-0.1111
2.049901,1,0x02,0.0000,0.0556
2.049901,2,0x03,0.0000,0.0556
2.049901,3,0x04,0.0000,0.0556
2.051003,0,0x01,0.0000,-0.0556
2.051003,1,0x02,0.0000,0.0556
2.051003,2,0x03,0.0000,0.0556
2.051003,3,0x04,0.0000,0.0000
2.058762,0,0x01,0.0000,-0.0556
2.058762,1,0x02,0.0000,0.0556
2.058762,2,0x03,0.0000,0.0556
2.058762,3,0x04,0.0000,0.0000
2.059834,0,0x01,0.0000,-0.0556
2.059834,1,0x02,0.0000,0.0556
2.059834,2,0x03,0.0000,0.0556
2.059834,3,0x04,0.0000,0.0000
2.060912,0,0x01,0.0000,-0.0556
2.060912,1,0x02,0.0000,0.0556
2.060912,2,0x03,0.0000,0.0556
2.060912,3,0x04,0.0000,0.0000
2.067725,0,0x01,0.0000,-0.0556
2.067725,1,0x02,0.0000,0.0556
2.067725,2,0x03,0.0000,0.0556
2.067725,3,0x04,0.0000,0.0000
2.068765,0,0x01,0.0000,-0.0556
2.068765,1,0x02,0.0000,0.0556
2.068765,2,0x03,0.0000,0.0556
2.068765,3,0x04,0.0000,0.0000
2.069842,0,0x01,0.0000,-0.0556
2.069842,1,0x02,0.0000,0.0556
2.069842,2,0x03,0.0000,0.0556
2.069842,3,0x04,0.0000,0.0000
2.070917,0,0x01,0.0000,-0.0556
2.070917,1,0x02,0.0000,0.0556
2.070917,2,0x03,0.0000,0.0556
2.070917,3,0x04,0.0000,0.0000
2.076676,0,0x01,0.0000,-0.0556
2.076676,1,0x02,0.0000,0.0556
2.076676,2,0x03,0.0000,0.0556
2.076676,3,0x04,0.0000,0.0000
2.077750,0,0x01,0.0000,-0.0556
2.077750,1,0x02,0.0000,0.0556
2.077750,2,0x03,0.0000,0.0556
2.077750,3,0x04,0.0000,0.0000
2.078840,0,0x01,0.0000,-0.0556
2.078840,1,0x02,0.0000,0.0556
2.078840,2,0x03,0.0000,0.0556
2.078840,3,0x04,0.0000,0.0000
2.079910,0,0x01,0.0000,-0.0556
2.079910,1,0x02,0.0000,0.0556
2.079910,2,0x03,0.0000,0.0556
2.079910,3,0x04,0.0000,0.0000
2.080973,0,0x01,0.0000,-0.0556
2.080973,1,0x02,0.0000,0.0556
2.080973,2,0x03,0.0000,0.0556
2.080973,3,0x04,0.0000,0.0000
2.088696,0,0x01,0.0000,-0.0556
2.088696,1,0x02,0.0000,0.0556
2.088696,2,0x03,0.0000,0.0556
2.088696,3,0x04,0.0000,0.0000
2.089763,0,0x01,0.0000,-0.0556
2.089763,1,0x02,0.0000,0.0556
2.089763,2,0x03,0.0000,0.0556
2.089763,3,0x04,0.0000,0.0000
2.090837,0,0x01,0.0000,-0.0556
2.090837,1,0x02,0.0000,0.0556
2.090837,2,0x03,0.0000,0.0556
2.090837,3,0x04,0.0000,0.0000
2.097674,0,0x01,0.0000,-0.0556
2.097674,1,0x02,0.0000,0.0556
2.097674,2,0x03,0.0000,0.0556
2.097674,3,0x04,0.0000,0.0000
2.098742,0,0x01,0.0000,-0.0556
2.098742,1,0x02,0.0000,0.0556
2.098742,2,0x03,0.0000,0.0556
2.098742,3,0x04,0.0000,0.0000
2.099824,0,0x01,0.0000,-0.0556
2.099824,1,0x02,0.0000,0.0556
2.099824,2,0x03,0.0000,0.0556
2.099824,3,0x04,0.0000,0.0000
2.100895,0,0x01,0.0000,-0.1111
2.100895,1,0x02,0.0000,0.0556
2.100895,2,0x03,0.0000,0.0556
2.100895,3,0x04,0.0000,0.0556
2.106763,0,0x01,0.0000,-0.1111
2.106763,1,0x02,0.0000,0.0556
2.106763,2,0x03,0.0000,0.0556
2.106763,3,0x04,0.0000,0.0556
2.107856,0,0x01,0.0000,-0.1111
2.107856,1,0x02,0.0000,0.0556
2.107856,2,0x03,0.0000,0.0556
2.107856,3,0x04,0.0000,0.0556
2.108968,0,0x01,0.0000,-0.1111
2.108968,1,0x02,0.0000,0.0556
2.108968,2,0x03,0.0000,0.0556
2.108968,3,0x04,0.0000,0.0556
2.110053,0,0x01,0.0000,-0.1111
2.110053,1,0x02,0.0000,0.0556
2.110053,2,0x03,0.0000,0.0556
2.110053,3,0x04,0.0000,0.0556
2.111159,0,0x01,0.0000,-0.0556
2.111159,1,0x02,0.0000,0.0556
2.111159,2,0x03,0.0000,0.0556
