edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
0,0,up,66.2570,,3.4020,,0.1111,48
1,0,down,73.2750,8.9920,1.0988,125.2590,-0.1111,54
2,1,up,76.2550,,2.1976,150.3030,0.1111,51
3,1,down,83.2660,,1.0988,129.2580,-0.1111,59
4,2,up,42.2590,41.9850,1.6500,153.2450,0.1111,54
5,2,down,35.2650,43.9770,1.0988,124.2440,-0.0556,60
6,3,up,57.2570,,1.6514,117.2590,0.1111,53
7,3,down,44.2500,41.0020,3.8463,204.2580,-0.1111,55
8,4,up,82.2630,5.9730,1.6517,194.2540,0.1111,57
9,4,down,18.2190,47.0330,1.0978,116.2400,-0.1111,50
10,5,up,76.2390,,1.6487,166.2450,0.1111,52
11,5,down,64.2470,,1.0988,118.2150,-0.1111,53
12,6,up,93.2790,,1.6487,154.2640,0.1111,49
13,6,down,21.2700,51.9810,1.0976,118.2300,-0.1111,57
14,7,up,93.2460,,1.6539,186.2460,0.1111,48
15,7,down,63.2480,2.9890,1.0988,123.2400,-0.1111,53
16,8,up,64.2370,65.9860,1.6487,174.2360,0.1111,51
17,8,down,93.2380,,2.7475,208.2810,-0.1111,57
18,9,up,105.2410,,1.6487,163.2310,0.1667,49
19,9,down,19.2290,47.0110,3.2934,185.2440,-0.1111,53
20,10,up,55.2290,3.0000,1.6487,112.2290,0.1111,54
21,10,down,77.2930,,1.0988,124.2680,-0.0556,59
22,11,up,64.2310,27.0080,1.6532,184.2540,0.1111,57
23,11,down,65.2350,58.0060,1.0979,123.2410,-0.1111,54
24,12,up,55.2420,,1.6487,113.2250,0.1111,57
25,12,down,44.2270,50.9960,2.1961,145.2330,-0.1111,49
26,13,up,75.2340,5.9860,1.6487,136.2400,0.1111,56
27,13,down,88.2860,,2.1976,216.2210,-0.1111,57
28,14,up,54.2560,5.9440,1.6487,114.2220,0.1111,63
29,14,down,93.2340,2.9960,1.0988,153.2280,-0.1111,58
30,15,up,18.2760,81.9440,1.6487,113.2450,0.1111,49
31,15,down,79.2580,,1.0988,142.2930,-0.1111,59
32,16,up,86.2420,1.9800,1.6500,144.2380,0.1111,55
33,16,down,99.2500,,2.7475,186.2150,-0.1111,56
34,17,up,67.2250,,2.1976,144.2510,0.1111,53
35,17,down,25.2380,39.9830,1.0976,112.2160,-0.1111,56
36,18,up,56.2350,46.9800,1.6502,158.1980,0.1111,54
37,18,down,85.2280,,2.7475,206.2180,-0.1111,54
38,19,up,62.2140,5.6650,1.6487,122.2170,0.1667,54
39,19,down,63.2170,,1.0978,124.2070,-0.1111,60
40,20,up,27.3090,45.9080,2.1993,139.2750,0.1667,52
41,20,down,58.3780,6.8330,2.1946,183.2440,-0.1111,56
42,21,up,34.2030,38.0550,1.6487,140.1980,0.1111,55
43,21,down,28.2300,39.9540,1.0988,116.2100,-0.1111,51
44,22,up,26.2290,87.9720,1.6487,165.2090,0.1111,54
45,22,down,54.2120,60.9970,1.0988,115.2090,-0.1111,47
46,23,up,77.2060,,1.6487,128.1970,0.1111,51
47,23,down,66.2000,,1.0988,124.2030,-0.1111,53
