edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
0,0,up,33.0850,68.0450,3.4098,,0.1111,56
1,0,down,94.0980,,3.3036,181.0800,-0.1667,60
2,1,up,24.1010,39.0000,1.6472,118.0850,0.0556,57
3,1,down,26.4110,66.7290,3.3115,147.0940,-0.1111,53
4,2,up,64.1160,19.0200,1.6487,135.1240,0.1111,56
5,2,down,87.1260,,1.6505,131.0960,-0.1111,58
6,3,up,28.1070,48.0250,1.6487,135.1380,0.0556,54
7,3,down,45.1570,49.9760,3.3146,185.1330,-0.1111,48
8,4,up,27.1500,44.9910,1.6469,121.1260,0.0556,44
9,4,down,65.1560,,1.6578,115.1500,-0.1111,56
10,5,up,91.1650,,1.6487,145.1560,0.0556,50
11,5,down,24.1690,46.9760,1.6578,111.1560,-0.1111,54
12,6,up,53.1690,60.9990,0.5506,165.1650,0.0556,48
13,6,down,45.1830,60.9830,1.6578,202.1770,-0.1111,54
14,7,up,92.1930,,1.6500,156.1910,0.0556,60
15,7,down,85.2160,48.9740,2.7601,226.1840,-0.1111,55
16,8,up,105.2030,,1.6487,161.1890,0.0556,48
17,8,down,35.1980,37.0080,3.3146,204.2080,-0.1111,52
18,9,up,34.2120,41.0190,1.6509,136.2140,0.0556,49
19,9,down,32.2510,41.9940,1.6593,111.2290,-0.1111,64
20,10,up,31.2200,46.1940,1.6487,132.2180,0.1111,46
21,10,down,44.2270,71.0070,2.2057,166.2260,-0.1111,48
22,11,up,55.2460,10.9920,1.1003,159.2190,0.0556,51
23,11,down,103.2390,4.0050,2.7596,219.2400,-0.1111,59
24,12,up,82.2490,55.9780,0.5499,213.2510,0.0556,49
25,12,down,107.2490,,3.3172,214.2560,-0.1111,51
26,13,up,56.2670,57.0020,2.1936,171.3150,0.0556,51
27,13,down,93.2770,,1.6578,144.2780,-0.1111,45
28,14,up,80.2610,44.0260,1.6487,178.3180,0.0556,53
29,14,down,35.2920,32.9940,3.3146,204.3060,-0.1111,52
30,15,up,68.2740,23.0130,1.0998,165.2870,0.0556,58
31,15,down,49.2840,49.0060,3.8622,195.3110,-0.1111,49
32,16,up,29.3060,66.0260,1.0988,146.3030,0.1111,58
33,16,down,29.3150,56.9960,1.6505,124.3200,-0.1111,52
34,17,up,94.3680,,2.1976,158.3440,0.0556,47
35,17,down,103.3530,,3.3146,228.3240,-0.1111,53
36,18,up,52.3330,55.0110,1.6487,120.3070,0.0556,60
37,18,down,104.3360,,3.3146,215.3570,-0.1111,51
38,19,up,67.4300,,1.6532,125.3810,0.1111,52
39,19,down,30.3610,31.9910,1.1040,106.4160,-0.1111,58
40,20,up,36.3610,69.1030,1.1008,165.3750,0.0556,52
41,20,down,41.3750,25.1480,1.1028,115.4200,-0.0556,53
42,21,up,27.3820,39.9960,1.6541,116.6410,0.0556,47
43,21,down,66.4760,,1.6578,125.3870,-0.1111,48
44,22,up,55.4090,57.9810,1.1018,158.4190,0.0556,50
45,22,down,35.4090,81.0150,1.6560,119.4000,-0.1111,54
46,23,up,72.4100,4.2870,2.1976,192.4560,0.0000,50
47,23,down,67.7410,20.6690,1.6591,166.4470,-0.1111,46
48,24,up,63.4160,3.3840,1.6469,120.4080,0.0556,54
49,24,down,62.4570,30.9680,1.6560,194.4370,-0.1111,42
50,25,up,56.4370,57.9970,1.6487,117.4190,0.1111,50
51,25,down,73.4560,22.9700,2.7588,223.6240,-0.1111,51
52,26,up,31.4340,43.0330,1.0988,118.4340,0.0556,55
53,26,down,26.4520,67.0240,1.6578,117.4470,-0.1111,58
54,27,up,51.4540,24.4120,0.5496,122.4730,0.0556,51
55,27,down,55.4880,50.9570,1.6578,106.4450,-0.1111,50
56,28,up,94.4760,,0.5499,145.4800,0.0556,49
57,28,down,63.4840,3.6970,3.3146,158.4750,-0.1111,52
58,29,up,58.4980,5.9920,2.1916,132.4880,0.0556,47
59,29,down,84.4900,,1.6578,133.4940,-0.1111,55
60,30,up,66.5000,,1.0988,156.4690,0.0556,46
61,30,down,65.4960,,1.6555,113.5080,-0.1111,52
62,31,up,106.4990,,1.6469,158.4970,0.0556,48
63,31,down,47.5750,22.9360,3.3120,197.5090,-0.1667,57
64,32,up,116.5230,,1.6435,174.5250,0.0556,53
65,32,down,96.5630,,2.2057,218.5150,-0.1111,49
66,33,up,83.6640,,1.6487,135.5430,0.0556,52
67,33,down,85.5440,,3.3146,170.7550,-0.0556,53
68,34,up,34.6170,70.9290,1.0998,153.5440,0.0556,46
69,34,down,30.5660,55.0010,2.2097,166.9700,-0.1111,46
70,35,up,85.5770,,2.1976,148.5950,0.0556,42
71,35,down,54.5730,52.0020,2.2097,154.5860,-0.1111,43
72,36,up,31.6060,39.9790,0.5499,153.5680,0.0556,51
73,36,down,76.5960,27.9950,1.6578,164.5880,-0.1111,53
74,37,up,83.5910,44.9940,1.0988,186.6040,0.0556,53
75,37,down,86.1480,5.6030,1.6596,146.6050,-0.1667,46
76,38,up,64.5970,,1.6472,115.6010,0.0556,47
77,38,down,55.6150,20.0020,3.3172,193.6220,-0.1111,57
78,39,up,75.6290,17.0050,1.1003,163.6300,0.0556,43
79,39,down,32.6300,42.0220,2.2080,151.6240,-0.1111,53
80,40,up,112.6260,,1.6502,163.6500,0.1111,48
81,40,down,54.6590,60.9730,1.6523,115.6320,-0.1111,37
82,41,up,63.6490,54.9980,1.0988,168.6520,0.0556,41
83,41,down,55.6770,57.9680,1.6578,118.0390,-0.1111,42
84,42,up,24.6610,43.5970,1.0998,118.3840,0.1111,45
85,42,down,75.6600,2.9790,1.6547,125.6600,-0.1111,50
