edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
41,20,down,64.5850,69.8960,2.7652,195.5880,-0.0556,63
42,21,up,37.4090,43.9590,0.0000,156.4140,0.0000,52
43,21,down,56.5970,2.8080,2.2245,143.6020,-0.0556,54
44,22,up,30.4220,65.0500,0.0000,153.4390,0.0000,53
45,22,down,61.4600,5.9650,2.7780,166.5530,-0.0556,58
46,23,up,62.6230,,0.5533,103.4550,0.0000,45
47,23,down,73.4650,9.9950,2.7754,163.6090,-0.0556,57
48,24,up,45.4790,47.0390,0.0000,115.4670,0.0000,54
49,24,down,30.4690,35.0170,2.7780,172.4830,-0.1111,59
50,25,up,45.4980,42.0760,0.0000,147.6150,-0.0556,57
51,25,down,82.4970,,2.7935,153.5170,-0.0556,51
52,26,up,56.6760,57.8880,0.0000,114.5640,0.0000,55
53,26,down,48.5050,10.0040,1.6705,146.5180,-0.1111,61
54,27,up,43.5320,20.0020,0.0000,134.5350,-0.0556,50
55,27,down,85.5430,,2.7857,182.5380,0.0000,59
56,28,up,72.5440,9.0010,0.5534,130.5370,0.0000,50
57,28,down,63.6520,,2.2220,172.6380,-0.0556,55
58,29,up,18.5990,56.9620,0.5529,132.5640,0.0556,48
59,29,down,63.5720,8.9990,2.2138,161.5720,-0.0556,56
60,30,up,18.7060,46.8600,0.5534,103.5800,0.0000,54
61,30,down,84.6590,,2.2261,154.6130,-0.1111,51
62,31,up,95.6830,,0.5487,145.6030,0.0000,45
63,31,down,30.5890,64.0210,1.6670,152.6460,-0.1667,54
64,32,up,64.6580,4.2050,0.0000,112.6500,0.0000,53
65,32,down,88.6280,9.1370,2.2282,196.6470,-0.0556,58
66,33,up,13.6530,50.0720,0.5512,117.6260,0.0000,54
67,33,down,85.6450,,2.7754,183.6490,-0.1111,57
68,34,up,46.6840,25.9880,0.0000,134.6620,0.0000,54
69,34,down,62.7440,30.0470,2.2220,175.8500,-0.1111,54
70,35,up,53.7560,71.9660,3.8632,161.6870,0.0556,50
71,35,down,48.6700,67.0250,1.1049,115.6950,-0.1111,54
72,36,up,91.7130,,0.5517,137.7300,0.0000,52
73,36,down,55.7050,16.0730,2.7780,134.7000,-0.1111,56
74,37,up,42.7390,33.9700,0.0000,145.7260,-0.0556,53
75,37,down,60.7020,58.0060,2.7935,151.7470,-0.0556,60
76,38,up,74.7260,61.0070,0.0000,135.7330,0.0000,49
77,38,down,84.7420,,1.6716,129.7370,-0.1111,63
78,39,up,52.8380,84.2010,0.5499,137.0390,0.0000,53
79,39,down,24.8300,53.6540,1.1110,142.8930,-0.0556,55
80,40,up,44.7740,69.9960,0.0000,175.7730,-0.0556,52
81,40,down,30.7670,53.0260,2.7935,175.7880,-0.0556,64
82,41,up,105.8940,,0.5519,152.7970,0.0000,50
83,41,down,65.7990,52.9870,2.7780,187.7880,-0.0556,55
84,42,up,95.8050,,0.5529,155.8060,0.0556,43
85,42,down,72.9420,,2.2138,155.8150,-0.1111,59
86,43,up,18.8040,39.9900,0.5509,103.9620,0.0556,47
87,43,down,71.9160,22.9920,1.6615,165.8370,-0.1111,56
88,44,up,24.8420,43.0000,0.5493,118.8350,0.0000,51
89,44,down,43.8500,71.9900,1.1110,162.8420,-0.0556,53
90,45,up,58.1320,9.1680,0.5529,113.8560,0.0000,55
91,45,down,64.8730,2.9740,3.3330,167.8550,-0.1111,59
92,46,up,24.8840,39.9920,0.0000,114.9180,0.0000,53
93,46,down,73.9910,,2.7780,179.9510,-0.1111,48
94,47,up,53.9540,68.9460,0.0000,130.8730,-0.0556,52
95,47,down,45.8980,71.2310,2.2303,152.9160,0.0000,60
96,48,up,34.9460,28.9540,0.5556,105.9100,0.0000,58
97,48,down,24.9200,81.9700,2.2220,154.9280,-0.1111,58
98,49,up,20.9950,67.9140,0.5495,111.9530,0.0000,48
99,49,down,87.0320,,2.7780,,5.0556,89
