edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
0,0,up,82.9650,,1.1120,144.1260,0.0000,51
1,0,down,78.9680,,2.7780,177.9640,-0.0556,55
2,1,up,27.9710,45.0220,0.0000,123.9930,0.0000,50
3,1,down,64.0050,,2.2220,146.9950,-0.1111,49
4,2,up,63.0040,21.0110,0.0000,154.0800,0.0000,55
5,2,down,73.0250,18.9970,1.6693,166.0250,-0.1111,55
6,3,up,57.0130,17.0230,0.0000,144.0310,0.0000,64
7,3,down,54.0490,60.9980,1.6670,175.0400,-0.1111,58
8,4,up,94.0490,,0.0000,144.0510,0.0000,50
9,4,down,22.1900,39.8800,1.6682,128.0490,-0.1111,46
10,5,up,52.0870,74.0570,0.5504,132.0740,0.0000,57
11,5,down,73.0860,,2.2220,645.0900,-0.1667,55
12,6,up,15.0950,59.0820,0.0000,119.1030,-0.0556,55
13,6,down,94.1690,,2.7873,204.1170,-0.0556,56
14,7,up,95.1490,,0.0000,142.1670,0.0000,53
15,7,down,113.1330,,2.2220,213.1290,-0.1667,54
16,8,up,64.1400,71.0070,0.5486,142.1460,0.0000,54
17,8,down,32.2250,43.9380,1.6624,122.1570,-0.1111,55
18,9,up,27.1410,66.1940,0.0000,154.1740,0.0000,55
19,9,down,45.1690,29.0010,2.2220,144.1930,-0.0556,62
20,10,up,21.1570,45.0210,0.0000,124.1850,0.0000,52
21,10,down,63.1960,21.9960,1.6670,156.2420,-0.1667,52
22,11,up,43.2030,50.9990,0.0000,100.1790,0.0000,54
23,11,down,23.2360,39.9780,2.2234,172.2290,-0.1111,59
24,12,up,76.2310,57.0040,0.0000,133.2350,0.0000,48
25,12,down,55.2330,5.9860,2.2235,131.2130,-0.1111,58
26,13,up,62.3350,,0.0000,115.2520,-0.0556,53
27,13,down,24.2620,71.0770,1.1147,145.3010,-0.0556,54
28,14,up,62.2630,23.0040,0.5529,169.2490,0.0000,53
29,14,down,73.3290,54.0880,2.2202,178.2740,-0.1111,60
30,15,up,54.3980,54.8950,0.5505,109.2930,0.0000,50
31,15,down,74.3860,,2.2220,197.3310,-0.0556,55
32,16,up,83.3080,4.0000,0.5529,145.3050,0.0556,47
33,16,down,52.4280,31.9030,2.2128,167.5080,-0.0556,50
34,17,up,59.3320,6.0040,2.2097,146.3340,0.0000,55
35,17,down,23.4080,41.9290,2.2179,173.5050,-0.1111,48
36,18,up,58.3430,28.0370,0.0000,155.3670,-0.0556,47
37,18,down,64.4070,3.0930,2.7857,144.4700,-0.1111,54
38,19,up,96.5290,,0.5522,154.4590,0.0000,47
39,19,down,22.3760,74.0090,1.6670,156.6290,-0.1111,54
40,20,up,56.3960,5.9920,0.5484,101.3680,0.0556,50
