t_s,servo_idx,node_id,cmd_deg,fb_deg
1.961789,0,0x01,0.0000,-0.0556
1.961789,1,0x02,0.0000,0.0000
1.961789,2,0x03,0.0000,0.1111
1.961789,3,0x04,0.0000,0.0556
1.970878,0,0x01,0.0000,-0.0556
1.970878,1,0x02,0.0000,0.0000
1.970878,2,0x03,0.0000,0.1111
1.970878,3,0x04,0.0000,0.0556
1.971951,0,0x01,0.0000,-0.0556
1.971951,1,0x02,0.0000,0.0000
1.971951,2,0x03,0.0000,0.1111
1.971951,3,0x04,0.0000,0.0556
1.979839,0,0x01,0.0000,-0.0556
1.979839,1,0x02,0.0000,0.0000
1.979839,2,0x03,0.0000,0.1111
1.979839,3,0x04,0.0000,0.0556
1.980915,0,0x01,0.0000,-0.0556
1.980915,1,0x02,0.0000,0.0000
1.980915,2,0x03,0.0000,0.1111
1.980915,3,0x04,0.0000,0.0556
1.981978,0,0x01,0.0000,-0.0556
1.981978,1,0x02,0.0000,0.0000
1.981978,2,0x03,0.0000,0.1111
1.981978,3,0x04,0.0000,0.0556
1.989731,0,0x01,0.0000,-0.0556
1.989731,1,0x02,0.0000,0.0000
1.989731,2,0x03,0.0000,0.1111
1.989731,3,0x04,0.0000,0.0556
1.990800,0,0x01,0.0000,-0.0556
1.990800,1,0x02,0.0000,0.0000
1.990800,2,0x03,0.0000,0.1111
1.990800,3,0x04,0.0000,0.0556
1.991869,0,0x01,0.0000,-0.0556
1.991869,1,0x02,0.0000,0.0000
1.991869,2,0x03,0.0000,0.1111
1.991869,3,0x04,0.0000,0.0556
2.000981,0,0x01,0.0000,-0.0556
2.000981,1,0x02,0.0000,0.0000
2.000981,2,0x03,0.0000,0.1111
2.000981,3,0x04,0.0000,0.0556
2.002100,0,0x01,0.0000,-0.0556
2.002100,1,0x02,0.0000,-0.0556
2.002100,2,0x03,0.0000,0.1111
2.002100,3,0x04,0.0000,0.0556
2.010750,0,0x01,0.0000,-0.0556
