t_s,servo_idx,node_id,cmd_deg,fb_deg
1.972589,0,0x01,0.0000,-0.0556
1.972589,1,0x02,0.0000,0.0000
1.972589,2,0x03,0.0000,0.0556
1.972589,3,0x04,0.0000,0.0556
1.979940,0,0x01,0.0000,-0.0556
1.979940,1,0x02,0.0000,0.0000
1.979940,2,0x03,0.0000,0.0556
1.979940,3,0x04,0.0000,0.0556
1.981020,0,0x01,0.0000,-0.0556
1.981020,1,0x02,0.0000,0.0000
1.981020,2,0x03,0.0000,0.0556
1.981020,3,0x04,0.0000,0.0556
1.982105,0,0x01,0.0000,-0.0556
1.982105,1,0x02,0.0000,0.0000
1.982105,2,0x03,0.0000,0.0556
1.982105,3,0x04,0.0000,0.0556
1.983182,0,0x01,0.0000,-0.0556
1.983182,1,0x02,0.0000,0.0000
1.983182,2,0x03,0.0000,0.0556
1.983182,3,0x04,0.0000,0.0556
1.989326,0,0x01,0.0000,-0.0556
1.989326,1,0x02,0.0000,0.0000
1.989326,2,0x03,0.0000,0.0556
1.989326,3,0x04,0.0000,0.0556
1.990400,0,0x01,0.0000,-0.0556
1.990400,1,0x02,0.0000,0.0000
1.990400,2,0x03,0.0000,0.0556
1.990400,3,0x04,0.0000,0.0556
1.991474,0,0x01,0.0000,-0.0556
1.991474,1,0x02,0.0000,0.0000
1.991474,2,0x03,0.0000,0.0556
1.991474,3,0x04,0.0000,0.0556
1.992554,0,0x01,0.0000,-0.0556
1.992554,1,0x02,0.0000,0.0000
1.992554,2,0x03,0.0000,0.0556
1.992554,3,0x04,0.0000,0.0556
1.993618,0,0x01,0.0000,-0.0556
1.993618,1,0x02,0.0000,0.0000
1.993618,2,0x03,0.0000,0.0556
1.993618,3,0x04,0.0000,0.0556
2.002401,0,0x01,0.0000,-0.0556
2.002401,1,0x02,0.0000,0.0000
2.002401,2,0x03,0.0000,0.0556
2.002401,3,0x04,0.0000,0.0556
2.003475,0,0x01,0.0000,-0.0556
2.003475,1,0x02,0.0000,0.0000
2.003475,2,0x03,0.0000,0.0556
2.003475,3,0x04,0.0000,0.0556
2.011385,0,0x01,0.0000,-0.0556
2.011385,1,0x02,0.0000,0.0000
2.011385,2,0x03,0.0000,0.0556
2.011385,3,0x04,0.0000,0.0556
2.012493,0,0x01,0.0000,-0.0556
2.012493,1,0x02,0.0000,0.0000
2.012493,2,0x03,0.0000,0.0556
2.012493,3,0x04,0.0000,0.0556
2.013554,0,0x01,0.0000,-0.0556
2.013554,1,0x02,0.0000,0.0000
2.013554,2,0x03,0.0000,0.0556
2.013554,3,0x04,0.0000,0.0556
2.021281,0,0x01,0.0000,-0.0556
2.021281,1,0x02,0.0000,0.0000
2.021281,2,0x03,0.0000,0.0556
2.021281,3,0x04,0.0000,0.0556
2.022376,0,0x01,0.0000,-0.0556
2.022376,1,0x02,0.0000,0.0000
2.022376,2,0x03,0.0000,0.0556
2.022376,3,0x04,0.0000,0.0556
2.023461,0,0x01,0.0000,-0.0556
2.023461,1,0x02,0.0000,0.0000
2.023461,2,0x03,0.0000,0.0556
2.023461,3,0x04,0.0000,0.0556
2.031269,0,0x01,0.0000,-0.0556
