t_s,servo_idx,node_id,cmd_deg,fb_deg
1.978780,0,0x01,0.0000,0.0556
1.978780,1,0x02,0.0000,0.0556
1.978780,2,0x03,0.0000,0.0556
1.978780,3,0x04,0.0000,0.0556
1.987812,0,0x01,0.0000,0.0556
1.987812,1,0x02,0.0000,0.0556
1.987812,2,0x03,0.0000,0.0556
1.987812,3,0x04,0.0000,0.0556
1.988880,0,0x01,0.0000,0.0556
1.988880,1,0x02,0.0000,0.0556
1.988880,2,0x03,0.0000,0.0556
1.988880,3,0x04,0.0000,0.0556
1.996044,0,0x01,0.0000,0.0556
1.996044,1,0x02,0.0000,0.0556
1.996044,2,0x03,0.0000,0.0556
1.996044,3,0x04,0.0000,0.0556
1.997139,0,0x01,0.0000,0.0556
1.997139,1,0x02,0.0000,0.0556
1.997139,2,0x03,0.0000,0.0556
1.997139,3,0x04,0.0000,0.0556
1.998216,0,0x01,0.0000,0.0556
1.998216,1,0x02,0.0000,0.0556
1.998216,2,0x03,0.0000,0.0556
1.998216,3,0x04,0.0000,0.0556
1.999301,0,0x01,0.0000,0.0556
1.999301,1,0x02,0.0000,0.0556
1.999301,2,0x03,0.0000,0.0556
1.999301,3,0x04,0.0000,0.0556
2.006082,0,0x01,0.0000,0.0556
2.006082,1,0x02,0.0000,0.0556
2.006082,2,0x03,0.0000,0.0556
2.006082,3,0x04,0.0000,0.0556
2.007152,0,0x01,0.0000,0.0556
2.007152,1,0x02,0.0000,0.0556
2.007152,2,0x03,0.0000,0.0556
2.007152,3,0x04,0.0000,0.0556
2.008230,0,0x01,0.0000,0.0556
2.008230,1,0x02,0.0000,0.0556
2.008230,2,0x03,0.0000,0.0556
2.008230,3,0x04,0.0000,0.0556
2.009307,0,0x01,0.0000,0.0556
2.009307,1,0x02,0.0000,0.0556
2.009307,2,0x03,0.0000,0.0556
2.009307,3,0x04,0.0000,0.0556
2.018090,0,0x01,0.0000,0.0556
2.018090,1,0x02,0.0000,0.0556
2.018090,2,0x03,0.0000,0.0556
2.018090,3,0x04,0.0000,0.0556
2.019191,0,0x01,0.0000,0.0556
2.019191,1,0x02,0.0000,0.0556
2.019191,2,0x03,0.0000,0.0556
2.019191,3,0x04,0.0000,0.0556
2.026910,0,0x01,0.0000,0.0556
2.026910,1,0x02,0.0000,0.0556
2.026910,2,0x03,0.0000,0.0556
2.026910,3,0x04,0.0000,0.0556
2.028014,0,0x01,0.0000,0.0556
2.028014,1,0x02,0.0000,0.0556
2.028014,2,0x03,0.0000,0.0556
2.028014,3,0x04,0.0000,0.0556
2.029084,0,0x01,0.0000,0.0556
2.029084,1,0x02,0.0000,0.0556
2.029084,2,0x03,0.0000,0.0556
2.029084,3,0x04,0.0000,0.0556
2.036892,0,0x01,0.0000,0.0556
2.036892,1,0x02,0.0000,0.0556
2.036892,2,0x03,0.0000,0.0556
2.036892,3,0x04,0.0000,0.0556
2.037970,0,0x01,0.0000,0.0556
2.037970,1,0x02,0.0000,0.0556
2.037970,2,0x03,0.0000,0.0556
2.037970,3,0x04,0.0000,0.0556
2.039043,0,0x01,0.0000,0.0556
2.039043,1,0x02,0.0000,0.0556
2.039043,2,0x03,0.0000,0.0556
2.039043,3,0x04,0.0000,0.0556
2.045948,0,0x01,0.0000,0.0556
2.045948,1,0x02,0.0000,0.0556
2.045948,2,0x03,0.0000,0.0556
2.045948,3,0x04,0.0000,0.0556
2.047043,0,0x01,0.0000,0.0556
2.047043,1,0x02,0.0000,0.0556
2.047043,2,0x03,0.0000,0.0556
2.047043,3,0x04,0.0000,0.0556
2.048083,0,0x01,0.0000,0.0556
2.048083,1,0x02,0.0000,0.0556
2.048083,2,0x03,0.0000,0.0556
2.048083,3,0x04,0.0000,0.0556
2.049179,0,0x01,0.0000,0.0556
2.049179,1,0x02,0.0000,0.0556
2.049179,2,0x03,0.0000,0.0556
2.049179,3,0x04,0.0000,0.0556
2.057912,0,0x01,0.0000,0.0556
2.057912,1,0x02,0.0000,0.0556
