t_s,servo_idx,node_id,cmd_deg,fb_deg
2.061459,0,0x01,0.0000,0.0556
2.061459,1,0x02,0.0000,0.0000
2.061459,2,0x03,0.0000,0.0000
2.061459,3,0x04,0.0000,0.0000
2.071643,0,0x01,0.0000,0.0000
2.071643,1,0x02,0.0000,0.0000
2.071643,2,0x03,0.0000,0.0000
2.071643,3,0x04,0.0000,0.0000
2.077898,0,0x01,0.0000,0.0000
2.077898,1,0x02,0.0000,0.0000
2.077898,2,0x03,0.0000,0.0000
2.077898,3,0x04,0.0000,0.0000
2.078978,0,0x01,0.0000,0.0000
2.078978,1,0x02,0.0000,0.0000
2.078978,2,0x03,0.0000,0.0000
2.078978,3,0x04,0.0000,0.0000
2.080083,0,0x01,0.0000,0.0000
2.080083,1,0x02,0.0000,0.0000
2.080083,2,0x03,0.0000,0.0000
2.080083,3,0x04,0.0000,0.0000
2.081169,0,0x01,0.0000,0.0000
2.081169,1,0x02,0.0000,0.0000
2.081169,2,0x03,0.0000,0.0000
2.081169,3,0x04,0.0000,0.0000
2.082292,0,0x01,0.0000,0.0556
2.082292,1,0x02,0.0000,0.0000
2.082292,2,0x03,0.0000,0.0000
2.082292,3,0x04,0.0000,0.0000
2.089902,0,0x01,0.0000,0.0556
2.089902,1,0x02,0.0000,0.0000
2.089902,2,0x03,0.0000,0.0000
2.089902,3,0x04,0.0000,0.0000
2.090984,0,0x01,0.0000,0.0556
2.090984,1,0x02,0.0000,0.0000
2.090984,2,0x03,0.0000,0.0000
2.090984,3,0x04,0.0000,0.0000
2.092065,0,0x01,0.0000,0.0556
2.092065,1,0x02,0.0000,0.0000
2.092065,2,0x03,0.0000,0.0000
2.092065,3,0x04,0.0000,0.0000
2.098891,0,0x01,0.0000,0.0556
2.098891,1,0x02,0.0000,0.0000
2.098891,2,0x03,0.0000,0.0000
2.098891,3,0x04,0.0000,0.0000
2.099975,0,0x01,0.0000,0.0556
2.099975,1,0x02,0.0000,0.0000
2.099975,2,0x03,0.0000,0.0000
2.099975,3,0x04,0.0000,0.0000
2.101079,0,0x01,0.0000,0.0556
2.101079,1,0x02,0.0000,0.0000
2.101079,2,0x03,0.0000,0.0000
2.101079,3,0x04,0.0000,0.0000
2.102161,0,0x01,0.0000,0.0556
2.102161,1,0x02,0.0000,0.0000
2.102161,2,0x03,0.0000,0.0000
