t_s,servo_idx,node_id,cmd_deg,fb_deg
1.964554,0,0x01,0.0000,-0.1111
1.964554,1,0x02,0.0000,-0.0556
1.964554,2,0x03,0.0000,-0.0556
1.964554,3,0x04,0.0000,-0.1667
1.976634,0,0x01,0.0000,-0.1111
1.976634,1,0x02,0.0000,-0.0556
1.976634,2,0x03,0.0000,-0.0556
1.976634,3,0x04,0.0000,-0.1667
1.983101,0,0x01,0.0000,-0.0556
1.983101,1,0x02,0.0000,-0.0556
1.983101,2,0x03,0.0000,-0.0556
1.983101,3,0x04,0.0000,-0.1667
1.984195,0,0x01,0.0000,-0.0556
1.984195,1,0x02,0.0000,-0.0556
1.984195,2,0x03,0.0000,-0.0556
1.984195,3,0x04,0.0000,-0.1667
1.985285,0,0x01,0.0000,-0.0556
1.985285,1,0x02,0.0000,-0.0556
1.985285,2,0x03,0.0000,-0.0556
1.985285,3,0x04,0.0000,-0.1667
1.993061,0,0x01,0.0000,-0.0556
1.993061,1,0x02,0.0000,-0.0556
1.993061,2,0x03,0.0000,-0.0556
1.993061,3,0x04,0.0000,-0.1667
1.994137,0,0x01,0.0000,-0.0556
1.994137,1,0x02,0.0000,-0.0556
1.994137,2,0x03,0.0000,-0.0556
1.994137,3,0x04,0.0000,-0.1667
1.995211,0,0x01,0.0000,-0.0556
1.995211,1,0x02,0.0000,-0.0556
1.995211,2,0x03,0.0000,-0.0556
1.995211,3,0x04,0.0000,-0.1667
2.003002,0,0x01,0.0000,-0.0556
2.003002,1,0x02,0.0000,-0.0556
2.003002,2,0x03,0.0000,-0.0556
2.003002,3,0x04,0.0000,-0.1667
2.004067,0,0x01,0.0000,-0.0556
2.004067,1,0x02,0.0000,-0.0556
2.004067,2,0x03,0.0000,-0.0556
2.004067,3,0x04,0.0000,-0.1667
2.005132,0,0x01,0.0000,-0.0556
2.005132,1,0x02,0.0000,-0.0556
2.005132,2,0x03,0.0000,-0.0556
2.005132,3,0x04,0.0000,-0.1667
2.013036,0,0x01,0.0000,-0.0556
2.013036,1,0x02,0.0000,-0.0556
2.013036,2,0x03,0.0000,-0.0556
2.013036,3,0x04,0.0000,-0.1667
2.014109,0,0x01,0.0000,-0.0556
2.014109,1,0x02,0.0000,-0.0556
2.014109,2,0x03,0.0000,-0.0556
2.014109,3,0x04,0.0000,-0.1667
2.015180,0,0x01,0.0000,-0.0556
2.015180,1,0x02,0.0000,-0.0556
