t_s,servo_idx,node_id,cmd_deg,fb_deg
1.963288,0,0x01,0.0000,-0.1111
1.963288,1,0x02,0.0000,-0.0556
1.963288,2,0x03,0.0000,-0.1111
1.963288,3,0x04,0.0000,-0.1667
1.971586,0,0x01,0.0000,-0.1111
1.971586,1,0x02,0.0000,-0.0556
1.971586,2,0x03,0.0000,-0.1111
1.971586,3,0x04,0.0000,-0.1667
1.972655,0,0x01,0.0000,-0.1111
1.972655,1,0x02,0.0000,-0.0556
1.972655,2,0x03,0.0000,-0.1111
1.972655,3,0x04,0.0000,-0.1667
1.973745,0,0x01,0.0000,-0.1111
1.973745,1,0x02,0.0000,-0.0556
1.973745,2,0x03,0.0000,-0.1111
1.973745,3,0x04,0.0000,-0.1667
1.980929,0,0x01,0.0000,-0.1111
1.980929,1,0x02,0.0000,-0.0556
1.980929,2,0x03,0.0000,-0.1111
1.980929,3,0x04,0.0000,-0.1667
1.982248,0,0x01,0.0000,-0.1111
1.982248,1,0x02,0.0000,-0.0556
1.982248,2,0x03,0.0000,-0.1111
1.982248,3,0x04,0.0000,-0.1667
1.983332,0,0x01,0.0000,-0.1111
1.983332,1,0x02,0.0000,-0.0556
1.983332,2,0x03,0.0000,-0.1111
1.983332,3,0x04,0.0000,-0.1667
1.989950,0,0x01,0.0000,-0.1111
1.989950,1,0x02,0.0000,-0.0556
1.989950,2,0x03,0.0000,-0.1111
1.989950,3,0x04,0.0000,-0.1667
1.991026,0,0x01,0.0000,-0.1111
1.991026,1,0x02,0.0000,-0.0556
1.991026,2,0x03,0.0000,-0.1111
1.991026,3,0x04,0.0000,-0.1667
1.992099,0,0x01,0.0000,-0.1111
1.992099,1,0x02,0.0000,-0.0556
1.992099,2,0x03,0.0000,-0.1111
1.992099,3,0x04,0.0000,-0.1667
1.993176,0,0x01,0.0000,-0.1111
1.993176,1,0x02,0.0000,-0.0556
1.993176,2,0x03,0.0000,-0.1111
1.993176,3,0x04,0.0000,-0.1667
1.994252,0,0x01,0.0000,-0.1111
1.994252,1,0x02,0.0000,-0.0556
1.994252,2,0x03,0.0000,-0.1111
1.994252,3,0x04,0.0000,-0.1667
2.001946,0,0x01,0.0000,-0.1111
2.001946,1,0x02,0.0000,-0.0556
2.001946,2,0x03,0.0000,-0.1111
2.001946,3,0x04,0.0000,-0.1667
2.003020,0,0x01,0.0000,-0.1111
2.003020,1,0x02,0.0000,-0.0556
2.003020,2,0x03,0.0000,-0.1111
2.003020,3,0x04,0.0000,-0.1667
2.004092,0,0x01,0.0000,-0.1111
2.004092,1,0x02,0.0000,-0.0556
2.004092,2,0x03,0.0000,-0.1111
2.004092,3,0x04,0.0000,-0.1667
2.010923,0,0x01,0.0000,-0.1111
2.010923,1,0x02,0.0000,-0.0556
2.010923,2,0x03,0.0000,-0.1111
2.010923,3,0x04,0.0000,-0.1667
2.011988,0,0x01,0.0000,-0.1111
2.011988,1,0x02,0.0000,-0.0556
2.011988,2,0x03,0.0000,-0.1111
2.011988,3,0x04,0.0000,-0.1667
2.013056,0,0x01,0.0000,-0.1111
2.013056,1,0x02,0.0000,-0.0556
2.013056,2,0x03,0.0000,-0.1111
2.013056,3,0x04,0.0000,-0.1667
2.014143,0,0x01,0.0000,-0.0556
2.014143,1,0x02,0.0000,-0.1111
2.014143,2,0x03,0.0000,-0.0556
2.014143,3,0x04,0.0000,-0.1667
2.022013,0,0x01,0.0000,-0.0556
2.022013,1,0x02,0.0000,-0.1111
2.022013,2,0x03,0.0000,-0.0556
2.022013,3,0x04,0.0000,-0.1667
2.023108,0,0x01,0.0000,-0.0556
2.023108,1,0x02,0.0000,-0.1111
2.023108,2,0x03,0.0000,-0.0556
2.023108,3,0x04,0.0000,-0.1667
2.024184,0,0x01,0.0000,-0.0556
2.024184,1,0x02,0.0000,-0.1111
2.024184,2,0x03,0.0000,-0.0556
2.024184,3,0x04,0.0000,-0.1667
2.032967,0,0x01,0.0000,-0.0556
2.032967,1,0x02,0.0000,-0.1111
2.032967,2,0x03,0.0000,-0.0556
2.032967,3,0x04,0.0000,-0.1667
2.034034,0,0x01,0.0000,-0.1111
2.034034,1,0x02,0.0000,-0.1111
2.034034,2,0x03,0.0000,-0.0556
2.034034,3,0x04,0.0000,-0.1667
2.041786,0,0x01,0.0000,-0.1111
2.041786,1,0x02,0.0000,-0.0556
2.041786,2,0x03,0.0000,-0.0556
2.041786,3,0x04,0.0000,-0.1667
2.042857,0,0x01,0.0000,-0.1111
2.042857,1,0x02,0.0000,-0.0556
2.042857,2,0x03,0.0000,-0.0556
2.042857,3,0x04,0.0000,-0.1667
2.043924,0,0x01,0.0000,-0.1111
2.043924,1,0x02,0.0000,-0.0556
2.043924,2,0x03,0.0000,-0.1111
2.043924,3,0x04,0.0000,-0.1667
2.051762,0,0x01,0.0000,-0.1111
2.051762,1,0x02,0.0000,-0.0556
2.051762,2,0x03,0.0000,-0.1111
2.051762,3,0x04,0.0000,-0.1667
2.052831,0,0x01,0.0000,-0.1111
2.052831,1,0x02,0.0000,-0.0556
2.052831,2,0x03,0.0000,-0.1111
2.052831,3,0x04,0.0000,-0.1667
2.053909,0,0x01,0.0000,-0.1111
2.053909,1,0x02,0.0000,-0.0556
2.053909,2,0x03,0.0000,-0.1111
2.053909,3,0x04,0.0000,-0.1667
2.061728,0,0x01,0.0000,-0.1111
2.061728,1,0x02,0.0000,-0.0556
2.061728,2,0x03,0.0000,-0.1111
2.061728,3,0x04,0.0000,-0.1667
2.062789,0,0x01,0.0000,-0.1111
2.062789,1,0x02,0.0000,-0.0556
2.062789,2,0x03,0.0000,-0.1111
2.062789,3,0x04,0.0000,-0.1667
2.063851,0,0x01,0.0000,-0.0556
2.063851,1,0x02,0.0000,-0.0556
2.063851,2,0x03,0.0000,-0.1111
