t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.253759,66915810175,3.881539,-1.422401,-8.303220,-0.209863,0.470241,-0.146384,0.332839,1.147264,2.697554,782.08,42.00,highres
2.253759,66915832213,3.021330,-1.244002,-5.605580,-0.088260,0.162137,-0.060179,0.332839,1.147264,2.697554,782.08,42.00,highres
2.253759,66915858473,3.635575,-0.763761,-7.561934,0.188324,-0.533790,0.140469,0.332839,1.147264,2.697554,782.08,42.00,highres
2.253759,66915874764,3.409048,-1.851265,-8.779243,0.032251,-0.394546,0.164225,0.332839,1.147264,2.697554,782.08,42.00,highres
2.253759,66915897739,4.419978,-1.850204,-9.286152,0.167502,-0.136140,0.065085,0.318891,1.141261,2.704348,782.07,42.00,highres
2.253759,66915912270,4.400331,-1.989764,-9.515141,0.263904,-0.105116,0.017401,0.328352,1.158695,2.699318,782.07,42.00,highres
2.253759,66915935875,4.007699,-2.174109,-10.015509,0.054546,-0.095545,-0.016942,0.328352,1.158695,2.699318,782.07,42.00,highres
2.253759,66915952298,3.607684,-2.047843,-9.681553,-0.089538,0.032165,-0.023600,0.328352,1.158695,2.699318,782.07,42.00,highres
2.254212,66915969708,3.459628,-1.810344,-8.958347,-0.099117,0.114594,-0.029294,0.328352,1.158695,2.699318,782.08,42.00,highres
2.254212,66915995266,3.721343,-1.584480,-8.195147,-0.040155,0.031831,0.022191,0.328352,1.158695,2.699318,782.08,42.00,highres
2.254212,66916013263,3.902490,-1.622093,-8.281115,0.035971,-0.041291,0.018884,0.328352,1.158695,2.699318,782.08,42.00,highres
2.254212,66916030436,3.917205,-1.698770,-8.588420,0.093835,-0.064593,0.005612,0.323094,1.146786,2.699171,782.08,42.00,highres
2.254212,66916052718,3.876024,-1.885620,-9.020761,0.055824,-0.066363,0.004879,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254212,66916068051,3.880028,-1.895322,-9.039047,-0.011667,-0.054680,-0.006633,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254212,66916092288,3.813174,-1.654897,-8.892963,-0.009999,-0.028480,-0.026299,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254212,66916108204,3.651108,-1.539089,-8.829744,0.017733,-0.021593,-0.027481,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254351,66916126545,3.568407,-1.536544,-8.758846,0.015282,-0.029827,-0.007567,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254351,66916148425,3.563961,-1.602099,-8.797921,0.029026,-0.054414,0.020761,0.321728,1.141839,2.697729,782.07,42.00,highres
2.254351,66916165528,3.604666,-1.684868,-8.951641,0.060016,-0.056851,0.039030,0.316698,1.145412,2.698662,782.07,42.00,highres
2.254351,66916192525,3.718941,-1.843370,-9.187003,0.030553,-0.039601,0.060895,0.316438,1.149631,2.688333,782.07,42.00,highres
2.254351,66916207380,3.872464,-1.932037,-9.106527,-0.004344,-0.009418,0.066957,0.316438,1.149631,2.688333,782.08,42.00,highres
