t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.254212,66915961,782.0727,0.0000,42.00
2.254816,66916961,782.0732,0.0000,42.30
2.300911,66917961,782.0640,0.0000,42.30
3.265886,66918963,782.0793,0.0000,42.30
4.304668,66919961,782.0898,0.0000,42.30
5.267791,66920961,782.0603,0.0000,42.70
6.267388,66921961,782.0508,0.0000,42.70
7.267779,66922960,782.0530,0.0000,42.70
8.280522,66923962,782.0603,0.0000,42.70
9.280844,66924960,782.0452,0.0000,43.00
10.288682,66925962,782.0544,0.0000,43.00
11.285766,66926959,782.0625,0.0000,42.70
12.286555,66927961,782.0642,0.0000,42.70
13.285521,66928960,782.0576,0.0000,42.70
14.293877,66929961,782.0588,0.0000,42.70
15.295383,66930961,782.0603,0.0000,43.00
16.296063,66931961,782.0579,0.0000,43.00
17.300307,66932961,782.0540,0.0000,42.30
18.295700,66933959,782.0403,0.0000,42.30
19.294896,66934960,782.0459,0.0000,42.70
20.300481,66935960,782.0512,0.0000,42.70
21.303146,66936961,782.0527,0.0000,42.70
22.300683,66937960,782.0444,0.0000,42.70
23.301163,66938961,782.0498,0.0000,43.30
24.297403,66939961,782.0464,0.0000,43.30
25.295246,66940960,782.0430,0.0000,42.70
26.301899,66941960,782.0901,0.0000,42.70
27.300810,66942960,782.0483,0.0000,43.30
28.300476,66943961,782.0640,0.0000,43.30
29.299893,66944960,782.0612,0.0000,43.00
30.300731,66945959,782.0608,0.0000,43.00
31.295090,66946961,782.0430,0.0000,43.00
32.304344,66947960,782.0456,0.0000,43.00
33.302717,66948960,782.0573,0.0000,43.00
34.300966,66949960,782.0684,0.0000,43.00
35.301052,66950961,782.0688,0.0000,42.70
36.303748,66951960,782.0453,0.0000,42.70
37.302929,66952962,782.0473,0.0000,42.70
38.300926,66953962,782.0449,0.0000,42.70
39.301285,66954959,782.0225,0.0000,42.70
40.300438,66955960,782.0427,0.0000,42.70
41.302581,66956961,782.0436,0.0000,43.00
42.301946,66957962,782.0366,0.0000,43.00
43.296591,66958960,782.0456,0.0000,43.00
44.301118,66959959,782.0522,0.0000,43.00
45.300954,66960961,782.0522,0.0000,43.30
46.300586,66961959,782.0464,0.0000,43.30
47.303687,66962960,782.0361,0.0000,43.30
48.301497,66963962,782.0330,0.0000,43.30
49.301484,66964959,782.0310,0.0000,43.00
50.293751,66965960,782.0391,0.0000,43.00
51.300852,66966960,782.0439,0.0000,43.00
52.294994,66967963,782.0459,0.0000,43.00
53.301716,66968960,782.0508,0.0000,43.30
54.301563,66969960,782.0515,0.0000,43.30
55.302524,66970960,782.0486,0.0000,43.30
56.301916,66971960,782.0414,0.0000,43.30
57.293091,66972962,782.0466,0.0000,44.00
58.301769,66973959,782.0410,0.0000,44.00
59.300788,66974962,782.0414,0.0000,44.00
60.300463,66975960,782.0500,0.0000,44.00
61.300907,66976961,782.0500,0.0000,43.00
62.304067,66977961,782.0371,0.0000,43.00
63.294987,66978959,782.0547,0.0000,43.00
64.301557,66979960,782.0317,0.0000,43.00
65.301111,66980959,782.0408,0.0000,43.00
66.301829,66981962,782.0334,0.0000,43.00
67.298181,66982961,782.0475,0.0000,43.60
68.304106,66983960,782.0534,0.0000,43.60
69.301038,66984961,782.0447,0.0000,43.30
70.301728,66985961,782.0325,0.0000,43.30
71.302608,66986961,782.0251,0.0000,43.60
72.300794,66987960,782.0364,0.0000,43.60
73.302470,66988962,782.0469,0.0000,43.30
74.301127,66989960,782.0464,0.0000,43.30
75.300647,66990962,782.0344,0.0000,43.30
76.295688,66991962,782.0436,0.0000,43.30
77.299183,66992960,782.0461,0.0000,42.70
78.301353,66993960,782.0352,0.0000,42.70
79.299362,66994960,782.0330,0.0000,43.00
80.299826,66995960,782.0358,0.0000,43.00
81.302319,66996959,782.0312,0.0000,44.00
82.300894,66997960,782.0366,0.0000,44.00
83.300561,66998963,782.0442,0.0000,43.00
84.294753,66999963,782.0383,0.0000,43.00
85.300321,67000959,782.0374,0.0000,43.00
86.293617,67001959,782.0452,0.0000,43.00
87.295364,67002960,782.0520,0.0000,43.00
88.303736,67003960,782.0442,0.0000,43.00
89.293638,67004960,782.0358,0.0000,43.30
90.301591,67005960,782.0374,0.0000,43.30
91.293779,67006961,782.0488,0.0000,43.30
92.300777,67007960,782.0645,0.0000,43.30
93.294811,67008961,782.0583,0.0000,43.30
94.301843,67009960,782.0774,0.0000,43.30
95.301497,67010962,782.0686,0.0000,43.00
96.301966,67011960,782.0664,0.0000,43.00
97.300244,67012960,782.0710,0.0000,43.00
98.300916,67013961,782.0534,0.0000,43.00
99.299863,67014961,782.0493,0.0000,43.00
