t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.254212,1200,65535,-1,-1,0,0
2.254552,1140,65535,-1,-1,0,0
2.254816,1140,65535,-1,-1,0,0
2.255069,1220,65535,-1,-1,0,0
2.302853,1160,65535,-1,-1,0,0
2.803205,1140,65535,-1,-1,0,0
3.265886,1160,65535,-1,-1,0,0
3.801657,1160,65535,-1,-1,0,0
4.304668,1180,65535,-1,-1,0,0
4.797264,1140,65535,-1,-1,0,0
5.267791,1220,65535,-1,-1,0,0
5.799612,1080,65535,-1,-1,0,0
6.267388,1160,65535,-1,-1,0,0
6.800768,1100,65535,-1,-1,0,0
7.267779,1140,65535,-1,-1,0,0
7.800402,1180,65535,-1,-1,0,0
8.280522,1180,65535,-1,-1,0,0
8.800205,1120,65535,-1,-1,0,0
9.280844,1140,65535,-1,-1,0,0
9.800492,1160,65535,-1,-1,0,0
10.288682,1140,65535,-1,-1,0,0
10.801725,1120,65535,-1,-1,0,0
11.285766,1160,65535,-1,-1,0,0
11.799986,1140,65535,-1,-1,0,0
12.286555,1140,65535,-1,-1,0,0
12.801477,1180,65535,-1,-1,0,0
13.285521,1120,65535,-1,-1,0,0
13.801529,1200,65535,-1,-1,0,0
14.293877,1140,65535,-1,-1,0,0
14.801124,1220,65535,-1,-1,0,0
15.295383,1140,65535,-1,-1,0,0
15.794145,1240,65535,-1,-1,0,0
16.296063,1160,65535,-1,-1,0,0
16.794631,1180,65535,-1,-1,0,0
17.300307,1120,65535,-1,-1,0,0
17.800443,1200,65535,-1,-1,0,0
18.295700,1080,65535,-1,-1,0,0
18.799043,1180,65535,-1,-1,0,0
19.294896,1140,65535,-1,-1,0,0
19.801862,1120,65535,-1,-1,0,0
20.302992,1140,65535,-1,-1,0,0
20.799882,1040,65535,-1,-1,0,0
21.303146,1120,65535,-1,-1,0,0
21.801417,1200,65535,-1,-1,0,0
22.300683,1180,65535,-1,-1,0,0
22.801103,1180,65535,-1,-1,0,0
23.301163,1140,65535,-1,-1,0,0
23.796461,1200,65535,-1,-1,0,0
24.297403,1200,65535,-1,-1,0,0
24.801206,1160,65535,-1,-1,0,0
25.295246,1160,65535,-1,-1,0,0
25.801112,1160,65535,-1,-1,0,0
26.303958,1240,65535,-1,-1,0,0
26.801048,1180,65535,-1,-1,0,0
27.300810,1120,65535,-1,-1,0,0
27.800140,1140,65535,-1,-1,0,0
28.300476,1140,65535,-1,-1,0,0
28.795540,1180,65535,-1,-1,0,0
29.299893,1100,65535,-1,-1,0,0
29.803629,1080,65535,-1,-1,0,0
30.300731,1160,65535,-1,-1,0,0
30.800642,1100,65535,-1,-1,0,0
31.295090,1120,65535,-1,-1,0,0
31.800989,1200,65535,-1,-1,0,0
32.304344,1100,65535,-1,-1,0,0
32.800644,1240,65535,-1,-1,0,0
33.302717,1160,65535,-1,-1,0,0
33.795467,1160,65535,-1,-1,0,0
34.300966,1140,65535,-1,-1,0,0
34.801439,1160,65535,-1,-1,0,0
35.301052,1100,65535,-1,-1,0,0
35.800616,1180,65535,-1,-1,0,0
36.303748,1220,65535,-1,-1,0,0
