t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
20.999956,66936793724,nan,nan,0.0052,nan,nan,nan,1369.65,1.41,0x0025
21.500824,66937293651,nan,nan,0.0056,nan,nan,nan,1373.63,1.42,0x0025
22.001671,66937798731,nan,nan,0.0062,nan,nan,nan,1378.27,1.42,0x0025
22.501198,66938299060,nan,nan,0.0066,nan,nan,nan,1382.80,1.42,0x0025
22.997241,66938798964,nan,nan,0.0073,nan,nan,nan,1387.13,1.43,0x0025
23.500268,66939295171,nan,nan,0.0080,nan,nan,nan,1391.56,1.42,0x0025
24.000645,66939797178,nan,nan,0.0087,nan,nan,nan,1395.94,1.42,0x0025
24.499398,66940292420,nan,nan,0.0094,nan,nan,nan,1400.54,1.43,0x0025
25.000777,66940798016,nan,nan,0.0097,nan,nan,nan,1371.82,1.41,0x0025
25.494232,66941294169,nan,nan,0.0098,nan,nan,nan,1376.33,1.42,0x0025
25.994512,66941793684,nan,nan,0.0101,nan,nan,nan,1380.75,1.42,0x0025
26.495180,66942295393,nan,nan,0.0107,nan,nan,nan,1385.51,1.42,0x0025
26.994810,66942795965,nan,nan,0.0107,nan,nan,nan,1390.07,1.40,0x0025
27.495242,66943297253,nan,nan,0.0100,nan,nan,nan,1361.57,1.40,0x0025
27.999643,66943796547,nan,nan,0.0095,nan,nan,nan,1366.27,1.40,0x0025
28.501270,66944293129,nan,nan,0.0090,nan,nan,nan,1371.14,1.40,0x0025
28.994363,66944790495,nan,nan,0.0089,nan,nan,nan,1375.99,1.39,0x0025
29.499726,66945294899,nan,nan,0.0080,nan,nan,nan,1380.89,1.39,0x0025
29.999396,66945797245,nan,nan,0.0071,nan,nan,nan,1385.84,1.39,0x0025
30.500781,66946296622,nan,nan,0.0070,nan,nan,nan,1390.92,1.40,0x0025
30.996231,66946792938,nan,nan,0.0058,nan,nan,nan,1395.96,1.40,0x0025
31.500743,66947297448,nan,nan,0.0056,nan,nan,nan,1401.19,1.39,0x0025
31.994732,66947794922,nan,nan,0.0053,nan,nan,nan,1373.34,1.39,0x0025
32.495547,66948289772,nan,nan,0.0048,nan,nan,nan,1378.32,1.40,0x0025
32.998471,66948795498,nan,nan,0.0048,nan,nan,nan,1383.55,1.39,0x0025
33.496583,66949291894,nan,nan,0.0041,nan,nan,nan,1388.49,1.40,0x0025
33.999319,66949794896,nan,nan,0.0041,nan,nan,nan,1360.34,1.41,0x0025
34.500022,66950294732,nan,nan,0.0042,nan,nan,nan,1365.19,1.41,0x0025
34.995189,66950795717,nan,nan,0.0043,nan,nan,nan,1369.97,1.42,0x0025
35.499913,66951298007,nan,nan,0.0040,nan,nan,nan,1374.81,1.41,0x0025
36.000676,66951797319,nan,nan,0.0042,nan,nan,nan,1379.62,1.41,0x0025
36.499142,66952294123,nan,nan,0.0040,nan,nan,nan,1384.32,1.42,0x0025
36.999725,66952795519,nan,nan,0.0039,nan,nan,nan,1389.03,1.41,0x0025
37.498896,66953295832,nan,nan,0.0036,nan,nan,nan,1393.73,1.41,0x0025
38.000930,66953790381,nan,nan,0.0033,nan,nan,nan,1398.38,1.41,0x0025
38.500847,66954297331,nan,nan,0.0031,nan,nan,nan,1403.14,1.41,0x0025
39.000257,66954796470,nan,nan,0.0027,nan,nan,nan,1374.96,1.40,0x0025
39.494083,66955294064,nan,nan,0.0021,nan,nan,nan,1379.53,1.40,0x0025
39.993739,66955793615,nan,nan,0.0019,nan,nan,nan,1384.34,1.40,0x0025
40.495044,66956294180,nan,nan,0.0020,nan,nan,nan,1389.04,1.40,0x0025
40.993705,66956794297,nan,nan,0.0023,nan,nan,nan,1360.50,1.39,0x0025
41.496121,66957295643,nan,nan,0.0024,nan,nan,nan,1365.19,1.39,0x0025
42.001502,66957795971,nan,nan,0.0025,nan,nan,nan,1369.86,1.39,0x0025
42.499914,66958294412,nan,nan,0.0026,nan,nan,nan,1374.46,1.39,0x0025
43.000749,66958798022,nan,nan,0.0030,nan,nan,nan,1379.28,1.38,0x0025
43.493863,66959294686,nan,nan,0.0031,nan,nan,nan,1384.15,1.38,0x0025
44.000762,66959795093,nan,nan,0.0033,nan,nan,nan,1388.97,1.38,0x0025
44.499361,66960295392,nan,nan,0.0036,nan,nan,nan,1393.81,1.38,0x0025
45.000702,66960797937,nan,nan,0.0043,nan,nan,nan,1398.86,1.37,0x0025
45.500214,66961294446,nan,nan,0.0043,nan,nan,nan,1403.70,1.37,0x0025
46.003432,66961799459,nan,nan,0.0042,nan,nan,nan,1375.82,1.37,0x0025
46.494232,66962296025,nan,nan,0.0044,nan,nan,nan,1380.59,1.37,0x0025
46.999272,66962796520,nan,nan,0.0047,nan,nan,nan,1385.61,1.37,0x0025
47.498011,66963293733,nan,nan,0.0046,nan,nan,nan,1357.32,1.37,0x0025
47.996548,66963794934,nan,nan,0.0048,nan,nan,nan,1362.25,1.37,0x0025
48.496920,66964297113,nan,nan,0.0051,nan,nan,nan,1367.12,1.38,0x0025
49.001707,66964793225,nan,nan,0.0056,nan,nan,nan,1372.05,1.37,0x0025
49.497586,66965295953,nan,nan,0.0059,nan,nan,nan,1377.09,1.38,0x0025
50.000432,66965795452,nan,nan,0.0058,nan,nan,nan,1382.08,1.38,0x0025
50.499670,66966295480,nan,nan,0.0066,nan,nan,nan,1387.15,1.39,0x0025
50.993857,66966796155,nan,nan,0.0071,nan,nan,nan,1392.01,1.40,0x0025
51.493608,66967295607,nan,nan,0.0078,nan,nan,nan,1397.13,1.39,0x0025
51.994857,66967792694,nan,nan,0.0079,nan,nan,nan,1402.06,1.39,0x0025
52.494684,66968293877,nan,nan,0.0081,nan,nan,nan,1407.26,1.40,0x0025
52.999803,66968796364,nan,nan,0.0081,nan,nan,nan,1379.41,1.40,0x0025
53.500517,66969296667,nan,nan,0.0085,nan,nan,nan,1384.24,1.40,0x0025
54.000506,66969793687,nan,nan,0.0086,nan,nan,nan,1355.94,1.41,0x0025
54.496046,66970294640,nan,nan,0.0087,nan,nan,nan,1360.77,1.41,0x0025
54.998500,66970798719,nan,nan,0.0088,nan,nan,nan,1365.75,1.41,0x0025
55.499049,66971294776,nan,nan,0.0088,nan,nan,nan,1370.44,1.41,0x0025
55.994693,66971789757,nan,nan,0.0086,nan,nan,nan,1375.35,1.42,0x0025
56.494569,66972293990,nan,nan,0.0084,nan,nan,nan,1380.16,1.42,0x0025
56.999192,66972793798,nan,nan,0.0084,nan,nan,nan,1384.89,1.42,0x0025
57.497759,66973293751,nan,nan,0.0086,nan,nan,nan,1389.79,1.42,0x0025
58.001419,66973795780,nan,nan,0.0086,nan,nan,nan,1394.85,1.42,0x0025
58.499167,66974294642,nan,nan,0.0086,nan,nan,nan,1399.37,1.42,0x0025
58.996080,66974798406,nan,nan,0.0086,nan,nan,nan,1404.49,1.43,0x0025
59.498984,66975292826,nan,nan,0.0087,nan,nan,nan,1409.37,1.42,0x0025
59.994775,66975796547,nan,nan,0.0090,nan,nan,nan,1381.47,1.42,0x0025
60.494295,66976294854,nan,nan,0.0090,nan,nan,nan,1352.91,1.43,0x0025
60.999677,66976797056,nan,nan,0.0091,nan,nan,nan,1357.56,1.42,0x0025
61.501068,66977296137,nan,nan,0.0092,nan,nan,nan,1362.38,1.42,0x0025
61.994617,66977797039,nan,nan,0.0092,nan,nan,nan,1367.10,1.42,0x0025
62.500786,66978295424,nan,nan,0.0090,nan,nan,nan,1371.83,1.43,0x0025
62.994297,66978794345,nan,nan,0.0091,nan,nan,nan,1376.59,1.42,0x0025
63.496062,66979292881,nan,nan,0.0093,nan,nan,nan,1381.34,1.42,0x0025
63.996014,66979796760,nan,nan,0.0090,nan,nan,nan,1386.33,1.43,0x0025
64.493724,66980295433,nan,nan,0.0087,nan,nan,nan,1391.12,1.43,0x0025
64.997132,66980797474,nan,nan,0.0087,nan,nan,nan,1395.89,1.42,0x0025
65.462510,66981294893,nan,nan,0.0089,nan,nan,nan,1400.95,1.42,0x0025
65.994827,66981796072,nan,nan,0.0094,nan,nan,nan,1405.65,1.42,0x0025
66.500432,66982293467,nan,nan,0.0093,nan,nan,nan,1410.80,1.43,0x0025
66.996160,66982796644,nan,nan,0.0097,nan,nan,nan,1382.81,1.43,0x0025
67.462404,66983295357,nan,nan,0.0099,nan,nan,nan,1354.35,1.42,0x0025
67.997157,66983794604,nan,nan,0.0098,nan,nan,nan,1359.16,1.42,0x0025
68.503497,66984297414,nan,nan,0.0101,nan,nan,nan,1363.95,1.43,0x0025
68.995888,66984793412,nan,nan,0.0099,nan,nan,nan,1368.77,1.42,0x0025
69.467741,66985292095,nan,nan,0.0100,nan,nan,nan,1373.46,1.42,0x0025
69.994982,66985796566,nan,nan,0.0101,nan,nan,nan,1378.65,1.43,0x0025
70.468234,66986298933,nan,nan,0.0101,nan,nan,nan,1383.40,1.43,0x0025
70.994352,66986794269,nan,nan,0.0106,nan,nan,nan,1388.26,1.43,0x0025
71.466692,66987295534,nan,nan,0.0106,nan,nan,nan,1393.30,1.42,0x0025
71.999525,66987795744,nan,nan,0.0111,nan,nan,nan,1398.27,1.43,0x0025
72.466788,66988293189,nan,nan,0.0114,nan,nan,nan,1403.01,1.43,0x0025
72.994904,66988792292,nan,nan,0.0119,nan,nan,nan,1408.12,1.44,0x0025
73.468506,66989296365,nan,nan,0.0123,nan,nan,nan,1380.40,1.43,0x0025
73.994196,66989798285,nan,nan,0.0129,nan,nan,nan,1352.03,1.44,0x0025
74.479870,66990295239,nan,nan,0.0130,nan,nan,nan,1356.78,1.44,0x0025
75.001148,66990795765,nan,nan,0.0128,nan,nan,nan,1361.64,1.45,0x0025
75.473983,66991295508,nan,nan,0.0127,nan,nan,nan,1366.49,1.44,0x0025
75.995000,66991793583,nan,nan,0.0131,nan,nan,nan,1371.31,1.45,0x0025
76.480818,66992293611,nan,nan,0.0136,nan,nan,nan,1376.17,1.46,0x0025
76.993550,66992794884,nan,nan,0.0135,nan,nan,nan,1381.09,1.45,0x0025
77.488618,66993293364,nan,nan,0.0134,nan,nan,nan,1385.83,1.45,0x0025
77.996722,66993789851,nan,nan,0.0131,nan,nan,nan,1390.72,1.46,0x0025
78.494181,66994296172,nan,nan,0.0132,nan,nan,nan,1395.59,1.46,0x0025
78.995355,66994794707,nan,nan,0.0130,nan,nan,nan,1400.64,1.46,0x0025
79.495862,66995291152,nan,nan,0.0128,nan,nan,nan,1405.35,1.46,0x0025
80.000107,66995798913,nan,nan,0.0132,nan,nan,nan,1410.30,1.46,0x0025
80.496111,66996296249,nan,nan,0.0131,nan,nan,nan,1349.24,1.47,0x0025
80.999680,66996798379,nan,nan,0.0128,nan,nan,nan,1354.05,1.46,0x0025
81.494694,66997295807,nan,nan,0.0123,nan,nan,nan,1358.75,1.46,0x0025
81.993642,66997796021,nan,nan,0.0122,nan,nan,nan,1363.34,1.46,0x0025
82.494195,66998297695,nan,nan,0.0119,nan,nan,nan,1368.24,1.47,0x0025
83.000428,66998795030,nan,nan,0.0117,nan,nan,nan,1373.05,1.46,0x0025
83.494857,66999293863,nan,nan,0.0115,nan,nan,nan,1377.82,1.46,0x0025
83.993829,66999794164,nan,nan,0.0110,nan,nan,nan,1382.73,1.46,0x0025
84.493963,67000294602,nan,nan,0.0106,nan,nan,nan,1387.58,1.46,0x0025
84.996450,67000795232,nan,nan,0.0103,nan,nan,nan,1392.27,1.46,0x0025
85.492758,67001296393,nan,nan,0.0101,nan,nan,nan,1397.23,1.45,0x0025
85.999760,67001796211,nan,nan,0.0101,nan,nan,nan,1402.09,1.45,0x0025
86.499643,67002297644,nan,nan,0.0099,nan,nan,nan,1406.74,1.45,0x0025
86.995037,67002796726,nan,nan,0.0095,nan,nan,nan,1411.65,1.43,0x0025
87.499679,67003292749,nan,nan,0.0094,nan,nan,nan,1350.40,1.43,0x0025
87.993923,67003794027,nan,nan,0.0093,nan,nan,nan,1355.20,1.43,0x0025
88.494555,67004293114,nan,nan,0.0092,nan,nan,nan,1359.92,1.43,0x0025
88.993920,67004797731,nan,nan,0.0089,nan,nan,nan,1364.87,1.42,0x0025
89.494308,67005294772,nan,nan,0.0087,nan,nan,nan,1369.58,1.42,0x0025
89.997357,67005793207,nan,nan,0.0086,nan,nan,nan,1374.34,1.42,0x0025
90.498620,67006295281,nan,nan,0.0087,nan,nan,nan,1379.23,1.42,0x0025
90.995490,67006793775,nan,nan,0.0088,nan,nan,nan,1384.03,1.41,0x0025
91.493355,67007294167,nan,nan,0.0087,nan,nan,nan,1389.03,1.40,0x0025
91.994847,67007793323,nan,nan,0.0082,nan,nan,nan,1393.80,1.40,0x0025
92.493166,67008295457,nan,nan,0.0080,nan,nan,nan,1398.75,1.39,0x0025
93.000617,67008792754,nan,nan,0.0077,nan,nan,nan,1403.68,1.39,0x0025
93.496024,67009293997,nan,nan,0.0072,nan,nan,nan,1408.68,1.37,0x0025
93.995773,67009796249,nan,nan,0.0069,nan,nan,nan,1381.18,1.36,0x0025
94.494898,67010295621,nan,nan,0.0069,nan,nan,nan,1352.43,1.35,0x0025
94.994618,67010797166,nan,nan,0.0066,nan,nan,nan,1357.35,1.33,0x0025
95.495274,67011297049,nan,nan,0.0063,nan,nan,nan,1362.26,1.33,0x0025
96.000110,67011794948,nan,nan,0.0060,nan,nan,nan,1366.99,1.32,0x0025
96.494457,67012295346,nan,nan,0.0060,nan,nan,nan,1371.84,1.31,0x0025
97.000208,67012797666,nan,nan,0.0061,nan,nan,nan,1376.59,1.30,0x0025
97.494063,67013295331,nan,nan,0.0059,nan,nan,nan,1381.69,1.29,0x0025
98.001391,67013795785,nan,nan,0.0058,nan,nan,nan,1386.82,1.29,0x0025
98.495062,67014292927,nan,nan,0.0054,nan,nan,nan,1391.73,1.28,0x0025
98.994993,67014796998,nan,nan,0.0051,nan,nan,nan,1396.86,1.27,0x0025
99.499463,67015293163,nan,nan,0.0047,nan,nan,nan,1401.76,1.27,0x0025
