t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253759,66915825,0.181899,0.419679,1.711575,-0.199252,0.341258,-0.111989
2.253759,66915859,0.186706,0.412627,1.711243,0.269899,-0.523627,0.119356
2.253759,66915887,0.189094,0.401715,1.713551,0.053129,-0.245240,0.118870
2.253759,66915925,0.197167,0.396903,1.714028,0.230208,-0.111048,0.001680
2.253759,66915958,0.196588,0.395844,1.713055,-0.096544,0.045679,-0.024965
2.254212,66915991,0.193942,0.399067,1.713278,-0.068846,0.088027,0.003216
2.254212,66916020,0.194449,0.398461,1.713820,0.055602,-0.051491,0.013655
2.254212,66916056,0.197127,0.396272,1.713544,0.069595,-0.069045,0.004938
2.254212,66916090,0.196599,0.394834,1.712908,-0.025798,-0.038013,-0.021865
2.254212,66916122,0.196330,0.394175,1.711840,0.015272,-0.026794,-0.012484
2.254351,66916155,0.196942,0.392844,1.711660,0.036395,-0.055988,0.026792
2.254351,66916186,0.199075,0.390904,1.712624,0.042394,-0.043874,0.057265
2.254351,66916220,0.200334,0.389712,1.714599,-0.008768,0.010318,0.058069
2.254351,66916256,0.201455,0.390381,1.715803,0.043424,0.018957,-0.005876
2.254351,66916289,0.202210,0.390185,1.715361,-0.014904,-0.027167,0.002084
2.254465,66916321,0.201718,0.389527,1.715454,-0.001635,-0.005871,0.006389
2.254465,66916354,0.202634,0.389482,1.715547,0.040419,-0.000507,-0.001265
2.254465,66916390,0.202533,0.389507,1.715308,-0.011946,-0.014081,-0.012533
2.254465,66916418,0.201900,0.389025,1.714699,-0.044605,-0.012613,-0.010759
2.254465,66916453,0.201203,0.388485,1.714696,0.069786,-0.030145,0.022265
2.254552,66916488,0.203145,0.387224,1.714883,0.008350,-0.039990,-0.000046
2.254552,66916526,0.203102,0.385949,1.714519,-0.023015,-0.002520,-0.002926
2.254552,66916555,0.202513,0.386885,1.714460,0.002004,0.091158,-0.015357
2.254552,66916589,0.202383,0.389818,1.714940,-0.060400,0.086487,0.014547
2.254552,66916621,0.200675,0.392044,1.715495,-0.040086,0.043095,-0.046745
2.254640,66916655,0.199420,0.393402,1.714139,0.026070,-0.038669,-0.028568
2.254640,66916691,0.200422,0.390857,1.712748,0.037570,-0.070125,0.006024
2.254640,66916719,0.201242,0.389661,1.712494,0.024879,-0.022666,-0.013410
2.254640,66916756,0.200205,0.391351,1.711400,-0.035120,0.089429,-0.034886
2.254640,66916789,0.199727,0.394793,1.711159,0.006049,0.078706,-0.020922
2.254640,66916820,0.199435,0.396514,1.710472,-0.019124,0.046801,-0.034592
2.254732,66916853,0.198761,0.397877,1.709968,-0.000887,0.026232,-0.026332
2.254732,66916889,0.197486,0.398884,1.707225,0.002546,-0.001136,-0.091565
2.254732,66916922,0.196126,0.398765,1.704308,-0.019431,-0.029409,-0.069653
2.254732,66916956,0.195387,0.398213,1.702705,0.027031,-0.012183,-0.030759
2.254732,66916985,0.196306,0.399084,1.701422,0.043830,0.028194,-0.045177
2.254816,66917021,0.196296,0.399378,1.701433,-0.022639,-0.011213,0.013713
2.254816,66917058,0.195960,0.398741,1.701987,0.011333,-0.005192,0.017529
2.254816,66917090,0.197516,0.399508,1.702239,0.049822,0.026400,-0.001841
2.254816,66917120,0.198000,0.399626,1.702312,-0.009188,-0.002927,-0.008442
2.254816,66917155,0.197533,0.400275,1.700686,0.016712,0.012107,-0.074155
2.254905,66917191,0.196615,0.400326,1.697951,-0.002761,-0.033842,-0.069573
2.254905,66917221,0.196342,0.399314,1.695663,0.039174,-0.047301,-0.055229
2.254905,66917258,0.195869,0.398559,1.693548,-0.012286,-0.016655,-0.037406
2.254905,66917290,0.195817,0.398610,1.692937,0.020597,0.002089,-0.017398
2.254905,66917323,0.195810,0.399117,1.692311,-0.014203,0.008766,-0.012029
2.254989,66917358,0.196229,0.398820,1.692675,0.043453,-0.009943,0.012099
2.254989,66917391,0.197169,0.399266,1.691995,0.030669,0.014634,-0.027079
2.254989,66917419,0.197455,0.399196,1.691512,-0.007758,-0.014824,-0.015472
2.254989,66917456,0.196047,0.399110,1.689956,0.000089,-0.005458,-0.046804
2.254989,66917488,0.196507,0.399570,1.688106,0.036513,0.004211,-0.059233
2.255069,66917515,0.195826,0.399836,1.686023,-0.046575,-0.022324,-0.061087
2.255069,66917557,0.194212,0.398145,1.684682,0.004350,-0.051304,-0.010648
2.255069,66917587,0.195129,0.398003,1.683713,0.048119,-0.000354,-0.018315
2.255069,66917623,0.195840,0.397343,1.684263,0.001318,-0.021080,0.022067
2.255069,66917655,0.195366,0.397735,1.684151,-0.026913,0.040514,-0.015255
2.255151,66917687,0.195240,0.399471,1.683828,0.019900,0.039134,-0.027056
2.255151,66917721,0.194571,0.399996,1.683419,-0.046272,-0.007184,0.006525
2.255151,66917755,0.194732,0.398953,1.683673,0.059009,-0.034943,-0.005989
2.255151,66917789,0.196524,0.398482,1.682216,0.050066,-0.008660,-0.049367
2.255151,66917822,0.195479,0.398401,1.680879,-0.044070,-0.017256,-0.027445
2.255240,66917857,0.194076,0.397901,1.680650,-0.006792,-0.003201,-0.002454
2.255240,66917888,0.194982,0.398539,1.680648,0.033839,0.013578,0.011159
2.255240,66917924,0.195690,0.397810,1.681511,-0.021896,-0.018997,0.024050
2.255240,66917959,0.195611,0.398511,1.681807,0.020959,0.042309,-0.008184
2.255240,66917992,0.195026,0.399773,1.680898,-0.018312,0.016603,-0.038489
2.255240,66918021,0.194219,0.399527,1.679191,-0.006477,-0.029939,-0.055452
2.257916,66918057,0.193788,0.398544,1.677336,0.022926,-0.035212,-0.038925
2.257916,66918083,0.194474,0.398269,1.675789,0.067943,-0.005662,-0.068895
2.322747,66918123,0.192915,0.399849,1.671194,-0.040324,0.014939,-0.109806
2.361154,66918154,0.190609,0.399343,1.669529,-0.027207,-0.047803,-0.042867
2.394622,66918189,0.190278,0.398936,1.666446,0.059479,-0.006194,-0.097681
2.426014,66918218,0.191602,0.399444,1.664035,0.054995,-0.006578,-0.060958
2.461376,66918258,0.190554,0.397628,1.662742,-0.022533,-0.067646,-0.001976
2.493965,66918287,0.191332,0.397217,1.661329,0.067976,0.025435,-0.065688
2.527146,66918323,0.190730,0.399145,1.660262,-0.032158,0.038422,-0.004539
2.560704,66918356,0.189604,0.399525,1.659966,-0.023929,0.008279,-0.027235
2.594749,66918384,0.190029,0.399959,1.658831,0.046318,-0.002158,-0.035041
2.629001,66918422,0.190500,0.398983,1.657844,0.007436,-0.047215,-0.010071
2.650129,66918453,0.189967,0.398421,1.657098,-0.015726,-0.001542,-0.017948
2.693215,66918489,0.189933,0.399038,1.656538,0.030975,0.020452,-0.036151
2.720619,66918521,0.189885,0.400516,1.654183,-0.014531,0.044457,-0.090938
2.761279,66918554,0.187423,0.401845,1.652062,-0.042591,0.009825,-0.051127
2.787940,66918591,0.186908,0.402317,1.648003,0.037020,-0.007977,-0.164537
2.826467,66918625,0.185511,0.402077,1.642509,0.006272,-0.067060,-0.111626
2.859181,66918655,0.183339,0.399787,1.639593,-0.052810,-0.100384,-0.053413
2.896294,66918690,0.181677,0.395593,1.636324,0.079350,-0.127321,-0.052447
2.928796,66918724,0.183249,0.394445,1.633089,0.032678,0.002386,-0.104390
2.950628,66918754,0.181479,0.395284,1.630551,-0.056458,0.023069,-0.050254
2.994080,66918790,0.180869,0.397189,1.627399,0.079003,0.063339,-0.164092
3.026456,66918823,0.179266,0.401974,1.618401,0.010543,0.104556,-0.319578
3.052163,66918853,0.175045,0.404856,1.609347,0.007468,-0.021275,-0.316427
3.087195,66918890,0.170663,0.405484,1.594313,0.067556,-0.068266,-0.499038
3.122077,66918921,0.167454,0.406280,1.576496,0.113481,-0.049540,-0.492425
3.160056,66918956,0.162790,0.406304,1.558798,0.065838,-0.135597,-0.391536
3.187403,66918988,0.160117,0.402499,1.543658,0.100723,-0.191383,-0.374087
3.226206,66919022,0.158907,0.400067,1.528333,0.145485,-0.021913,-0.477233
3.252228,66919056,0.155420,0.405058,1.510143,0.081351,0.145026,-0.599196
3.265886,66919091,0.148005,0.412971,1.486447,0.006699,0.097801,-0.719885
3.326946,66919124,0.138556,0.417705,1.464911,0.012589,0.018845,-0.616608
3.353812,66919158,0.134119,0.420165,1.441804,0.300604,-0.081892,-0.706939
3.389946,66919189,0.133520,0.419252,1.416361,0.379591,-0.191146,-0.745976
3.426576,66919222,0.132636,0.416832,1.391837,0.104098,-0.179733,-0.684539
3.461567,66919253,0.123766,0.411871,1.363915,-0.073984,-0.458149,-0.828679
3.490327,66919290,0.110814,0.397448,1.327687,0.124892,-0.372280,-0.758323
3.521546,66919324,0.101178,0.395319,1.300897,-0.094465,0.108420,-0.742539
3.552119,66919355,0.090643,0.401973,1.276512,-0.024157,0.148075,-0.653382
3.588149,66919390,0.085072,0.407181,1.256962,0.164588,0.038124,-0.412287
3.627443,66919418,0.081037,0.407980,1.239460,0.084115,-0.134964,-0.549538
3.657629,66919453,0.078754,0.403547,1.217553,0.327858,-0.213595,-0.610692
3.686915,66919485,0.080789,0.398379,1.196242,0.324803,-0.223266,-0.628564
3.725947,66919521,0.078797,0.390570,1.171717,0.179272,-0.408909,-0.661297
3.751167,66919552,0.069159,0.379071,1.144094,-0.059747,-0.252126,-0.683978
3.786388,66919587,0.055076,0.378408,1.119318,-0.180553,0.051553,-0.548755
3.827030,66919621,0.046647,0.386428,1.108091,-0.007567,0.280675,-0.220899
3.861531,66919654,0.047252,0.396802,1.099557,-0.034925,0.347831,-0.349263
3.895505,66919689,0.032786,0.412751,1.084362,-0.195701,0.510058,-0.413581
3.927986,66919720,0.025493,0.434611,1.072898,-0.077842,0.782424,-0.297303
3.950390,66919757,0.016643,0.460443,1.063394,-0.096936,0.617819,-0.210127
3.995449,66919792,0.004799,0.483210,1.052473,-0.310641,0.678155,-0.364998
4.027085,66919819,0.000398,0.503059,1.040826,0.263155,0.737728,-0.429739
4.062269,66919859,0.007463,0.528225,1.007610,0.774296,0.669305,-0.913506
4.086897,66919892,0.003216,0.555955,0.982255,-0.106262,0.984850,-0.551779
4.121991,66919921,-0.005131,0.580973,0.985753,-0.248943,0.674616,0.403320
4.150659,66919956,0.009221,0.590846,1.015110,0.097149,0.041716,0.704355
4.187445,66919989,0.031804,0.583202,1.031904,0.243059,-0.319966,0.160890
4.222470,66920018,0.034547,0.571596,1.027884,0.572425,-0.371886,-0.150592
4.252432,66920055,0.065313,0.569823,1.029209,1.030566,0.194859,0.150264
4.263430,66920087,0.095467,0.580352,1.033491,0.448933,0.356184,0.055880
4.322093,66920121,0.114335,0.589853,1.043345,0.489974,0.297642,0.390322
4.357453,66920155,0.128810,0.594004,1.059174,-0.113550,-0.085989,0.410071
4.387788,66920187,0.129427,0.580840,1.072206,-0.311465,-0.598123,0.173541
4.421406,66920218,0.119056,0.566046,1.070634,-0.248395,-0.112391,-0.233029
4.458535,66920254,0.109013,0.571729,1.057843,0.027864,0.659810,-0.617636
4.495271,66920288,0.091526,0.600805,1.037077,-0.673340,1.032649,-0.590653
4.522295,66920320,0.056631,0.635860,1.012745,-0.202803,0.295129,-0.404131
4.551556,66920355,0.057958,0.620680,1.003713,0.301946,-0.871895,-0.020682
4.594871,66920386,0.055251,0.590485,1.001000,-0.270366,-0.816393,-0.118828
4.620867,66920417,0.029062,0.575821,0.983027,-0.695723,-0.183638,-0.611869
4.652010,66920457,-0.036215,0.591175,0.951444,-1.605591,0.724772,-0.695884
4.695837,66920489,-0.088008,0.619153,0.924172,-0.582772,0.892995,-0.555973
4.722118,66920522,-0.093318,0.638460,0.915512,0.186683,0.484886,0.034513
4.752281,66920555,-0.075400,0.653301,0.919672,0.635359,0.485219,0.151002
4.795284,66920586,-0.048525,0.677664,0.920053,0.918392,0.864956,-0.008427
4.826081,66920624,-0.029198,0.707488,0.909764,0.509563,0.636972,-0.265060
4.860252,66920658,-0.016359,0.704535,0.897820,0.812065,-0.559212,-0.285728
4.888718,66920688,0.004649,0.671979,0.904573,0.092345,-0.950489,0.468014
4.921606,66920722,0.002048,0.649431,0.929572,-0.734863,-0.576209,0.512079
4.959959,66920755,-0.010822,0.627812,0.935836,-0.287278,-0.765799,-0.082822
4.988532,66920791,-0.011457,0.615127,0.937691,-0.162359,-0.180988,0.305289
5.027433,66920821,-0.012578,0.627548,0.964428,-1.019717,0.794905,0.679719
5.052628,66920855,-0.050917,0.650868,0.974387,-1.977273,0.570200,-0.224943
5.095277,66920890,-0.106778,0.653619,0.963350,-0.226484,-0.487143,-0.022038
5.127909,66920924,-0.089047,0.633736,0.974943,0.620873,-0.441363,0.194159
5.151290,66920958,-0.080561,0.637250,0.953692,0.398256,0.437367,-0.812232
5.188100,66920989,-0.100441,0.654399,0.932965,-0.219069,0.595897,-0.036264
5.222128,66921024,-0.079127,0.678210,0.946171,0.662811,0.751652,0.423618
5.256194,66921056,-0.070462,0.708772,0.937629,0.387139,1.078374,-0.390760
5.267791,66921091,-0.082219,0.739679,0.904592,0.176497,0.732543,-0.604145
5.320194,66921119,-0.138602,0.734415,0.867893,-1.817055,-0.747275,-1.602416
5.360020,66921155,-0.207061,0.646744,0.778695,0.561494,-2.545604,-2.591561
5.391274,66921189,-0.219261,0.586224,0.728600,0.558850,-0.690066,-0.777232
5.420785,66921224,-0.222849,0.602500,0.721573,-0.207828,1.093618,-0.058795
5.453476,66921253,-0.250827,0.628804,0.710882,-1.168652,0.651570,0.277132
5.487049,66921289,-0.242408,0.649932,0.747778,0.873754,0.104415,1.296795
5.527722,66921325,-0.176029,0.660801,0.788297,1.034248,0.148059,0.646200
5.563360,66921356,-0.156210,0.667581,0.804500,0.049118,0.110992,0.431478
5.587212,66921389,-0.138497,0.675950,0.828908,0.270612,0.232264,0.643129
5.626131,66921425,-0.092668,0.683784,0.863159,1.026130,-0.037101,0.638800
5.652836,66921456,-0.059840,0.669261,0.869129,0.893564,-0.503193,-0.128955
5.689236,66921488,-0.047299,0.671276,0.859814,0.161794,0.456250,-0.271014
5.727939,66921524,-0.064668,0.696428,0.856837,-0.600117,0.733226,0.155608
5.761060,66921550,-0.077067,0.708989,0.858298,-0.468015,0.138467,-0.163011
5.787779,66921587,-0.107273,0.712118,0.835904,-0.256645,0.154119,-0.522488
5.820830,66921619,-0.120933,0.719194,0.821820,0.130849,0.337157,-0.114936
5.852499,66921656,-0.099942,0.726615,0.823037,0.774967,0.043029,0.076047
5.888199,66921686,-0.074306,0.726500,0.827503,0.759602,-0.027071,0.170573
5.919610,66921719,-0.037388,0.730202,0.842145,0.849500,0.255819,0.457043
5.956209,66921752,0.004855,0.746130,0.866125,0.561537,0.436810,0.452192
5.987872,66921790,0.008829,0.749822,0.865951,-0.073825,-0.103759,-0.298470
6.024276,66921820,-0.002713,0.744143,0.848160,0.079808,-0.216903,-0.456741
6.060713,66921854,-0.016750,0.733132,0.827148,-0.087963,-0.467652,-0.463752
6.094348,66921887,-0.037785,0.710033,0.813984,-0.399089,-0.705250,-0.208246
6.126769,66921924,-0.045251,0.705512,0.812911,-0.091213,0.211851,0.031253
6.160202,66921953,-0.039798,0.717589,0.811657,0.418619,0.404696,-0.090590
6.188333,66921989,-0.029188,0.724790,0.805703,0.413018,0.030405,-0.131461
6.228115,66922020,-0.021914,0.719591,0.806127,0.065962,-0.284911,0.107835
6.263116,66922058,-0.030181,0.706122,0.817734,-0.712011,-0.390439,0.263468
6.267388,66922085,-0.044658,0.696957,0.825949,-0.525623,-0.264029,0.178409
6.326170,66922122,-0.040488,0.694944,0.834238,0.362064,0.032232,0.412876
6.351841,66922150,-0.019974,0.696695,0.850587,0.269708,0.075881,0.497457
6.395292,66922190,-0.013419,0.701383,0.869778,-0.568709,0.080490,0.135571
6.428188,66922225,-0.032863,0.702186,0.867650,-0.309191,-0.031844,-0.174750
6.460750,66922257,-0.039452,0.702078,0.856471,0.300679,0.141053,-0.403902
6.488190,66922289,-0.036987,0.717740,0.831257,0.742948,0.895374,-0.567750
6.529803,66922326,-0.022788,0.754533,0.820189,0.396939,0.888337,0.232593
6.563086,66922354,-0.009515,0.770734,0.833864,-0.201381,0.200917,0.402539
6.590361,66922390,-0.010511,0.775017,0.847978,-0.252526,0.078189,0.067065
6.620493,66922419,-0.019327,0.778326,0.842694,-0.179282,0.108716,-0.215650
6.652571,66922454,-0.033799,0.775549,0.836178,-0.277500,-0.224432,-0.015901
6.687710,66922487,-0.036020,0.764098,0.842911,-0.123656,-0.377633,0.176530
6.720097,66922523,-0.031438,0.756701,0.851235,0.024739,-0.049550,0.145610
6.750206,66922556,-0.026352,0.762979,0.856246,0.010261,0.272246,0.071672
6.788013,66922591,-0.029814,0.770697,0.853101,-0.040466,0.175525,-0.113732
6.826579,66922621,-0.030850,0.772903,0.848225,0.133349,0.038664,-0.105089
6.861328,66922652,-0.026901,0.773984,0.846356,0.258026,0.119265,0.036994
6.895327,66922687,-0.016674,0.781254,0.848737,0.175883,0.310919,0.030100
6.928134,66922723,-0.015580,0.789482,0.848077,-0.137834,0.060769,-0.031525
6.950543,66922757,-0.026094,0.785404,0.846871,-0.474073,-0.283352,-0.036285
6.990507,66922785,-0.038603,0.778130,0.845937,-0.341626,-0.171388,-0.013010
7.027416,66922818,-0.044896,0.776484,0.847226,0.104298,0.148740,0.037100
7.051440,66922858,-0.038516,0.781545,0.845827,0.199490,0.072826,-0.045346
7.094964,66922891,-0.035746,0.776690,0.845104,0.064634,-0.230471,-0.001940
7.127562,66922926,-0.032803,0.771322,0.845846,0.093894,-0.111246,-0.013231
7.161175,66922956,-0.029562,0.772555,0.844631,0.148459,0.152363,0.021096
7.187703,66922990,-0.024341,0.778194,0.847642,0.058747,0.177400,0.093788
7.226570,66923020,-0.022413,0.782238,0.851379,-0.072801,0.082641,0.072789
7.260320,66923053,-0.022540,0.783998,0.853986,-0.019284,0.012243,0.025292
7.267779,66923088,-0.023030,0.783329,0.852744,0.031788,-0.025840,-0.042932
7.327835,66923121,-0.021515,0.783760,0.851990,0.058895,0.029277,0.005950
7.360862,66923156,-0.022450,0.783054,0.850664,-0.039446,-0.063922,-0.075111
7.395314,66923189,-0.028041,0.780008,0.845112,-0.042524,-0.088698,-0.133323
7.427793,66923224,-0.033291,0.775707,0.840866,-0.089951,-0.150131,-0.059997
7.461539,66923257,-0.035688,0.770870,0.840505,-0.035341,-0.113665,0.006224
7.486950,66923289,-0.032548,0.770505,0.843062,0.045479,0.006910,0.067257
7.519888,66923324,-0.030273,0.770314,0.846003,-0.008429,-0.017090,0.057803
7.560981,66923355,-0.029127,0.769885,0.847812,-0.002945,-0.024064,0.019051
7.591731,66923389,-0.029145,0.768341,0.847051,0.018597,-0.047322,-0.025149
7.626751,66923423,-0.029757,0.767709,0.845548,0.010306,-0.010150,-0.036863
7.661264,66923450,-0.030912,0.766140,0.844181,-0.019173,-0.083957,-0.037445
7.687685,66923487,-0.033025,0.763216,0.843582,-0.041679,-0.043688,0.007478
7.726535,66923522,-0.031912,0.763900,0.845030,0.033256,0.044560,0.032230
7.752749,66923555,-0.029815,0.766081,0.846262,0.023318,0.078792,0.035573
7.788742,66923590,-0.028542,0.768037,0.847974,-0.009969,0.021215,0.028475
7.823041,66923615,-0.027941,0.767208,0.848693,0.015093,-0.043673,0.016265
7.851114,66923653,-0.027155,0.767028,0.848763,0.018194,0.030892,-0.009328
7.894508,66923692,-0.025691,0.768832,0.848414,0.053346,0.028990,-0.004860
7.927607,66923723,-0.024924,0.768278,0.847643,0.031857,-0.040076,-0.051523
7.961979,66923755,-0.028283,0.766745,0.843520,-0.043706,-0.027702,-0.078864
7.995237,66923789,-0.029870,0.767591,0.841701,0.022814,0.077881,0.006334
8.021137,66923821,-0.026555,0.771789,0.843738,0.073964,0.149115,0.056815
8.051676,66923852,-0.024235,0.774773,0.844894,0.019004,0.045539,0.007037
8.093821,66923889,-0.023795,0.775424,0.844930,0.009193,0.004007,-0.009165
8.128326,66923924,-0.027588,0.774522,0.841080,-0.059669,-0.042816,-0.116924
8.152126,66923953,-0.031910,0.773046,0.836697,-0.024763,-0.074576,-0.113185
8.188520,66923988,-0.035120,0.769980,0.832521,-0.000443,-0.092791,-0.073236
8.222001,66924021,-0.036215,0.768097,0.830705,0.033782,0.006791,0.007646
8.260912,66924058,-0.033737,0.768417,0.831467,0.083633,-0.013030,0.004805
8.280522,66924089,-0.031747,0.767670,0.830988,0.028958,-0.037660,-0.015240
8.327679,66924122,-0.032004,0.764919,0.830441,-0.040540,-0.164177,-0.028108
8.361759,66924155,-0.033968,0.759681,0.830106,-0.063209,-0.081189,0.041153
8.387583,66924190,-0.034337,0.759924,0.831606,0.004808,0.087802,0.003939
8.427280,66924220,-0.033310,0.763009,0.831229,0.042480,0.071788,-0.005494
8.457417,66924257,-0.034590,0.761457,0.830693,-0.069509,-0.098069,-0.015653
8.487134,66924292,-0.036249,0.759908,0.831571,-0.050586,0.003132,0.042066
8.520084,66924320,-0.034570,0.761658,0.833388,0.073039,0.087128,0.042455
8.552254,66924357,-0.030341,0.762659,0.834287,0.063743,-0.033929,-0.009593
8.587496,66924389,-0.031573,0.760729,0.832788,-0.043242,-0.052439,-0.045632
8.621400,66924421,-0.035649,0.760306,0.830298,-0.080173,-0.002859,-0.054055
8.660471,66924455,-0.035868,0.760599,0.830169,0.023737,0.015201,0.010417
8.694536,66924491,-0.035421,0.761212,0.828932,0.025794,0.007883,-0.049710
8.719918,66924522,-0.038135,0.758362,0.827855,-0.118376,-0.135386,-0.001122
8.762076,66924555,-0.041253,0.754707,0.829834,-0.114941,-0.063599,0.060605
