t_rel_ns,kind,slot,value_deg
31414,CMD,0,0.0000
31414,CMD,1,0.0000
31414,CMD,2,0.0000
31414,CMD,3,0.0000
7594709,CMD,0,0.0000
7594709,CMD,1,0.0000
7594709,CMD,2,0.0000
7594709,CMD,3,0.0000
14703347,CMD,0,0.0000
14703347,CMD,1,0.0000
14703347,CMD,2,0.0000
14703347,CMD,3,0.0000
21568013,CMD,0,0.0000
21568013,CMD,1,0.0000
21568013,CMD,2,0.0000
21568013,CMD,3,0.0000
27368219,CMD,0,0.0000
27368219,CMD,1,0.0000
27368219,CMD,2,0.0000
27368219,CMD,3,0.0000
33365192,CMD,0,0.0000
33365192,CMD,1,0.0000
33365192,CMD,2,0.0000
33365192,CMD,3,0.0000
39464803,CMD,0,0.0000
39464803,CMD,1,0.0000
39464803,CMD,2,0.0000
39464803,CMD,3,0.0000
45367413,CMD,0,0.0000
45367413,CMD,1,0.0000
45367413,CMD,2,0.0000
45367413,CMD,3,0.0000
51366185,CMD,0,0.0000
51366185,CMD,1,0.0000
51366185,CMD,2,0.0000
51366185,CMD,3,0.0000
57366171,CMD,0,0.0000
57366171,CMD,1,0.0000
57366171,CMD,2,0.0000
57366171,CMD,3,0.0000
63373315,CMD,0,0.0000
63373315,CMD,1,0.0000
63373315,CMD,2,0.0000
63373315,CMD,3,0.0000
69365969,CMD,0,0.0000
69365969,CMD,1,0.0000
69365969,CMD,2,0.0000
69365969,CMD,3,0.0000
76354854,CMD,0,0.0000
76354854,CMD,1,0.0000
76354854,CMD,2,0.0000
76354854,CMD,3,0.0000
84357330,CMD,0,0.0000
84357330,CMD,1,0.0000
84357330,CMD,2,0.0000
84357330,CMD,3,0.0000
90338675,CMD,0,0.0000
90338675,CMD,1,0.0000
90338675,CMD,2,0.0000
90338675,CMD,3,0.0000
96374924,CMD,0,0.0000
96374924,CMD,1,0.0000
96374924,CMD,2,0.0000
96374924,CMD,3,0.0000
102358209,CMD,0,0.0000
102358209,CMD,1,0.0000
102358209,CMD,2,0.0000
102358209,CMD,3,0.0000
108360306,CMD,0,0.0000
108360306,CMD,1,0.0000
108360306,CMD,2,0.0000
108360306,CMD,3,0.0000
114367192,CMD,0,0.0000
114367192,CMD,1,0.0000
114367192,CMD,2,0.0000
114367192,CMD,3,0.0000
120370479,CMD,0,0.0000
120370479,CMD,1,0.0000
120370479,CMD,2,0.0000
120370479,CMD,3,0.0000
126368376,CMD,0,0.0000
126368376,CMD,1,0.0000
126368376,CMD,2,0.0000
126368376,CMD,3,0.0000
131379112,CMD,0,0.0000
131379112,CMD,1,0.0000
131379112,CMD,2,0.0000
131379112,CMD,3,0.0000
137372008,CMD,0,0.0000
137372008,CMD,1,0.0000
137372008,CMD,2,0.0000
137372008,CMD,3,0.0000
146392711,CMD,0,0.0000
146392711,CMD,1,0.0000
146392711,CMD,2,0.0000
146392711,CMD,3,0.0000
152345007,CMD,0,0.0000
152345007,CMD,1,0.0000
152345007,CMD,2,0.0000
152345007,CMD,3,0.0000
158350351,CMD,0,0.0000
158350351,CMD,1,0.0000
158350351,CMD,2,0.0000
158350351,CMD,3,0.0000
163367355,CMD,0,0.0000
163367355,CMD,1,0.0000
163367355,CMD,2,0.0000
163367355,CMD,3,0.0000
167359524,CMD,0,0.0000
167359524,CMD,1,0.0000
167359524,CMD,2,0.0000
167359524,CMD,3,0.0000
173360819,CMD,0,0.0000
173360819,CMD,1,0.0000
173360819,CMD,2,0.0000
173360819,CMD,3,0.0000
179364739,CMD,0,0.0000
179364739,CMD,1,0.0000
179364739,CMD,2,0.0000
179364739,CMD,3,0.0000
185369286,CMD,0,0.0000
185369286,CMD,1,0.0000
185369286,CMD,2,0.0000
185369286,CMD,3,0.0000
191345899,CMD,0,0.0000
191345899,CMD,1,0.0000
191345899,CMD,2,0.0000
191345899,CMD,3,0.0000
197371149,CMD,0,0.0000
197371149,CMD,1,0.0000
197371149,CMD,2,0.0000
197371149,CMD,3,0.0000
203360933,CMD,0,0.0000
203360933,CMD,1,0.0000
203360933,CMD,2,0.0000
203360933,CMD,3,0.0000
209358777,CMD,0,0.0000
209358777,CMD,1,0.0000
209358777,CMD,2,0.0000
209358777,CMD,3,0.0000
215369438,CMD,0,0.0000
215369438,CMD,1,0.0000
215369438,CMD,2,0.0000
215369438,CMD,3,0.0000
221361677,CMD,0,0.0000
221361677,CMD,1,0.0000
221361677,CMD,2,0.0000
221361677,CMD,3,0.0000
227357648,CMD,0,0.0000
227357648,CMD,1,0.0000
227357648,CMD,2,0.0000
227357648,CMD,3,0.0000
233356743,CMD,0,0.0000
233356743,CMD,1,0.0000
233356743,CMD,2,0.0000
233356743,CMD,3,0.0000
239355694,CMD,0,0.0000
239355694,CMD,1,0.0000
239355694,CMD,2,0.0000
239355694,CMD,3,0.0000
245387516,CMD,0,0.0000
245387516,CMD,1,0.0000
245387516,CMD,2,0.0000
245387516,CMD,3,0.0000
251369148,CMD,0,0.0000
251369148,CMD,1,0.0000
251369148,CMD,2,0.0000
251369148,CMD,3,0.0000
257353512,CMD,0,0.0000
257353512,CMD,1,0.0000
257353512,CMD,2,0.0000
257353512,CMD,3,0.0000
264365770,CMD,0,0.0000
264365770,CMD,1,0.0000
264365770,CMD,2,0.0000
264365770,CMD,3,0.0000
270353458,CMD,0,0.0000
270353458,CMD,1,0.0000
270353458,CMD,2,0.0000
270353458,CMD,3,0.0000
276365591,CMD,0,0.0000
276365591,CMD,1,0.0000
276365591,CMD,2,0.0000
276365591,CMD,3,0.0000
282386982,CMD,0,0.0000
282386982,CMD,1,0.0000
282386982,CMD,2,0.0000
282386982,CMD,3,0.0000
288344783,CMD,0,0.0000
288344783,CMD,1,0.0000
288344783,CMD,2,0.0000
288344783,CMD,3,0.0000
294476367,CMD,0,0.0000
294476367,CMD,1,0.0000
294476367,CMD,2,0.0000
294476367,CMD,3,0.0000
300367497,CMD,0,0.0000
300367497,CMD,1,0.0000
300367497,CMD,2,0.0000
300367497,CMD,3,0.0000
306364470,CMD,0,0.0000
306364470,CMD,1,0.0000
306364470,CMD,2,0.0000
306364470,CMD,3,0.0000
312432624,CMD,0,0.0000
312432624,CMD,1,0.0000
312432624,CMD,2,0.0000
312432624,CMD,3,0.0000
318370313,CMD,0,0.0000
318370313,CMD,1,0.0000
318370313,CMD,2,0.0000
318370313,CMD,3,0.0000
324360321,CMD,0,0.0000
324360321,CMD,1,0.0000
324360321,CMD,2,0.0000
324360321,CMD,3,0.0000
329372757,CMD,0,0.0000
329372757,CMD,1,0.0000
329372757,CMD,2,0.0000
329372757,CMD,3,0.0000
333358663,CMD,0,0.0000
333358663,CMD,1,0.0000
333358663,CMD,2,0.0000
333358663,CMD,3,0.0000
337351366,CMD,0,0.0000
337351366,CMD,1,0.0000
337351366,CMD,2,0.0000
337351366,CMD,3,0.0000
343349354,CMD,0,0.0000
343349354,CMD,1,0.0000
343349354,CMD,2,0.0000
343349354,CMD,3,0.0000
349367005,CMD,0,0.0000
349367005,CMD,1,0.0000
349367005,CMD,2,0.0000
349367005,CMD,3,0.0000
355360181,CMD,0,0.0000
355360181,CMD,1,0.0000
355360181,CMD,2,0.0000
355360181,CMD,3,0.0000
361363088,CMD,0,15.0000
361363088,CMD,1,0.0000
361363088,CMD,2,0.0000
361363088,CMD,3,0.0000
367368527,CMD,0,15.0000
367368527,CMD,1,0.0000
367368527,CMD,2,0.0000
367368527,CMD,3,0.0000
373348261,CMD,0,15.0000
373348261,CMD,1,0.0000
373348261,CMD,2,0.0000
373348261,CMD,3,0.0000
380380163,CMD,0,15.0000
380380163,CMD,1,0.0000
380380163,CMD,2,0.0000
380380163,CMD,3,0.0000
386354350,CMD,0,15.0000
386354350,CMD,1,0.0000
386354350,CMD,2,0.0000
386354350,CMD,3,0.0000
392361843,CMD,0,15.0000
392361843,CMD,1,0.0000
392361843,CMD,2,0.0000
392361843,CMD,3,0.0000
398373548,CMD,0,15.0000
398373548,CMD,1,0.0000
398373548,CMD,2,0.0000
398373548,CMD,3,0.0000
404362874,CMD,0,15.0000
404362874,CMD,1,0.0000
404362874,CMD,2,0.0000
404362874,CMD,3,0.0000
410368642,CMD,0,15.0000
410368642,CMD,1,0.0000
410368642,CMD,2,0.0000
410368642,CMD,3,0.0000
416365791,CMD,0,15.0000
416365791,CMD,1,0.0000
416365791,CMD,2,0.0000
416365791,CMD,3,0.0000
422361307,CMD,0,15.0000
422361307,CMD,1,0.0000
422361307,CMD,2,0.0000
422361307,CMD,3,0.0000
