t_rel_ns,kind,slot,value_deg
21667,CMD,0,0.0000
21667,CMD,1,0.0000
21667,CMD,2,0.0000
21667,CMD,3,0.0000
6522239,CMD,0,0.0000
6522239,CMD,1,0.0000
6522239,CMD,2,0.0000
6522239,CMD,3,0.0000
11505152,CMD,0,0.0000
11505152,CMD,1,0.0000
11505152,CMD,2,0.0000
11505152,CMD,3,0.0000
17502482,CMD,0,0.0000
17502482,CMD,1,0.0000
17502482,CMD,2,0.0000
17502482,CMD,3,0.0000
23326604,CMD,0,0.0000
23326604,CMD,1,0.0000
23326604,CMD,2,0.0000
23326604,CMD,3,0.0000
29326241,CMD,0,0.0000
29326241,CMD,1,0.0000
29326241,CMD,2,0.0000
29326241,CMD,3,0.0000
35313683,CMD,0,0.0000
35313683,CMD,1,0.0000
35313683,CMD,2,0.0000
35313683,CMD,3,0.0000
40319467,CMD,0,0.0000
40319467,CMD,1,0.0000
40319467,CMD,2,0.0000
40319467,CMD,3,0.0000
46322972,CMD,0,0.0000
46322972,CMD,1,0.0000
46322972,CMD,2,0.0000
46322972,CMD,3,0.0000
52314855,CMD,0,0.0000
52314855,CMD,1,0.0000
52314855,CMD,2,0.0000
52314855,CMD,3,0.0000
60315929,CMD,0,0.0000
60315929,CMD,1,0.0000
60315929,CMD,2,0.0000
60315929,CMD,3,0.0000
65317042,CMD,0,0.0000
65317042,CMD,1,0.0000
65317042,CMD,2,0.0000
65317042,CMD,3,0.0000
69324774,CMD,0,0.0000
69324774,CMD,1,0.0000
69324774,CMD,2,0.0000
69324774,CMD,3,0.0000
75339016,CMD,0,0.0000
75339016,CMD,1,0.0000
75339016,CMD,2,0.0000
75339016,CMD,3,0.0000
81327533,CMD,0,0.0000
81327533,CMD,1,0.0000
81327533,CMD,2,0.0000
81327533,CMD,3,0.0000
87320066,CMD,0,0.0000
87320066,CMD,1,0.0000
87320066,CMD,2,0.0000
87320066,CMD,3,0.0000
93328863,CMD,0,0.0000
93328863,CMD,1,0.0000
93328863,CMD,2,0.0000
93328863,CMD,3,0.0000
99315688,CMD,0,0.0000
99315688,CMD,1,0.0000
99315688,CMD,2,0.0000
99315688,CMD,3,0.0000
105338362,CMD,0,0.0000
105338362,CMD,1,0.0000
105338362,CMD,2,0.0000
105338362,CMD,3,0.0000
111310831,CMD,0,0.0000
111310831,CMD,1,0.0000
111310831,CMD,2,0.0000
111310831,CMD,3,0.0000
117327737,CMD,0,0.0000
117327737,CMD,1,0.0000
117327737,CMD,2,0.0000
117327737,CMD,3,0.0000
124342495,CMD,0,0.0000
124342495,CMD,1,0.0000
124342495,CMD,2,0.0000
124342495,CMD,3,0.0000
132320182,CMD,0,0.0000
132320182,CMD,1,0.0000
132320182,CMD,2,0.0000
132320182,CMD,3,0.0000
138623172,CMD,0,0.0000
138623172,CMD,1,0.0000
138623172,CMD,2,0.0000
138623172,CMD,3,0.0000
146335686,CMD,0,0.0000
146335686,CMD,1,0.0000
146335686,CMD,2,0.0000
