t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
74.356604,9855843,778.9211,0.0000,41.70
74.455897,9855963,778.9145,0.0000,41.70
74.555753,9856043,778.9186,0.0000,41.70
74.655757,9856163,778.9184,0.0000,41.70
74.754399,9856243,778.9214,0.0000,41.70
74.855106,9856365,778.9131,0.0000,41.70
74.956407,9856446,778.9255,0.0000,41.70
75.055850,9856563,778.9326,0.0000,41.70
75.155231,9856643,778.9211,0.0000,41.70
75.255443,9856763,778.9194,0.0000,41.70
75.355608,9856843,778.9258,0.0000,41.70
75.455725,9856964,778.9309,0.0000,41.70
75.556503,9857043,778.9236,0.0000,41.70
75.656008,9857164,778.9238,0.0000,41.70
75.754778,9857245,778.9221,0.0000,41.70
75.856344,9857364,778.9265,0.0000,41.70
75.956605,9857444,778.9304,0.0000,41.70
76.055981,9857563,778.9186,0.0000,41.70
76.155434,9857645,778.9145,0.0000,41.70
76.255005,9857762,778.9133,0.0000,41.70
76.354744,9857842,778.9116,0.0000,41.70
76.456028,9857963,778.9065,0.0000,41.70
76.556829,9858042,778.9026,0.0000,41.70
76.655705,9858165,778.9077,0.0000,41.70
76.754033,9858243,778.9133,0.0000,41.70
76.855290,9858364,778.9047,0.0000,41.70
76.956401,9858443,778.9184,0.0000,41.70
77.056003,9858563,778.9160,0.0000,41.70
77.155425,9858644,778.9182,0.0000,41.70
77.255132,9858765,778.9211,0.0000,41.70
77.356211,9858843,778.9180,0.0000,41.70
77.447157,9858963,778.9155,0.0000,41.70
77.555239,9859046,778.9167,0.0000,41.70
77.655021,9859162,778.9248,0.0000,41.70
77.754474,9859242,778.9255,0.0000,41.70
77.855418,9859362,778.9255,0.0000,41.70
77.955246,9859443,778.9194,0.0000,41.70
78.055583,9859561,778.9182,0.0000,41.70
78.146101,9859643,778.9160,0.0000,41.70
78.254918,9859763,778.9160,0.0000,41.70
78.355892,9859842,778.9106,0.0000,41.70
78.455796,9859964,778.9099,0.0000,41.70
78.555696,9860043,778.9136,0.0000,41.70
78.655052,9860164,778.9255,0.0000,41.70
78.756890,9860245,778.9223,0.0000,41.70
78.856377,9860364,778.9184,0.0000,41.70
78.956525,9860443,778.9189,0.0000,41.70
79.055286,9860563,778.9108,0.0000,41.70
79.156354,9860643,778.9108,0.0000,41.70
79.255588,9860766,778.9172,0.0000,41.70
79.354974,9860845,778.9167,0.0000,41.70
79.455717,9860964,778.9111,0.0000,41.70
79.555831,9861044,778.9150,0.0000,41.70
79.656472,9861163,778.9164,0.0000,41.70
79.756378,9861244,778.9121,0.0000,41.70
79.854096,9861364,778.9236,0.0000,41.70
79.955627,9861443,778.9236,0.0000,41.70
80.055150,9861563,778.9258,0.0000,41.70
80.156189,9861644,778.9202,0.0000,41.70
80.256327,9861762,778.9238,0.0000,41.70
80.355370,9861843,778.9301,0.0000,41.70
80.454606,9861966,778.9225,0.0000,41.70
80.555524,9862043,778.9255,0.0000,41.70
80.655595,9862164,778.9170,0.0000,41.70
80.755481,9862243,778.9270,0.0000,41.70
80.856475,9862364,778.9243,0.0000,41.70
80.956112,9862443,778.9299,0.0000,41.70
81.055831,9862565,778.9170,0.0000,41.70
81.155701,9862645,778.9125,0.0000,41.70
81.255130,9862764,778.9147,0.0000,41.70
81.355056,9862843,778.9182,0.0000,41.70
81.456163,9862962,778.9172,0.0000,41.70
81.556791,9863045,778.9124,0.0000,41.70
81.655516,9863164,778.9211,0.0000,41.70
81.756136,9863243,778.9108,0.0000,41.70
81.853947,9863364,778.9219,0.0000,41.70
81.954445,9863445,778.9228,0.0000,41.70
82.054633,9863564,778.9355,0.0000,41.70
82.146640,9863643,778.9329,0.0000,41.70
82.256882,9863764,778.9192,0.0000,41.30
82.354923,9863844,778.9177,0.0000,41.30
82.457465,9863963,778.9214,0.0000,41.30
82.554957,9864044,778.9260,0.0000,41.30
82.656359,9864163,778.9267,0.0000,41.30
82.755085,9864244,778.9312,0.0000,41.30
82.856196,9864324,778.9316,0.0000,41.30
82.956142,9864445,778.9270,0.0000,41.30
83.053722,9864564,778.9206,0.0000,41.30
83.155586,9864645,778.9290,0.0000,41.30
83.256291,9864764,778.9192,0.0000,41.30
83.355231,9864842,778.9238,0.0000,41.30
83.455387,9864963,778.9241,0.0000,41.30
83.546453,9865043,778.9292,0.0000,41.30
83.653765,9865165,778.9211,0.0000,41.30
83.755621,9865243,778.9287,0.0000,41.30
83.858478,9865367,778.9326,0.0000,41.30
83.956919,9865444,778.9221,0.0000,41.30
84.054916,9865563,778.9370,0.0000,41.30
84.155288,9865645,778.9379,0.0000,41.30
84.255473,9865764,778.9214,0.0000,41.30
84.356879,9865843,778.9329,0.0000,41.30
84.455553,9865964,778.9321,0.0000,41.30
84.554944,9866045,778.9314,0.0000,41.30
84.656410,9866164,778.9336,0.0000,41.30
84.756767,9866242,778.9338,0.0000,41.30
84.855044,9866363,778.9225,0.0000,41.30
84.954381,9866444,778.9186,0.0000,41.30
85.056249,9866563,778.9250,0.0000,41.30
85.156122,9866642,778.9133,0.0000,41.30
85.255743,9866764,778.9069,0.0000,41.30
85.355206,9866844,778.9004,0.0000,41.30
85.455910,9866962,778.9043,0.0000,41.30
85.556570,9867044,778.9060,0.0000,41.30
85.654289,9867163,778.9094,0.0000,41.30
85.755036,9867246,778.9075,0.0000,41.30
85.854706,9867363,778.9119,0.0000,41.30
85.956295,9867446,778.9199,0.0000,41.30
86.055213,9867563,778.9189,0.0000,41.30
86.155098,9867645,778.9233,0.0000,41.30
86.254558,9867762,778.9124,0.0000,41.30
86.353197,9867844,778.9128,0.0000,41.30
86.455439,9867964,778.9197,0.0000,41.30
86.554971,9868042,778.9141,0.0000,41.30
86.655592,9868165,778.9147,0.0000,41.30
86.756029,9868245,778.9099,0.0000,41.30
86.854544,9868364,778.9028,0.0000,41.30
86.955350,9868443,778.9197,0.0000,41.30
87.056294,9868563,778.9292,0.0000,41.30
87.155136,9868644,778.9189,0.0000,41.30
87.255917,9868763,778.9258,0.0000,41.30
87.355269,9868844,778.9245,0.0000,41.30
