t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
4.255758,11045164,778.9329,0.0000,41.70
4.255758,11045244,778.9360,0.0000,41.70
4.256207,11045363,778.9275,0.0000,41.70
4.256394,11045445,778.9275,0.0000,41.70
4.256588,11045563,778.9223,0.0000,41.70
4.256588,11045644,778.9216,0.0000,41.70
4.256747,11045762,778.9189,0.0000,41.70
4.256905,11045845,778.9253,0.0000,41.70
4.256905,11045963,778.9309,0.0000,41.70
4.257038,11046045,778.9316,0.0000,41.70
4.257141,11046163,778.9236,0.0000,41.70
4.257141,11046242,778.9214,0.0000,41.70
4.257255,11046364,778.9216,0.0000,41.70
4.257366,11046442,778.9382,0.0000,41.70
4.257366,11046563,778.9314,0.0000,41.70
4.257485,11046643,778.9338,0.0000,41.70
4.257580,11046764,778.9312,0.0000,41.70
4.257580,11046844,778.9245,0.0000,41.70
4.257666,11046964,778.9392,0.0000,41.70
4.257750,11047043,778.9340,0.0000,41.70
4.257750,11047164,778.9231,0.0000,41.70
4.257839,11047245,778.9209,0.0000,41.70
4.257928,11047362,778.9163,0.0000,41.70
4.258017,11047443,778.9164,0.0000,41.70
4.258017,11047564,778.9182,0.0000,41.70
4.258105,11047643,778.9245,0.0000,41.70
4.258229,11047762,778.9260,0.0000,41.70
4.258229,11047846,778.9270,0.0000,41.70
4.258323,11047962,778.9277,0.0000,41.70
4.258408,11048043,778.9290,0.0000,41.70
4.258408,11048164,778.9277,0.0000,41.70
4.258497,11048243,778.9338,0.0000,41.70
4.258588,11048364,778.9353,0.0000,41.70
4.258588,11048445,778.9275,0.0000,41.70
4.258672,11048565,778.9177,0.0000,41.70
4.258761,11048643,778.9094,0.0000,41.70
4.258761,11048768,778.9114,0.0000,41.70
4.258847,11048844,778.9167,0.0000,41.70
4.258934,11048963,778.9184,0.0000,41.70
4.258934,11049044,778.9250,0.0000,41.70
4.259044,11049165,778.9304,0.0000,41.70
4.259136,11049245,778.9199,0.0000,41.70
4.259136,11049363,778.9203,0.0000,41.70
4.351213,11049443,778.9228,0.0000,41.70
4.448116,11049565,778.9155,0.0000,41.70
4.550625,11049644,778.9133,0.0000,41.70
4.642155,11049764,778.9287,0.0000,41.70
4.750491,11049842,778.9287,0.0000,41.70
4.841352,11049964,778.9238,0.0000,41.70
4.949139,11050044,778.9238,0.0000,41.70
5.042703,11050163,778.9250,0.0000,41.70
5.148154,11050243,778.9316,0.0000,41.70
5.245593,11050363,778.9233,0.0000,41.70
5.348425,11050444,778.9277,0.0000,41.70
5.442049,11050564,778.9340,0.0000,41.70
5.548833,11050644,778.9404,0.0000,41.70
5.648582,11050762,778.9368,0.0000,41.70
5.750092,11050842,778.9284,0.0000,41.70
5.842253,11050922,778.9321,0.0000,41.70
5.949695,11051042,778.9253,0.0000,41.70
6.045111,11051164,778.9250,0.0000,41.70
6.149735,11051242,778.9333,0.0000,41.70
6.241720,11051364,778.9299,0.0000,41.70
6.349134,11051444,778.9306,0.0000,41.70
6.442864,11051564,778.9277,0.0000,41.70
6.549642,11051644,778.9175,0.0000,41.70
6.641827,11051764,778.9243,0.0000,41.70
6.748779,11051843,778.9175,0.0000,41.70
6.845276,11051964,778.9262,0.0000,41.70
6.950955,11052044,778.9243,0.0000,41.70
7.046876,11052123,778.9353,0.0000,41.70
7.150446,11052242,778.9294,0.0000,41.70
7.242554,11052364,778.9186,0.0000,41.70
7.349792,11052442,778.9219,0.0000,41.70
7.443454,11052526,778.9202,0.0000,41.70
7.549918,11052645,778.9158,0.0000,41.70
7.641828,11052764,778.9253,0.0000,41.70
7.742943,11052843,778.9397,0.0000,41.70
7.844264,11052965,778.9368,0.0000,41.70
7.949415,11053044,778.9338,0.0000,41.70
8.051963,11053162,778.9284,0.0000,41.70
8.149451,11053244,778.9284,0.0000,41.70
8.242466,11053363,778.9287,0.0000,41.70
8.349167,11053442,778.9280,0.0000,41.70
8.443609,11053565,778.9375,0.0000,41.70
8.549915,11053644,778.9314,0.0000,41.70
8.642800,11053764,778.9362,0.0000,41.70
8.750998,11053843,778.9282,0.0000,41.70
8.842346,11053964,778.9340,0.0000,41.70
8.947633,11054042,778.9343,0.0000,41.70
9.041369,11054163,778.9312,0.0000,41.70
9.149923,11054243,778.9343,0.0000,41.70
9.246795,11054364,778.9355,0.0000,41.70
9.349039,11054443,778.9377,0.0000,41.70
9.441259,11054564,778.9401,0.0000,41.70
9.549016,11054643,778.9448,0.0000,41.70
9.641140,11054764,778.9368,0.0000,41.70
9.749549,11054843,778.9316,0.0000,41.70
9.842578,11054963,778.9199,0.0000,41.70
9.949651,11055041,778.9270,0.0000,41.70
10.042449,11055164,778.9241,0.0000,41.70
10.148240,11055243,778.9306,0.0000,41.70
10.246539,11055365,778.9284,0.0000,41.70
10.349106,11055444,778.9329,0.0000,41.70
10.441446,11055564,778.9262,0.0000,41.70
10.549621,11055642,778.9377,0.0000,41.70
10.643380,11055764,778.9418,0.0000,41.70
10.749218,11055844,778.9370,0.0000,41.70
10.841212,11055962,778.9275,0.0000,41.70
10.948232,11056044,778.9343,0.0000,41.70
11.046555,11056164,778.9299,0.0000,41.70
11.149476,11056242,778.9209,0.0000,41.70
11.242460,11056362,778.9206,0.0000,41.70
11.349796,11056443,778.9243,0.0000,41.70
11.449678,11056565,778.9262,0.0000,41.70
11.549722,11056642,778.9312,0.0000,41.30
11.638819,11056765,778.9277,0.0000,41.30
11.751254,11056842,778.9290,0.0000,41.30
11.839834,11056964,778.9270,0.0000,41.30
11.950320,11057044,778.9340,0.0000,41.30
12.050420,11057164,778.9265,0.0000,41.30
12.149336,11057244,778.9262,0.0000,41.30
12.249483,11057365,778.9306,0.0000,41.30
