t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
4.255758,11045266,-0.028561,-0.005628,1.423593,0.000283,0.000237,0.000401
4.255758,11045299,-0.028540,-0.005604,1.423595,-0.001088,0.002981,0.001710
4.255758,11045337,-0.028537,-0.005569,1.423614,0.000926,0.000616,0.001462
4.255758,11045370,-0.028524,-0.005578,1.423645,-0.000227,0.000819,0.001349
4.256207,11045404,-0.028506,-0.005603,1.423649,-0.000016,0.000882,0.001323
4.256207,11045436,-0.028488,-0.005600,1.423669,0.000549,0.000756,0.001351
4.256207,11045470,-0.028488,-0.005603,1.423689,-0.000091,-0.000363,0.001075
4.256207,11045501,-0.028476,-0.005598,1.423697,0.000056,0.000423,0.001515
4.256394,11045534,-0.028465,-0.005619,1.423699,0.001385,0.000068,0.001002
4.256394,11045564,-0.028466,-0.005611,1.423722,0.000170,0.000824,0.001370
4.256394,11045599,-0.028445,-0.005659,1.423739,0.001301,0.000611,0.001256
4.256394,11045634,-0.028435,-0.005695,1.423794,0.001052,0.000133,0.000194
4.256588,11045667,-0.028425,-0.005731,1.423828,0.000199,0.000573,0.000392
4.256588,11045704,-0.028418,-0.005758,1.423882,-0.000844,0.001598,0.002263
4.256588,11045734,-0.028403,-0.005780,1.423895,0.000084,-0.000169,0.000765
4.256588,11045771,-0.028407,-0.005802,1.423914,-0.001431,0.001602,0.001765
4.256588,11045803,-0.028401,-0.005822,1.423924,-0.000253,0.000253,0.000956
4.256747,11045837,-0.028399,-0.005838,1.423953,-0.000134,-0.000083,0.000980
4.256747,11045870,-0.028406,-0.005844,1.423973,0.000546,0.000688,0.000805
4.256747,11045904,-0.028413,-0.005864,1.423987,-0.001104,0.001179,0.001411
4.256747,11045939,-0.028403,-0.005874,1.424009,0.000886,-0.001467,0.000705
4.256905,11045970,-0.028428,-0.005879,1.424007,-0.000873,0.001166,0.001160
4.256905,11046001,-0.028422,-0.005898,1.424016,-0.001088,0.000823,0.000726
4.256905,11046034,-0.028407,-0.005911,1.424041,0.000732,-0.000448,0.001270
4.256905,11046071,-0.028411,-0.005899,1.424051,-0.000845,0.000877,0.001674
4.256905,11046102,-0.028414,-0.005895,1.424082,-0.001051,0.000411,0.001212
4.257038,11046131,-0.028406,-0.005888,1.424090,0.000677,-0.000010,0.000641
4.257038,11046169,-0.028398,-0.005870,1.424090,0.000386,0.001278,0.001912
4.257038,11046203,-0.028396,-0.005857,1.424103,-0.000959,0.001898,0.001974
4.257038,11046237,-0.028386,-0.005850,1.424105,0.000873,-0.000670,0.000615
4.257141,11046269,-0.028377,-0.005812,1.424114,0.000972,0.000953,0.000840
4.257141,11046301,-0.028348,-0.005820,1.424113,-0.000109,0.000422,0.001003
4.257141,11046334,-0.028340,-0.005794,1.424115,0.000514,-0.000420,0.000887
4.257141,11046370,-0.028350,-0.005795,1.424126,-0.000365,-0.000309,-0.000101
4.257141,11046401,-0.028345,-0.005793,1.424127,-0.000380,0.001079,0.001715
4.257255,11046431,-0.028345,-0.005767,1.424128,0.001390,-0.000895,0.000712
4.257255,11046470,-0.028334,-0.005744,1.424135,-0.000173,0.000248,0.001260
4.257255,11046505,-0.028334,-0.005710,1.424149,-0.000878,0.001866,0.001652
4.257255,11046533,-0.028343,-0.005693,1.424154,0.000709,-0.000660,0.001122
4.257366,11046569,-0.028358,-0.005648,1.424182,-0.001111,0.002542,0.002543
4.257366,11046599,-0.028341,-0.005658,1.424174,-0.000675,0.001115,0.000807
4.257366,11046635,-0.028342,-0.005638,1.424172,0.000895,-0.000292,0.000125
4.257366,11046668,-0.028358,-0.005581,1.424200,-0.001106,0.001394,0.001832
4.257366,11046704,-0.028351,-0.005577,1.424203,0.000119,0.000753,0.001473
4.257485,11046737,-0.028356,-0.005575,1.424213,0.000339,0.000374,0.000595
4.257485,11046770,-0.028372,-0.005550,1.424235,-0.000009,0.000184,0.001062
4.257485,11046805,-0.028359,-0.005538,1.424230,-0.000726,0.000736,0.000972
4.257485,11046839,-0.028381,-0.005512,1.424248,0.000788,-0.000985,0.000430
4.257580,11046866,-0.028394,-0.005484,1.424275,-0.000117,0.001197,0.001685
4.257580,11046901,-0.028393,-0.005460,1.424301,-0.000638,-0.000172,0.002310
4.257580,11046935,-0.028365,-0.005437,1.424316,0.001948,0.000061,0.000356
4.257580,11046971,-0.028369,-0.005406,1.424311,-0.000397,0.001567,0.001288
4.257666,11047000,-0.028339,-0.005396,1.424314,0.000627,0.001121,0.001260
4.257666,11047038,-0.028332,-0.005395,1.424319,0.000824,-0.001176,0.000419
4.257666,11047068,-0.028339,-0.005389,1.424327,0.000110,0.000778,0.000988
4.257666,11047100,-0.028335,-0.005375,1.424334,-0.000499,0.001627,0.001678
4.257750,11047137,-0.028341,-0.005369,1.424354,0.001637,-0.000931,-0.000300
4.257750,11047171,-0.028362,-0.005362,1.424350,-0.001097,0.000489,0.000971
4.257750,11047202,-0.028355,-0.005388,1.424349,-0.001355,0.001409,0.002274
