t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.254349,67061349,0.155435,0.532706,-0.032302,0.002418,0.027559,0.012513
2.254349,67061385,0.156295,0.534267,-0.031660,0.024456,0.052133,-0.004172
2.254349,67061418,0.154625,0.533587,-0.033375,-0.044291,-0.067210,-0.047438
2.254349,67061452,0.153145,0.532110,-0.034484,-0.016693,-0.027502,0.005146
2.255398,67061482,0.153299,0.531931,-0.033413,-0.000239,0.002169,0.034709
2.255398,67061516,0.153864,0.531781,-0.032831,-0.010365,0.000379,0.004044
2.255398,67061549,0.153153,0.532024,-0.032448,-0.018911,0.020135,0.014735
2.255398,67061580,0.153303,0.532729,-0.031549,-0.022893,0.022981,0.021869
2.255398,67061615,0.152805,0.533231,-0.031022,-0.018460,0.049503,0.013239
2.255742,67061651,0.153605,0.535631,-0.028664,-0.037784,0.063949,0.073921
2.255742,67061677,0.153616,0.536602,-0.026852,-0.018618,0.004445,0.031886
2.255742,67061718,0.154535,0.535691,-0.025265,0.019502,-0.030112,-0.002122
2.255742,67061751,0.153435,0.535281,-0.028259,0.024892,-0.016130,-0.117378
2.255742,67061784,0.153301,0.535408,-0.031637,0.071712,-0.015793,-0.071292
2.255742,67061817,0.153592,0.534041,-0.034365,0.003715,-0.104049,-0.072982
2.256064,67061852,0.152211,0.529719,-0.037365,0.015494,-0.116478,-0.016071
2.256064,67061878,0.152691,0.527565,-0.037867,0.074506,-0.044638,-0.007820
2.256064,67061920,0.157170,0.527856,-0.038213,0.146052,0.053805,-0.021556
2.256064,67061947,0.160820,0.529589,-0.038562,0.082693,0.028567,0.010357
2.256064,67061982,0.165439,0.529189,-0.036362,0.128399,-0.041224,0.097591
2.256350,67062011,0.167067,0.526802,-0.035017,-0.061544,-0.124145,-0.017369
2.256350,67062052,0.164183,0.521754,-0.035570,-0.039107,-0.087891,0.054411
2.256350,67062082,0.164043,0.521909,-0.034455,0.013759,0.099696,-0.023456
2.256350,67062111,0.164659,0.526746,-0.036385,0.060644,0.148206,-0.116280
2.256350,67062152,0.165417,0.531988,-0.039216,0.061081,0.109385,-0.043682
2.256657,67062185,0.168699,0.537155,-0.042976,0.242038,0.140099,-0.176781
2.256657,67062216,0.175866,0.541702,-0.047427,0.435084,0.194553,-0.115899
2.256657,67062249,0.187924,0.550067,-0.049351,0.362161,0.293026,-0.029226
2.256657,67062279,0.199204,0.557848,-0.046520,0.363273,0.195574,0.087070
2.256657,67062316,0.210157,0.558432,-0.047566,0.066272,-0.265236,-0.209973
2.256880,67062353,0.202958,0.554781,-0.059566,0.046743,0.075712,-0.203090
2.256880,67062382,0.216570,0.567692,-0.062277,0.799660,0.636731,-0.164302
2.256880,67062414,0.243318,0.589309,-0.060493,0.675357,0.568689,-0.029041
2.256880,67062452,0.264950,0.599996,-0.053685,0.348088,0.146021,0.125251
2.256880,67062487,0.261914,0.594182,-0.052194,-0.345254,-0.271438,0.047867
2.257070,67062517,0.240110,0.583936,-0.055026,-0.736072,-0.337871,0.046741
2.257070,67062549,0.223139,0.576425,-0.053578,-0.402835,-0.159116,0.117890
2.257070,67062581,0.216689,0.570437,-0.047964,-0.313746,-0.185401,0.172727
2.257070,67062613,0.204813,0.561897,-0.045618,-0.417839,-0.219125,0.087744
2.257070,67062651,0.203175,0.567688,-0.041614,0.126325,0.398164,0.027204
2.257070,67062684,0.216825,0.583181,-0.039776,0.406771,0.511095,-0.130428
2.257272,67062718,0.225954,0.596866,-0.039536,0.300133,0.363102,-0.004210
2.257272,67062750,0.236030,0.605200,-0.035512,0.125375,0.165253,0.052125
2.257272,67062786,0.232367,0.604316,-0.035503,-0.196967,-0.141998,-0.012428
2.257272,67062819,0.228852,0.601193,-0.035086,-0.047338,-0.012495,0.081338
2.257272,67062846,0.230409,0.601687,-0.033310,0.005667,0.049651,-0.007387
2.257487,67062886,0.231405,0.603682,-0.031292,-0.006414,0.095359,0.102625
2.257487,67062917,0.232377,0.605858,-0.027924,-0.085346,0.061553,-0.007121
2.257487,67062950,0.225726,0.608204,-0.029693,-0.130612,0.072158,-0.058056
2.257487,67062975,0.224557,0.610440,-0.029242,-0.067826,0.032164,0.036883
2.257487,67063017,0.220566,0.607107,-0.027368,-0.153067,-0.219405,0.134050
2.257682,67063053,0.220495,0.595409,-0.022564,0.032635,-0.235792,0.114399
2.257682,67063080,0.221913,0.592035,-0.021833,0.088329,-0.030811,0.010600
2.257682,67063111,0.227306,0.593546,-0.020442,0.186563,0.140328,0.045795
2.257682,67063149,0.230939,0.596647,-0.019061,-0.010875,0.066766,-0.021254
2.257682,67063183,0.229026,0.600145,-0.019449,-0.124864,0.089084,-0.072854
2.257905,67063213,0.220614,0.602890,-0.024530,-0.189482,0.057709,-0.202371
2.257905,67063249,0.215505,0.606649,-0.028690,0.028652,0.084979,-0.002730
2.257905,67063285,0.216047,0.606615,-0.027700,-0.030510,-0.076115,0.029021
2.257905,67063320,0.216774,0.604071,-0.026970,0.034042,-0.043970,0.022658
2.257905,67063349,0.215890,0.602027,-0.027209,-0.061687,-0.081239,0.008742
2.258054,67063382,0.215123,0.600236,-0.025573,-0.031304,0.017489,0.073455
2.258054,67063413,0.216074,0.601684,-0.023995,0.027616,0.078490,-0.037014
2.258054,67063440,0.215550,0.603652,-0.025505,-0.011300,0.032468,-0.064535
2.258054,67063485,0.212510,0.603719,-0.026720,-0.051705,0.014369,0.013137
2.258054,67063519,0.211925,0.604852,-0.025015,-0.015366,0.048952,0.043641
2.258188,67063546,0.213011,0.606111,-0.024615,0.034884,0.037522,-0.035205
2.258221,67063577,0.211560,0.607041,-0.026737,-0.067049,-0.034065,-0.074604
2.297910,67063618,0.209042,0.606464,-0.028342,-0.014220,0.003014,0.032918
2.329056,67063646,0.208509,0.606214,-0.027142,-0.061825,-0.042273,0.026031
2.357230,67063688,0.205797,0.603526,-0.027483,-0.070008,-0.076206,-0.019847
2.391520,67063713,0.203429,0.602149,-0.027768,-0.069470,-0.013463,0.038249
2.428687,67063749,0.205298,0.603307,-0.024681,0.060723,0.090642,0.068375
2.458550,67063786,0.207767,0.603838,-0.023187,0.040903,-0.041635,-0.007053
2.490334,67063818,0.209335,0.602450,-0.022784,0.026974,-0.033931,0.049473
2.528833,67063846,0.208559,0.600864,-0.021320,-0.132849,-0.071835,0.004946
2.564040,67063886,0.203637,0.597425,-0.022816,-0.029099,-0.078559,-0.010701
2.597489,67063911,0.203983,0.597311,-0.023070,0.011172,0.052981,-0.000637
2.627681,67063947,0.204762,0.600069,-0.020939,-0.028953,0.107291,0.062209
2.658599,67063977,0.205429,0.602130,-0.017958,-0.067054,0.021007,0.040265
2.697838,67064018,0.203753,0.601306,-0.018039,-0.018734,-0.029440,0.001149
2.728767,67064046,0.203300,0.600561,-0.017637,0.008442,-0.001198,-0.003575
2.756225,67064081,0.203911,0.601085,-0.018948,0.014084,-0.008234,-0.031149
2.794742,67064118,0.203027,0.600109,-0.019443,-0.004601,-0.028688,0.010040
2.828944,67064151,0.203167,0.599905,-0.019406,-0.047584,-0.016101,0.002430
2.863998,67064182,0.200034,0.598158,-0.019161,-0.096275,-0.069138,0.030148
2.888072,67064217,0.199618,0.596867,-0.018338,0.084266,0.042559,0.035032
2.928927,67064252,0.202591,0.598027,-0.016745,0.009336,0.024019,0.047093
2.963158,67064283,0.203363,0.597524,-0.014335,-0.039284,-0.036134,0.048867
2.988174,67064316,0.202314,0.596151,-0.013580,-0.032359,-0.028042,0.005929
3.028208,67064345,0.201479,0.595920,-0.014204,-0.000287,0.005343,-0.027714
3.058824,67064378,0.201964,0.596423,-0.014281,0.020592,0.029467,0.028319
3.093999,67064416,0.203072,0.596834,-0.012550,0.002332,-0.006063,0.023217
3.130107,67064451,0.203133,0.595670,-0.011530,-0.034508,-0.015360,0.033167
3.157948,67064484,0.203851,0.596536,-0.009207,0.000619,0.058107,0.058223
3.188524,67064516,0.203250,0.596704,-0.009539,-0.047098,-0.048125,-0.047093
3.228526,67064551,0.202069,0.595792,-0.010144,0.029260,0.025630,0.028959
3.258735,67064583,0.203681,0.597642,-0.008916,-0.041764,0.004314,-0.009468
3.258735,67064612,0.201288,0.595641,-0.010160,-0.039713,-0.109701,-0.014375
3.328167,67064652,0.200502,0.593853,-0.009856,0.000973,0.044758,0.049512
3.361807,67064683,0.204056,0.596142,-0.006667,0.072289,0.076934,0.053360
3.389131,67064717,0.203336,0.596131,-0.006215,-0.081682,-0.041812,0.000090
3.427480,67064747,0.202319,0.595252,-0.005502,-0.039824,0.004082,0.050001
3.459044,67064773,0.202396,0.595417,-0.003919,-0.013892,0.021039,0.039803
3.488681,67064810,0.203144,0.595171,-0.003807,0.014797,-0.037745,-0.029953
3.528083,67064852,0.201012,0.593668,-0.005078,-0.066181,-0.030937,0.006610
3.562478,67064884,0.200287,0.593491,-0.004188,-0.002434,0.030146,0.036452
3.588278,67064917,0.200426,0.593806,-0.002990,-0.069082,-0.035691,0.012060
3.628106,67064947,0.197741,0.591835,-0.003069,-0.084846,-0.077396,0.016488
3.663822,67064982,0.195029,0.590426,-0.002759,-0.036457,0.047066,0.009605
3.698252,67065019,0.196425,0.593404,-0.000606,0.032058,0.090086,0.045567
3.728215,67065051,0.198135,0.594323,0.001128,-0.009852,-0.005540,0.030141
3.757430,67065085,0.196223,0.592616,0.000066,-0.065088,-0.076530,-0.034199
3.788607,67065111,0.194993,0.591305,-0.000308,0.007356,0.021409,0.024900
3.828891,67065153,0.194668,0.592729,-0.000986,-0.026357,0.008155,-0.063429
3.860177,67065185,0.193273,0.592096,-0.002617,0.012449,-0.029422,-0.003327
3.888794,67065215,0.194235,0.592006,-0.003046,0.051637,0.007466,-0.032999
3.931497,67065243,0.194324,0.591973,-0.004044,-0.012506,-0.035991,-0.000525
3.958370,67065284,0.194318,0.590743,-0.004270,0.008064,-0.025477,-0.001504
3.990544,67065317,0.194900,0.590341,-0.003493,0.021340,0.021564,0.054286
4.028261,67065348,0.196618,0.591683,-0.001542,-0.013482,0.050597,0.011413
4.063807,67065384,0.194278,0.592507,-0.001687,-0.069384,0.007083,-0.016424
4.088996,67065415,0.194458,0.594035,-0.000735,-0.012445,0.091048,0.035580
4.128887,67065451,0.193746,0.596136,0.001075,-0.048310,0.034816,0.024054
4.163948,67065484,0.192879,0.596101,0.000752,-0.013332,-0.001864,-0.003113
4.187982,67065510,0.193025,0.596514,0.001508,-0.032591,0.049215,0.029736
4.228283,67065552,0.191805,0.597535,0.001094,-0.024837,-0.054887,-0.082349
4.258801,67065583,0.188140,0.594221,-0.002435,-0.038355,-0.138016,-0.022385
4.258801,67065619,0.188435,0.590844,-0.002926,0.066521,-0.046376,0.036481
4.329488,67065652,0.190457,0.588871,-0.001668,0.032045,-0.043600,0.040431
4.358858,67065685,0.192911,0.588930,0.000053,0.030718,0.039974,0.033658
4.391734,67065719,0.193408,0.590884,0.001404,-0.034189,0.082876,0.025611
