t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.256350,67061930,782.0688,0.0000,42.30
2.257682,67062931,782.0801,0.0000,42.30
2.731980,67063930,782.0866,0.0000,42.30
3.730093,67064930,782.0788,0.0000,42.30
4.739091,67065932,782.0605,0.0000,42.70
5.736411,67066931,782.0651,0.0000,42.70
6.740010,67067930,782.0588,0.0000,42.30
7.740073,67068930,782.0642,0.0000,42.30
8.731336,67069930,782.0844,0.0000,42.00
9.730517,67070931,782.0803,0.0000,42.00
10.740050,67071931,782.0715,0.0000,42.00
11.731025,67072932,782.0623,0.0000,42.00
12.737797,67073932,782.0634,0.0000,42.00
13.737370,67074930,782.0859,0.0000,42.00
14.739670,67075931,782.0688,0.0000,42.00
15.739451,67076933,782.0530,0.0000,42.00
16.736861,67077930,782.0593,0.0000,41.70
17.730360,67078931,782.0654,0.0000,41.70
18.732036,67079929,782.0554,0.0000,50.90
19.738194,67080931,782.0549,0.0000,50.90
20.736307,67081930,782.0693,0.0000,45.90
21.738533,67082932,782.0512,0.0000,45.90
22.739256,67083930,782.0688,0.0000,44.30
23.738463,67084930,782.0637,0.0000,44.30
24.737806,67085930,782.0491,0.0000,43.60
25.732361,67086931,782.0688,0.0000,43.60
26.731758,67087935,782.0559,0.0000,43.30
27.739994,67088930,782.0754,0.0000,43.30
28.737332,67089932,782.0684,0.0000,43.00
29.739338,67090930,782.0811,0.0000,43.00
30.738175,67091931,782.0547,0.0000,47.90
31.736995,67092930,782.0673,0.0000,47.90
32.737067,67093932,782.0469,0.0000,46.60
33.737399,67094930,782.0608,0.0000,46.60
34.736105,67095933,782.0608,0.0000,48.60
35.730809,67096930,782.0642,0.0000,48.60
36.729644,67097929,782.0414,0.0000,46.60
37.737223,67098931,782.0342,0.0000,46.60
38.731089,67099929,782.0532,0.0000,45.00
39.734002,67100931,782.0746,0.0000,45.00
40.739619,67101930,782.0569,0.0000,44.60
41.737987,67102931,782.0627,0.0000,44.60
42.737851,67103931,782.0696,0.0000,45.00
43.738126,67104931,782.0612,0.0000,45.00
44.741054,67105932,782.0569,0.0000,44.00
45.739820,67106931,782.0537,0.0000,44.00
46.730559,67107929,782.0562,0.0000,44.60
47.732076,67108932,782.0693,0.0000,44.60
48.741234,67109931,782.0612,0.0000,44.60
49.739249,67110930,782.0466,0.0000,44.60
50.738206,67111931,782.0725,0.0000,44.30
51.732170,67112930,782.0595,0.0000,44.30
52.738192,67113931,782.0620,0.0000,44.30
