t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.254349,67061322013,4.903778,-1.172653,-8.330444,-0.056515,-0.017800,-0.009613,-0.019823,1.097111,2.664997,782.08,42.30,highres
2.254349,67061345741,4.914508,-1.253266,-8.352387,-0.003363,0.020199,0.012215,-0.019823,1.097111,2.664997,782.08,42.30,highres
2.254349,67061364120,5.029417,-1.375500,-8.204340,0.018500,0.063637,0.012988,-0.019823,1.097111,2.664997,782.08,42.30,highres
2.254349,67061386630,5.042628,-1.410793,-8.062701,0.013725,0.035362,-0.013663,-0.019823,1.097111,2.664997,782.08,42.30,highres
2.254349,67061402782,5.016473,-1.366904,-8.136619,-0.033518,-0.046231,-0.039496,-0.016098,1.106152,2.677400,782.08,42.30,highres
2.254349,67061429536,4.827734,-1.078732,-8.317917,-0.034541,-0.061077,-0.037926,-0.016098,1.106152,2.677400,782.08,42.30,highres
2.254349,67061444097,4.772635,-1.017109,-8.410949,-0.018146,-0.036345,-0.005290,-0.016098,1.106152,2.677400,782.08,42.30,highres
2.254349,67061469773,4.799547,-1.192050,-8.269970,-0.013387,0.004048,0.036233,-0.025290,1.103790,2.667817,782.08,42.30,highres
2.255398,67061484994,4.863482,-1.266678,-8.213790,0.004621,0.000536,0.031561,-0.025290,1.103790,2.667817,782.08,42.30,highres
2.255398,67061507626,4.870330,-1.325861,-8.448982,0.007718,-0.002255,0.007559,-0.025290,1.103790,2.667817,782.08,42.30,highres
2.255398,67061527508,4.914881,-1.192136,-8.446728,-0.028242,0.003711,0.005124,-0.025290,1.103790,2.667817,782.08,42.30,highres
2.255398,67061547628,4.937850,-1.133748,-8.422746,-0.019741,0.019446,0.013726,-0.017658,1.099667,2.678317,782.08,42.30,highres
2.255398,67061564669,4.919474,-1.244790,-8.390023,-0.008388,0.032116,0.025206,-0.017658,1.099667,2.678317,782.08,42.30,highres
2.255398,67061575586,4.877322,-1.327670,-8.360549,-0.017308,0.026820,0.024676,-0.017658,1.099667,2.678317,782.08,42.30,highres
2.255398,67061595116,4.891834,-1.306878,-8.419875,-0.034819,0.022528,0.011894,-0.023222,1.095502,2.676703,782.08,42.30,highres
2.255398,67061619972,4.775205,-1.093247,-8.235550,-0.001622,0.065596,0.025870,-0.023222,1.095502,2.676703,782.08,42.30,highres
2.255398,67061642667,5.018057,-1.340689,-8.151010,-0.017490,0.072671,0.073836,-0.023222,1.095502,2.676703,782.08,42.30,highres
2.255742,67061655059,5.082463,-1.423334,-8.096328,-0.043754,0.056646,0.066766,-0.023222,1.095502,2.676703,782.08,42.30,highres
2.255742,67061669589,5.173293,-1.252982,-7.940810,-0.041069,0.033949,0.045975,-0.018978,1.103675,2.677995,782.08,42.30,highres
2.255742,67061705734,5.330765,-1.388313,-8.272703,0.016528,-0.028173,0.030780,-0.018978,1.103675,2.677995,782.08,42.30,highres
2.255742,67061726728,5.328735,-1.752644,-8.375428,0.010288,-0.027687,-0.047296,-0.018978,1.103675,2.677995,782.08,42.30,highres
2.255742,67061745586,5.167301,-1.478091,-8.333017,0.016047,-0.021335,-0.109490,-0.022316,1.098912,2.689748,782.08,42.30,highres
2.255742,67061767056,4.865819,-1.072033,-8.156590,0.055899,-0.007166,-0.097924,-0.022316,1.098912,2.689748,782.08,42.30,highres
2.255742,67061779354,4.810224,-1.100132,-8.028849,0.070116,-0.014012,-0.073421,-0.022316,1.098912,2.689748,782.08,42.30,highres
2.255742,67061804499,4.809015,-1.282651,-8.176940,0.040134,-0.068944,-0.072095,-0.022316,1.098912,2.689748,782.08,42.30,highres
2.256064,67061823359,4.753613,-1.046333,-8.185780,-0.004520,-0.114650,-0.069469,-0.018911,1.098900,2.677093,782.08,42.30,highres
2.256064,67061844734,4.695602,-1.000316,-8.337394,0.010096,-0.122307,-0.027913,-0.018911,1.098900,2.677093,782.08,42.30,highres
