t_wall_s,mhe_solve_us,mpc_solve_us,cycle_us
5.466493,0,0,115
5.509713,0,0,104
5.550392,0,0,16
5.589306,0,0,107
5.628047,0,0,374
5.669701,0,0,20
5.707754,0,0,129
5.749268,0,0,69
5.789312,0,0,17
5.837902,0,0,16
5.877324,0,0,83
5.930377,0,0,14
5.969050,0,0,15
5.999440,0,0,12
6.048055,0,0,167
6.088160,0,0,101
6.128443,0,0,10
6.169750,0,0,16
6.208950,0,0,10
6.253881,0,0,110
6.264681,0,0,55
6.333071,0,0,22
6.377544,0,0,116
6.418919,0,0,17
6.463070,0,0,20
6.498860,0,0,62
6.549585,0,0,15
6.588539,0,0,12
6.637008,0,0,131
6.668071,0,0,17
6.710198,0,0,116
6.754134,0,0,205
6.788326,0,0,103
6.837759,0,0,46
6.877180,0,0,14
6.919731,0,0,93
6.964819,0,0,17
7.000502,0,0,15
7.039466,0,0,87
7.078140,0,0,22
7.117440,0,0,72
7.167364,0,0,14
7.209020,0,0,18
7.248872,0,0,15
7.267841,0,0,19
7.339735,0,0,84
7.377261,0,0,223
7.418157,0,0,17
7.463545,0,0,116
7.498386,0,0,15
7.538557,0,0,94
7.578163,0,0,17
7.619612,0,0,266
7.669461,0,0,14
7.708377,0,0,16
7.757297,0,0,90
7.788537,0,0,110
7.813953,0,0,16
7.838938,0,0,7
7.888901,0,0,13
7.923920,0,0,84
7.963894,0,0,258
8.007740,0,0,12
8.048121,0,0,55
8.097562,0,0,95
8.135073,0,0,22
8.178812,0,0,41
8.219619,0,0,239
8.265696,0,0,50
8.316870,0,0,15
8.347674,0,0,15
8.396530,0,0,15
8.444437,0,0,103
8.478631,0,0,95
8.518397,0,0,14
8.563699,0,0,58
8.598433,0,0,133
8.631654,0,0,574
8.668974,0,0,112
8.717468,0,0,302
8.756990,0,0,73
8.808641,0,0,25
8.849297,0,0,104
8.888736,0,0,68
8.936068,0,0,75
8.977830,0,0,434
9.019464,0,0,92
9.068486,0,0,65
9.109019,0,0,20
9.148050,0,0,17
9.198083,0,0,101
9.240980,0,0,17
9.278192,0,0,924
9.328422,0,0,147
9.368387,0,0,16
9.409484,0,0,13
9.458822,0,0,17
9.498086,0,0,15
9.547237,0,0,14
9.596281,0,0,150
9.639055,0,0,122
9.677811,0,0,17
9.737843,0,0,15
9.780014,0,0,115
9.818111,0,0,63
9.868067,0,0,73
9.908760,0,0,60
9.957817,0,0,97
9.998474,0,0,175
10.038605,0,0,18
10.088770,0,0,784
10.138224,0,0,2165
10.171050,0,0,11
10.209554,0,0,153
10.257717,0,0,59
10.280419,0,0,15
10.338922,0,0,193
10.379298,0,0,11
10.419974,0,0,14
10.464577,0,0,105
10.499426,0,0,45
10.538439,0,0,172
10.588502,0,0,103
10.641826,0,0,270
10.678821,0,0,21
10.728446,0,0,11
10.768534,0,0,11
10.809770,0,0,72
10.849084,0,0,14
10.890024,0,0,197
10.932029,0,0,51
10.968694,0,0,15
11.009759,0,0,87
11.057836,0,0,13
11.099241,0,0,21
11.139333,0,0,23
11.178207,0,0,18
11.218502,0,0,106
11.264677,0,0,79
11.289249,0,0,55
11.337035,0,0,117
11.378384,0,0,98
11.419460,0,0,141
11.464230,0,0,16
11.502969,0,0,63
11.546883,0,0,11
11.589308,0,0,98
11.630950,0,0,201
11.668979,0,0,20
11.709924,0,0,18
11.748165,0,0,12
11.797615,0,0,11
11.837995,0,0,306
11.877250,0,0,63
11.916540,0,0,363
11.957285,0,0,74
11.998251,0,0,11
12.038526,0,0,126
12.088555,0,0,306
12.130608,0,0,16
12.167607,0,0,54
12.209107,0,0,180
12.249603,0,0,16
12.289897,0,0,76
12.333031,0,0,20
12.370359,0,0,11
12.408213,0,0,88
12.458691,0,0,221
12.498821,0,0,61
12.539253,0,0,67
12.579390,0,0,157
12.632408,0,0,83
12.678083,0,0,250
12.719008,0,0,13
12.763185,0,0,429
12.798183,0,0,272
12.848910,0,0,53
12.890566,0,0,14
12.916625,0,0,15
12.959125,0,0,420
12.998338,0,0,11
13.031017,0,0,17
13.070512,0,0,211
13.117098,0,0,16
13.157334,0,0,530
13.188625,0,0,16
13.217565,0,0,90
13.249771,0,0,104
13.288372,0,0,102
13.332942,0,0,109
13.368868,0,0,9
13.416377,0,0,58
13.459376,0,0,456
13.508835,0,0,128
13.550099,0,0,11
13.596796,0,0,7
13.639029,0,0,18
13.678456,0,0,15
13.717129,0,0,132
13.739828,0,0,14
13.777715,0,0,69
13.819553,0,0,122
13.864495,0,0,12
13.908089,0,0,13
13.956581,0,0,266
13.988818,0,0,8
14.030353,0,0,134
14.068856,0,0,110
14.109162,0,0,13
14.156998,0,0,116
14.197106,0,0,59
14.239536,0,0,36
14.288018,0,0,72
14.297101,0,0,97
14.378655,0,0,120
14.416791,0,0,112
14.457612,0,0,116
14.498899,0,0,93
14.549481,0,0,188
14.588875,0,0,136
14.632321,0,0,215
14.669236,0,0,12
14.719121,0,0,147
14.758107,0,0,12
14.798622,0,0,56
14.838312,0,0,19
14.880343,0,0,126
14.931454,0,0,399
14.968149,0,0,131
15.018790,0,0,44
15.057182,0,0,60
15.098440,0,0,60
15.137944,0,0,59
15.178855,0,0,79
15.218183,0,0,20
15.264557,0,0,75
15.300116,0,0,99
15.345949,0,0,1070
15.379314,0,0,106
15.418941,0,0,67
15.449412,0,0,14
15.488310,0,0,13
15.533158,0,0,87
15.578531,0,0,139
15.619006,0,0,60
15.664355,0,0,386
15.699377,0,0,12
15.741369,0,0,118
15.779293,0,0,14
15.818827,0,0,17
15.864444,0,0,61
15.909584,0,0,21
15.956581,0,0,75
16.000169,0,0,1233
16.041540,0,0,68
16.078347,0,0,97
16.118210,0,0,80
16.168121,0,0,13
16.210091,0,0,70
16.438128,0,89527,89745
16.677750,0,41833,42113
16.849508,0,44578,44788
17.018061,0,44027,44259
17.188772,0,43204,43409
17.327986,0,41263,41493
17.517660,0,41283,41493
17.757448,0,73205,73443
17.917415,0,0,7
17.976480,0,0,120
18.009455,0,0,10
18.058167,0,0,7
18.098114,0,0,227
18.137587,0,0,50
18.190645,0,0,516
18.230829,0,0,6
18.278156,0,0,10
18.318278,0,0,84
18.361911,0,0,212
18.398457,0,0,361
18.448191,0,0,240
18.491057,0,0,84
18.531419,0,0,8
18.571991,0,0,269
18.617687,0,0,7
18.663018,0,0,66
18.698347,0,0,7
18.746937,0,0,6
18.779838,0,0,75
18.833382,0,0,205
18.899172,0,0,15
18.939921,0,0,6
19.022141,0,0,12
19.078184,0,0,394
19.116873,0,0,9
19.162964,0,0,9
19.198048,0,0,10
19.246954,0,0,6
19.308587,0,0,11
19.330561,0,0,6
19.408383,0,0,166
19.449949,0,0,10
19.489161,0,0,11
19.537660,0,0,289
19.568315,0,0,7
19.662897,0,0,12
19.698241,0,0,190
19.750125,0,0,13
19.789039,0,0,9
19.830063,0,0,12
19.869796,0,0,64
19.909164,0,0,124
19.957180,0,0,50
19.998184,0,0,13
20.038038,0,0,61
20.077199,0,0,216
20.117977,0,0,8
20.168285,0,0,15
20.208685,0,0,15
20.250336,0,0,14
20.289001,0,0,331
20.330143,0,0,14
20.378953,0,0,990
20.418465,0,0,9
20.463410,0,0,109
20.503800,0,0,9
20.550935,0,0,57
20.598310,0,0,11
20.638903,0,0,11
20.677100,0,0,616
20.731187,0,0,459
20.768461,0,0,7
20.808229,0,0,98
20.879731,0,0,16
20.938947,0,0,8
20.981158,0,0,9
21.049593,0,0,19
21.102586,0,0,255
21.149761,0,0,6
21.198344,0,0,10
21.239220,0,0,148
21.276924,0,0,11
21.329266,0,0,7
21.336323,0,0,12
21.408773,0,0,1074
21.449474,0,0,98
21.488654,0,0,772
21.538846,0,0,11
21.577544,0,0,147
21.630731,0,0,125
21.700299,0,0,12
21.747527,0,0,12
21.778018,0,0,64
21.830555,0,0,14
21.868231,0,0,782
21.908670,0,0,8
21.958146,0,0,215
21.998117,0,0,11
22.038550,0,0,7
22.088935,0,0,7
22.128387,0,0,257
22.168208,0,0,60
22.216959,0,0,15
22.250891,0,0,10
22.296739,0,0,12
22.338761,0,0,226
22.389426,0,0,7
22.430957,0,0,474
22.467759,0,0,582
22.516615,0,0,158
22.578452,0,0,12
22.632289,0,0,66
22.669139,0,0,8
22.718173,0,0,123
22.768183,0,0,76
22.808527,0,0,78
22.848622,0,0,9
22.899076,0,0,294
22.939896,0,0,203
22.990475,0,0,284
23.030536,0,0,9
23.068576,0,0,93
23.139202,0,0,13
23.177774,0,0,104
23.237652,0,0,9
23.278224,0,0,1107
23.318007,0,0,56
23.343046,0,0,12
23.410259,0,0,114
23.449894,0,0,87
23.489314,0,0,170
23.539286,0,0,9
23.578937,0,0,9
23.617673,0,0,250
23.665091,0,0,6
23.698595,0,0,11
23.740350,0,0,168
23.788945,0,0,11
23.830405,0,0,54
23.869563,0,0,8
23.899571,0,0,43
23.963433,0,0,224
23.999389,0,0,7
24.038234,0,0,7
24.077050,0,0,6
24.117847,0,0,7
24.168273,0,0,345
24.209412,0,0,205
24.248371,0,0,6
24.299874,0,0,961
24.341140,0,0,16
24.400884,0,0,10
24.458213,0,0,300
24.500642,0,0,190
24.540311,0,0,182
24.579310,0,0,12
24.631569,0,0,9
24.668186,0,0,7
24.742964,0,0,335
24.777729,0,0,9
24.829387,0,0,7
24.877116,0,0,10
24.947465,0,0,18
24.998640,0,0,13
25.038384,0,0,7
25.088395,0,0,123
25.132469,0,0,6
25.179646,0,0,15
25.248138,0,0,7
25.300341,0,0,5
25.349377,0,0,7
25.390030,0,0,78
25.438260,0,0,9
25.476781,0,0,11
25.518330,0,0,82
25.568284,0,0,197
25.631997,0,0,14
25.690186,0,0,9
25.739951,0,0,279
25.808288,0,0,15
25.848156,0,0,9
25.900600,0,0,8
25.949937,0,0,103
26.010043,0,0,12
26.063055,0,0,8
26.109601,0,0,9
26.148547,0,0,84
26.197976,0,0,10
26.268108,0,0,13
26.316930,0,0,426
26.359019,0,0,49
26.401082,0,0,54
26.446718,0,0,79
26.487911,0,0,728
26.530567,0,0,41
26.568689,0,0,96
26.618552,0,0,13
26.658234,0,0,12
26.698974,0,0,360
26.738267,0,0,9
26.797557,0,0,14
26.862615,0,0,207
26.910271,0,0,87
26.949666,0,0,14
26.996412,0,0,183
27.032373,0,0,138
27.069105,0,0,8
27.118074,0,0,10
27.156996,0,0,9
27.198412,0,0,926
27.248807,0,0,2170
27.289606,0,0,31
27.329495,0,0,8
27.363418,0,0,81
27.419125,0,0,7
27.456819,0,0,31
27.508411,0,0,13
27.578478,0,0,11
27.629057,0,0,52
27.668090,0,0,7
27.717163,0,0,100
27.788926,0,0,15
27.839567,0,0,211
27.876693,0,0,8
27.930792,0,0,55
27.968787,0,0,101
28.018698,0,0,9
28.057041,0,0,10
28.098479,0,0,108
28.169532,0,0,13
28.220196,0,0,6
28.263357,0,0,70
28.308931,0,0,11
28.349692,0,0,42
28.367571,0,0,10
28.440552,0,0,254
28.477434,0,0,59
28.518585,0,0,384
28.589837,0,0,13
28.640277,0,0,342
28.678943,0,0,100
28.728845,0,0,39
28.769131,0,0,9
28.818176,0,0,9
28.877651,0,0,6
28.931539,0,0,9
28.978482,0,0,85
29.051904,0,0,13
29.099268,0,0,89
29.149170,0,0,13
29.198218,0,0,7
29.241194,0,0,9
29.290555,0,0,531
29.329080,0,0,6
29.368419,0,0,15
29.418053,0,0,138
29.463914,0,0,15
29.498796,0,0,8
29.548115,0,0,13
29.588223,0,0,575
29.636544,0,0,61
29.698071,0,0,557
29.749487,0,0,11
29.817598,0,0,7
29.864101,0,0,32
29.903641,0,0,11
29.956913,0,0,149
29.997237,0,0,13
30.037502,0,0,10
30.084053,0,0,7
30.129364,0,0,111
30.164158,0,0,148
30.203764,0,0,200
30.256170,0,0,10
30.298239,0,0,39
30.344582,0,0,34
30.383297,0,0,8
30.430170,0,0,7
30.463545,0,0,6
30.504815,0,0,7
30.546247,0,0,8
30.597624,0,0,6
30.631169,0,0,9
30.665203,0,0,10
30.717654,0,0,8
30.756038,0,0,7
30.797616,0,0,8
30.837163,0,0,71
30.877031,0,0,7
30.904979,0,0,6
30.956580,0,0,7
31.004796,0,0,5
31.047945,0,0,9
31.077095,0,0,4
31.125687,0,0,6
31.165925,0,0,50
31.205111,0,0,4
31.248877,0,0,5
31.298397,0,0,43
31.337257,0,0,47
31.378349,0,0,4
31.423543,0,0,9
31.464731,0,0,11
31.504257,0,0,45
31.547975,0,0,5
31.596881,0,0,5
31.646145,0,0,8
31.685077,0,0,8
31.729658,0,0,106
31.785330,0,0,13
31.858526,0,0,14
31.917967,0,0,781
31.959302,0,0,13
31.985762,0,0,257
32.038053,0,0,281
32.105004,0,0,99
32.146760,0,0,9
32.199689,0,0,104
32.247245,0,0,12
32.285082,0,0,29
32.324990,0,0,11
32.362568,0,0,27
32.396765,0,0,30
32.464103,0,0,92
32.509843,0,0,87
32.548573,0,0,10
32.584239,0,0,7
32.631244,0,0,10
32.664091,0,0,201
32.717912,0,0,6
32.757048,0,0,77
32.798060,0,0,9
32.830795,0,0,62
32.865632,0,0,7
32.917336,0,0,11
32.956185,0,0,5
33.004848,0,0,71
33.047123,0,0,9
33.096883,0,0,8
33.139175,0,0,9
33.178888,0,0,328
33.218371,0,0,43
33.256828,0,0,8
33.296036,0,0,5
33.344888,0,0,4
33.378555,0,0,3
33.398271,0,0,5
33.464138,0,0,6
33.503518,0,0,343
33.544586,0,0,7
33.584668,0,0,6
33.619321,0,0,7
33.664419,0,0,6
33.704576,0,0,4
33.756699,0,0,8
33.798091,0,0,484
33.830261,0,0,6
33.865068,0,0,6
33.917096,0,0,17
33.963657,0,0,6
34.005085,0,0,5
34.057252,0,0,7
34.098968,0,0,5
34.137867,0,0,4
34.183519,0,0,5
34.229936,0,0,6
34.284078,0,0,6
34.317638,0,0,5
34.356542,0,0,9
34.398107,0,0,8
34.463438,0,0,39
34.524772,0,0,9
34.564816,0,0,10
34.643796,0,0,12
34.685081,0,0,11
34.730361,0,0,387
34.764099,0,0,9
34.817941,0,0,13
34.858312,0,0,7
34.897685,0,0,12
34.930838,0,0,26
34.964912,0,0,48
35.003558,0,0,105
35.046925,0,0,59
35.084524,0,0,173
35.146622,0,0,6
35.183616,0,0,100
35.225725,0,0,34
35.266222,0,0,115
35.304278,0,0,35
35.349544,0,0,7
35.398150,0,0,53
35.446634,0,0,9
35.483470,0,0,262
35.531200,0,0,13
35.567676,0,0,61
35.623733,0,0,157
35.665510,0,0,6
35.738347,0,0,11
35.784332,0,0,169
35.824143,0,0,736
35.866228,0,0,219
35.919041,0,0,13
35.957468,0,0,99
35.999088,0,0,13
36.037433,0,0,42
36.084200,0,0,43
36.165200,0,0,11
36.218918,0,0,59
36.263433,0,0,6
36.331734,0,0,15
36.384657,0,0,6
36.404473,0,0,7
36.465534,0,0,9
36.516864,0,0,148
36.559188,0,0,788
36.597767,0,0,107
36.639175,0,0,12
36.685222,0,0,10
36.747383,0,0,1705
36.798367,0,0,11
36.847754,0,0,194
36.897076,0,0,12
36.938528,0,0,260
36.979266,0,0,9
37.018626,0,0,1184
37.059301,0,0,8
37.104138,0,0,8
37.146866,0,0,8
37.198073,0,0,10
37.265310,0,0,82
37.317454,0,0,10
37.379301,0,0,11
37.404500,0,0,18
37.477947,0,0,66
37.530827,0,0,44
37.566240,0,0,49
37.640290,0,0,10
37.685454,0,0,41
37.729604,0,0,161
37.765519,0,0,233
37.804548,0,0,35
37.860056,0,0,436
37.901539,0,0,88
37.944574,0,0,435
38.004350,0,0,9
38.063968,0,0,7
38.098239,0,0,6
38.140260,0,0,212
38.185225,0,0,149
38.237968,0,0,423
38.276522,0,0,11
38.317447,0,0,623
38.358480,0,0,169
38.404562,0,0,12
38.455921,0,0,7
38.498209,0,0,11
38.539525,0,0,273
38.604599,0,0,9
38.658785,0,0,10
38.699262,0,0,14
38.747347,0,0,9
38.796710,0,0,98
38.836329,0,0,43
38.900032,0,0,15
38.948721,0,0,7
38.999023,0,0,115
39.038899,0,0,105
39.071433,0,0,6
39.124258,0,0,8
39.165701,0,0,12
39.218653,0,0,8
39.258195,0,0,11
39.300572,0,0,11
39.337962,0,0,58
39.379548,0,0,479
39.417573,0,0,9
39.496868,0,0,12
39.548324,0,0,259
39.618277,0,0,7
39.659054,0,0,50
39.699391,0,0,100
39.739636,0,0,97
39.784236,0,0,142
39.830801,0,0,371
39.878739,0,0,70
39.930708,0,0,8
39.985219,0,0,895
40.047823,0,0,7
40.083606,0,0,45
40.130593,0,0,9
40.178941,0,0,69
40.217937,0,0,490
40.284009,0,0,15
40.330597,0,0,267
40.384492,0,0,18
40.423207,0,0,13
40.464029,0,0,11
40.504827,0,0,10
40.547390,0,0,41
40.585291,0,0,9
40.631606,0,0,54
40.685356,0,0,15
40.732272,0,0,582
40.763365,0,0,7
40.804656,0,0,237
40.847645,0,0,73
40.883967,0,0,6
40.936574,0,0,9
40.999797,0,0,14
41.048504,0,0,170
41.088462,0,0,9
41.144132,0,0,34
41.183839,0,0,158
41.230785,0,0,7
41.264397,0,0,138
41.305857,0,0,244
41.357893,0,0,58
41.398436,0,0,138
41.430627,0,0,12
41.523867,0,0,8
41.565310,0,0,10
41.603898,0,0,42
41.646776,0,0,10
41.684396,0,0,249
41.740124,0,0,54
41.779805,0,0,261
41.819437,0,0,150
41.865277,0,0,159
41.904967,0,0,64
41.936892,0,0,36
41.984801,0,0,663
42.050102,0,0,13
42.103939,0,0,125
42.156804,0,0,34
42.219805,0,0,14
42.268282,0,0,5
42.305036,0,0,5
42.347722,0,0,10
42.401151,0,0,9
42.437378,0,0,11
42.483845,0,0,44
42.525588,0,0,170
42.565117,0,0,6
42.618400,0,0,219
42.663205,0,0,12
42.698696,0,0,216
42.740638,0,0,582
42.785118,0,0,10
42.830521,0,0,59
42.865715,0,0,179
42.904859,0,0,1165
42.948596,0,0,66
43.001078,0,0,8
43.064916,0,0,13
43.140161,0,0,10
43.205322,0,0,245
43.264460,0,0,230
43.304402,0,0,59
43.347191,0,0,239
43.431365,0,0,1545
43.478154,0,0,7
43.505247,0,0,8
43.564808,0,0,618
43.603505,0,0,267
43.648149,0,0,225
43.684875,0,0,76
43.766757,0,0,12
43.824229,0,0,11
43.867410,0,0,271
43.905098,0,0,37
43.956956,0,0,148
43.999917,0,0,166
44.044182,0,0,7
44.096602,0,0,125
44.130257,0,0,46
44.178716,0,0,455
44.224677,0,0,172
44.296999,0,0,44
44.347198,0,0,386
44.397765,0,0,419
44.431370,0,0,57
44.479995,0,0,274
44.559130,0,0,13
44.604745,0,0,597
44.657009,0,0,243
44.699597,0,0,10
44.765841,0,0,103
44.805881,0,0,11
44.847446,0,0,9
44.899860,0,0,9
44.948150,0,0,12
44.983781,0,0,8
45.024040,0,0,39
45.077513,0,0,10
45.104056,0,0,3
45.143773,0,0,6
45.197982,0,0,512
45.238019,0,0,31
45.283644,0,0,15
45.332052,0,0,9
45.378092,0,0,151
45.418153,0,0,64
45.445021,0,0,9
45.504798,0,0,10
45.538534,0,0,114
45.584678,0,0,7
45.636892,0,0,280
45.678354,0,0,7
45.743844,0,0,10
45.805196,0,0,13
45.848104,0,0,59
45.896325,0,0,11
45.929649,0,0,7
45.965577,0,0,45
46.018295,0,0,349
46.058194,0,0,128
46.126837,0,0,13
46.181403,0,0,8
46.225077,0,0,7
46.265065,0,0,566
46.319742,0,0,312
46.364033,0,0,250
46.398340,0,0,175
46.444074,0,0,527
46.484916,0,0,306
46.524129,0,0,8
46.564223,0,0,371
46.599173,0,0,13
46.638693,0,0,40
46.676747,0,0,9
46.724846,0,0,256
46.777257,0,0,6
46.838903,0,0,8
46.883593,0,0,15
46.937928,0,0,486
46.985005,0,0,167
47.023913,0,0,17
47.063856,0,0,14
47.103595,0,0,12
47.138511,0,0,10
47.178597,0,0,7
47.228737,0,0,79
47.265362,0,0,8
47.317417,0,0,46
47.346662,0,0,8
47.397933,0,0,13
47.439024,0,0,194
47.487952,0,0,7
47.530432,0,0,657
47.564082,0,0,11
47.604695,0,0,13
47.647311,0,0,36
47.698110,0,0,49
47.738636,0,0,1251
47.783965,0,0,47
47.830687,0,0,149
47.905917,0,0,14
47.956904,0,0,69
47.998166,0,0,5
48.048134,0,0,12
48.083945,0,0,201
48.147027,0,0,8
48.204092,0,0,6
48.247199,0,0,179
48.284649,0,0,9
48.339038,0,0,65
48.378971,0,0,6
48.444322,0,0,11
48.503813,0,0,314
48.546838,0,0,8
48.598477,0,0,100
48.639645,0,0,191
48.685188,0,0,11
48.725380,0,0,336
48.764759,0,0,43
48.804220,0,0,56
48.848650,0,0,201
48.896452,0,0,7
48.931129,0,0,12
48.977540,0,0,9
49.024781,0,0,125
49.097785,0,0,13
49.147234,0,0,613
49.183699,0,0,6
49.266553,0,0,15
49.317886,0,0,10
49.364582,0,0,230
49.405721,0,0,5
49.447537,0,0,8
49.498072,0,0,762
49.541254,0,0,10
49.584727,0,0,690
49.648009,0,21795,22869
49.703944,0,0,13
49.783848,0,0,49
49.836663,0,0,249
49.884297,0,0,158
49.917322,0,0,7
49.965065,0,0,255
50.037715,0,0,14
50.100040,0,0,321
50.138329,0,0,114
50.184815,0,0,9
50.239090,0,0,63
50.264651,0,0,7
50.318070,0,0,176
50.384402,0,0,15
50.431089,0,0,61
50.460226,0,0,8
50.525539,0,0,9
50.564886,0,0,206
50.604624,0,0,7
50.646812,0,0,10
50.725890,0,0,14
50.765370,0,0,48
50.817332,0,0,6
50.859610,0,0,12
50.900900,0,0,13
50.966588,0,22258,23428
51.004522,0,0,132
51.056854,0,0,8
51.104756,0,0,8
51.146403,0,0,298
51.184632,0,0,12
51.237008,0,0,168
51.276655,0,0,12
51.317918,0,0,358
51.384370,0,0,16
51.433308,0,0,172
51.458468,0,0,364
51.523916,0,0,9
51.566562,0,0,7
51.603816,0,0,8
51.647236,0,0,6
51.697372,0,0,914
51.739459,0,0,509
51.783758,0,0,8
51.832371,0,0,225
51.899401,0,0,9
51.947907,0,0,16
51.984411,0,0,239
52.030785,0,0,11
52.064452,0,0,6
52.118109,0,0,126
52.185121,0,0,18
52.238731,0,0,7
52.284018,0,0,65
52.358028,0,0,9
52.405389,0,0,170
52.448604,0,0,88
52.462561,0,0,14
52.529895,0,0,218
52.584057,0,0,10
52.624109,0,0,12
52.663756,0,0,6
52.703719,0,0,8
52.763643,0,0,9
52.803796,0,0,11
52.846228,0,0,8
52.885213,0,0,1292
52.925212,0,0,8
52.965274,0,0,183
53.004606,0,0,105
53.047024,0,0,126
53.099406,0,0,117
53.165733,0,0,13
53.223906,0,0,9
53.265805,0,0,175
53.303746,0,0,162
53.361064,0,0,11
53.430480,0,0,15
53.463276,0,0,85
53.529793,0,0,8
53.564888,0,0,9
53.604743,0,0,464
53.684830,0,0,13
53.737583,0,0,64
53.778811,0,0,11
53.818449,0,0,9
53.865347,0,0,6
53.939407,0,0,8
53.984734,0,0,50
54.029515,0,0,6
54.063875,0,0,6
54.105021,0,0,623
54.148579,0,0,167
54.200653,0,0,9
54.246820,0,0,9
54.277426,0,0,7
54.324940,0,0,659
54.364986,0,0,12
54.404934,0,0,200
54.457367,0,0,155
54.462741,0,0,137
54.544802,0,0,14
54.584854,0,0,7
54.629457,0,0,109
54.664078,0,0,87
54.741929,0,0,14
54.798463,0,0,273
54.837504,0,0,118
54.884311,0,0,9
54.930149,0,0,174
54.965623,0,0,544
55.018121,0,0,15
55.048582,0,0,150
55.083872,0,0,225
55.138218,0,0,114
55.185114,0,0,588
55.230844,0,0,50
55.267830,0,0,74
55.303468,0,0,8
55.346901,0,0,34
55.383993,0,0,6
55.438559,0,0,12
55.476837,0,0,14
55.563346,0,0,7
55.598601,0,0,8
55.643974,0,0,228
55.677997,0,0,290
55.747088,0,0,16
55.804602,0,0,9
55.846648,0,0,40
55.885393,0,0,428
55.929860,0,0,147
55.976890,0,0,41
56.045670,0,0,15
56.085665,0,0,190
56.131983,0,0,15
56.180129,0,0,105
56.220154,0,0,8
56.277869,0,0,6
56.339144,0,0,16
56.385099,0,0,132
56.424657,0,0,95
56.458503,0,0,10
56.484484,0,0,62
56.547787,0,0,100
56.597001,0,0,12
56.637486,0,0,16
56.677853,0,0,17
56.716588,0,0,12
56.765358,0,0,12
56.797572,0,0,12
56.845356,0,0,46
56.883675,0,0,9
56.916971,0,0,9
56.965029,0,0,14
57.004623,0,0,116
57.058129,0,0,43
57.097799,0,0,67
57.138382,0,0,35
57.177494,0,0,53
57.224251,0,0,228
57.261910,0,0,116
57.304993,0,0,33
57.347209,0,0,924
57.386154,0,0,71
57.464898,0,0,14
57.484250,0,0,648
57.564989,0,0,6
57.607757,0,0,237
57.658776,0,0,11
57.685143,0,0,550
57.741552,0,0,11
57.778340,0,0,303
57.828933,0,0,7
57.864633,0,0,15
57.903772,0,0,7
57.948340,0,0,211
57.997604,0,0,10
58.044010,0,0,699
