t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
23.923008,66665796778,nan,nan,0.0051,nan,nan,nan,468.09,1.50,0x0025
24.423699,66666291713,nan,nan,0.0065,nan,nan,nan,472.85,1.50,0x0025
24.922794,66666798976,nan,nan,0.0064,nan,nan,nan,477.54,1.50,0x0025
25.426505,66667295475,nan,nan,0.0063,nan,nan,nan,482.24,1.49,0x0025
25.923383,66667795239,nan,nan,0.0060,nan,nan,nan,486.68,1.49,0x0025
26.424967,66668298411,nan,nan,0.0061,nan,nan,nan,491.39,1.50,0x0025
26.921881,66668796037,nan,nan,0.0061,nan,nan,nan,496.07,1.49,0x0025
27.422977,66669296038,nan,nan,0.0062,nan,nan,nan,500.67,1.49,0x0025
27.923371,66669791541,nan,nan,0.0061,nan,nan,nan,505.30,1.50,0x0025
28.422384,66670296039,nan,nan,0.0062,nan,nan,nan,509.86,1.50,0x0025
28.922897,66670791752,nan,nan,0.0061,nan,nan,nan,514.63,1.51,0x0025
29.421813,66671294507,nan,nan,0.0062,nan,nan,nan,519.36,1.49,0x0025
29.927109,66671792873,nan,nan,0.0061,nan,nan,nan,523.97,1.49,0x0025
30.423016,66672295825,nan,nan,0.0061,nan,nan,nan,529.02,1.49,0x0025
30.924978,66672796724,nan,nan,0.0060,nan,nan,nan,533.75,1.49,0x0025
31.422667,66673297889,nan,nan,0.0055,nan,nan,nan,538.81,1.47,0x0025
31.923473,66673794941,nan,nan,0.0049,nan,nan,nan,543.60,1.46,0x0025
32.422630,66674294889,nan,nan,0.0048,nan,nan,nan,548.53,1.46,0x0025
32.922441,66674795609,nan,nan,0.0047,nan,nan,nan,553.44,1.44,0x0025
33.422992,66675294655,nan,nan,0.0042,nan,nan,nan,558.31,1.44,0x0025
33.924976,66675796172,nan,nan,0.0036,nan,nan,nan,563.00,1.44,0x0025
34.424569,66676296619,nan,nan,0.0034,nan,nan,nan,567.98,1.44,0x0025
34.922061,66676797015,nan,nan,0.0032,nan,nan,nan,572.72,1.42,0x0025
35.422819,66677295281,nan,nan,0.0025,nan,nan,nan,577.37,1.41,0x0025
35.922299,66677792508,nan,nan,0.0021,nan,nan,nan,582.09,1.41,0x0025
36.423469,66678293443,nan,nan,0.0018,nan,nan,nan,586.65,1.41,0x0025
36.923933,66678795457,nan,nan,0.0020,nan,nan,nan,591.37,1.41,0x0025
37.426371,66679295022,nan,nan,0.0021,nan,nan,nan,595.74,1.39,0x0025
37.922261,66679795067,nan,nan,0.0024,nan,nan,nan,600.17,1.39,0x0025
38.426420,66680295184,nan,nan,0.0025,nan,nan,nan,604.51,1.39,0x0025
38.927710,66680799343,nan,nan,0.0036,nan,nan,nan,608.59,1.38,0x0025
39.386935,66681294568,nan,nan,0.0045,nan,nan,nan,612.65,1.37,0x0025
39.923523,66681795563,nan,nan,0.0050,nan,nan,nan,616.76,1.37,0x0025
40.389248,66682295374,nan,nan,0.0051,nan,nan,nan,620.69,1.37,0x0025
40.925331,66682789438,nan,nan,0.0059,nan,nan,nan,624.55,1.37,0x0025
41.393127,66683297103,nan,nan,0.0062,nan,nan,nan,628.27,1.35,0x0025
41.922572,66683794302,nan,nan,0.0067,nan,nan,nan,632.17,1.35,0x0025
42.393852,66684295999,nan,nan,0.0068,nan,nan,nan,636.01,1.34,0x0025
42.926450,66684792154,nan,nan,0.0072,nan,nan,nan,640.05,1.32,0x0025
43.406806,66685293954,nan,nan,0.0070,nan,nan,nan,644.26,1.32,0x0025
43.923186,66685795515,nan,nan,0.0068,nan,nan,nan,648.50,1.31,0x0025
44.411782,66686295940,nan,nan,0.0065,nan,nan,nan,653.23,1.30,0x0025
44.922003,66686796727,nan,nan,0.0067,nan,nan,nan,657.78,1.29,0x0025
45.412190,66687294886,nan,nan,0.0066,nan,nan,nan,662.24,1.28,0x0025
45.924753,66687793187,nan,nan,0.0066,nan,nan,nan,666.98,1.28,0x0025
46.418231,66688295355,nan,nan,0.0068,nan,nan,nan,671.76,1.28,0x0025
46.922943,66688795221,nan,nan,0.0066,nan,nan,nan,676.35,1.27,0x0025
47.420927,66689294422,nan,nan,0.0067,nan,nan,nan,681.58,1.27,0x0025
47.924449,66689794480,nan,nan,0.0069,nan,nan,nan,686.43,1.27,0x0025
48.422753,66690292551,nan,nan,0.0069,nan,nan,nan,691.58,1.27,0x0025
48.923935,66690795638,nan,nan,0.0067,nan,nan,nan,696.75,1.28,0x0025
49.422318,66691291431,nan,nan,0.0071,nan,nan,nan,701.89,1.27,0x0025
49.923235,66691797057,nan,nan,0.0073,nan,nan,nan,707.23,1.28,0x0025
50.422523,66692296591,nan,nan,0.0073,nan,nan,nan,712.62,1.29,0x0025
50.922150,66692791631,nan,nan,0.0072,nan,nan,nan,717.90,1.30,0x0025
51.424351,66693294132,nan,nan,0.0069,nan,nan,nan,723.41,1.31,0x0025
51.923301,66693795725,nan,nan,0.0071,nan,nan,nan,728.75,1.32,0x0025
52.423965,66694296253,nan,nan,0.0067,nan,nan,nan,733.93,1.34,0x0025
52.924010,66694791838,nan,nan,0.0070,nan,nan,nan,738.94,1.34,0x0025
53.423647,66695295289,nan,nan,0.0073,nan,nan,nan,743.91,1.35,0x0025
53.922720,66695795461,nan,nan,0.0073,nan,nan,nan,749.08,1.37,0x0025
54.426043,66696298070,nan,nan,0.0073,nan,nan,nan,753.74,1.39,0x0025
54.923667,66696793827,nan,nan,0.0074,nan,nan,nan,758.63,1.41,0x0025
55.423658,66697297041,nan,nan,0.0081,nan,nan,nan,763.24,1.41,0x0025
55.921902,66697799774,nan,nan,0.0087,nan,nan,nan,767.93,1.43,0x0025
56.421891,66698293698,nan,nan,0.0092,nan,nan,nan,772.23,1.44,0x0025
56.922696,66698796075,nan,nan,0.0097,nan,nan,nan,776.87,1.46,0x0025
57.422622,66699295076,nan,nan,0.0097,nan,nan,nan,780.98,1.46,0x0025
57.923167,66699794884,nan,nan,0.0099,nan,nan,nan,784.98,1.47,0x0025
58.425228,66700294615,nan,nan,0.0102,nan,nan,nan,789.20,1.48,0x0025
58.922867,66700795512,nan,nan,0.0105,nan,nan,nan,793.50,1.50,0x0025
59.422248,66701295343,nan,nan,0.0104,nan,nan,nan,797.55,1.49,0x0025
59.925579,66701794773,nan,nan,0.0109,nan,nan,nan,801.62,1.50,0x0025
60.422849,66702293259,nan,nan,0.0111,nan,nan,nan,805.91,1.51,0x0025
60.921892,66702794166,nan,nan,0.0111,nan,nan,nan,810.00,1.52,0x0025
61.425593,66703295447,nan,nan,0.0112,nan,nan,nan,813.96,1.50,0x0025
61.922303,66703794044,nan,nan,0.0109,nan,nan,nan,818.38,1.51,0x0025
62.422047,66704292139,nan,nan,0.0108,nan,nan,nan,822.71,1.51,0x0025
62.922281,66704796441,nan,nan,0.0108,nan,nan,nan,827.32,1.52,0x0025
63.422861,66705292950,nan,nan,0.0102,nan,nan,nan,831.70,1.51,0x0025
63.925856,66705796633,nan,nan,0.0099,nan,nan,nan,836.55,1.51,0x0025
64.424363,66706293449,nan,nan,0.0097,nan,nan,nan,841.15,1.51,0x0025
64.926404,66706793081,nan,nan,0.0094,nan,nan,nan,846.03,1.51,0x0025
65.422747,66707294299,nan,nan,0.0095,nan,nan,nan,851.11,1.50,0x0025
65.925628,66707795622,nan,nan,0.0097,nan,nan,nan,856.36,1.50,0x0025
66.421994,66708295998,nan,nan,0.0093,nan,nan,nan,861.66,1.51,0x0025
66.921119,66708791781,nan,nan,0.0093,nan,nan,nan,866.81,1.49,0x0025
67.422355,66709296848,nan,nan,0.0090,nan,nan,nan,872.06,1.49,0x0025
67.923413,66709793416,nan,nan,0.0086,nan,nan,nan,877.50,1.49,0x0025
68.421987,66710293002,nan,nan,0.0082,nan,nan,nan,883.03,1.49,0x0025
68.921831,66710795994,nan,nan,0.0078,nan,nan,nan,888.45,1.48,0x0025
69.421779,66711296014,nan,nan,0.0078,nan,nan,nan,894.04,1.48,0x0025
69.922874,66711794384,nan,nan,0.0073,nan,nan,nan,899.52,1.48,0x0025
70.424231,66712292816,nan,nan,0.0069,nan,nan,nan,905.22,1.48,0x0025
70.923690,66712793936,nan,nan,0.0065,nan,nan,nan,910.74,1.48,0x0025
71.425254,66713295435,nan,nan,0.0062,nan,nan,nan,916.57,1.47,0x0025
71.923895,66713796008,nan,nan,0.0060,nan,nan,nan,922.40,1.48,0x0025
72.421759,66714293821,nan,nan,0.0053,nan,nan,nan,928.16,1.48,0x0025
72.921493,66714795173,nan,nan,0.0049,nan,nan,nan,934.29,1.47,0x0025
73.422407,66715294496,nan,nan,0.0045,nan,nan,nan,940.18,1.47,0x0025
73.923599,66715794809,nan,nan,0.0042,nan,nan,nan,946.07,1.47,0x0025
74.425171,66716295747,nan,nan,0.0036,nan,nan,nan,952.25,1.48,0x0025
74.923113,66716796852,nan,nan,0.0032,nan,nan,nan,958.05,1.48,0x0025
75.426157,66717298638,nan,nan,0.0029,nan,nan,nan,963.99,1.46,0x0025
75.923925,66717796775,nan,nan,0.0025,nan,nan,nan,970.15,1.47,0x0025
76.422413,66718288775,nan,nan,0.0023,nan,nan,nan,975.90,1.46,0x0025
76.922856,66718797337,nan,nan,0.0019,nan,nan,nan,982.17,1.47,0x0025
77.423224,66719294138,nan,nan,0.0015,nan,nan,nan,988.28,1.46,0x0025
77.922350,66719793361,nan,nan,0.0012,nan,nan,nan,994.08,1.46,0x0025
78.422112,66720295883,nan,nan,0.0010,nan,nan,nan,1000.45,1.46,0x0025
78.921272,66720793323,nan,nan,0.0008,nan,nan,nan,1006.49,1.45,0x0025
79.423606,66721292294,nan,nan,0.0005,nan,nan,nan,1012.60,1.45,0x0025
79.924840,66721797918,nan,nan,0.0007,nan,nan,nan,1018.81,1.46,0x0025
80.424584,66722295115,nan,nan,0.0007,nan,nan,nan,1024.85,1.46,0x0025
80.926090,66722794880,nan,nan,0.0004,nan,nan,nan,1031.12,1.45,0x0025
81.423494,66723294085,nan,nan,0.0005,nan,nan,nan,1037.07,1.45,0x0025
81.923641,66723795592,nan,nan,0.0004,nan,nan,nan,1043.26,1.45,0x0025
82.421778,66724296369,nan,nan,0.0006,nan,nan,nan,1049.64,1.46,0x0025
82.926674,66724796546,nan,nan,0.0007,nan,nan,nan,1055.99,1.45,0x0025
83.421052,66725298098,nan,nan,0.0008,nan,nan,nan,1062.14,1.45,0x0025
83.925217,66725794498,nan,nan,0.0006,nan,nan,nan,1068.48,1.45,0x0025
84.426126,66726299479,nan,nan,0.0004,nan,nan,nan,1074.70,1.45,0x0025
84.923293,66726795142,nan,nan,0.0003,nan,nan,nan,1081.22,1.44,0x0025
85.426129,66727295739,nan,nan,0.0005,nan,nan,nan,1087.57,1.44,0x0025
85.925375,66727795481,nan,nan,0.0010,nan,nan,nan,1094.03,1.45,0x0025
86.421559,66728297167,nan,nan,0.0008,nan,nan,nan,1100.42,1.45,0x0025
86.923572,66728795291,nan,nan,0.0008,nan,nan,nan,1106.97,1.45,0x0025
87.425304,66729296869,nan,nan,0.0007,nan,nan,nan,1113.59,1.44,0x0025
87.924314,66729797157,nan,nan,0.0005,nan,nan,nan,1120.11,1.45,0x0025
88.422201,66730292785,nan,nan,0.0004,nan,nan,nan,1126.68,1.45,0x0025
88.922877,66730797130,nan,nan,0.0004,nan,nan,nan,1133.06,1.45,0x0025
89.422952,66731297723,nan,nan,0.0009,nan,nan,nan,1139.72,1.44,0x0025
89.923289,66731793929,nan,nan,0.0013,nan,nan,nan,1146.04,1.43,0x0025
90.421976,66732295505,nan,nan,0.0012,nan,nan,nan,1152.76,1.43,0x0025
90.923923,66732794863,nan,nan,0.0012,nan,nan,nan,1159.36,1.43,0x0025
91.425558,66733294319,nan,nan,0.0011,nan,nan,nan,1166.13,1.42,0x0025
91.925766,66733795038,nan,nan,0.0014,nan,nan,nan,1172.66,1.42,0x0025
92.426175,66734292575,nan,nan,0.0015,nan,nan,nan,1179.03,1.41,0x0025
92.922618,66734792773,nan,nan,0.0018,nan,nan,nan,1185.78,1.40,0x0025
93.425842,66735294606,nan,nan,0.0019,nan,nan,nan,1192.60,1.40,0x0025
93.924557,66735792545,nan,nan,0.0024,nan,nan,nan,1198.98,1.40,0x0025
94.424651,66736292173,nan,nan,0.0027,nan,nan,nan,1205.71,1.40,0x0025
94.922392,66736794037,nan,nan,0.0029,nan,nan,nan,1212.36,1.39,0x0025
95.422725,66737294978,nan,nan,0.0029,nan,nan,nan,1219.07,1.39,0x0025
95.922441,66737795509,nan,nan,0.0033,nan,nan,nan,1225.65,1.39,0x0025
96.422556,66738293660,nan,nan,0.0037,nan,nan,nan,1232.15,1.39,0x0025
96.925288,66738795583,nan,nan,0.0040,nan,nan,nan,1238.87,1.37,0x0025
97.423104,66739295738,nan,nan,0.0042,nan,nan,nan,1245.48,1.38,0x0025
97.922040,66739792637,nan,nan,0.0044,nan,nan,nan,1252.16,1.38,0x0025
98.425273,66740297511,nan,nan,0.0047,nan,nan,nan,1258.68,1.38,0x0025
98.924042,66740797594,nan,nan,0.0051,nan,nan,nan,1265.22,1.37,0x0025
99.424545,66741294221,nan,nan,0.0055,nan,nan,nan,1271.69,1.37,0x0025
99.924081,66741793195,nan,nan,0.0055,nan,nan,nan,1278.22,1.37,0x0025
100.422218,66742292709,nan,nan,0.0055,nan,nan,nan,1284.89,1.37,0x0025
100.927665,66742795770,nan,nan,0.0058,nan,nan,nan,1291.38,1.36,0x0025
101.421911,66743292390,nan,nan,0.0056,nan,nan,nan,1297.85,1.36,0x0025
101.922039,66743795717,nan,nan,0.0053,nan,nan,nan,1304.61,1.37,0x0025
102.422623,66744296142,nan,nan,0.0055,nan,nan,nan,1311.25,1.37,0x0025
102.921376,66744797114,nan,nan,0.0055,nan,nan,nan,1317.68,1.36,0x0025
103.421891,66745294814,nan,nan,0.0056,nan,nan,nan,1324.23,1.38,0x0025
103.920645,66745793642,nan,nan,0.0054,nan,nan,nan,1330.63,1.36,0x0025
104.422680,66746293993,nan,nan,0.0051,nan,nan,nan,1337.37,1.37,0x0025
104.921683,66746795030,nan,nan,0.0050,nan,nan,nan,1344.24,1.36,0x0025
105.421186,66747293794,nan,nan,0.0048,nan,nan,nan,1350.71,1.36,0x0025
105.923362,66747796112,nan,nan,0.0049,nan,nan,nan,1357.33,1.36,0x0025
106.423000,66748291794,nan,nan,0.0048,nan,nan,nan,1328.73,1.37,0x0025
106.922265,66748795423,nan,nan,0.0047,nan,nan,nan,1335.57,1.37,0x0025
107.423755,66749296223,nan,nan,0.0046,nan,nan,nan,1342.01,1.36,0x0025
107.925217,66749797645,nan,nan,0.0042,nan,nan,nan,1348.73,1.37,0x0025
108.425676,66750292275,nan,nan,0.0038,nan,nan,nan,1355.37,1.37,0x0025
108.920580,66750794991,nan,nan,0.0035,nan,nan,nan,1362.15,1.37,0x0025
109.424048,66751297303,nan,nan,0.0033,nan,nan,nan,1369.01,1.37,0x0025
109.924674,66751796748,nan,nan,0.0026,nan,nan,nan,1375.84,1.37,0x0025
110.425450,66752293831,nan,nan,0.0021,nan,nan,nan,1382.39,1.37,0x0025
110.925426,66752797391,nan,nan,0.0014,nan,nan,nan,1389.16,1.37,0x0025
111.421709,66753295669,nan,nan,0.0010,nan,nan,nan,1361.52,1.37,0x0025
111.923717,66753791060,nan,nan,0.0006,nan,nan,nan,1368.13,1.37,0x0025
112.423026,66754296158,nan,nan,0.0004,nan,nan,nan,1375.04,1.37,0x0025
112.921602,66754794744,nan,nan,0.0008,nan,nan,nan,1381.69,1.36,0x0025
113.426868,66755293345,nan,nan,0.0010,nan,nan,nan,1388.36,1.37,0x0025
113.924373,66755794855,nan,nan,0.0011,nan,nan,nan,1395.02,1.37,0x0025
114.421953,66756295459,nan,nan,0.0015,nan,nan,nan,1401.72,1.37,0x0025
114.922785,66756794357,nan,nan,0.0016,nan,nan,nan,1374.55,1.38,0x0025
115.421921,66757293215,nan,nan,0.0016,nan,nan,nan,1381.11,1.37,0x0025
115.921654,66757796189,nan,nan,0.0020,nan,nan,nan,1388.02,1.37,0x0025
116.426957,66758299453,nan,nan,0.0021,nan,nan,nan,1360.45,1.38,0x0025
116.922364,66758798169,nan,nan,0.0021,nan,nan,nan,1366.71,1.38,0x0025
117.425346,66759298822,nan,nan,0.0023,nan,nan,nan,1373.68,1.37,0x0025
117.921209,66759794756,nan,nan,0.0026,nan,nan,nan,1380.26,1.37,0x0025
118.423819,66760293786,nan,nan,0.0029,nan,nan,nan,1386.70,1.38,0x0025
118.924888,66760795680,nan,nan,0.0034,nan,nan,nan,1393.58,1.37,0x0025
119.425068,66761292790,nan,nan,0.0037,nan,nan,nan,1400.04,1.37,0x0025
119.922616,66761792563,nan,nan,0.0038,nan,nan,nan,1372.66,1.37,0x0025
120.427783,66762298730,nan,nan,0.0042,nan,nan,nan,1379.23,1.38,0x0025
120.925292,66762795810,nan,nan,0.0045,nan,nan,nan,1385.75,1.38,0x0025
121.423367,66763291486,nan,nan,0.0050,nan,nan,nan,1392.13,1.38,0x0025
121.923548,66763793949,nan,nan,0.0056,nan,nan,nan,1364.71,1.37,0x0025
122.423589,66764295872,nan,nan,0.0059,nan,nan,nan,1371.22,1.38,0x0025
122.923103,66764797271,nan,nan,0.0063,nan,nan,nan,1377.51,1.38,0x0025
123.424510,66765294935,nan,nan,0.0061,nan,nan,nan,1383.99,1.37,0x0025
123.922220,66765791554,nan,nan,0.0063,nan,nan,nan,1390.66,1.37,0x0025
124.421890,66766289782,nan,nan,0.0064,nan,nan,nan,1397.10,1.38,0x0025
124.924198,66766796832,nan,nan,0.0065,nan,nan,nan,1370.20,1.37,0x0025
125.425930,66767294326,nan,nan,0.0066,nan,nan,nan,1376.49,1.37,0x0025
125.922182,66767793021,nan,nan,0.0066,nan,nan,nan,1382.95,1.37,0x0025
126.422276,66768291043,nan,nan,0.0063,nan,nan,nan,1389.45,1.38,0x0025
126.923494,66768795527,nan,nan,0.0061,nan,nan,nan,1361.97,1.38,0x0025
127.424839,66769293705,nan,nan,0.0059,nan,nan,nan,1368.36,1.37,0x0025
127.923219,66769793473,nan,nan,0.0058,nan,nan,nan,1374.62,1.38,0x0025
128.422828,66770294709,nan,nan,0.0056,nan,nan,nan,1381.16,1.38,0x0025
128.921674,66770793681,nan,nan,0.0057,nan,nan,nan,1387.59,1.37,0x0025
129.424750,66771293995,nan,nan,0.0055,nan,nan,nan,1394.05,1.38,0x0025
129.922682,66771796010,nan,nan,0.0052,nan,nan,nan,1400.32,1.38,0x0025
130.424076,66772296116,nan,nan,0.0052,nan,nan,nan,1373.19,1.38,0x0025
130.926554,66772798592,nan,nan,0.0045,nan,nan,nan,1379.49,1.37,0x0025
131.422245,66773296110,nan,nan,0.0044,nan,nan,nan,1385.85,1.38,0x0025
131.922899,66773797287,nan,nan,0.0042,nan,nan,nan,1392.02,1.38,0x0025
