t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.254295,66641960,782.0520,0.0000,40.00
2.254834,66642960,782.0859,0.0000,40.00
2.255298,66643961,782.0608,0.0000,40.70
3.223537,66644960,782.0679,0.0000,40.70
4.226553,66645959,782.0662,0.0000,41.00
5.224472,66646960,782.0505,0.0000,41.00
6.225799,66647961,782.0569,0.0000,41.00
7.223424,66648959,782.0723,0.0000,41.00
8.221554,66649964,782.0659,0.0000,40.70
9.225543,66650961,782.0693,0.0000,40.70
10.226750,66651961,782.0688,0.0000,40.70
11.222697,66652961,782.0688,0.0000,40.70
12.224847,66653962,782.0671,0.0000,40.70
13.228595,66654962,782.0686,0.0000,40.70
14.221909,66655961,782.0608,0.0000,40.70
15.225627,66656962,782.0629,0.0000,40.70
16.222561,66657962,782.0746,0.0000,40.70
17.226035,66658959,782.0707,0.0000,41.00
18.227014,66659961,782.0710,0.0000,41.00
19.226638,66660960,782.0610,0.0000,40.70
20.227637,66661959,782.0432,0.0000,40.70
21.224593,66662959,782.0608,0.0000,40.40
22.229287,66663960,782.0354,0.0000,40.40
23.224238,66664961,782.0425,0.0000,41.00
24.223062,66665960,782.0746,0.0000,41.00
25.227149,66666960,782.0532,0.0000,41.00
26.226289,66667960,782.0464,0.0000,41.00
27.226926,66668963,782.0483,0.0000,41.00
28.226146,66669961,782.0571,0.0000,41.00
29.227026,66670960,782.0522,0.0000,41.00
30.227254,66671962,782.0647,0.0000,41.00
31.227047,66672961,782.0512,0.0000,41.00
32.225636,66673962,782.0813,0.0000,41.00
33.221843,66674960,782.0825,0.0000,41.30
34.226893,66675961,782.0938,0.0000,41.30
35.226518,66676961,782.0889,0.0000,41.30
36.222336,66677959,782.0820,0.0000,41.30
37.226400,66678962,782.0651,0.0000,40.70
38.226015,66679964,782.0534,0.0000,40.70
39.222209,66680960,782.0576,0.0000,41.00
40.227191,66681960,782.0478,0.0000,41.00
41.224659,66682962,782.0434,0.0000,41.00
42.224957,66683961,782.0475,0.0000,41.00
43.223380,66684961,782.0593,0.0000,41.00
44.222179,66685961,782.0330,0.0000,41.00
45.222572,66686960,782.0319,0.0000,41.00
46.228023,66687961,782.0439,0.0000,41.00
47.221910,66688961,782.0369,0.0000,41.00
48.222998,66689959,782.0471,0.0000,41.00
49.221961,66690961,782.0498,0.0000,41.00
50.225790,66691960,782.0505,0.0000,41.00
51.225973,66692963,782.0573,0.0000,40.70
52.222325,66693959,782.0327,0.0000,40.70
53.222912,66694960,782.0452,0.0000,40.70
54.223371,66695960,782.0288,0.0000,40.70
55.225921,66696960,782.0436,0.0000,41.00
56.228171,66697961,782.0339,0.0000,41.00
57.222012,66698959,782.0410,0.0000,40.70
58.222864,66699960,782.0512,0.0000,40.70
59.226074,66700962,782.0208,0.0000,40.40
60.222735,66701961,782.0449,0.0000,40.40
61.225828,66702961,782.0605,0.0000,40.70
62.223169,66703961,782.0471,0.0000,40.70
63.229375,66704961,782.0315,0.0000,40.40
64.226355,66705960,782.0374,0.0000,40.40
65.227317,66706959,782.0388,0.0000,40.40
66.220808,66707961,782.0400,0.0000,40.40
67.222773,66708960,782.0510,0.0000,50.50
68.225715,66709961,782.0459,0.0000,50.50
69.223452,66710960,782.0449,0.0000,53.20
