t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.254295,800,65535,-1,-1,0,0
2.254562,820,65535,-1,-1,0,0
2.254834,840,65535,-1,-1,0,0
2.255068,840,65535,-1,-1,0,0
2.255298,840,65535,-1,-1,0,0
2.723988,780,65535,-1,-1,0,0
3.223537,840,65535,-1,-1,0,0
3.722210,800,65535,-1,-1,0,0
4.226553,860,65535,-1,-1,0,0
4.723243,800,65535,-1,-1,0,0
5.224472,820,65535,-1,-1,0,0
5.726400,800,65535,-1,-1,0,0
6.225799,920,65535,-1,-1,0,0
6.722473,800,65535,-1,-1,0,0
7.223424,820,65535,-1,-1,0,0
7.724995,800,65535,-1,-1,0,0
8.221554,780,65535,-1,-1,0,0
8.722351,820,65535,-1,-1,0,0
9.225543,820,65535,-1,-1,0,0
9.722280,820,65535,-1,-1,0,0
10.226750,820,65535,-1,-1,0,0
10.724914,860,65535,-1,-1,0,0
11.222697,780,65535,-1,-1,0,0
11.724881,820,65535,-1,-1,0,0
12.224847,800,65535,-1,-1,0,0
12.723193,860,65535,-1,-1,0,0
13.228595,780,65535,-1,-1,0,0
13.724208,840,65535,-1,-1,0,0
14.221909,880,65535,-1,-1,0,0
14.724235,780,65535,-1,-1,0,0
15.225627,860,65535,-1,-1,0,0
15.722505,800,65535,-1,-1,0,0
16.222561,820,65535,-1,-1,0,0
16.724941,800,65535,-1,-1,0,0
17.226035,860,65535,-1,-1,0,0
17.722463,780,65535,-1,-1,0,0
18.227014,860,65535,-1,-1,0,0
18.726606,780,65535,-1,-1,0,0
19.226638,820,65535,-1,-1,0,0
19.725448,820,65535,-1,-1,0,0
20.227637,860,65535,-1,-1,0,0
20.722206,840,65535,-1,-1,0,0
21.224593,820,65535,-1,-1,0,0
21.726302,860,65535,-1,-1,0,0
22.229287,760,65535,-1,-1,0,0
22.724584,860,65535,-1,-1,0,0
23.224238,840,65535,-1,-1,0,0
23.724442,800,65535,-1,-1,0,0
24.223062,840,65535,-1,-1,0,0
24.721544,860,65535,-1,-1,0,0
25.227149,800,65535,-1,-1,0,0
25.725076,880,65535,-1,-1,0,0
26.226289,820,65535,-1,-1,0,0
26.722720,860,65535,-1,-1,0,0
27.226926,860,65535,-1,-1,0,0
27.722877,880,65535,-1,-1,0,0
28.226146,840,65535,-1,-1,0,0
28.723787,800,65535,-1,-1,0,0
29.227026,860,65535,-1,-1,0,0
29.725623,800,65535,-1,-1,0,0
30.227254,820,65535,-1,-1,0,0
30.722573,800,65535,-1,-1,0,0
31.227047,860,65535,-1,-1,0,0
31.723063,780,65535,-1,-1,0,0
32.225636,860,65535,-1,-1,0,0
32.725888,820,65535,-1,-1,0,0
33.221843,860,65535,-1,-1,0,0
33.724809,820,65535,-1,-1,0,0
34.226893,820,65535,-1,-1,0,0
34.723659,840,65535,-1,-1,0,0
35.226518,820,65535,-1,-1,0,0
35.725475,940,65535,-1,-1,0,0
36.227056,860,65535,-1,-1,0,0
36.722843,900,65535,-1,-1,0,0
37.226400,800,65535,-1,-1,0,0
37.725770,900,65535,-1,-1,0,0
38.226015,820,65535,-1,-1,0,0
38.727630,860,65535,-1,-1,0,0
39.222209,820,65535,-1,-1,0,0
39.723857,840,65535,-1,-1,0,0
40.227191,880,65535,-1,-1,0,0
40.725640,820,65535,-1,-1,0,0
41.224659,780,65535,-1,-1,0,0
41.723584,840,65535,-1,-1,0,0
42.224957,860,65535,-1,-1,0,0
42.727483,780,65535,-1,-1,0,0
43.223380,860,65535,-1,-1,0,0
43.722226,800,65535,-1,-1,0,0
44.222179,820,65535,-1,-1,0,0
44.725089,820,65535,-1,-1,0,0
45.222572,860,65535,-1,-1,0,0
45.723030,740,65535,-1,-1,0,0
46.228023,860,65535,-1,-1,0,0
46.727328,820,65535,-1,-1,0,0
47.221910,840,65535,-1,-1,0,0
47.723465,840,65535,-1,-1,0,0
48.222998,780,65535,-1,-1,0,0
48.725838,820,65535,-1,-1,0,0
49.221961,820,65535,-1,-1,0,0
49.722332,860,65535,-1,-1,0,0
50.226772,800,65535,-1,-1,0,0
50.728495,800,65535,-1,-1,0,0
51.229096,820,65535,-1,-1,0,0
51.722562,880,65535,-1,-1,0,0
52.226154,820,65535,-1,-1,0,0
52.724394,820,65535,-1,-1,0,0
53.222912,780,65535,-1,-1,0,0
53.724636,820,65535,-1,-1,0,0
54.223371,800,65535,-1,-1,0,0
54.725675,780,65535,-1,-1,0,0
55.225921,880,65535,-1,-1,0,0
55.723805,780,65535,-1,-1,0,0
56.228171,880,65535,-1,-1,0,0
56.722197,800,65535,-1,-1,0,0
57.222012,800,65535,-1,-1,0,0
57.725278,780,65535,-1,-1,0,0
58.222864,820,65535,-1,-1,0,0
58.723117,800,65535,-1,-1,0,0
59.226074,840,65535,-1,-1,0,0
59.721864,840,65535,-1,-1,0,0
60.222735,760,65535,-1,-1,0,0
60.722586,860,65535,-1,-1,0,0
61.225828,740,65535,-1,-1,0,0
61.722543,880,65535,-1,-1,0,0
62.223169,800,65535,-1,-1,0,0
62.721468,820,65535,-1,-1,0,0
63.229375,740,65535,-1,-1,0,0
63.721608,940,65535,-1,-1,0,0
64.226355,780,65535,-1,-1,0,0
64.725794,860,65535,-1,-1,0,0
65.227317,800,65535,-1,-1,0,0
65.722245,1100,65535,-1,-1,0,0
66.220808,1420,65535,-1,-1,0,0
66.724476,1420,65535,-1,-1,0,0
67.222773,1380,65535,-1,-1,0,0
67.726120,1380,65535,-1,-1,0,0
68.227070,1400,65535,-1,-1,0,0
68.721508,1400,65535,-1,-1,0,0
69.223452,1400,65535,-1,-1,0,0
69.724594,1220,65535,-1,-1,0,0
70.226144,1160,65535,-1,-1,0,0
70.723328,1060,65535,-1,-1,0,0
71.226994,1240,65535,-1,-1,0,0
71.722414,1180,65535,-1,-1,0,0
72.228731,1100,65535,-1,-1,0,0
72.722867,1140,65535,-1,-1,0,0
73.224494,1140,65535,-1,-1,0,0
73.724042,1080,65535,-1,-1,0,0
74.225722,1180,65535,-1,-1,0,0
74.725147,1200,65535,-1,-1,0,0
75.226164,1140,65535,-1,-1,0,0
75.725737,1180,65535,-1,-1,0,0
76.225171,1160,65535,-1,-1,0,0
76.727098,1160,65535,-1,-1,0,0
77.227683,1120,65535,-1,-1,0,0
77.726509,1200,65535,-1,-1,0,0
78.228598,1140,65535,-1,-1,0,0
78.725847,1200,65535,-1,-1,0,0
79.225562,1040,65535,-1,-1,0,0
79.723241,1160,65535,-1,-1,0,0
80.226498,1120,65535,-1,-1,0,0
80.722430,1240,65535,-1,-1,0,0
