t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253856,66641890,0.119061,0.603728,0.988810,-0.036278,0.004796,-0.009358
2.253856,66641926,0.118434,0.604164,0.988659,0.001546,0.026264,-0.000280
2.253856,66641952,0.118468,0.605455,0.989126,-0.001614,0.039669,0.015654
2.253856,66641990,0.119002,0.606215,0.989387,0.011933,0.001010,-0.009012
2.253856,66642024,0.118177,0.605544,0.988361,-0.003324,-0.025131,-0.030999
2.254295,66642058,0.117573,0.605117,0.987498,-0.036466,-0.017266,-0.007454
2.254295,66642088,0.116931,0.604624,0.987644,-0.009327,-0.009114,0.008552
2.254295,66642117,0.117106,0.604530,0.987978,-0.009486,-0.004605,0.012536
2.254295,66642149,0.117495,0.604476,0.988951,-0.004907,0.005666,0.030697
2.254295,66642184,0.117570,0.604340,0.990233,-0.023527,-0.005781,0.027111
2.254397,66642219,0.118007,0.604462,0.990527,0.018116,0.008272,-0.007584
2.254397,66642258,0.118463,0.604213,0.991036,0.005802,-0.007806,0.019918
2.254397,66642293,0.119165,0.604103,0.991833,0.007756,0.004770,0.016131
2.254397,66642322,0.120319,0.604170,0.992028,0.046233,0.000518,0.000058
2.254484,66642358,0.121173,0.602551,0.991746,0.015260,-0.066197,0.004924
2.254484,66642392,0.121999,0.601232,0.992513,0.005583,-0.011362,0.026895
2.254484,66642426,0.122696,0.601840,0.994321,-0.013367,0.045133,0.049703
2.254484,66642463,0.122804,0.603773,0.995934,-0.021005,0.053356,0.015018
2.254484,66642490,0.123207,0.603960,0.996155,0.023612,-0.014573,-0.001161
2.254484,66642524,0.122464,0.602310,0.994292,0.010108,-0.073541,-0.053077
2.254562,66642557,0.122273,0.599612,0.992738,0.010330,-0.079845,-0.019271
2.254562,66642591,0.121680,0.598310,0.991719,0.012716,-0.011769,-0.019872
2.254562,66642624,0.121553,0.598708,0.991224,-0.005618,0.035123,-0.013206
2.254562,66642655,0.121543,0.600804,0.991458,-0.017252,0.060409,0.005460
2.254562,66642693,0.120177,0.601931,0.990738,-0.000736,0.012046,-0.028119
2.254642,66642726,0.121051,0.601492,0.991202,0.023975,-0.020766,0.033157
2.254642,66642758,0.121030,0.600397,0.991260,-0.007607,-0.053305,-0.011928
2.254642,66642788,0.121695,0.599515,0.990564,0.047874,0.015723,-0.026644
2.254642,66642826,0.121368,0.600898,0.988509,0.006368,0.026281,-0.061284
2.254642,66642859,0.120414,0.601268,0.986269,0.013269,0.007371,-0.053363
2.254742,66642889,0.120770,0.602096,0.985396,0.039809,0.031530,-0.022846
2.254742,66642928,0.121775,0.601584,0.984797,0.031661,-0.048785,-0.006893
2.254742,66642955,0.122116,0.599666,0.983957,0.023147,-0.072151,-0.013348
2.254742,66642995,0.123001,0.597915,0.984566,0.017965,-0.028244,0.041428
2.254742,66643023,0.123944,0.597049,0.986124,-0.014953,-0.027829,0.049774
2.254834,66643058,0.123649,0.596598,0.986826,0.000145,0.026149,-0.000973
2.254834,66643096,0.123701,0.599257,0.987162,-0.016247,0.088467,-0.012932
2.254834,66643124,0.122826,0.600686,0.986022,-0.001320,0.028299,-0.053682
2.254834,66643157,0.122719,0.600590,0.984573,0.038969,-0.025737,-0.018686
2.254834,66643192,0.123621,0.599756,0.984103,0.053972,-0.056463,0.006752
2.254915,66643220,0.124931,0.597818,0.984170,-0.006061,-0.049106,0.022125
2.254915,66643257,0.125438,0.596778,0.984871,0.002174,0.026001,0.016083
2.254915,66643290,0.125847,0.597576,0.985672,-0.026233,0.071942,0.000573
2.254915,66643321,0.125296,0.601729,0.986576,-0.014487,0.105760,0.008586
2.254915,66643357,0.124857,0.603638,0.987060,-0.013499,0.006910,0.002411
2.254993,66643391,0.124707,0.602271,0.986078,0.011507,-0.051840,-0.031659
2.254993,66643422,0.124060,0.600737,0.984352,0.014087,-0.059556,-0.038816
2.254993,66643454,0.124050,0.599207,0.983121,0.027026,-0.026013,-0.018059
2.254993,66643490,0.124108,0.598909,0.983013,-0.019816,-0.004800,0.012426
2.254993,66643526,0.123661,0.599973,0.983895,-0.028989,0.056902,0.018801
2.255068,66643560,0.123822,0.602797,0.985237,-0.010716,0.094367,0.017710
2.255068,66643594,0.122430,0.604789,0.984856,-0.045645,0.041732,-0.026438
2.255068,66643626,0.122139,0.605345,0.984043,0.017147,0.006547,-0.016206
2.255068,66643659,0.121886,0.604301,0.982922,0.022618,-0.061692,-0.037751
2.255068,66643689,0.122310,0.602271,0.982138,0.031326,-0.061269,0.006347
2.255150,66643725,0.122958,0.600900,0.982330,-0.003683,-0.027024,0.009070
2.255150,66643759,0.123365,0.600098,0.982767,0.008063,-0.012696,0.009249
2.255150,66643792,0.123602,0.600538,0.982727,0.007417,0.023267,-0.000499
2.255150,66643824,0.123575,0.601272,0.983299,-0.020265,0.021836,0.003468
2.255150,66643859,0.123195,0.601915,0.983363,-0.002800,0.014981,-0.000989
2.255225,66643886,0.123446,0.601783,0.983176,0.015711,-0.021176,-0.010142
2.255225,66643925,0.123696,0.600553,0.982811,0.014730,-0.042595,0.008105
2.255225,66643959,0.124623,0.598953,0.983487,0.022678,-0.027991,0.010318
2.255225,66643990,0.125498,0.598706,0.983763,0.024094,0.001661,0.009159
2.255225,66644025,0.125841,0.599355,0.983487,-0.000234,0.020516,-0.018908
2.255298,66644057,0.125098,0.599611,0.982538,-0.005662,-0.001320,-0.025739
2.255298,66644089,0.125395,0.599699,0.981807,0.041424,0.003739,-0.026484
2.255345,66644122,0.125708,0.599124,0.981225,-0.000763,-0.045804,0.007217
2.256477,66644159,0.125879,0.597848,0.980779,0.009565,-0.029994,-0.028953
2.315054,66644190,0.125538,0.597035,0.979428,0.027897,-0.018614,-0.028931
2.356125,66644226,0.126240,0.597033,0.978450,0.031023,0.004411,-0.011977
2.385763,66644260,0.125428,0.596054,0.977572,-0.012348,-0.059202,-0.038344
2.412282,66644288,0.124623,0.595092,0.976193,0.031764,-0.010055,-0.015272
2.451907,66644324,0.126031,0.595231,0.976223,0.026743,0.011486,0.020310
