t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.253856,66641889296,5.497936,-0.944599,-8.009343,-0.033131,0.003110,-0.009385,0.024369,1.062114,2.583571,782.05,40.40,highres
2.253856,66641912256,5.474257,-0.987207,-8.151412,0.000440,0.005114,-0.002250,0.024369,1.062114,2.583571,782.05,40.40,highres
2.253856,66641931903,5.495542,-0.912188,-8.127310,-0.011419,0.049659,0.001047,0.024369,1.062114,2.583571,782.05,40.40,highres
2.253856,66641951120,5.496734,-0.921033,-7.906839,-0.001797,0.041671,0.016698,0.024369,1.062114,2.583571,782.05,40.40,highres
2.253856,66641971003,5.586420,-0.968522,-7.842776,0.013294,0.022643,0.001747,0.024369,1.062114,2.583571,782.05,40.20,highres
2.253856,66641994513,5.623771,-0.979902,-7.905885,-0.004321,-0.011470,-0.015518,0.024759,1.062278,2.582843,782.05,40.20,highres
2.253856,66642012615,5.599685,-0.905096,-7.983008,-0.005952,-0.028195,-0.027711,0.028247,1.062325,2.584484,782.05,40.20,highres
2.254295,66642034040,5.470946,-0.778209,-8.070598,0.017676,-0.013591,-0.024826,0.028247,1.062325,2.584484,782.05,40.20,highres
2.254295,66642051256,5.473310,-0.836010,-8.102283,-0.028488,-0.014516,-0.010737,0.028247,1.062325,2.584484,782.05,40.00,highres
2.254295,66642066720,5.434898,-0.798559,-8.052485,-0.034052,-0.019948,0.003443,0.028247,1.062325,2.584484,782.05,40.00,highres
2.254295,66642092442,5.447443,-0.872776,-8.075253,0.004162,-0.001345,0.006803,0.028247,1.062325,2.584484,782.05,40.00,highres
2.254295,66642116192,5.428629,-0.860287,-8.056437,-0.011386,-0.005529,0.012722,0.028247,1.062325,2.584484,782.05,40.00,highres
2.254295,66642132687,5.468056,-0.851025,-8.084718,-0.003614,0.001014,0.024819,0.019900,1.067758,2.579796,782.05,40.00,highres
2.254295,66642148689,5.491371,-0.918228,-8.052111,-0.002555,0.006282,0.028734,0.029104,1.063107,2.589943,782.05,40.00,highres
2.254295,66642171799,5.579079,-1.001743,-8.010995,-0.029423,-0.002247,0.031095,0.029104,1.063107,2.589943,782.05,40.00,highres
2.254397,66642181691,5.580346,-1.042971,-7.993090,-0.021235,-0.006276,0.026434,0.029104,1.063107,2.589943,782.05,40.00,highres
2.254397,66642212239,5.567756,-0.984882,-8.016183,0.016329,0.008137,-0.007102,0.029104,1.063107,2.589943,782.06,40.00,highres
2.254397,66642231068,5.533616,-0.874768,-8.005065,0.002715,-0.003582,0.007916,0.029104,1.063107,2.589943,782.06,40.00,highres
