t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
4.257529,9215682,778.7888,0.0000,39.40
4.257529,9215804,778.7866,0.0000,39.40
4.257529,9215882,778.7964,0.0000,39.40
4.257529,9216003,778.7981,0.0000,39.40
4.257529,9216083,778.7922,0.0000,39.40
4.257529,9216203,778.7914,0.0000,39.40
4.257529,9216284,778.7995,0.0000,39.40
4.257529,9216404,778.7952,0.0000,39.40
4.257529,9216483,778.8000,0.0000,39.40
4.257529,9216603,778.7913,0.0000,39.40
4.257529,9216684,778.7973,0.0000,39.40
4.257529,9216803,778.7866,0.0000,39.40
4.257529,9216882,778.7830,0.0000,39.40
4.257529,9217004,778.7849,0.0000,39.40
4.257529,9217084,778.7925,0.0000,39.40
4.257529,9217204,778.7932,0.0000,39.40
4.257529,9217283,778.7881,0.0000,39.40
4.257529,9217403,778.7858,0.0000,39.40
4.257529,9217484,778.7803,0.0000,39.40
4.257961,9217604,778.7825,0.0000,39.40
4.257961,9217685,778.7930,0.0000,39.40
4.257961,9217802,778.7952,0.0000,39.40
4.257961,9217884,778.7832,0.0000,39.40
4.257961,9218004,778.7878,0.0000,39.70
4.257961,9218082,778.7966,0.0000,39.70
4.257961,9218203,778.8000,0.0000,39.70
4.257961,9218285,778.8017,0.0000,39.70
4.257961,9218407,778.7934,0.0000,39.70
4.257961,9218484,778.7905,0.0000,39.70
4.257961,9218605,778.7893,0.0000,39.70
4.257961,9218683,778.7905,0.0000,39.70
4.257961,9218802,778.7988,0.0000,39.70
4.257961,9218883,778.7956,0.0000,39.70
4.257961,9219004,778.8030,0.0000,39.70
4.257961,9219084,778.7947,0.0000,39.70
4.257961,9219201,778.7953,0.0000,39.70
4.257961,9219284,778.7905,0.0000,39.70
4.257961,9219402,778.7932,0.0000,39.70
4.258158,9219484,778.7864,0.0000,39.70
4.258158,9219602,778.7849,0.0000,39.70
4.258158,9219684,778.7932,0.0000,39.70
4.258158,9219805,778.7858,0.0000,39.70
4.258158,9219883,778.7803,0.0000,39.70
4.322550,9220004,778.7803,0.0000,39.40
4.439432,9220083,778.7864,0.0000,39.40
4.521272,9220204,778.7861,0.0000,39.40
4.640194,9220283,778.7822,0.0000,39.40
4.721367,9220404,778.7936,0.0000,39.40
4.840609,9220484,778.7869,0.0000,39.40
4.922214,9220603,778.7922,0.0000,39.40
5.042497,9220682,778.7944,0.0000,39.40
5.120723,9220804,778.7908,0.0000,39.40
5.243909,9220884,778.7869,0.0000,39.40
5.321091,9221002,778.7836,0.0000,39.40
5.440798,9221083,778.7808,0.0000,39.40
5.522715,9221204,778.7747,0.0000,39.40
5.641014,9221282,778.7849,0.0000,39.40
5.723216,9221404,778.7858,0.0000,39.40
5.842835,9221484,778.7832,0.0000,39.40
5.922003,9221603,778.7856,0.0000,39.40
6.044375,9221684,778.7834,0.0000,39.40
6.123158,9221765,778.7803,0.0000,39.40
6.243134,9221883,778.7830,0.0000,39.40
6.320351,9222003,778.7700,0.0000,39.40
6.442035,9222083,778.7761,0.0000,39.40
6.520591,9222202,778.7861,0.0000,39.40
6.642461,9222283,778.7927,0.0000,39.40
6.721696,9222404,778.7939,0.0000,39.40
6.839491,9222483,778.7874,0.0000,39.40
6.922330,9222603,778.7815,0.0000,39.40
7.042088,9222684,778.7847,0.0000,39.40
7.121689,9222803,778.7881,0.0000,39.40
7.239824,9222884,778.7903,0.0000,39.40
7.320468,9223004,778.7858,0.0000,39.40
7.441858,9223088,778.7875,0.0000,39.40
7.524671,9223204,778.7922,0.0000,39.40
7.641527,9223283,778.7908,0.0000,39.40
7.722588,9223403,778.7966,0.0000,39.40
7.841095,9223482,778.7914,0.0000,39.40
7.921768,9223605,778.7771,0.0000,39.40
8.041744,9223685,778.7900,0.0000,39.40
8.120938,9223803,778.7991,0.0000,39.40
8.241152,9223884,778.7927,0.0000,39.40
8.322056,9224006,778.7939,0.0000,39.70
8.441220,9224084,778.7988,0.0000,39.70
8.520851,9224203,778.7922,0.0000,39.70
8.641083,9224287,778.8008,0.0000,39.70
8.721970,9224403,778.7934,0.0000,39.70
8.845887,9224483,778.7822,0.0000,39.70
8.921810,9224604,778.7886,0.0000,39.70
9.040363,9224685,778.7942,0.0000,39.70
9.120472,9224803,778.7927,0.0000,39.70
