t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
33.454511,440,65535,-1,-1,0,0
33.859956,360,65535,-1,-1,0,0
34.457062,420,65535,-1,-1,0,0
34.860674,400,65535,-1,-1,0,0
35.454107,320,65535,-1,-1,0,0
35.860163,420,65535,-1,-1,0,0
36.359492,380,65535,-1,-1,0,0
36.860083,400,65535,-1,-1,0,0
37.455382,360,65535,-1,-1,0,0
37.864219,420,65535,-1,-1,0,0
38.360510,360,65535,-1,-1,0,0
38.859194,420,65535,-1,-1,0,0
39.454587,380,65535,-1,-1,0,0
39.860168,380,65535,-1,-1,0,0
40.456239,400,65535,-1,-1,0,0
40.859431,400,65535,-1,-1,0,0
41.453132,380,65535,-1,-1,0,0
41.860953,380,65535,-1,-1,0,0
42.361476,420,65535,-1,-1,0,0
42.859770,340,65535,-1,-1,0,0
43.454339,320,65535,-1,-1,0,0
43.859652,400,65535,-1,-1,0,0
44.457201,400,65535,-1,-1,0,0
44.860787,380,65535,-1,-1,0,0
45.455398,380,65535,-1,-1,0,0
45.861001,420,65535,-1,-1,0,0
46.359952,360,65535,-1,-1,0,0
46.860715,440,65535,-1,-1,0,0
47.455239,360,65535,-1,-1,0,0
47.860882,380,65535,-1,-1,0,0
48.454757,400,65535,-1,-1,0,0
48.860193,400,65535,-1,-1,0,0
49.455666,380,65535,-1,-1,0,0
49.859655,400,65535,-1,-1,0,0
50.360904,400,65535,-1,-1,0,0
50.860603,360,65535,-1,-1,0,0
51.453585,400,65535,-1,-1,0,0
51.859485,380,65535,-1,-1,0,0
52.361319,380,65535,-1,-1,0,0
52.859586,360,65535,-1,-1,0,0
53.453970,400,65535,-1,-1,0,0
53.859781,360,65535,-1,-1,0,0
54.359845,360,65535,-1,-1,0,0
54.859574,500,65535,-1,-1,0,0
55.453741,340,65535,-1,-1,0,0
55.860951,340,65535,-1,-1,0,0
56.361707,400,65535,-1,-1,0,0
56.860655,380,65535,-1,-1,0,0
57.452312,340,65535,-1,-1,0,0
57.863597,420,65535,-1,-1,0,0
58.360501,340,65535,-1,-1,0,0
58.859230,380,65535,-1,-1,0,0
59.455274,440,65535,-1,-1,0,0
59.872308,360,65535,-1,-1,0,0
60.455460,380,65535,-1,-1,0,0
60.859104,400,65535,-1,-1,0,0
61.457880,400,65535,-1,-1,0,0
61.884411,380,65535,-1,-1,0,0
62.362033,420,65535,-1,-1,0,0
62.859901,360,65535,-1,-1,0,0
63.454412,360,65535,-1,-1,0,0
63.900310,420,65535,-1,-1,0,0
64.362528,380,65535,-1,-1,0,0
64.859540,400,65535,-1,-1,0,0
65.455502,380,65535,-1,-1,0,0
65.900222,380,65535,-1,-1,0,0
66.360194,360,65535,-1,-1,0,0
66.859279,420,65535,-1,-1,0,0
67.456306,380,65535,-1,-1,0,0
67.899519,320,65535,-1,-1,0,0
68.457144,400,65535,-1,-1,0,0
68.860348,360,65535,-1,-1,0,0
69.455564,380,65535,-1,-1,0,0
69.900193,400,65535,-1,-1,0,0
70.456749,400,65535,-1,-1,0,0
70.859775,320,65535,-1,-1,0,0
71.455457,340,65535,-1,-1,0,0
71.910105,380,65535,-1,-1,0,0
72.456153,360,65535,-1,-1,0,0
72.858883,300,65535,-1,-1,0,0
73.455175,360,65535,-1,-1,0,0
73.929334,400,65535,-1,-1,0,0
74.360446,400,65535,-1,-1,0,0
74.858419,400,65535,-1,-1,0,0
75.454200,360,65535,-1,-1,0,0
75.941743,420,65535,-1,-1,0,0
76.359954,360,65535,-1,-1,0,0
76.858208,400,65535,-1,-1,0,0
77.455503,320,65535,-1,-1,0,0
77.953995,360,65535,-1,-1,0,0
78.359157,420,65535,-1,-1,0,0
78.861547,340,65535,-1,-1,0,0
79.455259,340,65535,-1,-1,0,0
79.860908,360,65535,-1,-1,0,0
80.359714,380,65535,-1,-1,0,0
80.872895,360,65535,-1,-1,0,0
81.456552,400,65535,-1,-1,0,0
81.876200,360,65535,-1,-1,0,0
82.456426,380,65535,-1,-1,0,0
82.881994,380,65535,-1,-1,0,0
83.454025,360,65535,-1,-1,0,0
83.883239,420,65535,-1,-1,0,0
84.359631,380,65535,-1,-1,0,0
84.887558,340,65535,-1,-1,0,0
85.452341,340,65535,-1,-1,0,0
85.894354,380,65535,-1,-1,0,0
86.360783,360,65535,-1,-1,0,0
86.897202,380,65535,-1,-1,0,0
87.454568,420,65535,-1,-1,0,0
87.900276,340,65535,-1,-1,0,0
88.456003,400,65535,-1,-1,0,0
88.903346,380,65535,-1,-1,0,0
89.454233,400,65535,-1,-1,0,0
89.906825,380,65535,-1,-1,0,0
90.360518,400,65535,-1,-1,0,0
90.911983,340,65535,-1,-1,0,0
91.453156,380,65535,-1,-1,0,0
91.920603,400,65535,-1,-1,0,0
92.359835,380,65535,-1,-1,0,0
92.919600,360,65535,-1,-1,0,0
93.454108,360,65535,-1,-1,0,0
93.928092,400,65535,-1,-1,0,0
94.359203,340,65535,-1,-1,0,0
94.930442,400,65535,-1,-1,0,0
95.453154,340,65535,-1,-1,0,0
95.934412,300,65535,-1,-1,0,0
96.360757,420,65535,-1,-1,0,0
96.935290,360,65535,-1,-1,0,0
97.456765,400,65535,-1,-1,0,0
97.935387,340,65535,-1,-1,0,0
98.360633,480,65535,-1,-1,0,0
98.940328,360,65535,-1,-1,0,0
99.454208,400,65535,-1,-1,0,0
99.942604,380,65535,-1,-1,0,0
100.360218,360,65535,-1,-1,0,0
100.945631,380,65535,-1,-1,0,0
101.456537,380,65535,-1,-1,0,0
101.948758,460,65535,-1,-1,0,0
102.359913,380,65535,-1,-1,0,0
102.951625,440,65535,-1,-1,0,0
103.455954,360,65535,-1,-1,0,0
103.952010,500,65535,-1,-1,0,0
104.456381,340,65535,-1,-1,0,0
104.955725,540,65535,-1,-1,0,0
105.456753,400,65535,-1,-1,0,0
105.859438,360,65535,-1,-1,0,0
106.360651,380,65535,-1,-1,0,0
106.860234,520,65535,-1,-1,0,0
107.452271,400,65535,-1,-1,0,0
107.858822,440,65535,-1,-1,0,0
108.360253,380,65535,-1,-1,0,0
108.859605,560,65535,-1,-1,0,0
109.453273,400,65535,-1,-1,0,0
109.859948,540,65535,-1,-1,0,0
110.456156,380,65535,-1,-1,0,0
110.860749,440,65535,-1,-1,0,0
111.452623,340,65535,-1,-1,0,0
111.860849,460,65535,-1,-1,0,0
112.359320,380,65535,-1,-1,0,0
112.860252,460,65535,-1,-1,0,0
113.455817,380,65535,-1,-1,0,0
113.860409,480,65535,-1,-1,0,0
114.458761,340,65535,-1,-1,0,0
114.861356,480,65535,-1,-1,0,0
115.452910,400,65535,-1,-1,0,0
115.861085,360,65535,-1,-1,0,0
116.359967,380,65535,-1,-1,0,0
116.860145,420,65535,-1,-1,0,0
117.453340,380,65535,-1,-1,0,0
117.861367,500,65535,-1,-1,0,0
118.361881,380,65535,-1,-1,0,0
118.859529,360,65535,-1,-1,0,0
119.453709,380,65535,-1,-1,0,0
119.859795,480,65535,-1,-1,0,0
120.361309,360,65535,-1,-1,0,0
120.859295,480,65535,-1,-1,0,0
121.456740,380,65535,-1,-1,0,0
121.859341,380,65535,-1,-1,0,0
122.360871,380,65535,-1,-1,0,0
122.858760,440,65535,-1,-1,0,0
123.452746,200,65535,-1,-1,0,0
123.858606,260,65535,-1,-1,0,0
124.360276,260,65535,-1,-1,0,0
124.861168,460,65535,-1,-1,0,0
125.453720,380,65535,-1,-1,0,0
125.861529,380,65535,-1,-1,0,0
126.456473,380,65535,-1,-1,0,0
126.859141,360,65535,-1,-1,0,0
127.454530,380,65535,-1,-1,0,0
127.860920,380,65535,-1,-1,0,0
128.359420,360,65535,-1,-1,0,0
128.860623,400,65535,-1,-1,0,0
129.454736,380,65535,-1,-1,0,0
129.860643,420,65535,-1,-1,0,0
130.359820,400,65535,-1,-1,0,0
130.860481,420,65535,-1,-1,0,0
131.455197,360,65535,-1,-1,0,0
131.859808,400,65535,-1,-1,0,0
