t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.254011,780,65535,-1,-1,0,0
2.254224,840,65535,-1,-1,0,0
2.254358,860,65535,-1,-1,0,0
2.254553,820,65535,-1,-1,0,0
2.333449,900,65535,-1,-1,0,0
2.834732,840,65535,-1,-1,0,0
3.332132,860,65535,-1,-1,0,0
3.836789,860,65535,-1,-1,0,0
4.331454,860,65535,-1,-1,0,0
4.832290,800,65535,-1,-1,0,0
5.331269,900,65535,-1,-1,0,0
5.833910,900,65535,-1,-1,0,0
6.333439,840,65535,-1,-1,0,0
6.832896,900,65535,-1,-1,0,0
7.317917,760,65535,-1,-1,0,0
7.831957,840,65535,-1,-1,0,0
8.322284,840,65535,-1,-1,0,0
8.832818,900,65535,-1,-1,0,0
9.321938,840,65535,-1,-1,0,0
9.827051,920,65535,-1,-1,0,0
10.331240,880,65535,-1,-1,0,0
10.832341,860,65535,-1,-1,0,0
11.333971,820,65535,-1,-1,0,0
11.832776,860,65535,-1,-1,0,0
12.321815,880,65535,-1,-1,0,0
12.834282,800,65535,-1,-1,0,0
13.332288,880,65535,-1,-1,0,0
13.831137,820,65535,-1,-1,0,0
14.333430,840,65535,-1,-1,0,0
14.832152,900,65535,-1,-1,0,0
15.296992,860,65535,-1,-1,0,0
15.834409,900,65535,-1,-1,0,0
16.299698,780,65535,-1,-1,0,0
16.834792,880,65535,-1,-1,0,0
17.304213,740,65535,-1,-1,0,0
17.831625,900,65535,-1,-1,0,0
18.310582,780,65535,-1,-1,0,0
18.825593,880,65535,-1,-1,0,0
19.315144,760,65535,-1,-1,0,0
19.831369,940,65535,-1,-1,0,0
20.318347,800,65535,-1,-1,0,0
20.817451,900,65535,-1,-1,0,0
21.315167,760,65535,-1,-1,0,0
21.831471,820,65535,-1,-1,0,0
22.331776,840,65535,-1,-1,0,0
22.833988,820,65535,-1,-1,0,0
23.329637,820,65535,-1,-1,0,0
23.831141,860,65535,-1,-1,0,0
24.318351,820,65535,-1,-1,0,0
24.832425,820,65535,-1,-1,0,0
25.318237,880,65535,-1,-1,0,0
25.831588,800,65535,-1,-1,0,0
26.322975,840,65535,-1,-1,0,0
26.834220,820,65535,-1,-1,0,0
27.332536,860,65535,-1,-1,0,0
27.833928,860,65535,-1,-1,0,0
28.327362,800,65535,-1,-1,0,0
