t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253712,66313296,0.007548,0.383621,0.580681,-0.014220,0.007929,0.028469
2.253712,66313328,0.007750,0.384098,0.582069,-0.008427,0.019444,0.033958
2.253712,66313359,0.008585,0.384145,0.582738,0.033233,-0.012210,0.004033
2.253712,66313395,0.008809,0.383304,0.582835,-0.025699,-0.023800,0.006294
2.253942,66313426,0.008569,0.382842,0.583392,0.021489,-0.010621,0.025671
2.253942,66313459,0.010280,0.382962,0.584283,0.049405,0.012339,0.026358
2.253942,66313494,0.011372,0.383231,0.584489,-0.006031,-0.021705,0.002869
2.253942,66313530,0.010755,0.381637,0.585120,-0.011611,-0.033685,0.017036
2.253942,66313564,0.012792,0.381765,0.585600,0.075777,0.014767,0.010321
2.254011,66313594,0.014107,0.381046,0.585812,0.002362,-0.053039,0.015220
2.254011,66313627,0.014511,0.379057,0.586642,0.009214,-0.030152,0.035553
2.254011,66313663,0.016200,0.379769,0.588477,0.070153,0.065902,0.066910
2.254011,66313698,0.020271,0.381748,0.590718,0.053683,0.027107,0.046550
2.254011,66313728,0.019381,0.381718,0.592403,-0.052429,0.007629,0.047787
2.254011,66313763,0.020205,0.383318,0.594042,0.048384,0.071853,0.032948
2.254086,66313795,0.022164,0.384360,0.594430,0.048741,-0.014390,0.008916
2.254086,66313830,0.022782,0.383039,0.594168,-0.009026,-0.042203,-0.019526
2.254086,66313859,0.023306,0.381946,0.593224,0.055552,-0.031590,-0.033709
2.254086,66313893,0.023676,0.381023,0.590623,-0.002488,-0.029434,-0.083624
2.254086,66313929,0.022486,0.380255,0.589448,0.004398,-0.019178,-0.016088
2.254153,66313962,0.023795,0.381560,0.588561,0.015002,0.087507,-0.033879
2.254153,66313991,0.024810,0.383684,0.587929,0.082138,0.012116,-0.011893
2.254153,66314029,0.026056,0.382093,0.586624,-0.041984,-0.079268,-0.039724
2.254153,66314062,0.024506,0.380322,0.586149,-0.001655,-0.020338,0.005238
2.254153,66314097,0.025250,0.380567,0.586566,0.023571,0.001924,0.000141
2.254224,66314128,0.024968,0.379351,0.587110,-0.028335,-0.053307,0.048154
2.254224,66314161,0.026775,0.378998,0.589597,0.044608,0.033659,0.076081
2.254224,66314192,0.029458,0.380397,0.591457,0.041567,0.024668,0.017616
2.254224,66314228,0.027599,0.380810,0.592466,-0.082512,0.020118,0.044812
2.254224,66314262,0.027436,0.382523,0.593597,-0.000164,0.075465,0.016103
2.254296,66314296,0.026665,0.384036,0.592910,-0.011039,-0.005996,-0.030167
2.254296,66314324,0.027241,0.381471,0.591570,0.056371,-0.142538,-0.033065
2.254296,66314361,0.029547,0.376723,0.591310,0.079583,-0.079526,0.024921
2.254296,66314394,0.034955,0.375841,0.591333,0.187079,-0.023863,-0.052915
2.254296,66314429,0.033921,0.372734,0.588389,-0.122144,-0.140761,-0.045205
2.254358,66314459,0.031235,0.369906,0.588563,-0.035048,-0.017013,0.027317
2.254358,66314494,0.032636,0.372806,0.589608,0.044985,0.117246,0.018983
2.254358,66314521,0.034034,0.374686,0.590384,0.017748,0.022385,0.035231
2.254358,66314558,0.034126,0.374010,0.592486,-0.019484,-0.008377,0.071865
2.254358,66314592,0.035199,0.374365,0.594205,0.067063,0.030698,-0.003395
2.254425,66314626,0.036217,0.374887,0.593726,-0.054277,-0.038583,-0.014977
2.254425,66314660,0.034958,0.373320,0.594007,-0.000546,-0.024049,0.030881
2.254425,66314696,0.035948,0.373470,0.594296,0.023145,0.004189,-0.002519
2.254425,66314724,0.035903,0.372763,0.594579,-0.023583,-0.026067,0.015225
2.254425,66314761,0.035361,0.373365,0.595091,-0.009399,0.038159,0.009724
2.254490,66314794,0.035072,0.373855,0.595434,-0.016373,-0.015836,0.007926
2.254490,66314829,0.035582,0.372750,0.595739,0.022835,-0.027037,0.011548
2.254490,66314862,0.036394,0.372681,0.596207,0.004290,0.011979,0.014082
2.254490,66314898,0.036826,0.373911,0.596966,0.024751,0.049610,0.025169
2.254490,66314925,0.037755,0.375443,0.597551,0.006329,0.044363,0.007395
2.254553,66314962,0.036507,0.374668,0.597905,-0.042435,-0.058741,0.022256
2.254553,66314994,0.036656,0.373103,0.598662,0.017393,-0.035961,0.025260
2.254553,66315025,0.037435,0.372771,0.599219,0.031353,-0.012393,0.017411
2.254553,66315062,0.038907,0.371603,0.599735,0.025713,-0.060278,0.007331
2.254553,66315095,0.038215,0.369757,0.600453,-0.020102,-0.009074,0.039512
2.254631,66315126,0.039309,0.370621,0.601633,0.015656,0.040726,0.020311
2.254631,66315163,0.039244,0.371038,0.602036,-0.032938,-0.009946,0.004955
2.254631,66315199,0.038201,0.370577,0.602744,-0.010768,-0.005503,0.039282
2.254631,66315228,0.039351,0.370586,0.603860,0.061188,0.003255,0.014703
2.254631,66315259,0.040695,0.370484,0.603747,-0.021278,-0.016251,-0.000660
2.254695,66315295,0.038598,0.369295,0.604162,-0.028145,-0.026551,0.014092
2.254695,66315328,0.039167,0.368506,0.603969,0.014340,-0.024158,-0.014194
2.254695,66315360,0.038733,0.367762,0.604469,-0.020703,-0.021391,0.038629
2.254695,66315397,0.039076,0.367215,0.605939,0.014769,-0.004793,0.045406
2.254695,66315426,0.041024,0.367565,0.606972,0.061395,0.025040,0.012325
2.254761,66315460,0.040253,0.367438,0.607021,-0.109925,-0.029371,0.001769
2.254761,66315493,0.038000,0.366847,0.607306,-0.008305,0.009164,0.003895
2.254788,66315527,0.039208,0.368470,0.606444,0.046765,0.042956,-0.043340
2.295987,66315558,0.038866,0.367878,0.606674,-0.002785,-0.058271,0.055220
2.331200,66315596,0.040104,0.366041,0.607736,0.026313,-0.030453,-0.001106
2.362417,66315625,0.039843,0.365237,0.607427,-0.037291,-0.025408,0.005048
2.393792,66315662,0.039257,0.364741,0.608109,-0.004300,-0.000909,0.010999
2.417641,66315695,0.038971,0.365056,0.608518,-0.034860,0.015865,0.030350
2.459316,66315729,0.039026,0.365936,0.610676,0.019775,0.027808,0.044726
2.491428,66315764,0.040295,0.366341,0.611391,0.031224,-0.002620,0.002507
2.518178,66315797,0.040065,0.364490,0.611634,-0.026391,-0.068201,0.020311
2.557448,66315825,0.040093,0.363317,0.612457,-0.001539,-0.016626,0.026470
2.590894,66315860,0.040517,0.364153,0.613008,0.008865,0.041334,0.008471
2.632895,66315896,0.040516,0.365029,0.613409,-0.010039,0.001211,0.017470
2.660969,66315930,0.041013,0.363898,0.614424,0.007465,-0.046060,0.036558
2.697470,66315963,0.042205,0.362198,0.615941,0.021296,-0.036032,0.032954
2.717015,66315993,0.043069,0.362009,0.616800,0.019182,0.017338,0.034258
2.764825,66316030,0.042747,0.363593,0.618182,-0.047947,0.054615,0.028611
2.792309,66316059,0.041874,0.364939,0.618671,-0.040968,0.042471,-0.006042
2.831739,66316098,0.040186,0.365349,0.617851,-0.028307,-0.031153,-0.020867
2.858166,66316130,0.040563,0.363292,0.617783,0.047160,-0.077137,0.014022
2.890918,66316159,0.041714,0.361503,0.617899,0.018104,-0.030035,0.000307
2.930860,66316194,0.042333,0.361452,0.618158,-0.007643,0.045886,0.032594
2.958059,66316230,0.041960,0.363498,0.620390,-0.037150,0.041825,0.044065
2.997630,66316263,0.041418,0.364615,0.621215,-0.017575,0.037606,0.018784
3.030846,66316290,0.041226,0.365007,0.621877,-0.013244,-0.000821,0.020021
3.061761,66316329,0.042788,0.364304,0.622773,0.057536,-0.021758,0.016618
3.098597,66316363,0.042977,0.363035,0.622656,-0.025272,-0.047706,-0.003224
3.133148,66316393,0.041381,0.361977,0.622727,-0.062041,0.004005,0.007313
3.157596,66316430,0.040261,0.363430,0.623296,-0.012645,0.075585,0.021825
3.192804,66316458,0.040677,0.365192,0.623790,0.005651,0.019678,0.019987
3.230596,66316494,0.041144,0.364620,0.625537,0.006187,-0.026508,0.050850
3.258117,66316523,0.042414,0.364621,0.626201,0.040371,0.016955,0.002724
3.264631,66316560,0.042341,0.364382,0.625954,-0.044979,-0.039336,-0.001693
3.317760,66316589,0.040904,0.363265,0.626288,-0.034563,-0.005450,0.027829
3.358514,66316631,0.041588,0.364846,0.627359,0.033161,0.056118,0.014193
3.392857,66316661,0.041794,0.364819,0.627873,-0.022269,-0.036175,0.020870
3.417129,66316686,0.041465,0.363861,0.628598,-0.016135,-0.002768,0.027723
3.458336,66316730,0.042073,0.364984,0.629185,0.032498,0.035956,-0.004121
3.497557,66316764,0.041674,0.365217,0.629538,-0.044106,-0.004423,0.018890
3.531549,66316796,0.040943,0.365478,0.630274,-0.016397,0.020593,0.016892
3.558414,66316829,0.041489,0.366002,0.630493,0.026851,0.006843,0.000202
3.597585,66316860,0.041857,0.365540,0.630840,-0.012776,-0.019064,0.022465
3.617907,66316897,0.041042,0.365111,0.631727,-0.027269,-0.003722,0.022245
3.661633,66316929,0.041740,0.365322,0.632572,0.025607,0.019151,0.011677
3.691109,66316958,0.041751,0.365747,0.632352,-0.030589,-0.000952,-0.002419
3.717148,66316996,0.040070,0.365708,0.633233,-0.056777,0.014801,0.035772
3.757295,66317025,0.040789,0.367226,0.634530,0.037338,0.059141,0.031420
3.793241,66317061,0.042200,0.367314,0.634908,0.005034,-0.032681,0.003589
3.834123,66317095,0.040782,0.366256,0.635659,-0.042825,-0.005969,0.030695
3.858543,66317129,0.041466,0.367280,0.636293,0.035256,0.037519,0.005011
3.890931,66317156,0.041773,0.367273,0.636302,-0.030606,-0.029731,0.010555
3.917959,66317194,0.040706,0.366436,0.637221,-0.008499,0.008962,0.019600
3.957793,66317227,0.041671,0.367348,0.637497,0.032959,0.011356,-0.003694
3.998445,66317260,0.040965,0.365967,0.637728,-0.065578,-0.054820,0.021633
4.031983,66317293,0.040119,0.365814,0.638654,-0.015597,0.023734,0.027554
4.058284,66317329,0.041117,0.366957,0.639470,0.029543,0.021671,0.009583
4.092372,66317356,0.040989,0.366627,0.639403,-0.016375,-0.035044,0.006908
4.118756,66317394,0.040490,0.365683,0.639845,-0.033446,-0.032146,0.023687
4.158613,66317429,0.040748,0.365354,0.640944,0.029488,0.007000,0.014266
4.197707,66317463,0.041125,0.365373,0.640794,-0.014798,-0.003278,-0.007975
4.231058,66317493,0.039718,0.364910,0.641335,-0.057366,-0.014176,0.028628
4.259211,66317528,0.039168,0.365201,0.641989,0.007948,0.026687,0.007646
4.263884,66317560,0.039998,0.365931,0.642555,-0.008293,0.000563,0.030428
4.317872,66317595,0.039916,0.364842,0.644342,-0.010577,-0.033217,0.053770
4.357178,66317627,0.041240,0.364989,0.645118,0.034237,0.027795,0.004745
4.393227,66317665,0.040797,0.364958,0.645613,-0.037889,-0.031166,0.036982
4.419881,66317696,0.040213,0.363907,0.646761,-0.033036,-0.020348,0.027314
4.457764,66317729,0.040854,0.364325,0.647255,0.039567,0.023223,0.002661
4.492669,66317757,0.041178,0.364567,0.647106,-0.025972,-0.015795,0.015497
4.519325,66317792,0.040651,0.363524,0.648101,-0.006147,-0.037155,0.021848
