t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.254224,66313961,782.0461,0.0000,41.70
2.254553,66314959,782.0425,0.0000,41.70
2.834732,66315960,782.0439,0.0000,41.30
3.836789,66316960,782.0742,0.0000,41.30
4.832290,66317960,782.0420,0.0000,41.30
5.832625,66318962,782.0508,0.0000,41.30
6.831368,66319962,782.0632,0.0000,41.30
7.831957,66320961,782.0505,0.0000,41.30
8.832818,66321960,782.0388,0.0000,41.30
9.827051,66322960,782.0414,0.0000,41.30
10.832341,66323961,782.0444,0.0000,41.00
11.832776,66324961,782.0517,0.0000,41.00
12.834282,66325960,782.0544,0.0000,40.70
13.831137,66326959,782.0544,0.0000,40.70
14.832152,66327963,782.0547,0.0000,41.00
15.834409,66328961,782.0400,0.0000,41.00
16.832274,66329962,782.0515,0.0000,41.70
17.831625,66330960,782.0517,0.0000,41.70
18.825593,66331963,782.0498,0.0000,41.70
19.831369,66332967,782.0527,0.0000,41.70
20.817451,66333961,782.0595,0.0000,41.30
21.831471,66334960,782.0562,0.0000,41.30
22.831982,66335959,782.0512,0.0000,41.70
23.831141,66336961,782.0620,0.0000,41.70
24.832425,66337960,782.0590,0.0000,41.00
25.831588,66338960,782.0493,0.0000,41.00
26.834220,66339961,782.0515,0.0000,41.00
27.833928,66340961,782.0505,0.0000,41.00
28.822120,66341960,782.0632,0.0000,41.00
29.834077,66342961,782.0615,0.0000,41.00
30.832299,66343962,782.0610,0.0000,41.00
31.831937,66344961,782.0690,0.0000,41.00
32.833001,66345959,782.0681,0.0000,41.00
33.831513,66346960,782.0608,0.0000,41.00
34.831832,66347961,782.0540,0.0000,40.70
35.818431,66348962,782.0436,0.0000,40.70
36.834787,66349961,782.0427,0.0000,41.30
37.832661,66350961,782.0515,0.0000,41.30
38.832914,66351962,782.0505,0.0000,41.30
39.831720,66352960,782.0662,0.0000,41.30
40.819142,66353960,782.0615,0.0000,41.00
41.831738,66354960,782.0554,0.0000,41.00
42.831434,66355960,782.0554,0.0000,41.70
43.824980,66356962,782.0608,0.0000,41.70
44.820442,66357959,782.0436,0.0000,40.70
45.827732,66358962,782.0651,0.0000,40.70
46.826239,66359962,782.0566,0.0000,40.70
47.833687,66360962,782.0710,0.0000,40.70
48.831903,66361960,782.0542,0.0000,41.00
49.833139,66362959,782.0483,0.0000,41.00
50.833409,66363961,782.0586,0.0000,40.70
51.822651,66364960,782.0520,0.0000,40.70
52.832719,66365961,782.0605,0.0000,40.70
53.830356,66366960,782.0667,0.0000,40.70
54.832620,66367961,782.0608,0.0000,40.70
55.832136,66368961,782.0605,0.0000,40.70
56.834300,66369959,782.0629,0.0000,41.00
57.831940,66370960,782.0727,0.0000,41.00
58.832803,66371961,782.0522,0.0000,41.00
59.817373,66372960,782.0456,0.0000,41.00
60.830803,66373960,782.0500,0.0000,41.00
61.833690,66374961,782.0542,0.0000,41.00
62.818315,66375963,782.0559,0.0000,41.30
63.819576,66376959,782.0583,0.0000,41.30
64.818478,66377960,782.0676,0.0000,41.00
65.831464,66378961,782.0610,0.0000,41.00
66.833666,66379960,782.0662,0.0000,41.00
67.831732,66380959,782.0671,0.0000,41.00
68.830271,66381959,782.0640,0.0000,41.70
69.831024,66382960,782.0627,0.0000,41.70
70.830175,66383960,782.0530,0.0000,42.00
71.832995,66384960,782.0647,0.0000,42.00
72.831684,66385963,782.0512,0.0000,41.70
73.831983,66386962,782.0681,0.0000,41.70
74.832104,66387962,782.0618,0.0000,41.70
75.831888,66388960,782.0559,0.0000,41.70
76.831726,66389962,782.0712,0.0000,41.30
77.832860,66390961,782.0649,0.0000,41.30
78.831496,66391963,782.0727,0.0000,41.70
79.817758,66392962,782.0503,0.0000,41.70
80.818411,66393961,782.0735,0.0000,41.70
81.830813,66394962,782.0551,0.0000,41.70
82.832784,66395960,782.0525,0.0000,41.30
83.832790,66396961,782.0664,0.0000,41.30
84.830442,66397961,782.0517,0.0000,41.30
85.831388,66398964,782.0625,0.0000,41.30
86.833435,66399960,782.0547,0.0000,41.00
87.830407,66400960,782.0527,0.0000,41.00
88.819118,66401960,782.0512,0.0000,41.00
89.831501,66402960,782.0740,0.0000,41.00
90.817697,66403961,782.0671,0.0000,41.30
91.832065,66404962,782.0620,0.0000,41.30
92.832993,66405961,782.0551,0.0000,41.30
93.833831,66406960,782.0540,0.0000,41.30
94.832529,66407959,782.0537,0.0000,41.70
95.830666,66408960,782.0651,0.0000,41.70
96.832179,66409959,782.0588,0.0000,41.30
97.830101,66410960,782.0530,0.0000,41.30
98.834398,66411961,782.0720,0.0000,41.30
99.830010,66412959,782.0569,0.0000,41.30
100.831580,66413960,782.0505,0.0000,41.30
101.832753,66414961,782.0579,0.0000,41.30
102.818899,66415959,782.0469,0.0000,41.00
103.830295,66416959,782.0629,0.0000,41.00
104.829981,66417961,782.0688,0.0000,41.70
105.833674,66418961,782.0629,0.0000,41.70
106.832059,66419959,782.0593,0.0000,41.30
107.817998,66420962,782.0612,0.0000,41.30
108.829834,66421962,782.0647,0.0000,41.30
109.833882,66422960,782.0581,0.0000,41.30
110.832684,66423960,782.0610,0.0000,41.30
111.831716,66424961,782.0688,0.0000,41.30
112.830289,66425962,782.0586,0.0000,41.30
113.832398,66426960,782.0556,0.0000,41.30
114.830104,66427962,782.0640,0.0000,41.30
115.833707,66428962,782.0618,0.0000,41.30
116.831002,66429960,782.0588,0.0000,41.00
117.832950,66430960,782.0620,0.0000,41.00
118.832683,66431961,782.0590,0.0000,41.30
119.830893,66432960,782.0583,0.0000,41.30
120.817943,66433961,782.0547,0.0000,41.70
121.818677,66434961,782.0464,0.0000,41.70
122.834489,66435968,782.0488,0.0000,41.30
123.829924,66436962,782.0439,0.0000,41.30
124.830214,66437961,782.0554,0.0000,41.30
125.831818,66438961,782.0625,0.0000,41.30
126.833809,66439962,782.0623,0.0000,41.70
127.832768,66440960,782.0676,0.0000,41.70
128.818893,66441959,782.0540,0.0000,41.30
129.837044,66442962,782.0718,0.0000,41.30
130.832629,66443961,782.0586,0.0000,41.30
131.830279,66444961,782.0540,0.0000,41.30
