wall_time,cpu_temp_c,cpu0_freq_mhz,cpu4_freq_mhz,cpu7_freq_mhz
1779245263.201,45.90,2016,1286,1248
1779245266.781,42.00,1344,1286,1248
1779245269.404,41.20,902,1286,1248
1779245272.119,41.20,902,1286,1248
1779245275.010,41.60,902,1286,1248
1779245277.957,42.40,1670,1286,1248
1779245280.886,42.40,1344,1286,1248
1779245283.585,41.20,1344,1286,1248
1779245286.521,49.50,2016,2323,1248
1779245289.536,57.80,2016,2323,1248
1779245292.588,55.50,2016,1920,1248
1779245295.689,51.10,2016,2592,1248
